,nodes,edges,vocs
4087,2206.0,10981.0,43.0
2573,2206.0,11219.0,26.0
4194,2206.0,11037.0,43.0
3091,2206.0,10816.0,33.0
2865,2207.0,10969.0,30.0
4831,2207.0,11011.0,50.0
2458,2207.0,10840.0,25.0
4237,2207.0,11443.0,43.0
3259,2207.0,10998.0,33.0
4147,2207.0,11040.0,43.0
4991,2209.0,11055.0,52.0
4861,2210.0,11137.0,49.0
2607,2210.0,11191.0,27.0
3779,2210.0,11227.0,39.0
3022,2211.0,10855.0,31.0
3899,2213.0,11021.0,40.0
4345,2213.0,11500.0,44.0
3793,2213.0,10971.0,40.0
3920,2214.0,11044.0,40.0
4543,2214.0,11138.0,46.0
2901,2214.0,11496.0,31.0
3245,2214.0,11252.0,34.0
2772,2214.0,11374.0,28.0
4023,2214.0,11171.0,42.0
2789,2214.0,11358.0,29.0
5415,2215.0,11052.0,55.0
3508,2215.0,11526.0,36.0
4051,2216.0,11199.0,41.0
4268,2216.0,11049.0,44.0
4469,2216.0,11460.0,45.0
2531,2217.0,11327.0,26.0
3433,2217.0,11148.0,35.0
4885,2217.0,11260.0,51.0
2992,2217.0,11427.0,31.0
3238,2218.0,10879.0,33.0
2137,2219.0,11132.0,22.0
4074,2219.0,11174.0,41.0
2800,2219.0,11271.0,29.0
3665,2220.0,11153.0,37.0
1743,2221.0,11087.0,18.0
3354,2222.0,11212.0,34.0
2922,2223.0,11644.0,30.0
3578,2224.0,10920.0,37.0
3844,2224.0,11062.0,40.0
3046,2225.0,11227.0,31.0
3643,2225.0,10988.0,37.0
3345,2226.0,11614.0,34.0
2323,2226.0,11355.0,24.0
2950,2226.0,10916.0,30.0
2854,2227.0,11003.0,30.0
1806,2228.0,11281.0,19.0
4055,2229.0,11209.0,41.0
2754,2229.0,11552.0,28.0
2697,2229.0,11476.0,28.0
1897,2230.0,11224.0,20.0
1831,2231.0,10911.0,19.0
3186,2231.0,11248.0,33.0
3007,2231.0,11527.0,31.0
4427,2232.0,11166.0,46.0
1800,2234.0,11605.0,19.0
2083,2235.0,11383.0,22.0
2278,2235.0,10944.0,25.0
2884,2235.0,11360.0,31.0
3885,2235.0,11703.0,40.0
3316,2236.0,11652.0,34.0
2373,2236.0,11683.0,24.0
3679,2238.0,11237.0,39.0
4986,2239.0,11333.0,52.0
3194,2240.0,11438.0,33.0
3867,2241.0,11141.0,39.0
3500,2242.0,11252.0,36.0
4420,2242.0,11656.0,45.0
2678,2242.0,11474.0,28.0
5581,2243.0,11393.0,58.0
2455,2243.0,11462.0,25.0
2964,2243.0,11629.0,31.0
3647,2244.0,11243.0,37.0
2753,2244.0,11095.0,28.0
2397,2244.0,11499.0,25.0
2635,2245.0,11499.0,27.0
3488,2246.0,11464.0,36.0
1387,2246.0,11649.0,15.0
5743,2246.0,11165.0,59.0
4253,2247.0,11711.0,43.0
4553,2247.0,11296.0,46.0
4524,2248.0,11163.0,46.0
2448,2248.0,11108.0,25.0
4288,2249.0,11238.0,45.0
3037,2249.0,11018.0,31.0
3072,2249.0,11055.0,31.0
5091,2251.0,11244.0,52.0
2832,2252.0,11776.0,29.0
1589,2252.0,11371.0,17.0
3441,2252.0,11127.0,35.0
3444,2252.0,11794.0,36.0
3386,2253.0,11602.0,35.0
3076,2253.0,11380.0,32.0
1880,2253.0,11035.0,20.0
2974,2253.0,11519.0,30.0
4111,2254.0,11352.0,42.0
3581,2254.0,11685.0,37.0
3973,2255.0,11343.0,41.0
3847,2255.0,11439.0,40.0
3507,2257.0,10995.0,36.0
3413,2257.0,11380.0,35.0
2464,2258.0,11625.0,25.0
4799,2258.0,11231.0,49.0
3487,2259.0,11358.0,36.0
2631,2259.0,11437.0,27.0
2712,2260.0,11343.0,28.0
3574,2260.0,11249.0,36.0
4351,2260.0,11330.0,45.0
2225,2260.0,11508.0,23.0
2091,2261.0,11566.0,22.0
3294,2261.0,11382.0,35.0
3328,2261.0,11138.0,35.0
2766,2261.0,11078.0,29.0
4012,2262.0,11257.0,42.0
4557,2262.0,11202.0,46.0
3866,2263.0,11755.0,40.0
2622,2264.0,11266.0,28.0
1891,2265.0,11687.0,20.0
3719,2266.0,11548.0,38.0
3379,2266.0,11194.0,36.0
4135,2266.0,11438.0,43.0
5312,2266.0,11283.0,55.0
3664,2266.0,11492.0,38.0
4546,2266.0,11373.0,47.0
3706,2267.0,11547.0,38.0
2948,2267.0,11722.0,30.0
4213,2268.0,11414.0,43.0
3810,2269.0,11803.0,40.0
2814,2269.0,11745.0,29.0
4083,2270.0,11364.0,43.0
3832,2270.0,11250.0,39.0
2418,2271.0,11546.0,26.0
3060,2271.0,11619.0,31.0
3708,2271.0,11136.0,38.0
5199,2272.0,11360.0,53.0
5212,2272.0,11375.0,54.0
3848,2272.0,11088.0,39.0
2748,2272.0,11762.0,28.0
4565,2272.0,11474.0,46.0
5465,2273.0,11352.0,55.0
5462,2273.0,11422.0,55.0
2783,2274.0,11740.0,29.0
3393,2274.0,11254.0,35.0
3396,2274.0,11264.0,36.0
3698,2274.0,11259.0,38.0
4495,2275.0,11723.0,46.0
3639,2275.0,11713.0,37.0
3093,2275.0,11513.0,32.0
2430,2276.0,11373.0,26.0
3489,2277.0,11818.0,36.0
4045,2277.0,11266.0,41.0
3362,2277.0,11409.0,34.0
3435,2277.0,11399.0,35.0
3593,2278.0,11433.0,38.0
4642,2279.0,11557.0,47.0
2185,2279.0,11813.0,23.0
4217,2279.0,11508.0,43.0
4211,2281.0,11418.0,44.0
2975,2282.0,11036.0,30.0
3724,2282.0,11405.0,38.0
4027,2283.0,11490.0,41.0
3955,2284.0,11737.0,40.0
4098,2285.0,11624.0,42.0
3304,2285.0,11544.0,34.0
4719,2287.0,11836.0,49.0
3878,2288.0,11906.0,41.0
4515,2288.0,11333.0,46.0
3897,2289.0,11393.0,40.0
3332,2291.0,11662.0,34.0
1651,2291.0,11701.0,17.0
4387,2291.0,11449.0,45.0
3692,2292.0,11482.0,38.0
3951,2293.0,11316.0,40.0
4061,2293.0,11446.0,41.0
3520,2293.0,11423.0,37.0
2454,2293.0,11564.0,25.0
4364,2294.0,11369.0,44.0
4085,2294.0,11575.0,43.0
4163,2295.0,11630.0,43.0
5182,2295.0,11449.0,53.0
5423,2295.0,11431.0,56.0
2720,2297.0,11378.0,29.0
4668,2298.0,11288.0,47.0
4663,2298.0,11527.0,47.0
2466,2299.0,11899.0,25.0
4382,2299.0,11354.0,45.0
3273,2299.0,11935.0,33.0
3299,2300.0,11651.0,34.0
4997,2300.0,11589.0,52.0
3670,2300.0,11404.0,37.0
3872,2300.0,11653.0,39.0
2317,2301.0,11546.0,24.0
3619,2301.0,11472.0,38.0
4226,2302.0,11377.0,43.0
4315,2302.0,11522.0,44.0
5853,2302.0,11548.0,59.0
3116,2302.0,11316.0,33.0
2564,2303.0,11507.0,26.0
3452,2304.0,11394.0,35.0
2955,2305.0,11396.0,30.0
3954,2306.0,11665.0,41.0
3352,2306.0,11611.0,34.0
4181,2306.0,11577.0,43.0
4145,2306.0,11377.0,42.0
3333,2307.0,11808.0,34.0
2654,2307.0,11360.0,27.0
2751,2307.0,11310.0,28.0
3377,2307.0,11601.0,35.0
3392,2308.0,11755.0,35.0
4337,2308.0,11772.0,44.0
3485,2309.0,11545.0,37.0
2927,2309.0,11319.0,30.0
4258,2309.0,11608.0,43.0
3095,2309.0,12163.0,33.0
3474,2309.0,11763.0,35.0
3051,2309.0,11789.0,31.0
1996,2310.0,11838.0,21.0
3682,2310.0,11985.0,38.0
3836,2311.0,11462.0,39.0
3588,2311.0,11459.0,37.0
4142,2312.0,11547.0,42.0
3109,2313.0,11737.0,32.0
3807,2313.0,11386.0,40.0
3012,2313.0,11813.0,31.0
3787,2314.0,11506.0,39.0
3384,2315.0,11904.0,35.0
4019,2315.0,11650.0,41.0
1972,2315.0,12028.0,20.0
3419,2315.0,11887.0,35.0
2692,2316.0,11838.0,29.0
2944,2316.0,11411.0,30.0
3887,2316.0,11925.0,40.0
4076,2316.0,11495.0,42.0
3511,2317.0,11482.0,37.0
2103,2317.0,11311.0,22.0
2862,2318.0,11344.0,30.0
3277,2318.0,11610.0,34.0
4906,2318.0,11585.0,51.0
5798,2318.0,11748.0,59.0
2164,2319.0,12097.0,22.0
4660,2319.0,11715.0,47.0
2812,2319.0,11912.0,30.0
4998,2320.0,11641.0,51.0
4257,2322.0,11599.0,43.0
2303,2322.0,11841.0,24.0
3910,2322.0,11918.0,40.0
3638,2323.0,11690.0,38.0
3378,2323.0,12026.0,36.0
2970,2323.0,11738.0,30.0
3642,2324.0,11746.0,37.0
3206,2324.0,11720.0,33.0
3805,2325.0,11679.0,39.0
3224,2325.0,11555.0,33.0
3270,2325.0,11353.0,33.0
2461,2325.0,11414.0,25.0
4721,2325.0,11682.0,48.0
3904,2326.0,11696.0,40.0
2752,2327.0,11447.0,28.0
4667,2327.0,11728.0,48.0
3555,2327.0,11840.0,36.0
4347,2330.0,11804.0,45.0
3559,2330.0,11849.0,36.0
3066,2330.0,11968.0,31.0
2915,2331.0,11831.0,30.0
5529,2331.0,11760.0,56.0
2847,2331.0,11571.0,30.0
2511,2332.0,12084.0,26.0
2997,2333.0,11900.0,31.0
4422,2333.0,12172.0,46.0
4738,2333.0,11481.0,49.0
3225,2335.0,11983.0,33.0
4808,2335.0,11782.0,49.0
5030,2335.0,11723.0,52.0
2763,2335.0,11700.0,28.0
3936,2336.0,11654.0,40.0
3894,2336.0,11867.0,40.0
5210,2337.0,11596.0,53.0
3014,2337.0,12096.0,31.0
2384,2337.0,11732.0,26.0
3890,2338.0,11734.0,40.0
2188,2338.0,11895.0,23.0
5108,2339.0,11783.0,52.0
2809,2340.0,11711.0,29.0
4022,2340.0,11788.0,41.0
3842,2341.0,11392.0,39.0
2717,2342.0,11627.0,28.0
2805,2343.0,11914.0,29.0
4005,2343.0,11461.0,41.0
3024,2344.0,12164.0,32.0
3282,2345.0,11581.0,34.0
4683,2345.0,11901.0,48.0
3688,2345.0,11846.0,39.0
4169,2345.0,11723.0,42.0
5389,2345.0,11778.0,55.0
4327,2346.0,11831.0,44.0
4824,2347.0,11616.0,49.0
5068,2347.0,11790.0,51.0
2192,2347.0,12006.0,24.0
6200,2348.0,11867.0,64.0
5297,2348.0,11906.0,54.0
4089,2349.0,11632.0,43.0
4754,2349.0,11607.0,48.0
2515,2349.0,12169.0,27.0
2804,2350.0,11759.0,29.0
4761,2350.0,11744.0,48.0
4662,2350.0,12161.0,48.0
4072,2350.0,11668.0,41.0
3965,2350.0,11699.0,41.0
3546,2351.0,11666.0,36.0
4243,2351.0,11712.0,43.0
3438,2352.0,11981.0,35.0
4767,2353.0,11665.0,49.0
3483,2354.0,11869.0,36.0
2954,2354.0,11505.0,30.0
4603,2355.0,11768.0,47.0
4445,2355.0,11710.0,45.0
4053,2355.0,11793.0,41.0
5431,2356.0,11841.0,55.0
3558,2356.0,11639.0,36.0
3964,2357.0,12228.0,40.0
2403,2358.0,12184.0,25.0
3970,2358.0,12135.0,40.0
3881,2359.0,11816.0,41.0
4938,2360.0,11885.0,51.0
3523,2360.0,11970.0,36.0
2018,2361.0,11810.0,21.0
3112,2361.0,12265.0,33.0
3084,2362.0,11782.0,33.0
3416,2362.0,11729.0,35.0
3173,2363.0,11716.0,33.0
3896,2363.0,11663.0,40.0
3357,2364.0,11784.0,34.0
4932,2364.0,11858.0,50.0
4807,2365.0,11664.0,49.0
4759,2365.0,11966.0,48.0
2810,2366.0,11898.0,29.0
2639,2366.0,11744.0,27.0
5693,2366.0,11851.0,58.0
3589,2366.0,12248.0,38.0
2495,2368.0,12075.0,26.0
3898,2368.0,11909.0,40.0
3998,2368.0,11606.0,41.0
4129,2368.0,11816.0,43.0
2698,2368.0,11723.0,28.0
4770,2369.0,11890.0,48.0
3463,2369.0,12082.0,35.0
4229,2369.0,11730.0,44.0
4077,2369.0,11864.0,42.0
4391,2370.0,11954.0,45.0
4173,2370.0,11736.0,42.0
5836,2372.0,11678.0,59.0
5413,2372.0,11784.0,55.0
4136,2373.0,11870.0,42.0
2911,2373.0,12162.0,30.0
1963,2374.0,12089.0,20.0
4159,2374.0,11710.0,42.0
2644,2374.0,12234.0,27.0
4865,2374.0,11848.0,50.0
3622,2374.0,11764.0,38.0
3387,2375.0,12070.0,35.0
4596,2376.0,12264.0,48.0
4362,2377.0,11961.0,44.0
5449,2377.0,12117.0,55.0
2780,2377.0,11841.0,30.0
3471,2378.0,11943.0,35.0
3791,2379.0,12379.0,39.0
2687,2379.0,12204.0,28.0
3030,2379.0,11964.0,31.0
2672,2380.0,12237.0,27.0
4016,2381.0,11823.0,42.0
4521,2382.0,11826.0,46.0
4183,2382.0,12025.0,44.0
4189,2382.0,12453.0,44.0
3390,2383.0,12367.0,36.0
5170,2384.0,11911.0,52.0
4296,2385.0,12468.0,44.0
3136,2386.0,11851.0,32.0
3073,2387.0,11701.0,32.0
5759,2387.0,12015.0,59.0
6247,2388.0,11792.0,64.0
4349,2389.0,11956.0,44.0
5039,2390.0,12102.0,51.0
4815,2391.0,11788.0,49.0
2846,2391.0,12200.0,29.0
5939,2391.0,12044.0,60.0
4336,2392.0,11962.0,44.0
5647,2392.0,11975.0,57.0
2913,2392.0,12356.0,30.0
3321,2392.0,11872.0,34.0
5037,2393.0,12062.0,52.0
5355,2393.0,11962.0,54.0
6041,2393.0,12005.0,61.0
2236,2394.0,12135.0,23.0
4143,2394.0,11905.0,42.0
3535,2394.0,11962.0,36.0
3759,2395.0,12353.0,39.0
4063,2395.0,12015.0,41.0
3602,2396.0,12311.0,37.0
4631,2396.0,12087.0,48.0
2151,2396.0,12278.0,22.0
3289,2397.0,11863.0,34.0
3812,2397.0,12095.0,39.0
4945,2397.0,12117.0,50.0
2837,2398.0,12423.0,29.0
3404,2399.0,12340.0,36.0
3838,2400.0,12081.0,39.0
1848,2400.0,12122.0,19.0
2346,2400.0,12252.0,24.0
5122,2400.0,12084.0,53.0
3948,2402.0,12248.0,40.0
3745,2402.0,11874.0,38.0
3871,2402.0,11994.0,39.0
4269,2402.0,12022.0,43.0
3892,2403.0,12316.0,40.0
3239,2405.0,11861.0,33.0
4680,2405.0,12429.0,48.0
3876,2406.0,12547.0,40.0
3737,2407.0,12468.0,38.0
2255,2407.0,12468.0,23.0
3780,2408.0,12516.0,40.0
3190,2409.0,11888.0,34.0
2606,2410.0,11949.0,27.0
4941,2410.0,12111.0,51.0
4232,2410.0,12070.0,43.0
3356,2411.0,11973.0,34.0
6837,2411.0,11903.0,69.0
2990,2412.0,12461.0,31.0
2977,2413.0,12464.0,32.0
5620,2414.0,12062.0,57.0
4814,2414.0,11787.0,50.0
4265,2414.0,12470.0,44.0
4794,2415.0,12015.0,49.0
2517,2415.0,12448.0,26.0
2256,2415.0,12295.0,23.0
1825,2415.0,12034.0,19.0
3616,2415.0,11777.0,37.0
3794,2416.0,12023.0,39.0
4052,2416.0,12230.0,42.0
2331,2416.0,12417.0,24.0
4048,2417.0,12388.0,42.0
5642,2417.0,12052.0,58.0
4657,2417.0,12469.0,47.0
3449,2417.0,12278.0,35.0
2557,2417.0,12327.0,26.0
6149,2418.0,12086.0,63.0
3586,2418.0,12574.0,37.0
3893,2418.0,11844.0,40.0
1817,2418.0,12359.0,19.0
4115,2418.0,12457.0,42.0
3146,2419.0,12353.0,33.0
3949,2419.0,12001.0,40.0
3153,2419.0,12146.0,32.0
4481,2420.0,11983.0,46.0
4470,2420.0,12040.0,45.0
3608,2420.0,12564.0,38.0
2794,2420.0,12037.0,29.0
3571,2421.0,12182.0,37.0
4270,2421.0,12031.0,43.0
3341,2421.0,11998.0,34.0
4274,2421.0,12026.0,44.0
4300,2422.0,12017.0,45.0
5335,2423.0,11960.0,55.0
4870,2423.0,12180.0,50.0
3265,2423.0,12384.0,33.0
2999,2423.0,12674.0,31.0
3635,2423.0,12531.0,37.0
4709,2423.0,12097.0,48.0
3695,2423.0,12369.0,38.0
3145,2423.0,12414.0,32.0
3096,2423.0,12294.0,32.0
3526,2423.0,12207.0,36.0
2594,2424.0,12363.0,27.0
3151,2424.0,12246.0,32.0
4176,2424.0,12183.0,44.0
3223,2424.0,12224.0,34.0
4813,2425.0,12128.0,49.0
4694,2425.0,12144.0,49.0
2296,2425.0,12238.0,24.0
4711,2426.0,12047.0,48.0
5111,2426.0,12150.0,52.0
3632,2426.0,12595.0,37.0
3988,2427.0,11879.0,41.0
3303,2428.0,11795.0,34.0
3417,2428.0,12558.0,35.0
3092,2428.0,12420.0,32.0
3577,2428.0,11930.0,37.0
4168,2428.0,12296.0,42.0
3491,2429.0,12527.0,37.0
5062,2429.0,11990.0,52.0
3959,2430.0,12401.0,41.0
4936,2430.0,12291.0,50.0
2936,2431.0,12351.0,31.0
4034,2432.0,12158.0,42.0
4593,2432.0,12103.0,48.0
4421,2432.0,12210.0,45.0
2937,2433.0,12588.0,31.0
4475,2434.0,12503.0,45.0
4280,2434.0,12127.0,44.0
2779,2436.0,11986.0,29.0
6198,2436.0,12361.0,64.0
2576,2436.0,12135.0,27.0
5156,2436.0,12140.0,52.0
4172,2436.0,12373.0,42.0
3484,2437.0,11972.0,36.0
4751,2437.0,12438.0,49.0
3837,2438.0,12115.0,39.0
2468,2438.0,12268.0,25.0
5161,2439.0,12164.0,52.0
3271,2440.0,12200.0,33.0
5633,2441.0,12324.0,58.0
3803,2441.0,12706.0,39.0
3858,2442.0,12568.0,39.0
3923,2442.0,12810.0,40.0
4437,2443.0,12028.0,46.0
3422,2444.0,12044.0,36.0
4993,2445.0,12600.0,51.0
5385,2446.0,12240.0,55.0
5351,2446.0,12233.0,55.0
2943,2446.0,12707.0,30.0
4018,2446.0,12697.0,41.0
3210,2447.0,12570.0,33.0
3376,2448.0,12434.0,35.0
3168,2449.0,12431.0,33.0
5260,2449.0,12033.0,54.0
3228,2449.0,11990.0,33.0
3195,2449.0,12484.0,33.0
4612,2449.0,12096.0,47.0
5804,2449.0,12406.0,59.0
3519,2450.0,12716.0,36.0
3209,2451.0,12521.0,34.0
3859,2451.0,12206.0,40.0
2916,2453.0,12404.0,31.0
3715,2454.0,12246.0,38.0
3011,2454.0,12779.0,31.0
2330,2454.0,12284.0,24.0
3098,2455.0,12713.0,32.0
5696,2455.0,12114.0,59.0
5458,2457.0,12230.0,55.0
5121,2457.0,12227.0,52.0
3408,2457.0,12282.0,35.0
3742,2458.0,12410.0,39.0
3222,2458.0,12593.0,34.0
3534,2458.0,12429.0,37.0
2917,2458.0,12098.0,30.0
3448,2458.0,12443.0,35.0
3621,2459.0,12788.0,37.0
3319,2459.0,12267.0,34.0
2931,2459.0,12341.0,30.0
3537,2459.0,12646.0,36.0
3541,2460.0,12185.0,36.0
4287,2460.0,12108.0,44.0
3160,2460.0,12520.0,32.0
4264,2461.0,12193.0,44.0
5179,2461.0,12221.0,53.0
3019,2461.0,12143.0,31.0
3628,2461.0,12038.0,38.0
3539,2462.0,12666.0,37.0
4367,2462.0,12182.0,45.0
4318,2463.0,12174.0,44.0
4785,2463.0,12210.0,50.0
4090,2463.0,12155.0,42.0
3718,2463.0,12453.0,39.0
4526,2464.0,12300.0,46.0
3700,2465.0,12388.0,38.0
3689,2467.0,12300.0,38.0
3517,2467.0,12278.0,36.0
3672,2467.0,12516.0,37.0
2680,2467.0,12612.0,28.0
4729,2468.0,12197.0,48.0
4677,2468.0,12351.0,48.0
4328,2469.0,12729.0,45.0
5363,2469.0,12416.0,54.0
3407,2470.0,12267.0,35.0
2523,2470.0,12406.0,26.0
6059,2470.0,12248.0,61.0
2140,2471.0,12656.0,22.0
2775,2472.0,12808.0,28.0
2947,2472.0,12204.0,31.0
3630,2473.0,12282.0,37.0
3187,2473.0,12432.0,34.0
3104,2474.0,12733.0,32.0
1863,2474.0,12307.0,19.0
4472,2474.0,12778.0,45.0
3455,2474.0,12608.0,35.0
3016,2475.0,12782.0,31.0
4973,2475.0,12280.0,50.0
3287,2475.0,12474.0,34.0
3443,2475.0,12464.0,35.0
5140,2476.0,12379.0,52.0
2768,2477.0,12705.0,28.0
3429,2477.0,12223.0,35.0
3164,2477.0,12492.0,32.0
2471,2477.0,12320.0,25.0
5604,2477.0,12114.0,57.0
3424,2478.0,12604.0,35.0
4103,2478.0,12309.0,42.0
3307,2479.0,12173.0,34.0
4457,2480.0,12201.0,45.0
3291,2481.0,12353.0,35.0
5847,2481.0,12496.0,60.0
2441,2481.0,12483.0,25.0
5657,2484.0,12365.0,57.0
3611,2484.0,12727.0,37.0
3911,2484.0,12534.0,41.0
3504,2486.0,12414.0,36.0
6450,2486.0,12261.0,65.0
4355,2486.0,12420.0,45.0
4530,2487.0,12782.0,46.0
3947,2488.0,12877.0,40.0
4613,2488.0,12486.0,47.0
4275,2488.0,12404.0,43.0
3816,2489.0,12756.0,39.0
4826,2489.0,12236.0,49.0
4540,2489.0,12818.0,47.0
4707,2490.0,12506.0,48.0
2963,2490.0,12901.0,31.0
4994,2491.0,12354.0,51.0
3685,2491.0,12538.0,38.0
5728,2492.0,12624.0,59.0
3059,2492.0,12818.0,31.0
2701,2492.0,12196.0,28.0
3620,2493.0,12645.0,38.0
2928,2493.0,12938.0,30.0
5234,2494.0,12549.0,53.0
4044,2495.0,12785.0,41.0
4370,2496.0,12390.0,45.0
3598,2497.0,12280.0,38.0
3028,2498.0,12754.0,31.0
3427,2499.0,12591.0,35.0
3629,2500.0,12709.0,37.0
3219,2500.0,12572.0,33.0
3576,2500.0,12827.0,38.0
6536,2502.0,12441.0,66.0
3411,2503.0,12450.0,36.0
3498,2504.0,12378.0,37.0
3828,2505.0,12606.0,39.0
4874,2505.0,12869.0,50.0
2525,2505.0,12820.0,26.0
4120,2505.0,12479.0,42.0
2514,2505.0,12582.0,27.0
5189,2506.0,12686.0,53.0
2790,2509.0,12802.0,29.0
5786,2509.0,12502.0,60.0
3572,2509.0,12549.0,36.0
3591,2509.0,12754.0,37.0
3364,2510.0,12506.0,34.0
1652,2511.0,12594.0,17.0
4203,2511.0,12579.0,43.0
4625,2511.0,12487.0,47.0
2880,2511.0,12674.0,30.0
3595,2512.0,12655.0,37.0
3813,2512.0,12724.0,39.0
3409,2512.0,12831.0,35.0
2215,2513.0,12795.0,23.0
3785,2514.0,12854.0,39.0
3776,2514.0,12920.0,39.0
3916,2514.0,12966.0,40.0
3912,2514.0,12806.0,40.0
4088,2514.0,12346.0,42.0
4734,2514.0,12717.0,48.0
3244,2514.0,12793.0,33.0
3729,2515.0,13030.0,38.0
5286,2515.0,12578.0,54.0
3466,2515.0,12921.0,35.0
4376,2515.0,12632.0,45.0
4727,2516.0,12496.0,49.0
5416,2516.0,12572.0,55.0
4175,2517.0,12933.0,42.0
2600,2517.0,12607.0,27.0
5963,2517.0,12521.0,61.0
5124,2517.0,12447.0,52.0
3754,2517.0,12834.0,38.0
4724,2519.0,12933.0,49.0
5330,2519.0,12529.0,54.0
2756,2520.0,13005.0,29.0
2757,2520.0,12796.0,29.0
5232,2521.0,12477.0,54.0
3705,2521.0,12481.0,39.0
5856,2521.0,12334.0,60.0
2899,2521.0,13043.0,31.0
4820,2521.0,12796.0,49.0
4388,2521.0,13131.0,45.0
3548,2522.0,12999.0,36.0
3203,2522.0,12996.0,33.0
4242,2523.0,12653.0,44.0
4146,2523.0,12984.0,42.0
5147,2524.0,12663.0,52.0
2851,2524.0,12440.0,29.0
4704,2524.0,12775.0,48.0
3323,2525.0,12873.0,34.0
4455,2526.0,12599.0,45.0
3624,2526.0,12513.0,38.0
3005,2526.0,12405.0,32.0
4284,2526.0,12916.0,44.0
6029,2526.0,12731.0,62.0
3980,2527.0,12599.0,42.0
3240,2528.0,12864.0,33.0
4675,2529.0,12597.0,47.0
4781,2529.0,12461.0,49.0
2945,2530.0,12871.0,31.0
5184,2530.0,12611.0,54.0
3308,2530.0,13116.0,34.0
5198,2530.0,13108.0,53.0
4493,2531.0,12587.0,47.0
4139,2531.0,12574.0,42.0
3470,2532.0,12368.0,36.0
2828,2532.0,12482.0,30.0
3601,2533.0,13002.0,37.0
4220,2534.0,12431.0,43.0
3770,2534.0,12626.0,38.0
2939,2535.0,12491.0,30.0
4311,2535.0,12793.0,44.0
3503,2535.0,12901.0,36.0
4486,2535.0,12549.0,46.0
3405,2536.0,12425.0,35.0
3862,2537.0,13163.0,39.0
5623,2537.0,12671.0,58.0
4661,2538.0,13143.0,47.0
3968,2538.0,12432.0,40.0
5474,2538.0,12614.0,55.0
3570,2539.0,12978.0,37.0
5163,2539.0,12621.0,53.0
2530,2540.0,12994.0,26.0
4153,2541.0,12530.0,42.0
3752,2541.0,13163.0,38.0
4858,2541.0,13151.0,49.0
4440,2541.0,12368.0,45.0
5079,2541.0,12700.0,53.0
3834,2542.0,12471.0,40.0
3929,2542.0,13184.0,40.0
4431,2542.0,12784.0,45.0
3822,2544.0,12700.0,39.0
3713,2544.0,12807.0,38.0
4248,2545.0,12870.0,43.0
4301,2546.0,13185.0,45.0
5756,2546.0,12718.0,59.0
3055,2546.0,12934.0,31.0
5098,2547.0,12651.0,53.0
3412,2547.0,13160.0,35.0
5663,2547.0,12753.0,58.0
4669,2547.0,12619.0,47.0
4109,2547.0,12626.0,42.0
6965,2548.0,12825.0,71.0
3992,2548.0,13207.0,42.0
6028,2548.0,12860.0,61.0
4182,2549.0,12736.0,43.0
5438,2550.0,13159.0,56.0
3924,2550.0,12988.0,40.0
4459,2550.0,12618.0,45.0
3329,2551.0,13101.0,34.0
4320,2552.0,12753.0,44.0
2487,2552.0,12918.0,26.0
4250,2552.0,12778.0,43.0
3769,2552.0,12671.0,38.0
4710,2552.0,13082.0,48.0
5764,2552.0,12882.0,59.0
2383,2553.0,12857.0,25.0
3118,2553.0,13008.0,32.0
2387,2553.0,12554.0,25.0
4377,2553.0,12577.0,45.0
5233,2553.0,12626.0,53.0
3942,2554.0,12792.0,40.0
3361,2554.0,12766.0,34.0
3018,2554.0,13035.0,31.0
4191,2554.0,12665.0,43.0
4643,2554.0,12885.0,47.0
4104,2555.0,13114.0,42.0
5884,2556.0,12795.0,60.0
2536,2556.0,13139.0,26.0
4312,2557.0,12856.0,44.0
5278,2557.0,13096.0,55.0
3497,2557.0,12793.0,36.0
5057,2558.0,12850.0,51.0
2690,2558.0,12927.0,28.0
5609,2559.0,12836.0,57.0
4920,2559.0,12773.0,50.0
4223,2559.0,12577.0,44.0
5092,2559.0,12649.0,52.0
5196,2560.0,12797.0,54.0
5070,2560.0,12594.0,51.0
4285,2561.0,12998.0,45.0
3849,2562.0,12579.0,39.0
3772,2563.0,13103.0,38.0
4127,2564.0,12991.0,42.0
3128,2564.0,12732.0,32.0
4685,2566.0,12830.0,49.0
3691,2567.0,12987.0,39.0
3952,2568.0,12613.0,40.0
4040,2569.0,13122.0,41.0
5590,2570.0,12752.0,57.0
3436,2571.0,13015.0,35.0
3036,2571.0,13318.0,31.0
6448,2572.0,12926.0,65.0
2200,2573.0,12823.0,23.0
4447,2573.0,12744.0,45.0
5746,2574.0,12907.0,59.0
5781,2575.0,12906.0,60.0
4190,2576.0,13380.0,43.0
3522,2576.0,13191.0,37.0
4195,2576.0,13305.0,43.0
6231,2576.0,12839.0,63.0
3218,2577.0,13335.0,33.0
2307,2577.0,13177.0,24.0
3728,2579.0,13275.0,38.0
2881,2579.0,12662.0,31.0
3703,2579.0,13115.0,38.0
2907,2580.0,12785.0,30.0
3669,2581.0,12981.0,37.0
3860,2581.0,13396.0,39.0
4648,2581.0,12751.0,48.0
5347,2581.0,12916.0,54.0
4736,2582.0,12900.0,48.0
3655,2582.0,13335.0,37.0
4544,2583.0,12982.0,46.0
3552,2583.0,13338.0,36.0
5589,2583.0,12860.0,57.0
3261,2583.0,13172.0,33.0
4924,2583.0,12859.0,50.0
