,indegree,outdegree,edges
5995,5.0489,5.0489,18262.0
5047,5.0489,5.0489,18060.0
5618,5.0489,5.0489,14657.0
4291,5.0489,5.0489,17227.0
6850,5.049,5.049,17717.0
1814,5.049,5.049,8235.0
3757,5.049,5.049,14849.0
4659,5.049,5.049,14940.0
9773,5.049,5.049,20812.0
147,5.0491,5.0491,823.0
597,5.0491,5.0491,1747.0
4943,5.0491,5.0491,16263.0
10232,5.0492,5.0492,22181.0
1805,5.0492,5.0492,7599.0
1432,5.0492,5.0492,10886.0
7908,5.0492,5.0492,21338.0
11551,5.0492,5.0492,22666.0
8259,5.0492,5.0492,21853.0
4272,5.0493,5.0493,14759.0
5757,5.0493,5.0493,18728.0
3514,5.0493,5.0493,14749.0
1589,5.0493,5.0493,11371.0
6869,5.0493,5.0493,18425.0
222,5.0493,5.0493,1742.0
8884,5.0494,5.0494,20253.0
6467,5.0494,5.0494,20026.0
8558,5.0494,5.0494,21687.0
3809,5.0494,5.0494,8483.0
5927,5.0495,5.0495,18764.0
9569,5.0495,5.0495,21137.0
6708,5.0496,5.0496,18527.0
1087,5.0496,5.0496,2444.0
4217,5.0496,5.0496,11508.0
8229,5.0496,5.0496,22991.0
1168,5.0496,5.0496,4883.0
9157,5.0496,5.0496,21375.0
2743,5.0496,5.0496,8448.0
3961,5.0497,5.0497,15149.0
8618,5.0497,5.0497,20820.0
4121,5.0497,5.0497,16750.0
2930,5.0497,5.0497,11074.0
9407,5.0498,5.0498,22896.0
7067,5.0498,5.0498,20275.0
5835,5.0498,5.0498,15321.0
2443,5.0498,5.0498,6393.0
5493,5.0498,5.0498,18851.0
1629,5.0498,5.0498,6287.0
1206,5.0498,5.0498,6292.0
8318,5.0498,5.0498,20679.0
6476,5.0499,5.0499,17710.0
3250,5.0499,5.0499,15372.0
11319,5.0499,5.0499,23765.0
2569,5.05,5.05,6570.0
5341,5.05,5.05,19089.0
11271,5.05,5.05,22816.0
3045,5.05,5.05,10292.0
3260,5.05,5.05,16049.0
9967,5.05,5.05,22609.0
9246,5.0501,5.0501,23281.0
5166,5.0501,5.0501,14307.0
6687,5.0501,5.0501,20180.0
9013,5.0501,5.0501,21781.0
3221,5.0501,5.0501,10792.0
4565,5.0502,5.0502,11474.0
2724,5.0502,5.0502,8358.0
9308,5.0502,5.0502,22125.0
2605,5.0502,5.0502,8454.0
1615,5.0503,5.0503,6833.0
4279,5.0503,5.0503,15474.0
5481,5.0503,5.0503,19262.0
7841,5.0503,5.0503,20297.0
10521,5.0503,5.0503,21080.0
1852,5.0503,5.0503,5929.0
1036,5.0503,5.0503,4515.0
8320,5.0504,5.0504,20045.0
7858,5.0504,5.0504,21237.0
5525,5.0504,5.0504,19055.0
10117,5.0504,5.0504,20833.0
9670,5.0504,5.0504,20626.0
4869,5.0504,5.0504,16919.0
1813,5.0505,5.0505,7404.0
7765,5.0505,5.0505,21222.0
5443,5.0505,5.0505,18197.0
3125,5.0506,5.0506,7990.0
3473,5.0506,5.0506,10576.0
7257,5.0507,5.0507,16541.0
1405,5.0507,5.0507,4086.0
1713,5.0507,5.0507,7677.0
6999,5.0507,5.0507,19026.0
5934,5.0508,5.0508,16617.0
8355,5.0508,5.0508,20385.0
4834,5.0508,5.0508,16021.0
6148,5.0508,5.0508,20092.0
2520,5.0508,5.0508,6662.0
1848,5.0508,5.0508,12122.0
9032,5.0508,5.0508,20289.0
1706,5.0508,5.0508,7263.0
7110,5.0509,5.0509,17067.0
8530,5.0509,5.0509,20931.0
3846,5.0509,5.0509,14486.0
2745,5.0509,5.0509,11112.0
2988,5.0509,5.0509,7541.0
5578,5.0509,5.0509,15077.0
8482,5.0509,5.0509,20163.0
7149,5.0509,5.0509,14976.0
7068,5.0509,5.0509,18951.0
8890,5.051,5.051,20416.0
3076,5.051,5.051,11380.0
2559,5.051,5.051,5541.0
6766,5.0511,5.0511,18083.0
9007,5.0511,5.0511,21371.0
2802,5.0512,5.0512,8284.0
4234,5.0512,5.0512,16583.0
4919,5.0512,5.0512,15300.0
576,5.0512,5.0512,2071.0
8421,5.0512,5.0512,19058.0
8542,5.0512,5.0512,19821.0
4917,5.0513,5.0513,18220.0
10148,5.0513,5.0513,22074.0
7970,5.0513,5.0513,19609.0
7726,5.0513,5.0513,18407.0
759,5.0513,5.0513,1379.0
8409,5.0513,5.0513,21382.0
1468,5.0513,5.0513,5708.0
7282,5.0514,5.0514,18165.0
8281,5.0514,5.0514,20352.0
7893,5.0514,5.0514,18579.0
9116,5.0514,5.0514,21509.0
7652,5.0514,5.0514,19347.0
273,5.0515,5.0515,687.0
238,5.0515,5.0515,2748.0
9433,5.0515,5.0515,19994.0
6274,5.0515,5.0515,19923.0
2067,5.0515,5.0515,6279.0
6269,5.0515,5.0515,17448.0
3688,5.0516,5.0516,11846.0
8574,5.0516,5.0516,19282.0
4660,5.0517,5.0517,11715.0
7064,5.0517,5.0517,20050.0
7072,5.0517,5.0517,19363.0
2033,5.0518,5.0518,7800.0
241,5.0518,5.0518,2339.0
3699,5.0518,5.0518,15317.0
7367,5.0518,5.0518,17171.0
5854,5.0518,5.0518,17343.0
8747,5.0518,5.0518,21278.0
7590,5.0519,5.0519,17924.0
1935,5.0519,5.0519,7982.0
10262,5.0519,5.0519,22693.0
4728,5.0519,5.0519,10897.0
5371,5.0519,5.0519,16848.0
902,5.0519,5.0519,4476.0
3151,5.052,5.052,12246.0
7292,5.052,5.052,18930.0
9099,5.052,5.052,22153.0
6096,5.052,5.052,17960.0
3266,5.052,5.052,14277.0
7252,5.052,5.052,19324.0
7864,5.052,5.052,20799.0
7542,5.0521,5.0521,20572.0
3304,5.0521,5.0521,11544.0
8349,5.0521,5.0521,20557.0
10355,5.0521,5.0521,22901.0
8652,5.0521,5.0521,20264.0
713,5.0522,5.0522,4744.0
117,5.0522,5.0522,1354.0
1402,5.0522,5.0522,5032.0
9853,5.0522,5.0522,20128.0
6571,5.0522,5.0522,16753.0
1163,5.0522,5.0522,5517.0
9346,5.0522,5.0522,20608.0
7228,5.0523,5.0523,16824.0
5544,5.0525,5.0525,14809.0
5381,5.0525,5.0525,10681.0
9817,5.0525,5.0525,21832.0
156,5.0525,5.0525,1733.0
2760,5.0525,5.0525,9428.0
8194,5.0525,5.0525,18381.0
1740,5.0526,5.0526,7018.0
9105,5.0526,5.0526,20943.0
406,5.0527,5.0527,3259.0
1721,5.0527,5.0527,5366.0
7706,5.0527,5.0527,20792.0
1481,5.0527,5.0527,5563.0
1160,5.0527,5.0527,4987.0
1736,5.0527,5.0527,6038.0
8425,5.0527,5.0527,18882.0
1679,5.0527,5.0527,6998.0
1007,5.0528,5.0528,4593.0
4535,5.0528,5.0528,14451.0
5109,5.0528,5.0528,17134.0
2951,5.0528,5.0528,15785.0
2071,5.0529,5.0529,6968.0
9844,5.0529,5.0529,21379.0
2970,5.0529,5.0529,11738.0
2348,5.0529,5.0529,14608.0
9430,5.0529,5.0529,21030.0
2172,5.0529,5.0529,7069.0
3854,5.053,5.053,16114.0
2363,5.053,5.053,8671.0
1140,5.053,5.053,4866.0
9562,5.0531,5.0531,21127.0
2617,5.0531,5.0531,9419.0
6387,5.0532,5.0532,16797.0
10131,5.0532,5.0532,20708.0
8180,5.0532,5.0532,19384.0
1228,5.0532,5.0532,5038.0
9902,5.0532,5.0532,21547.0
9768,5.0532,5.0532,21476.0
8444,5.0533,5.0533,19420.0
6514,5.0534,5.0534,19117.0
618,5.0534,5.0534,5963.0
1083,5.0534,5.0534,4543.0
3482,5.0535,5.0535,11148.0
1030,5.0535,5.0535,3967.0
2589,5.0536,5.0536,7919.0
8931,5.0536,5.0536,20725.0
6572,5.0536,5.0536,16136.0
2690,5.0536,5.0536,12927.0
7398,5.0536,5.0536,21326.0
4051,5.0537,5.0537,11199.0
829,5.0537,5.0537,2633.0
3182,5.0537,5.0537,9314.0
6764,5.0537,5.0537,17991.0
10319,5.0538,5.0538,21226.0
3596,5.0538,5.0538,14934.0
7947,5.0538,5.0538,19907.0
6521,5.0538,5.0538,19553.0
1433,5.0539,5.0539,5438.0
8191,5.0539,5.0539,18204.0
1959,5.0539,5.0539,6282.0
6298,5.0539,5.0539,16703.0
2066,5.0539,5.0539,7505.0
8663,5.0539,5.0539,20928.0
8288,5.0539,5.0539,18295.0
1349,5.0539,5.0539,7121.0
7536,5.054,5.054,20140.0
3309,5.054,5.054,13575.0
6200,5.0541,5.0541,11867.0
1908,5.0541,5.0541,6732.0
8434,5.0541,5.0541,20196.0
4392,5.0541,5.0541,13464.0
7245,5.0541,5.0541,20934.0
1508,5.0541,5.0541,5140.0
5288,5.0542,5.0542,16416.0
1864,5.0542,5.0542,6429.0
7106,5.0542,5.0542,20227.0
3642,5.0542,5.0542,11746.0
4073,5.0543,5.0543,13414.0
8251,5.0543,5.0543,20758.0
6977,5.0543,5.0543,20187.0
2084,5.0543,5.0543,9861.0
8809,5.0543,5.0543,20652.0
7099,5.0543,5.0543,16482.0
6606,5.0544,5.0544,19783.0
9092,5.0544,5.0544,20167.0
2392,5.0544,5.0544,8552.0
4201,5.0544,5.0544,14031.0
5844,5.0545,5.0545,16220.0
918,5.0545,5.0545,3897.0
6733,5.0545,5.0545,18449.0
8769,5.0545,5.0545,20860.0
10499,5.0545,5.0545,21709.0
1289,5.0545,5.0545,7425.0
6084,5.0546,5.0546,17125.0
7776,5.0546,5.0546,20360.0
1064,5.0546,5.0546,3705.0
9693,5.0546,5.0546,22397.0
452,5.0547,5.0547,3235.0
2324,5.0547,5.0547,10711.0
6760,5.0547,5.0547,19784.0
1331,5.0547,5.0547,4716.0
7532,5.0547,5.0547,18288.0
11191,5.0547,5.0547,21715.0
1804,5.0547,5.0547,6566.0
1536,5.0547,5.0547,5636.0
795,5.0547,5.0547,3695.0
5392,5.0548,5.0548,16605.0
6458,5.0548,5.0548,18248.0
4873,5.0548,5.0548,16979.0
9510,5.0548,5.0548,21306.0
467,5.0548,5.0548,3968.0
6007,5.0549,5.0549,14356.0
5171,5.0549,5.0549,17667.0
9690,5.0549,5.0549,21741.0
4415,5.055,5.055,16464.0
6555,5.055,5.055,20589.0
1715,5.055,5.055,5697.0
3320,5.055,5.055,7714.0
5178,5.055,5.055,16004.0
4069,5.055,5.055,14705.0
5552,5.055,5.055,16535.0
1916,5.055,5.055,6344.0
20,5.055,5.055,1011.0
10455,5.0551,5.0551,22389.0
1132,5.0551,5.0551,2937.0
10286,5.0551,5.0551,22283.0
4945,5.0551,5.0551,12117.0
6348,5.0552,5.0552,18765.0
10242,5.0552,5.0552,21414.0
7701,5.0552,5.0552,19675.0
6832,5.0552,5.0552,17415.0
9800,5.0553,5.0553,20464.0
6526,5.0553,5.0553,19832.0
4504,5.0553,5.0553,13811.0
1005,5.0553,5.0553,5121.0
6276,5.0553,5.0553,18361.0
11122,5.0553,5.0553,21753.0
8695,5.0554,5.0554,20818.0
8333,5.0555,5.0555,19767.0
4589,5.0555,5.0555,15657.0
6286,5.0555,5.0555,19580.0
1568,5.0555,5.0555,6557.0
6884,5.0557,5.0557,18059.0
6958,5.0557,5.0557,18140.0
4186,5.0557,5.0557,14626.0
8732,5.0557,5.0557,20349.0
7543,5.0558,5.0558,20471.0
2755,5.0558,5.0558,6072.0
2231,5.0558,5.0558,5794.0
6639,5.0558,5.0558,18762.0
9804,5.0558,5.0558,22392.0
5796,5.0558,5.0558,18671.0
9883,5.0559,5.0559,20901.0
3870,5.0559,5.0559,15643.0
9383,5.0559,5.0559,21983.0
1142,5.0559,5.0559,6598.0
3798,5.056,5.056,16063.0
8053,5.056,5.056,19678.0
3718,5.056,5.056,12453.0
9428,5.056,5.056,20947.0
7458,5.056,5.056,19607.0
104,5.0561,5.0561,1623.0
8128,5.0561,5.0561,19365.0
162,5.0561,5.0561,1623.0
5900,5.0561,5.0561,19547.0
5730,5.0561,5.0561,18202.0
71,5.0561,5.0561,1623.0
854,5.0561,5.0561,2973.0
2513,5.0562,5.0562,10259.0
5200,5.0562,5.0562,9799.0
5238,5.0562,5.0562,14653.0
7674,5.0562,5.0562,19173.0
1243,5.0562,5.0562,8004.0
1148,5.0563,5.0563,8525.0
9231,5.0563,5.0563,18688.0
7354,5.0563,5.0563,18683.0
1406,5.0563,5.0563,3954.0
2260,5.0563,5.0563,7089.0
5074,5.0564,5.0564,18744.0
5475,5.0564,5.0564,13546.0
4737,5.0564,5.0564,14345.0
9758,5.0564,5.0564,19644.0
3220,5.0564,5.0564,8070.0
1018,5.0564,5.0564,5562.0
9067,5.0564,5.0564,21439.0
519,5.0565,5.0565,5461.0
7117,5.0566,5.0566,15726.0
3534,5.0566,5.0566,12429.0
9524,5.0566,5.0566,20469.0
3891,5.0566,5.0566,13931.0
1608,5.0567,5.0567,5436.0
3350,5.0567,5.0567,13547.0
2916,5.0567,5.0567,12404.0
3804,5.0567,5.0567,10963.0
7082,5.0567,5.0567,18290.0
4871,5.0567,5.0567,11150.0
3053,5.0567,5.0567,9628.0
6979,5.0568,5.0568,19246.0
5782,5.0568,5.0568,15216.0
3990,5.0568,5.0568,14690.0
6539,5.0569,5.0569,19110.0
9121,5.0569,5.0569,20354.0
2321,5.0569,5.0569,10134.0
7770,5.0569,5.0569,17689.0
7516,5.0569,5.0569,19302.0
7879,5.0569,5.0569,21244.0
1344,5.0569,5.0569,3823.0
4248,5.057,5.057,12870.0
6393,5.057,5.057,19707.0
1780,5.057,5.057,7985.0
5444,5.057,5.057,17922.0
3915,5.057,5.057,17108.0
10056,5.057,5.057,22175.0
1343,5.057,5.057,5148.0
5397,5.057,5.057,17487.0
8372,5.057,5.057,22170.0
5490,5.0571,5.0571,15682.0
6924,5.0571,5.0571,17366.0
762,5.0571,5.0571,2832.0
7754,5.0571,5.0571,19409.0
5644,5.0571,5.0571,17801.0
3360,5.0571,5.0571,9654.0
2207,5.0571,5.0571,8243.0
9710,5.0572,5.0572,23339.0
2574,5.0572,5.0572,8936.0
5256,5.0572,5.0572,14246.0
5873,5.0572,5.0572,15025.0
5518,5.0572,5.0572,18732.0
8862,5.0573,5.0573,22429.0
1013,5.0573,5.0573,4592.0
9065,5.0573,5.0573,20042.0
9856,5.0574,5.0574,22040.0
1288,5.0574,5.0574,4405.0
6827,5.0574,5.0574,18601.0
10315,5.0574,5.0574,22202.0
534,5.0574,5.0574,3085.0
7950,5.0575,5.0575,19876.0
6410,5.0575,5.0575,15309.0
1373,5.0575,5.0575,6241.0
4935,5.0575,5.0575,15385.0
2895,5.0577,5.0577,10080.0
23,5.0577,5.0577,526.0
870,5.0577,5.0577,2979.0
7134,5.0577,5.0577,16215.0
462,5.0578,5.0578,1401.0
7854,5.0578,5.0578,18719.0
5006,5.0578,5.0578,15411.0
2696,5.0578,5.0578,7354.0
10488,5.0578,5.0578,23185.0
4918,5.0579,5.0579,15295.0
2830,5.0579,5.0579,8907.0
3231,5.0579,5.0579,9868.0
716,5.058,5.058,3141.0
9539,5.058,5.058,20930.0
4936,5.058,5.058,12291.0
1750,5.058,5.058,5665.0
5802,5.0581,5.0581,17152.0
4395,5.0581,5.0581,14102.0
758,5.0581,5.0581,5311.0
5551,5.0581,5.0581,16985.0
4331,5.0581,5.0581,15670.0
5773,5.0582,5.0582,17628.0
5675,5.0582,5.0582,17562.0
4231,5.0582,5.0582,11128.0
3034,5.0583,5.0583,9884.0
3158,5.0584,5.0584,15069.0
1079,5.0584,5.0584,4416.0
2681,5.0585,5.0585,7264.0
4734,5.0585,5.0585,12717.0
6900,5.0585,5.0585,19126.0
5145,5.0585,5.0585,13830.0
7426,5.0585,5.0585,19379.0
3954,5.0585,5.0585,11665.0
4082,5.0585,5.0585,13759.0
5617,5.0585,5.0585,18418.0
6944,5.0585,5.0585,18327.0
3509,5.0586,5.0586,9495.0
7133,5.0586,5.0586,18039.0
2028,5.0586,5.0586,6824.0
4271,5.0586,5.0586,15378.0
6216,5.0586,5.0586,18201.0
2861,5.0587,5.0587,7234.0
7397,5.0587,5.0587,18874.0
6337,5.0587,5.0587,14832.0
112,5.0588,5.0588,602.0
4547,5.0588,5.0588,13077.0
1566,5.0588,5.0588,6536.0
8308,5.0589,5.0589,20266.0
5574,5.0589,5.0589,19654.0
10296,5.0589,5.0589,22492.0
5463,5.0589,5.0589,17337.0
4442,5.059,5.059,10806.0
6971,5.059,5.059,18602.0
2581,5.0591,5.0591,10695.0
2300,5.0591,5.0591,7442.0
3691,5.0592,5.0592,12987.0
1257,5.0592,5.0592,4953.0
2380,5.0592,5.0592,6157.0
7791,5.0593,5.0593,19463.0
4013,5.0593,5.0593,13559.0
4956,5.0594,5.0594,16959.0
7455,5.0594,5.0594,20703.0
8604,5.0594,5.0594,21052.0
1560,5.0594,5.0594,5702.0
8224,5.0594,5.0594,20794.0
2059,5.0594,5.0594,6557.0
5419,5.0594,5.0594,16352.0
7433,5.0594,5.0594,19256.0
821,5.0595,5.0595,3147.0
7500,5.0595,5.0595,18791.0
5600,5.0595,5.0595,17683.0
1722,5.0595,5.0595,8763.0
2903,5.0595,5.0595,13099.0
8806,5.0595,5.0595,19479.0
7416,5.0595,5.0595,19717.0
1932,5.0595,5.0595,7316.0
4759,5.0596,5.0596,11966.0
8756,5.0596,5.0596,22166.0
2113,5.0597,5.0597,6785.0
2409,5.0597,5.0597,7114.0
3426,5.0597,5.0597,8561.0
10036,5.0597,5.0597,21094.0
1446,5.0597,5.0597,7711.0
4735,5.0597,5.0597,15159.0
3531,5.0598,5.0598,9472.0
6237,5.0598,5.0598,19971.0
6852,5.0598,5.0598,19445.0
851,5.0598,5.0598,2793.0
6427,5.0599,5.0599,14026.0
6145,5.0599,5.0599,19076.0
1695,5.0599,5.0599,6335.0
7514,5.0599,5.0599,17158.0
4006,5.0599,5.0599,16976.0
10361,5.0599,5.0599,21186.0
8679,5.0599,5.0599,20872.0
2532,5.0599,5.0599,9543.0
4167,5.06,5.06,15175.0
6642,5.06,5.06,18732.0
107,5.06,5.06,1012.0
11346,5.06,5.06,21844.0
1250,5.0601,5.0601,5723.0
6481,5.0602,5.0602,17999.0
8325,5.0602,5.0602,18480.0
7488,5.0602,5.0602,18485.0
7032,5.0602,5.0602,15226.0
1528,5.0603,5.0603,5875.0
127,5.0603,5.0603,2267.0
9659,5.0603,5.0603,20140.0
3658,5.0603,5.0603,14604.0
2983,5.0603,5.0603,7221.0
1440,5.0603,5.0603,5627.0
7141,5.0603,5.0603,20292.0
443,5.0604,5.0604,2849.0
3680,5.0604,5.0604,10895.0
8309,5.0605,5.0605,19812.0
4550,5.0606,5.0606,14696.0
9453,5.0606,5.0606,20617.0
6609,5.0606,5.0606,19625.0
515,5.0606,5.0606,3593.0
9173,5.0607,5.0607,20916.0
6251,5.0607,5.0607,20162.0
2096,5.0607,5.0607,10339.0
10023,5.0607,5.0607,20936.0
3093,5.0607,5.0607,11513.0
2914,5.0607,5.0607,7505.0
2759,5.0607,5.0607,7166.0
337,5.0608,5.0608,3745.0
5670,5.0608,5.0608,16058.0
7246,5.0608,5.0608,16473.0
9923,5.0608,5.0608,20795.0
1461,5.0608,5.0608,6078.0
5505,5.0608,5.0608,16827.0
8220,5.0609,5.0609,19859.0
4818,5.061,5.061,18326.0
1751,5.061,5.061,6807.0
3618,5.061,5.061,11038.0
9166,5.061,5.061,21226.0
1306,5.0611,5.0611,3811.0
2050,5.0611,5.0611,8280.0
7687,5.0611,5.0611,20133.0
10713,5.0611,5.0611,19956.0
6816,5.0611,5.0611,19875.0
122,5.0612,5.0612,1488.0
2357,5.0612,5.0612,8017.0
3311,5.0612,5.0612,10330.0
1205,5.0612,5.0612,7197.0
1906,5.0612,5.0612,6205.0
8920,5.0612,5.0612,20604.0
787,5.0612,5.0612,4631.0
3873,5.0612,5.0612,15209.0
6413,5.0612,5.0612,17365.0
920,5.0612,5.0612,3558.0
1562,5.0612,5.0612,4383.0
5384,5.0613,5.0613,17269.0
1655,5.0613,5.0613,5861.0
3343,5.0613,5.0613,8670.0
8303,5.0613,5.0613,20554.0
353,5.0613,5.0613,2475.0
1616,5.0614,5.0614,6433.0
6830,5.0614,5.0614,18368.0
3353,5.0614,5.0614,13772.0
6579,5.0614,5.0614,21015.0
4704,5.0614,5.0614,12775.0
3978,5.0614,5.0614,15260.0
6749,5.0615,5.0615,19902.0
6586,5.0615,5.0615,19421.0
8738,5.0615,5.0615,19902.0
84,5.0615,5.0615,2141.0
4471,5.0615,5.0615,13499.0
6162,5.0615,5.0615,14967.0
2100,5.0616,5.0616,8377.0
5078,5.0616,5.0616,16840.0
8904,5.0616,5.0616,21122.0
3914,5.0616,5.0616,15438.0
7526,5.0616,5.0616,19077.0
4986,5.0616,5.0616,11333.0
9001,5.0616,5.0616,21365.0
1457,5.0616,5.0616,5831.0
1272,5.0617,5.0617,5416.0
8829,5.0617,5.0617,20262.0
5321,5.0618,5.0618,15970.0
5503,5.0618,5.0618,16780.0
2487,5.0619,5.0619,12918.0
1287,5.0619,5.0619,6130.0
1158,5.0619,5.0619,5477.0
6090,5.0619,5.0619,16507.0
7183,5.0619,5.0619,18491.0
7683,5.0619,5.0619,19706.0
2262,5.062,5.062,5877.0
8810,5.062,5.062,20663.0
457,5.0621,5.0621,4323.0
4037,5.0621,5.0621,13197.0
1821,5.0621,5.0621,5295.0
8265,5.0621,5.0621,18664.0
8169,5.0621,5.0621,21585.0
4052,5.0621,5.0621,12230.0
8219,5.0621,5.0621,17940.0
9018,5.0621,5.0621,21291.0
6159,5.0621,5.0621,17439.0
3436,5.0622,5.0622,13015.0
3448,5.0622,5.0622,12443.0
2319,5.0622,5.0622,7239.0
10940,5.0622,5.0622,21717.0
4746,5.0623,5.0623,16660.0
5834,5.0623,5.0623,17065.0
6874,5.0623,5.0623,19024.0
8009,5.0623,5.0623,19738.0
5189,5.0623,5.0623,12686.0
6037,5.0624,5.0624,18650.0
2890,5.0624,5.0624,8677.0
8775,5.0625,5.0625,20488.0
2765,5.0626,5.0626,8004.0
4245,5.0626,5.0626,14631.0
6065,5.0626,5.0626,18372.0
1378,5.0628,5.0628,10161.0
7577,5.0628,5.0628,16115.0
1407,5.0628,5.0628,3630.0
10282,5.0628,5.0628,21461.0
7233,5.0628,5.0628,19178.0
8789,5.0628,5.0628,20327.0
6659,5.0628,5.0628,19679.0
9364,5.0628,5.0628,20555.0
8771,5.0628,5.0628,20317.0
5248,5.0628,5.0628,16859.0
2349,5.0629,5.0629,6602.0
7066,5.0629,5.0629,18844.0
7289,5.0629,5.0629,17305.0
5660,5.0629,5.0629,18353.0
2631,5.0629,5.0629,11437.0
4888,5.0629,5.0629,15695.0
2813,5.0631,5.0631,10425.0
8464,5.0631,5.0631,20217.0
7178,5.0632,5.0632,18678.0
1642,5.0632,5.0632,5686.0
3747,5.0633,5.0633,9033.0
1806,5.0633,5.0633,11281.0
9093,5.0634,5.0634,23393.0
658,5.0634,5.0634,1757.0
505,5.0635,5.0635,1276.0
6746,5.0635,5.0635,20092.0
7572,5.0635,5.0635,20087.0
7308,5.0635,5.0635,20107.0
3369,5.0635,5.0635,8375.0
8168,5.0635,5.0635,19130.0
8385,5.0635,5.0635,21758.0
3054,5.0635,5.0635,9813.0
3652,5.0636,5.0636,13778.0
5039,5.0636,5.0636,12102.0
3402,5.0636,5.0636,10669.0
5591,5.0636,5.0636,16082.0
2367,5.0636,5.0636,7327.0
59,5.0636,5.0636,557.0
8316,5.0637,5.0637,20027.0
7055,5.0637,5.0637,17880.0
11116,5.0637,5.0637,22574.0
6868,5.0638,5.0638,19536.0
507,5.0638,5.0638,3413.0
7376,5.0638,5.0638,19455.0
6480,5.0638,5.0638,16989.0
4292,5.0638,5.0638,16351.0
6171,5.0638,5.0638,18174.0
947,5.0638,5.0638,5631.0
2607,5.0638,5.0638,11191.0
6682,5.064,5.064,17258.0
4561,5.064,5.064,14078.0
4635,5.064,5.064,15972.0
9527,5.064,5.064,20722.0
706,5.064,5.064,3322.0
9668,5.0641,5.0641,20707.0
5418,5.0641,5.0641,15876.0
11142,5.0642,5.0642,22875.0
8479,5.0643,5.0643,20571.0
7415,5.0643,5.0643,18657.0
7967,5.0643,5.0643,20703.0
1523,5.0643,5.0643,5039.0
2404,5.0643,5.0643,7323.0
4168,5.0643,5.0643,12296.0
280,5.0644,5.0644,1965.0
3476,5.0644,5.0644,9987.0
4923,5.0645,5.0645,13892.0
624,5.0645,5.0645,4477.0
2213,5.0645,5.0645,10914.0
8176,5.0645,5.0645,17812.0
1414,5.0646,5.0646,10509.0
1803,5.0648,5.0648,7734.0
6060,5.0648,5.0648,15311.0
10737,5.0648,5.0648,21566.0
5077,5.0648,5.0648,14146.0
3459,5.0648,5.0648,9304.0
4916,5.0648,5.0648,17975.0
5338,5.0649,5.0649,14911.0
1635,5.0649,5.0649,6949.0
1172,5.0649,5.0649,4214.0
609,5.065,5.065,3272.0
143,5.065,5.065,1403.0
29,5.065,5.065,1403.0
6354,5.065,5.065,18634.0
725,5.065,5.065,3662.0
5123,5.0651,5.0651,14466.0
2593,5.0651,5.0651,8327.0
7307,5.0651,5.0651,20463.0
1845,5.0652,5.0652,5435.0
73,5.0653,5.0653,1707.0
7005,5.0653,5.0653,20241.0
3813,5.0653,5.0653,12724.0
8475,5.0653,5.0653,18316.0
8021,5.0653,5.0653,21188.0
4995,5.0653,5.0653,15900.0
1839,5.0654,5.0654,9599.0
5556,5.0654,5.0654,16817.0
799,5.0654,5.0654,4417.0
7838,5.0654,5.0654,19203.0
7481,5.0654,5.0654,18281.0
4215,5.0654,5.0654,17035.0
5456,5.0655,5.0655,13839.0
30,5.0655,5.0655,1469.0
6285,5.0655,5.0655,19796.0
817,5.0655,5.0655,3095.0
4639,5.0655,5.0655,14543.0
7648,5.0655,5.0655,20348.0
921,5.0655,5.0655,5025.0
7939,5.0656,5.0656,19467.0
1218,5.0656,5.0656,6798.0
4434,5.0656,5.0656,14214.0
6199,5.0657,5.0657,17274.0
8977,5.0657,5.0657,22370.0
3299,5.0657,5.0657,11651.0
6260,5.0657,5.0657,17259.0
2829,5.0657,5.0657,9255.0
5804,5.0657,5.0657,12406.0
5681,5.0657,5.0657,16342.0
4654,5.0657,5.0657,15430.0
7167,5.0657,5.0657,19650.0
5728,5.0658,5.0658,12624.0
3999,5.0658,5.0658,15871.0
4152,5.0658,5.0658,15253.0
1462,5.0659,5.0659,5998.0
7392,5.0659,5.0659,19306.0
4800,5.0659,5.0659,14372.0
3347,5.066,5.066,10436.0
7740,5.066,5.066,19433.0
6891,5.066,5.066,18896.0
8677,5.0661,5.0661,19996.0
7221,5.0661,5.0661,19170.0
5293,5.0661,5.0661,15862.0
9789,5.0661,5.0661,21627.0
4347,5.0661,5.0661,11804.0
6343,5.0662,5.0662,18988.0
697,5.0662,5.0662,5355.0
9228,5.0662,5.0662,20670.0
4079,5.0662,5.0662,14616.0
5929,5.0662,5.0662,13780.0
464,5.0662,5.0662,3369.0
4551,5.0662,5.0662,16232.0
7144,5.0663,5.0663,16354.0
654,5.0663,5.0663,1986.0
4424,5.0664,5.0664,14652.0
7818,5.0664,5.0664,21583.0
3374,5.0664,5.0664,16937.0
4595,5.0665,5.0665,14470.0
3872,5.0665,5.0665,11653.0
4127,5.0667,5.0667,12991.0
5495,5.0667,5.0667,10488.0
8344,5.0667,5.0667,18610.0
6994,5.0667,5.0667,18524.0
6494,5.0667,5.0667,18524.0
6697,5.0668,5.0668,19345.0
7755,5.0668,5.0668,20789.0
4617,5.0669,5.0669,14015.0
1511,5.0669,5.0669,6136.0
1976,5.0669,5.0669,8477.0
4847,5.0669,5.0669,17202.0
6403,5.067,5.067,18667.0
209,5.067,5.067,3552.0
7334,5.067,5.067,20121.0
891,5.0671,5.0671,5589.0
4592,5.0672,5.0672,17877.0
533,5.0672,5.0672,1282.0
2440,5.0672,5.0672,8523.0
