,indegree,outdegree,edges
7152,5.0334,5.0334,18256.0
8520,5.0334,5.0334,22308.0
6965,5.0334,5.0334,12825.0
8377,5.0334,5.0334,19766.0
4498,5.0335,5.0335,15946.0
5324,5.0335,5.0335,17587.0
5759,5.0335,5.0335,12015.0
9331,5.0335,5.0335,22716.0
6985,5.0335,5.0335,18307.0
8591,5.0335,5.0335,21196.0
2230,5.0335,5.0335,6911.0
11407,5.0335,5.0335,22389.0
7395,5.0336,5.0336,19203.0
10908,5.0336,5.0336,25198.0
1765,5.0336,5.0336,7037.0
10915,5.0336,5.0336,23965.0
9005,5.0336,5.0336,22908.0
2934,5.0336,5.0336,14089.0
7418,5.0336,5.0336,21141.0
9208,5.0337,5.0337,21479.0
5971,5.0337,5.0337,16430.0
10503,5.0337,5.0337,24348.0
8700,5.0337,5.0337,23417.0
432,5.0338,5.0338,2829.0
3838,5.0338,5.0338,12081.0
10424,5.0338,5.0338,23503.0
9719,5.0338,5.0338,21867.0
6221,5.0338,5.0338,17115.0
7961,5.0339,5.0339,21082.0
537,5.0339,5.0339,3569.0
40,5.034,5.034,1777.0
1296,5.034,5.034,4596.0
8443,5.034,5.034,19965.0
2334,5.034,5.034,7541.0
6475,5.034,5.034,21143.0
7928,5.0341,5.0341,19180.0
5656,5.0341,5.0341,15515.0
12111,5.0341,5.0341,23907.0
3150,5.0341,5.0341,9595.0
9454,5.0341,5.0341,21546.0
3170,5.0341,5.0341,10929.0
445,5.0341,5.0341,1772.0
3294,5.0341,5.0341,11382.0
6560,5.0341,5.0341,18913.0
4430,5.0341,5.0341,14770.0
9083,5.0342,5.0342,21466.0
3713,5.0342,5.0342,12807.0
7807,5.0342,5.0342,20917.0
8698,5.0342,5.0342,22664.0
1194,5.0343,5.0343,7330.0
7938,5.0343,5.0343,19221.0
7884,5.0343,5.0343,19498.0
8486,5.0343,5.0343,20404.0
1720,5.0343,5.0343,9102.0
9992,5.0343,5.0343,22876.0
3006,5.0343,5.0343,6454.0
3068,5.0343,5.0343,14363.0
7822,5.0344,5.0344,19745.0
12539,5.0344,5.0344,22962.0
3414,5.0344,5.0344,15939.0
2309,5.0344,5.0344,10532.0
1727,5.0345,5.0345,6424.0
6415,5.0345,5.0345,19398.0
3714,5.0345,5.0345,9339.0
9191,5.0345,5.0345,21573.0
278,5.0346,5.0346,2180.0
7372,5.0347,5.0347,19872.0
7704,5.0347,5.0347,20184.0
3506,5.0347,5.0347,10593.0
11045,5.0347,5.0347,24262.0
4463,5.0347,5.0347,15371.0
9442,5.0348,5.0348,20527.0
1034,5.0348,5.0348,5493.0
1270,5.0348,5.0348,5644.0
1823,5.0348,5.0348,8111.0
1061,5.0348,5.0348,4768.0
10914,5.0348,5.0348,24283.0
10411,5.0348,5.0348,22289.0
9352,5.0348,5.0348,20396.0
10374,5.0349,5.0349,20910.0
1179,5.0349,5.0349,5483.0
11244,5.0349,5.0349,24515.0
621,5.0349,5.0349,4325.0
2686,5.0349,5.0349,9516.0
5946,5.0349,5.0349,17622.0
2279,5.0349,5.0349,6928.0
5396,5.035,5.035,20427.0
6636,5.035,5.035,16535.0
11224,5.035,5.035,23000.0
4502,5.035,5.035,14370.0
3671,5.035,5.035,14375.0
4619,5.035,5.035,14974.0
5122,5.035,5.035,12084.0
1294,5.035,5.035,3021.0
3027,5.0351,5.0351,8318.0
3318,5.0351,5.0351,14486.0
3352,5.0351,5.0351,11611.0
5722,5.0351,5.0351,18499.0
7889,5.0351,5.0351,20100.0
933,5.0351,5.0351,2870.0
8525,5.0352,5.0352,20025.0
7557,5.0352,5.0352,16576.0
3792,5.0352,5.0352,10599.0
9626,5.0352,5.0352,22034.0
3458,5.0353,5.0353,10841.0
1216,5.0353,5.0353,6128.0
4482,5.0353,5.0353,15564.0
10715,5.0353,5.0353,21944.0
1207,5.0353,5.0353,4567.0
3525,5.0353,5.0353,8122.0
7600,5.0353,5.0353,18127.0
10492,5.0353,5.0353,22961.0
4856,5.0353,5.0353,16566.0
5703,5.0353,5.0353,19230.0
10999,5.0354,5.0354,22342.0
7890,5.0354,5.0354,18077.0
8555,5.0354,5.0354,23052.0
8580,5.0355,5.0355,21995.0
10217,5.0355,5.0355,23143.0
8336,5.0355,5.0355,20872.0
8105,5.0355,5.0355,21441.0
4790,5.0355,5.0355,15308.0
1492,5.0356,5.0356,4668.0
8831,5.0356,5.0356,21336.0
4074,5.0356,5.0356,11174.0
7863,5.0356,5.0356,21230.0
7888,5.0356,5.0356,20631.0
4118,5.0356,5.0356,15414.0
1802,5.0356,5.0356,10464.0
6809,5.0356,5.0356,19070.0
3490,5.0356,5.0356,14729.0
1698,5.0357,5.0357,7906.0
4868,5.0357,5.0357,18320.0
9272,5.0357,5.0357,21563.0
3941,5.0357,5.0357,8878.0
7910,5.0358,5.0358,20541.0
3147,5.0358,5.0358,8863.0
6131,5.0359,5.0359,18507.0
12908,5.0359,5.0359,23563.0
234,5.0359,5.0359,1823.0
7867,5.0359,5.0359,17963.0
4093,5.0359,5.0359,15551.0
9649,5.036,5.036,19590.0
5501,5.036,5.036,17500.0
4938,5.036,5.036,11885.0
2383,5.036,5.036,12857.0
3443,5.036,5.036,12464.0
6691,5.036,5.036,19439.0
10049,5.0361,5.0361,20230.0
6931,5.0361,5.0361,19555.0
9184,5.0361,5.0361,20653.0
10329,5.0361,5.0361,23146.0
5394,5.0361,5.0361,16720.0
8383,5.0361,5.0361,19832.0
7498,5.0361,5.0361,20663.0
2035,5.0361,5.0361,7529.0
5818,5.0361,5.0361,21066.0
3021,5.0362,5.0362,8078.0
6570,5.0362,5.0362,20573.0
10965,5.0362,5.0362,21857.0
5225,5.0362,5.0362,15461.0
178,5.0362,5.0362,1949.0
4239,5.0363,5.0363,9856.0
4111,5.0364,5.0364,11352.0
5514,5.0364,5.0364,16348.0
3732,5.0364,5.0364,14928.0
1093,5.0364,5.0364,4981.0
6006,5.0364,5.0364,18383.0
6076,5.0364,5.0364,15487.0
6936,5.0364,5.0364,20760.0
5095,5.0365,5.0365,16283.0
4335,5.0365,5.0365,16706.0
5227,5.0365,5.0365,16147.0
7313,5.0365,5.0365,21239.0
219,5.0365,5.0365,967.0
359,5.0365,5.0365,967.0
9375,5.0365,5.0365,23183.0
10054,5.0366,5.0366,22458.0
3746,5.0366,5.0366,9363.0
8814,5.0366,5.0366,22010.0
3513,5.0366,5.0366,9645.0
8174,5.0366,5.0366,20529.0
8092,5.0366,5.0366,22569.0
1749,5.0366,5.0366,6739.0
7800,5.0366,5.0366,18429.0
10501,5.0366,5.0366,21874.0
9385,5.0366,5.0366,22403.0
7618,5.0366,5.0366,19930.0
1851,5.0366,5.0366,5223.0
7345,5.0366,5.0366,19532.0
2873,5.0366,5.0366,7847.0
5847,5.0367,5.0367,12496.0
5201,5.0367,5.0367,19376.0
5917,5.0368,5.0368,19296.0
6023,5.0368,5.0368,15614.0
9911,5.0368,5.0368,22419.0
8000,5.0368,5.0368,20404.0
2136,5.0368,5.0368,9575.0
9270,5.0368,5.0368,20510.0
7045,5.0369,5.0369,19130.0
8215,5.0369,5.0369,21311.0
9770,5.0369,5.0369,22404.0
6440,5.0369,5.0369,14073.0
5812,5.0369,5.0369,18420.0
1618,5.0369,5.0369,5999.0
966,5.0369,5.0369,4367.0
573,5.0369,5.0369,4100.0
1211,5.0369,5.0369,5047.0
8295,5.0369,5.0369,19543.0
10334,5.037,5.037,21810.0
7049,5.037,5.037,20294.0
1350,5.037,5.037,7495.0
6105,5.037,5.037,21382.0
7546,5.037,5.037,17176.0
4566,5.0371,5.0371,16829.0
5547,5.0371,5.0371,14814.0
772,5.0371,5.0371,5425.0
6519,5.0372,5.0372,19217.0
9265,5.0372,5.0372,21660.0
5939,5.0372,5.0372,12044.0
1757,5.0372,5.0372,7304.0
4206,5.0372,5.0372,13127.0
9361,5.0372,5.0372,21685.0
1936,5.0372,5.0372,6765.0
3790,5.0373,5.0373,13636.0
6834,5.0373,5.0373,19595.0
9608,5.0373,5.0373,22401.0
1986,5.0373,5.0373,5541.0
10757,5.0373,5.0373,23882.0
1824,5.0373,5.0373,9450.0
3401,5.0374,5.0374,10785.0
5299,5.0374,5.0374,14397.0
188,5.0374,5.0374,1617.0
12525,5.0374,5.0374,24623.0
1571,5.0374,5.0374,5249.0
5063,5.0374,5.0374,15082.0
1590,5.0374,5.0374,6055.0
6356,5.0374,5.0374,17792.0
7676,5.0375,5.0375,19591.0
7806,5.0375,5.0375,19883.0
8125,5.0375,5.0375,22699.0
7171,5.0375,5.0375,20664.0
6358,5.0376,5.0376,19551.0
4022,5.0376,5.0376,11788.0
8607,5.0376,5.0376,21450.0
9499,5.0376,5.0376,23742.0
5719,5.0376,5.0376,18896.0
5108,5.0376,5.0376,11783.0
10075,5.0378,5.0378,21607.0
8746,5.0378,5.0378,21834.0
3595,5.0378,5.0378,12655.0
8040,5.0378,5.0378,19995.0
4329,5.0378,5.0378,16544.0
6590,5.0378,5.0378,15174.0
2628,5.0379,5.0379,13557.0
8653,5.0379,5.0379,18600.0
6549,5.0379,5.0379,17139.0
5870,5.0379,5.0379,15149.0
7578,5.038,5.038,20822.0
11357,5.038,5.038,22565.0
7621,5.038,5.038,21870.0
3526,5.038,5.038,12207.0
1225,5.0381,5.0381,5416.0
8390,5.0381,5.0381,18233.0
1125,5.0382,5.0382,3829.0
10109,5.0382,5.0382,22939.0
503,5.0382,5.0382,2111.0
9146,5.0382,5.0382,21503.0
3940,5.0383,5.0383,9079.0
7403,5.0383,5.0383,20254.0
7069,5.0383,5.0383,18138.0
6005,5.0383,5.0383,19579.0
4170,5.0383,5.0383,10530.0
3749,5.0384,5.0384,16516.0
2412,5.0384,5.0384,7603.0
1595,5.0384,5.0384,5512.0
9229,5.0384,5.0384,20859.0
3427,5.0384,5.0384,12591.0
9564,5.0384,5.0384,20980.0
9753,5.0385,5.0385,22487.0
613,5.0385,5.0385,1441.0
10906,5.0385,5.0385,21459.0
1251,5.0385,5.0385,4711.0
5203,5.0386,5.0386,15529.0
5918,5.0386,5.0386,18789.0
5989,5.0386,5.0386,17998.0
844,5.0387,5.0387,3386.0
4997,5.0387,5.0387,11589.0
4262,5.0387,5.0387,10153.0
1333,5.0387,5.0387,6893.0
2904,5.0387,5.0387,9896.0
1664,5.0387,5.0387,5855.0
5710,5.0387,5.0387,18109.0
9140,5.0387,5.0387,21072.0
3330,5.0388,5.0388,15459.0
10775,5.0388,5.0388,22060.0
2793,5.0388,5.0388,14925.0
8110,5.0388,5.0388,23113.0
5272,5.0389,5.0389,15787.0
8213,5.0389,5.0389,22564.0
4881,5.0389,5.0389,16200.0
3199,5.039,5.039,15898.0
2838,5.039,5.039,8007.0
8396,5.039,5.039,19239.0
391,5.039,5.039,2585.0
7268,5.039,5.039,17818.0
8516,5.0391,5.0391,21658.0
7569,5.0391,5.0391,17773.0
8204,5.0391,5.0391,20635.0
6419,5.0392,5.0392,16317.0
3439,5.0392,5.0392,15304.0
9159,5.0392,5.0392,21961.0
4580,5.0393,5.0393,15773.0
1071,5.0393,5.0393,5392.0
3778,5.0393,5.0393,15496.0
2401,5.0393,5.0393,7952.0
9551,5.0393,5.0393,21286.0
4293,5.0393,5.0393,16408.0
6587,5.0393,5.0393,19482.0
3889,5.0393,5.0393,10139.0
8487,5.0394,5.0394,21473.0
404,5.0394,5.0394,3578.0
10759,5.0394,5.0394,22118.0
1809,5.0394,5.0394,8441.0
4861,5.0394,5.0394,11137.0
8910,5.0394,5.0394,20974.0
1396,5.0394,5.0394,3069.0
8363,5.0394,5.0394,20324.0
2031,5.0395,5.0395,8930.0
7366,5.0395,5.0395,17840.0
8758,5.0395,5.0395,20914.0
4670,5.0396,5.0396,16540.0
5951,5.0396,5.0396,19987.0
9735,5.0396,5.0396,20990.0
7694,5.0396,5.0396,18445.0
4863,5.0396,5.0396,15275.0
644,5.0397,5.0397,4571.0
9336,5.0397,5.0397,21580.0
370,5.0397,5.0397,2031.0
2079,5.0398,5.0398,8870.0
11971,5.0398,5.0398,24831.0
7976,5.0398,5.0398,20784.0
269,5.0398,5.0398,1139.0
561,5.0398,5.0398,2787.0
1593,5.0398,5.0398,6073.0
7562,5.0398,5.0398,19514.0
10114,5.0398,5.0398,22533.0
818,5.0399,5.0399,3916.0
1554,5.0399,5.0399,5050.0
3480,5.0399,5.0399,10987.0
8011,5.0399,5.0399,19706.0
6029,5.04,5.04,12731.0
3547,5.04,5.04,9959.0
3287,5.04,5.04,12474.0
4667,5.04,5.04,11728.0
11297,5.04,5.04,23804.0
1412,5.04,5.04,5927.0
7784,5.04,5.04,20664.0
786,5.0401,5.0401,3140.0
6253,5.0401,5.0401,20488.0
578,5.0401,5.0401,2641.0
343,5.0401,5.0401,2263.0
4399,5.0402,5.0402,16154.0
2739,5.0402,5.0402,9148.0
9187,5.0402,5.0402,22691.0
6143,5.0402,5.0402,17323.0
161,5.0402,5.0402,877.0
2032,5.0402,5.0402,6517.0
7627,5.0402,5.0402,20307.0
6848,5.0402,5.0402,19324.0
8405,5.0402,5.0402,20428.0
6294,5.0403,5.0403,16129.0
8950,5.0403,5.0403,19259.0
7965,5.0403,5.0403,21759.0
1632,5.0404,5.0404,6109.0
1493,5.0404,5.0404,7233.0
5947,5.0404,5.0404,14834.0
5942,5.0405,5.0405,18776.0
5037,5.0405,5.0405,12062.0
4549,5.0406,5.0406,16382.0
5119,5.0407,5.0407,15863.0
11515,5.0407,5.0407,23293.0
7335,5.0407,5.0407,18812.0
6398,5.0407,5.0407,19306.0
9685,5.0407,5.0407,24004.0
6849,5.0408,5.0408,20980.0
7756,5.0408,5.0408,19750.0
10927,5.0408,5.0408,22759.0
5613,5.0408,5.0408,15934.0
5610,5.0408,5.0408,17648.0
2350,5.0408,5.0408,8534.0
3159,5.0408,5.0408,14588.0
3945,5.041,5.041,16232.0
9313,5.041,5.041,21379.0
7471,5.041,5.041,19055.0
2190,5.041,5.041,8116.0
8782,5.041,5.041,19922.0
4068,5.041,5.041,10329.0
10711,5.041,5.041,22009.0
8522,5.0411,5.0411,19852.0
2439,5.0411,5.0411,6261.0
4330,5.0411,5.0411,16550.0
10850,5.0411,5.0411,20971.0
6754,5.0411,5.0411,18274.0
6711,5.0412,5.0412,19953.0
803,5.0412,5.0412,3791.0
5032,5.0412,5.0412,14085.0
8413,5.0413,5.0413,21592.0
5478,5.0413,5.0413,17473.0
1840,5.0413,5.0413,6100.0
2480,5.0413,5.0413,8187.0
8780,5.0414,5.0414,21169.0
4802,5.0415,5.0415,14227.0
4419,5.0415,5.0415,13118.0
7869,5.0415,5.0415,18835.0
1699,5.0415,5.0415,6922.0
5891,5.0415,5.0415,18336.0
3122,5.0415,5.0415,10562.0
1188,5.0415,5.0415,2551.0
873,5.0416,5.0416,4003.0
10061,5.0416,5.0416,21079.0
4753,5.0416,5.0416,10426.0
4762,5.0416,5.0416,10658.0
7097,5.0416,5.0416,20580.0
8106,5.0417,5.0417,20560.0
3088,5.0417,5.0417,7981.0
3186,5.0417,5.0417,11248.0
3823,5.0417,5.0417,10759.0
4332,5.0417,5.0417,15952.0
1581,5.0418,5.0418,6756.0
10875,5.0418,5.0418,22461.0
7958,5.0419,5.0419,18761.0
9156,5.0419,5.0419,22754.0
5434,5.0419,5.0419,16235.0
3339,5.0419,5.0419,8914.0
7547,5.0419,5.0419,19129.0
1166,5.0419,5.0419,6625.0
10570,5.042,5.042,21383.0
1538,5.042,5.042,8047.0
1417,5.042,5.042,4321.0
7131,5.042,5.042,18257.0
6383,5.042,5.042,20627.0
5683,5.042,5.042,18494.0
1985,5.0421,5.0421,5385.0
3483,5.0421,5.0421,11869.0
3413,5.0421,5.0421,11380.0
6675,5.0421,5.0421,19291.0
1359,5.0421,5.0421,5985.0
5185,5.0421,5.0421,17965.0
6864,5.0421,5.0421,19049.0
9553,5.0422,5.0422,21616.0
8250,5.0422,5.0422,19609.0
6898,5.0422,5.0422,18757.0
2556,5.0422,5.0422,8002.0
7464,5.0423,5.0423,15853.0
5339,5.0423,5.0423,13246.0
3252,5.0423,5.0423,7876.0
11622,5.0423,5.0423,24072.0
8273,5.0423,5.0423,20845.0
3657,5.0424,5.0424,11053.0
5051,5.0424,5.0424,18082.0
3582,5.0425,5.0425,16746.0
582,5.0425,5.0425,3681.0
3975,5.0425,5.0425,14699.0
1032,5.0425,5.0425,4982.0
9387,5.0425,5.0425,21587.0
906,5.0426,5.0426,3313.0
4368,5.0426,5.0426,14800.0
5094,5.0427,5.0427,17342.0
7234,5.0427,5.0427,17700.0
4649,5.0427,5.0427,13338.0
3901,5.0428,5.0428,13429.0
7278,5.0428,5.0428,19440.0
6626,5.0428,5.0428,19803.0
2039,5.0428,5.0428,7902.0
8854,5.0428,5.0428,21462.0
6856,5.0428,5.0428,18981.0
5906,5.0429,5.0429,17060.0
7693,5.0429,5.0429,22209.0
6624,5.0429,5.0429,18568.0
3223,5.0429,5.0429,12224.0
8244,5.0429,5.0429,21019.0
5058,5.0429,5.0429,14211.0
9235,5.0429,5.0429,21997.0
3206,5.043,5.043,11720.0
727,5.043,5.043,4105.0
10032,5.043,5.043,22048.0
4782,5.043,5.043,17585.0
6447,5.0431,5.0431,16864.0
3472,5.0431,5.0431,7600.0
7384,5.0431,5.0431,20949.0
4327,5.0431,5.0431,11831.0
9903,5.0431,5.0431,22346.0
7585,5.0431,5.0431,20596.0
6537,5.0432,5.0432,16224.0
2811,5.0432,5.0432,10041.0
7679,5.0432,5.0432,20198.0
2454,5.0432,5.0432,11564.0
3164,5.0432,5.0432,12492.0
8995,5.0432,5.0432,20208.0
8429,5.0432,5.0432,20213.0
8534,5.0432,5.0432,21005.0
10536,5.0432,5.0432,22750.0
8667,5.0432,5.0432,20768.0
8192,5.0432,5.0432,21005.0
5654,5.0433,5.0433,13269.0
7202,5.0433,5.0433,20032.0
8802,5.0433,5.0433,20713.0
1591,5.0433,5.0433,7217.0
5087,5.0433,5.0433,16078.0
6950,5.0433,5.0433,20970.0
4385,5.0433,5.0433,14686.0
5864,5.0433,5.0433,19119.0
6763,5.0433,5.0433,18070.0
8478,5.0434,5.0434,20446.0
1811,5.0434,5.0434,8256.0
6352,5.0434,5.0434,17773.0
5938,5.0434,5.0434,15473.0
3795,5.0434,5.0434,16391.0
6921,5.0435,5.0435,19836.0
6222,5.0435,5.0435,17143.0
2437,5.0435,5.0435,7187.0
5466,5.0435,5.0435,15892.0
6154,5.0436,5.0436,18404.0
4902,5.0437,5.0437,15479.0
7750,5.0437,5.0437,20992.0
816,5.0437,5.0437,4615.0
3141,5.0438,5.0438,8983.0
6616,5.0438,5.0438,18299.0
7324,5.0438,5.0438,21401.0
6823,5.0438,5.0438,19121.0
560,5.0438,5.0438,2416.0
9118,5.0439,5.0439,22072.0
6862,5.0439,5.0439,19666.0
4391,5.0439,5.0439,11954.0
605,5.0439,5.0439,3793.0
3659,5.0439,5.0439,15056.0
6347,5.044,5.044,16978.0
1146,5.044,5.044,5392.0
2463,5.044,5.044,9634.0
9511,5.044,5.044,21326.0
4927,5.044,5.044,16978.0
7153,5.0441,5.0441,16025.0
8903,5.0441,5.0441,21866.0
4460,5.0442,5.0442,14048.0
2957,5.0442,5.0442,13796.0
6710,5.0442,5.0442,19193.0
3880,5.0442,5.0442,16086.0
8934,5.0443,5.0443,20853.0
7302,5.0443,5.0443,20142.0
400,5.0443,5.0443,2734.0
1782,5.0443,5.0443,11057.0
1931,5.0443,5.0443,6038.0
7339,5.0444,5.0444,20546.0
7871,5.0444,5.0444,19900.0
9073,5.0444,5.0444,21832.0
5881,5.0444,5.0444,19991.0
6745,5.0444,5.0444,16364.0
6938,5.0444,5.0444,20909.0
5235,5.0444,5.0444,15441.0
3366,5.0445,5.0445,8843.0
10880,5.0445,5.0445,24234.0
11218,5.0445,5.0445,21666.0
4010,5.0445,5.0445,9070.0
7019,5.0445,5.0445,18836.0
1519,5.0446,5.0446,5544.0
2709,5.0446,5.0446,14589.0
8916,5.0446,5.0446,19452.0
8076,5.0446,5.0446,20032.0
2883,5.0446,5.0446,7461.0
8366,5.0446,5.0446,17207.0
4631,5.0447,5.0447,12087.0
8256,5.0447,5.0447,21889.0
3331,5.0447,5.0447,13878.0
6576,5.0448,5.0448,19367.0
2844,5.0448,5.0448,7885.0
7628,5.0448,5.0448,18116.0
8446,5.0449,5.0449,20911.0
8841,5.0449,5.0449,20119.0
1734,5.0449,5.0449,4833.0
8929,5.0449,5.0449,23045.0
1974,5.0449,5.0449,6634.0
9591,5.0449,5.0449,21915.0
6524,5.0449,5.0449,16285.0
3744,5.045,5.045,10549.0
5498,5.045,5.045,18046.0
969,5.045,5.045,3138.0
9996,5.045,5.045,23197.0
3134,5.045,5.045,8743.0
5529,5.045,5.045,11760.0
1672,5.045,5.045,3925.0
6798,5.045,5.045,19746.0
5838,5.045,5.045,18162.0
615,5.045,5.045,3249.0
4643,5.045,5.045,12885.0
7512,5.045,5.045,18258.0
4686,5.0451,5.0451,15998.0
4075,5.0451,5.0451,14540.0
8817,5.0451,5.0451,21946.0
7533,5.0451,5.0451,20352.0
6452,5.0452,5.0452,16180.0
8454,5.0452,5.0452,20105.0
10446,5.0452,5.0452,22860.0
734,5.0452,5.0452,3683.0
9791,5.0452,5.0452,23536.0
2787,5.0452,5.0452,7704.0
7150,5.0452,5.0452,21412.0
9504,5.0452,5.0452,21427.0
529,5.0452,5.0452,4132.0
8096,5.0452,5.0452,21548.0
8510,5.0453,5.0453,22961.0
8067,5.0453,5.0453,21624.0
8424,5.0453,5.0453,18284.0
8297,5.0454,5.0454,20096.0
6097,5.0454,5.0454,17987.0
10496,5.0454,5.0454,21887.0
6509,5.0454,5.0454,14016.0
698,5.0454,5.0454,3890.0
5534,5.0454,5.0454,17109.0
12346,5.0454,5.0454,23133.0
2490,5.0455,5.0455,8093.0
4962,5.0455,5.0455,17836.0
9373,5.0455,5.0455,21166.0
8981,5.0455,5.0455,19950.0
6463,5.0455,5.0455,21196.0
8386,5.0455,5.0455,21080.0
3563,5.0455,5.0455,9652.0
10058,5.0456,5.0456,21454.0
5313,5.0456,5.0456,14385.0
6908,5.0456,5.0456,20485.0
6799,5.0456,5.0456,19708.0
5221,5.0456,5.0456,16035.0
4095,5.0456,5.0456,16615.0
4023,5.0456,5.0456,11171.0
6818,5.0456,5.0456,16489.0
5543,5.0457,5.0457,14910.0
6794,5.0457,5.0457,20536.0
868,5.0457,5.0457,2099.0
5148,5.0457,5.0457,18220.0
4808,5.0458,5.0458,11782.0
9683,5.0458,5.0458,22353.0
7507,5.0458,5.0458,20718.0
4085,5.0458,5.0458,11575.0
3046,5.0458,5.0458,11227.0
2049,5.0458,5.0458,8154.0
10891,5.0459,5.0459,22404.0
3354,5.0459,5.0459,11212.0
6729,5.0459,5.0459,20784.0
3812,5.0459,5.0459,12095.0
3911,5.0459,5.0459,12534.0
8682,5.0459,5.0459,21006.0
6669,5.0459,5.0459,16818.0
8989,5.046,5.046,20093.0
5350,5.046,5.046,19851.0
9811,5.046,5.046,20613.0
6598,5.046,5.046,19311.0
379,5.046,5.046,3951.0
5139,5.0461,5.0461,13034.0
9928,5.0461,5.0461,21037.0
1723,5.0461,5.0461,9295.0
5446,5.0461,5.0461,19266.0
704,5.0461,5.0461,2957.0
2147,5.0461,5.0461,7337.0
9415,5.0461,5.0461,20709.0
6378,5.0462,5.0462,17793.0
8342,5.0462,5.0462,18580.0
9484,5.0462,5.0462,21502.0
1317,5.0462,5.0462,5354.0
7499,5.0463,5.0463,17334.0
7653,5.0463,5.0463,20392.0
3736,5.0463,5.0463,13958.0
5414,5.0463,5.0463,17228.0
6506,5.0463,5.0463,16885.0
5003,5.0463,5.0463,14160.0
10419,5.0463,5.0463,23001.0
6044,5.0463,5.0463,17551.0
8152,5.0464,5.0464,21422.0
6801,5.0464,5.0464,18591.0
864,5.0464,5.0464,3916.0
4157,5.0465,5.0465,10527.0
9332,5.0465,5.0465,22356.0
8461,5.0465,5.0465,20847.0
6349,5.0465,5.0465,19217.0
4311,5.0465,5.0465,12793.0
5829,5.0465,5.0465,14746.0
7688,5.0465,5.0465,21700.0
2742,5.0466,5.0466,13530.0
3041,5.0466,5.0466,10608.0
8942,5.0466,5.0466,20706.0
4196,5.0466,5.0466,17229.0
8423,5.0466,5.0466,21352.0
2296,5.0466,5.0466,12238.0
11063,5.0466,5.0466,22503.0
6730,5.0467,5.0467,21085.0
7816,5.0467,5.0467,21393.0
3399,5.0467,5.0467,16089.0
6742,5.0467,5.0467,18708.0
2270,5.0467,5.0467,8327.0
2857,5.0467,5.0467,13197.0
10855,5.0468,5.0468,22332.0
1737,5.0468,5.0468,7661.0
10101,5.0468,5.0468,19299.0
6017,5.0468,5.0468,19738.0
9489,5.0468,5.0468,21984.0
9382,5.0468,5.0468,21136.0
2063,5.0469,5.0469,10230.0
1514,5.0469,5.0469,6884.0
8840,5.0469,5.0469,21631.0
2046,5.0469,5.0469,6571.0
61,5.0469,5.0469,969.0
5828,5.047,5.047,19108.0
1307,5.047,5.047,4830.0
6028,5.0471,5.0471,12860.0
190,5.0471,5.0471,1928.0
8162,5.0471,5.0471,21546.0
5377,5.0471,5.0471,13597.0
9262,5.0471,5.0471,18427.0
2170,5.0472,5.0472,9837.0
599,5.0472,5.0472,4280.0
6577,5.0472,5.0472,19588.0
8156,5.0473,5.0473,21441.0
4892,5.0473,5.0473,16101.0
1543,5.0473,5.0473,7369.0
4615,5.0473,5.0473,13552.0
6210,5.0473,5.0473,19856.0
2880,5.0474,5.0474,12674.0
1366,5.0474,5.0474,7132.0
6533,5.0474,5.0474,19609.0
5141,5.0474,5.0474,16091.0
3913,5.0474,5.0474,9469.0
2676,5.0474,5.0474,13729.0
8907,5.0475,5.0475,20811.0
6385,5.0475,5.0475,17101.0
7606,5.0475,5.0475,18610.0
7981,5.0475,5.0475,19746.0
2823,5.0475,5.0475,8394.0
928,5.0476,5.0476,2650.0
9531,5.0476,5.0476,22800.0
8338,5.0476,5.0476,20034.0
702,5.0477,5.0477,2963.0
1380,5.0477,5.0477,5295.0
4135,5.0477,5.0477,11438.0
6325,5.0477,5.0477,18732.0
5764,5.0478,5.0478,12882.0
5046,5.0478,5.0478,19212.0
685,5.0478,5.0478,5280.0
6613,5.0479,5.0479,20237.0
5422,5.0479,5.0479,15689.0
393,5.0479,5.0479,2317.0
4821,5.048,5.048,18400.0
5055,5.048,5.048,17259.0
2886,5.0481,5.0481,10813.0
7671,5.0481,5.0481,20576.0
4450,5.0481,5.0481,16911.0
4021,5.0482,5.0482,9849.0
5661,5.0482,5.0482,17391.0
475,5.0482,5.0482,3039.0
1174,5.0482,5.0482,4397.0
1398,5.0483,5.0483,6275.0
5485,5.0483,5.0483,13903.0
7623,5.0483,5.0483,21122.0
7617,5.0483,5.0483,19118.0
9485,5.0483,5.0483,20274.0
4183,5.0483,5.0483,12025.0
5645,5.0483,5.0483,19032.0
732,5.0483,5.0483,4392.0
8871,5.0483,5.0483,20703.0
4651,5.0484,5.0484,16170.0
2178,5.0485,5.0485,7502.0
8906,5.0485,5.0485,22274.0
8595,5.0485,5.0485,22178.0
10888,5.0485,5.0485,22814.0
585,5.0485,5.0485,3438.0
3127,5.0485,5.0485,8224.0
8794,5.0485,5.0485,21012.0
10048,5.0486,5.0486,22663.0
9452,5.0486,5.0486,20770.0
7383,5.0487,5.0487,19887.0
7761,5.0487,5.0487,21447.0
6245,5.0487,5.0487,17842.0
2195,5.0487,5.0487,7679.0
9645,5.0487,5.0487,22305.0
2570,5.0487,5.0487,10885.0
3742,5.0488,5.0488,12410.0
8564,5.0488,5.0488,22639.0
5633,5.0488,5.0488,12324.0
1574,5.0488,5.0488,5170.0
3089,5.0488,5.0488,6523.0
2898,5.0489,5.0489,13637.0
