,x,y,rate,kmeans,labels
RI17O2+NO-->CH3COCH3+RN8O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
AROH17+OH-->RAROH17,70.24076843261719,-63.610809326171875,(4.65D-11),3,1
RN16NO3+OH-->CARB14+NO2,60.092140197753906,-54.33321762084961,(1.85D-12),3,1
RA22BO2+NO-->CARB9+UDCARB11+NO2+HO2,64.54633331298828,-58.40632629394531,(KRO2NO*0.843),3,1
RN33AO2+NO3-->CARB31+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
MACO3+HO2-->RU10OOH,64.62291717529297,-58.47633361816406,(KAPHO2*0.56),3,1
C5H8+O3-->HCOOH+UCARB10,17.32244873046875,-15.034972190856934,(1.03D-14*EXP(-1995/TEMP)*0.175),3,0
UCARB10+O3-->CARB6+HCHO,17.83536148071289,-15.506248474121094,(1.20D-15*EXP(-1710/TEMP)*0.68),3,0
RA22AO2+NO-->UDCARB14+CARB6+NO2+HO2,64.54633331298828,-58.40632629394531,(KRO2NO*0.843),3,1
RTX28O2+HO2-->RTX28OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
RTX28OOH+OH-->RTX28O2,67.5845947265625,-61.18352127075195,(2.00D-11),3,1
ETHGLY+OH-->HOCH2CHO+HO2,66.5722885131836,-60.258277893066406,(1.45D-11),3,1
PROPGLY+OH-->RN8O2,62.98855972290039,-56.98207473754883,(1.20D-11*0.387),3,1
MEPROPENE+OH-->RI12O2,70.54267120361328,-63.88665771484375,(9.4D-12*EXP(505/TEMP)),3,1
TOLUENE+OH-->AROH17+HO2,58.20032501220703,-52.60255432128906,(1.8D-12*EXP(340/TEMP)*0.18),3,1
BENZENE+OH-->AROH14+HO2,56.77364730834961,-51.297096252441406,(2.3D-12*EXP(-190/TEMP)*0.53),3,1
RN21AO2+NO-->CARB19+NO2+HO2,64.71356201171875,-58.559200286865234,(KRO2NO*0.889),3,1
NRU14O2+NO3-->NUCARB12+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
ME3BUT1ENE+O3-->CO+CARB11+HO2+OH,19.118873596191406,-16.687114715576172,(1.10D-17*0.36),3,6
RN13O2+HO2-->RN13OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
IPEAOH+OH-->RN15AO2,65.75941467285156,-59.51527404785156,(1.12D-11),3,1
RTN28OOH+OH-->TNCARB26+OH,68.1322250366211,-61.683982849121094,(2.38D-11),3,1
RN36AO2+NO3-->CARB34+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
DMM+OH-->RE6O2+2CO,63.1766471862793,-57.15407180786133,(4.93D-12),3,1
RN29OOH+OH-->CARB27+OH,69.72711944580078,-63.14146041870117,(3.95D-11),3,1
CARB25+OH-->RN25AO2,63.997982025146484,-57.904998779296875,(6.40D-12),3,1
MACO3+HO2-->CO+HCHO+CH3O2+OH,63.86384582519531,-57.782386779785156,(KAPHO2*0.44),3,1
RU10O2+NO-->HOCH2CHO+CH3CO3+NO2,63.82339096069336,-57.745384216308594,(KRO2NO*0.670),3,1
ETBE+NO3-->RE18O2+HNO3,38.4797477722168,-34.523677825927734,(1.91D-15),3,12
CARB3+OH-->2CO+HO2,64.60511779785156,-58.460086822509766,(3.10D-12*EXP(340/TEMP)*0.8),3,1
IPROPOL+OH-->CH3COCH3+HO2,62.80418014526367,-56.81349182128906,(2.6D-12*EXP(200/TEMP)*0.861),3,1
IC3H7O2+NO-->IC3H7NO3,55.10887145996094,-49.773399353027344,(2.70D-12*EXP(360/TEMP)*0.042),3,1
RN24AO2+NO-->CARB22+NO2+HO2,64.61649322509766,-58.470462799072266,(KRO2NO*0.862),3,1
RA16O2+NO3-->UDCARB11+CARB3+NO2+HO2,59.65492248535156,-53.93328094482422,(KRO2NO3*0.7),3,1
RN8O2+HO2-->RN8OOH,65.94242858886719,-59.68255615234375,(KRO2HO2*0.520),3,1
RN25O2+NO-->RN25NO3,61.74361801147461,-55.843650817871094,(KRO2NO*0.346),3,1
NRN12O2+NO3-->2CH3CHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
TXCARB24+OH-->RTX24O2,66.78219604492188,-60.450157165527344,(1.55D-11),3,1
PENT1ENE+OH-->RN15O2,69.0020751953125,-62.478912353515625,(5.86D-12*EXP(500/TEMP)),3,1
RI14O2+NO-->CH3COCH3+CH3CO3+NO2,63.02571487426758,-57.016048431396484,(KRO2NO*0.52),3,1
RN18NO3+OH-->CARB16+NO2,66.32392120361328,-60.03129196166992,(1.34D-11),3,1
HOCH2CO3+HO2-->HCHO+HO2+OH,63.86384582519531,-57.782386779785156,(KAPHO2*0.44),3,1
UCARB12+O3-->CARB3+CO+CARB7,20.419353485107422,-17.885133743286133,(2.40D-17*0.25),3,13
NRTX28O2+NO3-->TXCARB24+HCHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN26O2+HO2-->RN26OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
CH3OOH+OH-->HCHO+OH,62.52724838256836,-56.56026840209961,(5.3D-12*EXP(190/TEMP)*0.4),3,1
RI13NO3+OH-->CH3COCH3+HCHO+NO2,53.43626403808594,-48.24209213256836,(2.23D-13),3,1
RAROH17+NO2-->ARNOH17,60.46088409423828,-54.67049026489258,(2.08D-12),3,1
CARB31+OH-->RN31AO2,65.23128509521484,-59.03248596191406,(9.47D-12),3,1
C2H5CO3+NO2-->PPN,65.06160736083984,-58.87737274169922,(KFPAN),3,1
CARB9+OH-->RN9O2,53.66730499267578,-48.453651428222656,(2.40D-13),3,1
RN21AO2+NO3-->CARB19+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN27NO3+OH-->CARB25+NO2,66.63673400878906,-60.31718826293945,(1.48D-11),3,1
RU14OOH+OH-->IEPOX+OH,71.07927703857422,-64.37694549560547,(7.14D-11*0.85),3,1
CARB20+OH-->RN20O2,64.65674591064453,-58.507259368896484,(7.89D-12),3,1
CARB26+OH-->RN26O2,66.15504455566406,-59.87690734863281,(1.27D-11),3,1
MXYL+OH-->RA19AO2,66.91542053222656,-60.571903228759766,(2.31D-11*0.70),3,1
APINENE+O3-->CH3COCH3+RN18AO2+OH,28.336036682128906,-25.186004638671875,(8.05D-16*EXP(-640/TEMP)*0.80),3,0
NC11H24+OH-->RN34O2,66.20423889160156,-59.92186737060547,(1.29D-11),3,1
MIPK+OH-->RI14O2,61.36237716674805,-55.49501037597656,(2.77D-12),3,1
RI14O2+NO3-->CH3COCH3+CH3CO3+NO2,58.71963882446289,-53.077674865722656,(KRO2NO3*0.52),3,1
RN35O2+NO3-->RN34O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN27OOH+OH-->CARB25+OH,70.7978286743164,-64.11978149414062,(5.55D-11),3,1
STYRENE+OH-->RUA20O2,70.93653869628906,-64.24652862548828,(5.80D-11),3,1
CARB18+OH-->RN18O2,63.94841766357422,-57.85968780517578,(6.30D-12),3,1
RN24NO3+OH-->CARB22+NO2,66.41654205322266,-60.115901947021484,(1.38D-11),3,1
RTX28O2+NO3-->TXCARB24+HCHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NRN9OOH+OH-->HCHO+CH3CHO+NO2+OH,64.04676818847656,-57.949623107910156,(6.50D-12),3,1
RN22O2+HO2-->RN22OOH,67.3761978149414,-60.99304962158203,(KRO2HO2*0.820),3,1
RN12O2+NO-->RN12NO3,55.0330696105957,-49.70402526855469,(KRO2NO*0.041),3,1
MEPROPENE+O3-->CH3COCH3+CO+HO2+OH,20.69482421875,-18.13902473449707,(2.70D-15*EXP(-1632/TEMP)*0.58),3,14
RN19BO2+HO2-->RN19OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
RN11O2+NO3-->CH3CO3+CH3CHO+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN12O2+NO3-->2CH3CHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
PENT1ENE+O3-->CO+HCHO+RN10O2+OH,18.82057762145996,-16.412504196166992,(1.00D-17*0.36),3,10
RN28AO2+HO2-->RN28OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
RA19CO2+NO-->RA19NO3,58.851219177246094,-53.198055267333984,(KRO2NO*0.138),3,1
NO2+HO2-->HO2NO2,57.25187683105469,-51.73473358154297,(KMT09),3,1
RN24OOH+OH-->CARB22+OH,70.71155548095703,-64.04096221923828,(5.40D-11),3,1
C5H8+NO3-->NRU14O2,57.01552963256836,-51.51845932006836,(3.15D-12*EXP(-450/TEMP)),3,1
PXYL+OH-->RA19AO2,65.40585327148438,-59.192047119140625,(1.43D-11*0.70),3,1
RN21AO2+NO-->RN21NO3,58.166202545166016,-52.571319580078125,(KRO2NO*0.111),3,1
UDCARB20+OH-->ANHY+RN13O2,69.0146255493164,-62.490394592285156,(7.00D-11*0.45),3,1
RN23O2+HO2-->RN23OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
C2H5CO3+NO3-->C2H5O2+NO2,62.25634765625,-56.31252670288086,(KRO2NO3*1.60),3,1
RTN28NO3+OH-->TNCARB26+NO2,62.78274154663086,-56.79387664794922,(4.35D-12),3,1
RN18O2+HO2-->RN18OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
RU12NO3+OH-->CARB3+CARB7+NO2,61.03963088989258,-55.19984436035156,(2.50D-12),3,1
NRUA20O2+HO2-->NRUA20OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
CH3OH+OH-->HCHO+HO2,57.80916976928711,-52.244651794433594,(2.85D-12*EXP(-345/TEMP)),3,1
RC18OOH+OH-->CYHEXONE+OH,69.3731918334961,-62.81804656982422,(3.53D-11),3,1
EOX2EOL+OH-->ECARB7+CH3O2,67.2529296875,-60.88037872314453,(1.80D-11),3,1
RN17OOH+OH-->CARB15+OH,69.20842742919922,-62.66748046875,(3.35D-11),3,1
RTN14O2+HO2-->RTN14OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
NRTN28O2+NO3-->TNCARB26+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NRN9O2+HO2-->NRN9OOH,65.94242858886719,-59.68255615234375,(KRO2HO2*0.520),3,1
METHACET+OH-->C2H5O2,54.846187591552734,-49.532920837402344,(8.54D-19*TEMP**2*EXP(455/TEMP)),3,1
BOX2PROL+NO3-->ECARB7+HNO3+RN13O2,42.3248291015625,-38.05559539794922,(6.50D-15),3,8
BENZAL+NO3-->RA16BO2+HNO3,39.19654846191406,-35.182411193847656,(2.40D-15),3,0
RN36AO2+NO-->CARB34+NO2+HO2,64.4745864868164,-58.340728759765625,(KRO2NO*0.824),3,1
RN31OOH+OH-->CARB29+OH,70.63483428955078,-63.970855712890625,(5.27D-11),3,1
NC10H22+OH-->RN31O2,65.7668228149414,-59.522037506103516,(3.13D-17*TEMP**2*EXP(416/TEMP)),3,1
RN25AO2+NO-->RN24O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RU14OOH+OH-->RU14O2,62.734619140625,-56.7498779296875,(7.14D-11*0.06),3,1
RN21NO3+OH-->CARB19+NO2,66.05431365966797,-59.784812927246094,(1.23D-11),3,1
UDCARB17+OH-->RN16O2,69.64639282226562,-63.06769943237305,(7.00D-11*0.55),3,1
HOCH2CO3+NO-->HCHO+NO2+HO2,67.56043243408203,-61.16143798828125,(KAPNO),3,1
IPEBOH+OH-->MIPK+HO2,63.65607833862305,-57.59241485595703,(1.24D-11*0.463),3,1
CH3NO3+OH-->HCHO+NO2,46.35884475708008,-41.75690841674805,(4.0D-13*EXP(-845/TEMP)),3,0
RU10O2+NO-->CARB6+HCHO+NO2+HO2,61.24178695678711,-55.38471221923828,(KRO2NO*0.295),3,1
RN36OOH+OH-->CARB34+OH,71.04328155517578,-64.34406280517578,(6.00D-11),3,1
NRN6O2+HO2-->NRN6OOH,65.01261138916016,-58.83258056640625,(KRO2HO2*0.387),3,1
C2H2+OH-->CARB3+OH,55.85952377319336,-50.46048355102539,(KMT17*0.636),3,1
RN15AO2+NO-->CARB13+NO2+HO2,65.00419616699219,-58.82490921020508,(KRO2NO*0.975),3,1
RU10O2+NO-->RU10NO3,54.535423278808594,-49.248443603515625,(KRO2NO*0.035),3,1
RTN28O2+HO2-->RTN28OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
RUA20O2+NO-->BENZAL+HCHO+NO2+HO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
ME2BUT1ENE+O3-->HCOOH+CARB11A,18.12216567993164,-15.769940376281738,(1.60D-17*0.18),3,0
RN17O2+NO-->RN16AO2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
TNCARB26+OH-->RTN26O2,69.92032623291016,-63.317996978759766,(4.20D-11),3,1
RA13O2+NO-->RA13NO3,57.213523864746094,-51.69963073730469,(KRO2NO*0.082),3,1
HPUCARB12+O3-->CARB3+CARB6+2OH,24.759166717529297,-21.887420654296875,(2.40D-17),3,0
RI12O2+NO3-->CH3COCH3+HCHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RI12O2+HO2-->RI12OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
CH3O2+NO-->HCHO+NO2+HO2,64.57605743408203,-58.43349838256836,(2.3D-12*EXP(360/TEMP)*0.999),3,1
ME2BUT2ENE+O3-->CH3CO2H+CH3COCH3,26.681699752807617,-23.660614013671875,(6.51D-15*EXP(-829/TEMP)*0.11),3,0
NRN15O2+NO-->C2H5CHO+CH3CHO+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
NRN18O2+NO3-->2C2H5CHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CYHEXOL+OH-->CYHEXONE+HO2,62.972042083740234,-56.966983795166016,(1.77D-11*0.261),3,1
RN16AO2+NO-->RN15O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
UDCARB20+OH-->RN19O2,69.64639282226562,-63.06769943237305,(7.00D-11*0.55),3,1
CH3CO3+HO2-->CH3O2+OH,63.86384582519531,-57.782386779785156,(KAPHO2*0.44),3,1
ANHY+OH-->HOCH2CH2O2,59.432254791259766,-53.72957992553711,(1.50D-12),3,1
RN9O2+NO-->RN9NO3,52.928863525390625,-47.77745056152344,(KRO2NO*0.021),3,1
HPUCARB12+NO3-->HUCARB9+HNO3+CO+OH,44.139522552490234,-39.721107482910156,(KNO3AL*4.25),3,3
HEX1ENE+NO3-->NRN18O2,44.25063705444336,-39.823055267333984,(1.20D-14),3,3
DIETETHER+NO3-->RE12O2+HNO3,39.680450439453125,-35.62701416015625,(2.80D-15),3,2
RI16O2+NO3-->MIPK+NO2+HO2,53.095497131347656,-47.93006896972656,(KRO2NO3*0.087),3,1
RN13AO2+HO2-->RN13OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
PENT1ENE+O3-->HCOOH+CARB11,20.621356964111328,-18.071311950683594,(1.00D-17*0.64),3,14
NO2+NO3-->NO2+NO,35.126708984375,-31.440326690673828,(4.50E-14*EXP(-1260/TEMP)),3,15
TBUT2ENE+NO3-->NRN12O2,55.19435119628906,-49.85163497924805,(3.90D-13),3,1
RN34O2+HO2-->RN34OOH,67.77923583984375,-61.361392974853516,(KRO2HO2*0.932),3,1
IC4H10+OH-->RI13O2,60.62560272216797,-54.8211555480957,(1.16D-17*TEMP**2*EXP(225/TEMP)),3,1
RN29O2+HO2-->RN29OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
RTN25O2+HO2-->RTN25OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
CHEX2ENE+O3-->PROPACID+C2H5CHO,27.032672882080078,-23.984272003173828,(1.60D-16*0.31),3,4
CARB30+OH-->RN30O2,66.05431365966797,-59.784812927246094,(1.23D-11),3,1
RI14O2+NO-->C2H5CO3+CH3CHO+NO2,62.7737922668457,-56.78570556640625,(KRO2NO*0.48),3,1
DHPR12OOH+OH-->DHPCARB9+CO+OH,70.84847259521484,-64.16605377197266,(5.64D-11),3,1
RN12OOH+OH-->CARB10+OH,69.11302947998047,-62.58030700683594,(3.25D-11),3,1
RN15NO3+OH-->CARB13+NO2,65.49571990966797,-59.27424621582031,(1.03D-11),3,1
RN10O2+NO-->RN10NO3,52.889793395996094,-47.74168014526367,(2.80D-12*EXP(360/TEMP)*0.020),3,1
ECARB7+OH-->C2H5O2,57.94841384887695,-52.3720588684082,(9.36D-13),3,1
RN33AO2+NO-->RN33NO3,59.5442008972168,-53.83198928833008,(KRO2NO*0.172),3,1
RN37O2+NO-->RN36AO2+NO2,63.25894546508789,-57.22930908203125,(KRO2NO*0.560),3,1
C3H8+OH-->IC3H7O2,57.39683532714844,-51.86736297607422,(7.6D-12*EXP(-585/TEMP)*0.736),3,1
CBUT2ENE+NO3-->NRN12O2,54.85397720336914,-49.54005432128906,(3.50D-13),3,1
NC8H18+OH-->RN25O2,64.96947479248047,-58.793155670166016,(2.76D-17*TEMP**2*EXP(378/TEMP)),3,1
CARB3+OH-->CO+OH,60.24228286743164,-54.47056579589844,(3.10D-12*EXP(340/TEMP)*0.2),3,1
RI17O2+HO2-->RI17OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
H2+OH-->HO2,42.41967010498047,-38.14265441894531,(7.70E-12*EXP(-2100/TEMP)),3,8
CH3CO3H+OH-->CH3CO3,62.27339553833008,-56.32811737060547,(3.70D-12),3,1
RN21O2+HO2-->RN21OOH,67.3761978149414,-60.99304962158203,(KRO2HO2*0.820),3,1
DMC+OH-->RE6O2,54.572120666503906,-49.28203582763672,(3.20D-13),3,1
RI16O2+NO3-->CH3COCH3+C2H5O2+NO2,60.490848541259766,-54.697898864746094,(KRO2NO3*0.913),3,1
CH3O2+HO2-->CH3OOH,63.348270416259766,-57.31096649169922,(3.8D-13*EXP(780/TEMP)),3,1
RA22BO2+NO3-->CARB9+UDCARB11+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN11OOH+OH-->CARB9+OH,68.28706359863281,-61.82549285888672,(2.50D-11),3,1
RTX22NO3+OH-->CCARB12+CH3COCH3+NO2,63.052955627441406,-57.04096603393555,(4.74D-12),3,1
CARB12+OH-->RN12O2,59.16987991333008,-53.48957824707031,(1.38D-12),3,1
PR2OHMOX+NO3-->CH3OCHO+HNO3+C2H5O2,40.60597610473633,-36.47721862792969,(3.76D-15),3,0
NRU12O2+NO3-->NOA+CO+NO2+HO2,58.59623336791992,-52.96476745605469,(KRO2NO3*0.5),3,1
RTN26O2+NO-->RTN25O2+NO2,67.56043243408203,-61.16143798828125,(KAPNO),3,1
RN33O2+HO2-->RN33OOH,67.77923583984375,-61.361392974853516,(KRO2HO2*0.932),3,1
IPRCHO+OH-->RI11O2,68.51966857910156,-62.03805923461914,(6.8D-12*EXP(410/TEMP)),3,1
H2O2+OH-->HO2,59.81716537475586,-54.08169937133789,(2.90E-12*EXP(-160/TEMP)),3,1
MEPROPENE+O3-->H2O2+CH3COCH3+HCHO,13.01613712310791,-11.108396530151367,(2.70D-15*EXP(-1632/TEMP)*0.05),3,0
RU12O2+NO-->CARB6+HOCH2CHO+NO2+HO2,62.25461196899414,-56.310943603515625,(KRO2NO*0.407),3,1
RI16O2+NO-->CH3COCH3+C2H5O2+NO2,64.55203247070312,-58.411537170410156,(KRO2NO*0.925*0.913),3,1
RA13OOH+OH-->UDCARB8+CARB3+OH,72.5783462524414,-65.74652862548828,(9.77D-11),3,1
HO2+O3-->OH,38.646976470947266,-34.67737579345703,(2.03E-16*((TEMP/300)**4.57)*EXP(693/TEMP)),3,12
RN20OOH+OH-->CARB18+OH,69.34634399414062,-62.79350280761719,(3.50D-11),3,1
RA19AO2+NO3-->UDCARB14+CARB3+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RTX24NO3+OH-->TXCARB22+NO2,64.03707885742188,-57.94075012207031,(6.48D-12),3,1
RI11O2+NO3-->IC3H7O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN27AO2+NO-->CARB25+NO2+HO2,64.54633331298828,-58.40632629394531,(KRO2NO*0.843),3,1
RN10O2+NO-->C2H5CHO+NO2+HO2,65.1347885131836,-58.94426727294922,(2.80D-12*EXP(360/TEMP)*0.980),3,1
HOCH2CHO+NO3-->HNO3+HOCH2CO3,39.59567642211914,-35.549137115478516,(KNO3AL),3,2
RA25O2+NO-->UDCARB17+CARB6+NO2+HO2,64.50877380371094,-58.371978759765625,(KRO2NO*0.833),3,1
RTX24O2+NO3-->TXCARB22+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CARB16+OH-->RN16O2,66.10508728027344,-59.83123779296875,(1.25D-11),3,1
CHEX+OH-->RC18O2,64.37462615966797,-58.24934768676758,(2.88D-17*TEMP**2*EXP(309/TEMP)),3,1
HEX1ENE+OH-->RN18O2,69.52127075195312,-62.95336151123047,(3.70D-11),3,1
RU10AO2+NO-->RU10NO3,51.42082595825195,-46.39628219604492,(KRO2NO*0.013),3,11
HMML+OH-->HCOOH+CH3CO3,58.979557037353516,-53.31546401977539,(4.33D-12*0.3),3,1
BPINENE+O3-->TXCARB24+CO,18.995038986206055,-16.573104858398438,(1.35D-15*EXP(-1270/TEMP)*0.20),3,16
RN13O2+NO-->C2H5O2+CH3CHO+NO2,61.911537170410156,-55.99723434448242,(KRO2NO*0.917*0.398),3,1
IC5H12+OH-->RI16O2,62.27339553833008,-56.32811737060547,(3.70D-12),3,1
M22C4+OH-->RN19O2,60.83470916748047,-55.01240921020508,(3.22D-11*EXP(-781/TEMP)),3,1
MPAN+OH-->HMML+NO3,67.97211456298828,-61.53767395019531,(2.90D-11*0.78),3,1
BENZENE+OH-->RA13O2,56.39570236206055,-50.951210021972656,(2.3D-12*EXP(-190/TEMP)*0.47),3,1
RTN10OOH+OH-->RTN10O2,62.69468307495117,-56.713375091552734,(4.23D-12),3,1
RN31O2+HO2-->RN31OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
RN17O2+HO2-->RN17OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
RN25O2+HO2-->RN25OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
IPBENZ+OH-->RA22AO2,61.76693344116211,-55.86498260498047,(6.30D-12*0.5),3,1
RTX24OOH+OH-->TXCARB22+OH,72.17308807373047,-65.37628173828125,(8.59D-11),3,1
DHPCARB9+OH-->RN8OOH+CO+OH,69.46981048583984,-62.90633773803711,(3.64D-11),3,1
RU11O2+NO-->RU11NO3,56.48263931274414,-51.03076171875,(KRO2NO*0.065),3,1
RU10O2+NO3-->HOCH2CHO+CH3CO3+NO2,59.65492248535156,-53.93328094482422,(KRO2NO3*0.7),3,1
MEPROPENE+O3-->HCOOH+CH3COCH3,16.01362419128418,-13.83471393585205,(2.70D-15*EXP(-1632/TEMP)*0.13),3,0
NRI15O2+HO2-->NRI15OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
TBUT2ENE+OH-->RN12O2,71.24425506591797,-64.5276870727539,(1.01D-11*EXP(550/TEMP)),3,1
RI19O2+NO3-->IC3H7O2+CH3COCH3+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
ETBE+OH-->RE18O2,64.16279602050781,-58.05568313598633,(6.82D-18*TEMP**2*EXP(800/TEMP)*0.76),3,1
C2H5OOH+OH-->CH3CHO+OH,66.37056732177734,-60.07390213012695,(1.36D-11),3,1
MXYL+OH-->RA19BO2,64.2483901977539,-58.133949279785156,(2.31D-11*0.30),3,1
TM123B+OH-->RA22BO2,66.9502944946289,-60.603755950927734,(3.27D-11*0.50),3,1
EBENZ+OH-->RA19AO2,63.94841766357422,-57.85968780517578,(7.00D-12*0.90),3,1
RA16O2+NO-->UDCARB8+CARB6+NO2+HO2,60.924415588378906,-55.094478607177734,(KRO2NO*0.889*0.3),3,1
THEX2ENE+O3-->CO+C2H5O2+C2H5CHO+OH,29.5394344329834,-26.295228958129883,(1.60D-16*0.69),3,17
RI12NO3+OH-->CH3COCH3+HCHO+NO2,57.637779235839844,-52.087852478027344,(8.48D-13),3,1
NRTX28OOH+OH-->NRTX28O2,65.26763153076172,-59.06571960449219,(9.58D-12),3,1
NPROPOL+OH-->RN9O2,61.553985595703125,-55.67024230957031,(4.6D-12*EXP(70/TEMP)*0.506),3,1
RN22OOH+OH-->CARB20+OH,70.37335205078125,-63.73195266723633,(4.85D-11),3,1
RN30OOH+OH-->CARB28+OH,70.88177490234375,-64.19649505615234,(5.70D-11),3,1
CH3CO3+HO2-->CH3CO3H,64.62291717529297,-58.47633361816406,(KAPHO2*0.56),3,1
RN15AO2+NO3-->CARB13+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA19CO2+HO2-->RA19OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
RC18O2+NO-->RC18NO3,57.05617904663086,-51.55565643310547,(KRO2NO*0.078),3,1
RTN28O2+NO-->RTN28NO3,60.49932098388672,-54.705665588378906,(KRO2NO*0.233),3,1
RN22NO3+OH-->CARB20+NO2,62.2648811340332,-56.32033920288086,(3.69D-12),3,1
RI16NO3+OH-->CH3COCH3+CH3CHO+NO2,58.050926208496094,-52.46586608886719,(9.67D-13),3,1
CBUT2ENE+O3-->CO+CH3O2+CH3CHO+OH,28.76748275756836,-25.583721160888672,(3.22D-15*EXP(-968/TEMP)*0.69),3,0
RN26O2+NO-->RN25O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
HOCH2CHO+OH-->HOCH2CO3,65.4026870727539,-59.18917465209961,(1.00D-11),3,1
RN11O2+HO2-->RN11OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
CH3O2+NO3-->HCHO+NO2+HO2,58.730140686035156,-53.0872802734375,(1.2D-12),3,1
MACO3+NO-->HCHO+CH3CO3+NO2+HO2,64.25587463378906,-58.140785217285156,(KAPNO*0.35),3,1
IPBENZ+OH-->RI19O2,61.76693344116211,-55.86498260498047,(6.30D-12*0.5),3,1
RA22BO2+NO-->RA22NO3,59.25706481933594,-53.569339752197266,(KRO2NO*0.157),3,1
RI12O2+NO-->CH3COCH3+HCHO+NO2+HO2,65.04590606689453,-58.863006591796875,(KRO2NO*0.988),3,1
RI13OOH+OH-->CH3COCH3+HCHO+OH,63.699005126953125,-57.631649017333984,(5.82D-12),3,1
CARB33+OH-->RN33O2,66.41654205322266,-60.115901947021484,(1.38D-11),3,1
RN34O2+NO-->RN34NO3,62.43491744995117,-56.47583770751953,(KRO2NO*0.431),3,1
RN9O2+NO-->HCHO+CH3CHO+NO2+HO2,65.01709747314453,-58.836692810058594,(KRO2NO*0.979),3,1
PROPGLY+OH-->CARB7+HO2,64.43616485595703,-58.30561065673828,(1.20D-11*0.613),3,1
C2H5CHO+OH-->C2H5CO3,67.43527221679688,-61.04703140258789,(4.9D-12*EXP(405/TEMP)),3,1
IC3H7O2+NO-->CH3COCH3+NO2+HO2,64.94884490966797,-58.77429962158203,(2.70D-12*EXP(360/TEMP)*0.958),3,1
THEX2ENE+O3-->PROPACID+C2H5CHO,27.032672882080078,-23.984272003173828,(1.60D-16*0.31),3,4
RN14O2+NO3-->C2H5CO3+CH3CHO+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CARB10+OH-->CARB9+HO2,63.72053146362305,-57.6513557434082,(5.86D-12),3,1
