,CH3NO3,CH3OH,O1D,O3,NO2,NO3,N2O5,H2O2,TEMP,NO,NA,CH4,HO2NO2,LMP2,PRESS,LMP1,HSO3,CO,CL,O,HNO3,SO3,SO2,HO2,OH,H2,HONO,H2O,TIME,CH3OOH,SA
139,0.0,0.0,0.0,0.0568634716396,84059435995.1,3.95137609412e-08,9.77919268788e-08,0.0,298.0,1.63841399208e+11,35719106391.6,40074945449.5,-2.16735188903e-161,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.27797986611e+11,0.0,0.0,-9.91431102658e-163,-5.53646699598e-163,1.22841604301e+13,4124581794.01,2.46220332744e+17,15893412.48,0.0,0.0
140,0.0,0.0,0.0,0.000298482921043,84059435995.2,2.07412288541e-10,5.13321103119e-10,0.0,298.0,1.63841399208e+11,37091898228.1,40074945449.5,-3.00397535914e-169,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.26425194774e+11,0.0,0.0,-1.37413932961e-170,-7.67428128036e-171,1.22841604301e+13,4124581794.01,2.46220332744e+17,15895212.48,0.0,0.0
141,0.0,0.0,0.0,1.56677127839e-06,84059435995.2,1.08873102466e-12,2.69448167469e-12,0.0,298.0,1.63841399208e+11,38449943686.5,40074945449.5,-4.16354798451e-177,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.25067149316e+11,0.0,0.0,-1.90458016797e-178,-1.06375735584e-178,1.22841604301e+13,4124581794.01,2.46220332744e+17,15897012.48,0.0,0.0
142,0.0,0.0,0.0,8.22416314545e-09,84059435995.2,5.71487471835e-15,1.41436450813e-14,0.0,298.0,1.63841399208e+11,39793401170.9,40074945449.5,-5.77073392748e-185,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.23723691832e+11,0.0,0.0,-2.63978161796e-186,-1.47450858768e-186,1.22841604301e+13,4124581794.01,2.46220332744e+17,15898812.48,0.0,0.0
143,0.0,0.0,0.0,4.31695808928e-11,84059435995.2,2.99980365276e-17,7.42416243035e-17,0.0,298.0,1.63841399208e+11,41122427383.5,40074945449.5,-7.99832030973e-193,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.22394665619e+11,0.0,0.0,-3.65878588351e-194,-2.04386357826e-194,1.22841604301e+13,4124581794.01,2.46220332744e+17,15900612.48,0.0,0.0
144,0.0,0.0,0.0,2.26602109114e-13,84059435995.2,1.57463153588e-19,3.89702848703e-19,0.0,298.0,1.63841399208e+11,42437177343.6,40074945449.5,-1.10857938086e-200,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.21079915659e+11,0.0,0.0,-5.07114745141e-202,-2.83306391555e-202,1.22841604301e+13,4124581794.01,2.46220332744e+17,15902412.48,0.0,0.0
145,0.0,0.0,0.0,1.18946060613e-15,84059435995.2,8.26542254357e-22,2.04559519962e-21,0.0,298.0,1.63841399208e+11,43737804405.0,40074945449.5,-1.53650883063e-208,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.19779288598e+11,0.0,0.0,-7.02871168077e-210,-3.92699828488e-210,1.22841604301e+13,4124581794.01,2.46220332744e+17,15904212.48,0.0,0.0
146,0.0,0.0,0.0,6.24361590923e-18,84059435995.2,4.33861562322e-24,1.07375651336e-23,0.0,298.0,1.63841399208e+11,45024460274.4,40074945449.5,-2.12962718261e-216,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.18492632728e+11,0.0,0.0,-9.74194028485e-218,-5.44333324578e-218,1.22841604301e+13,4124581794.01,2.46220332744e+17,15906012.48,0.0,0.0
147,0.0,0.0,0.0,3.27734600214e-20,84059435995.2,2.2773893805e-26,5.63627178146e-26,0.0,298.0,1.63841399208e+11,46297295028.8,40074945449.5,-2.95170096108e-224,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.17219797974e+11,0.0,0.0,-1.35025389545e-225,-7.54516963402e-226,1.22841604301e+13,4124581794.01,2.46220332744e+17,15907812.48,0.0,0.0
148,0.0,0.0,0.0,1.72031671613e-22,84059435995.2,1.19542795233e-28,2.95854406461e-28,0.0,298.0,1.63841399208e+11,47556457133.0,40074945449.5,-4.09111213531e-232,0.0,1013.0,83319978.7313,0.0,14059285150.8,0.0,0.0,1.1596063587e+11,0.0,0.0,-1.87148199601e-233,-1.04585859183e-233,1.22841604301e+13,4124581794.01,2.46220332744e+17,15909612.48,0.0,0.0
149,0.0,0.0,8.49951274604e-06,5037598252.32,78995525342.9,3451.65532808,7402.92351343,0.0,298.0,1.6890839704e+11,48802163354.7,40074935288.7,3707.762628,0.0,1013.0,83330139.4855,0.0,14059157334.6,0.0,259.818158177,1.14745845516e+11,0.0,0.0,3914.37741619,65791.8519664,1.22841571552e+13,4090556781.04,2.46220332744e+17,15911412.48,0.0,0.0
150,0.0,0.0,6.36618753103e-05,13244266540.7,70665891090.7,7750.32276265,15038.2451454,0.0,298.0,1.77249483963e+11,50035442999.3,40074883380.8,8155.18532547,0.0,1013.0,83382047.3877,0.0,14058504382.1,0.0,630.913218527,1.1365728483e+11,0.0,0.0,9583.25976991,167787.477908,1.22841404248e+13,3934361134.34,2.46220332744e+17,15913212.48,0.0,0.0
151,0.0,0.0,0.000263345761773,22660038623.6,61022398161.8,11020.0187484,18536.7805974,0.0,298.0,1.86899931511e+11,51257679543.3,40074774457.6,12580.0288319,0.0,1013.0,83490970.6341,0.0,14057134326.1,0.0,1103.4811365,1.12700291928e+11,0.0,0.0,17085.4468876,312892.962784,1.22841053179e+13,3662148181.48,2.46220332744e+17,15915012.48,0.0,0.0
152,0.0,0.0,0.000790135552203,31657647670.0,51684277780.2,12760.9425253,18215.1705279,0.0,298.0,1.96200575711e+11,52470271034.7,40074590060.8,16195.9886755,0.0,1013.0,83675367.4835,0.0,14054815245.6,0.0,1600.75858385,1.11867819554e+11,0.0,0.0,25935.0326258,494886.803681,1.22840458851e+13,3319500531.85,2.46220332744e+17,15916812.48,0.0,0.0
153,0.0,0.0,0.00188532384166,38924143316.9,43949722354.1,13376.7167232,16245.8724014,0.0,298.0,2.03770320863e+11,53674441630.8,40074315394.7,19020.933842,0.0,1013.0,83950033.5694,0.0,14051361576.9,0.0,2035.59558286,1.11137225396e+11,0.0,0.0,35806.7506828,705409.571118,1.22839573579e+13,3010734866.61,2.46220332744e+17,15918612.48,0.0,0.0
154,0.0,0.0,0.00376691946665,44154068458.3,38078259857.1,13589.4448272,14297.0247677,0.0,298.0,2.09223351005e+11,54871199573.3,40073933844.3,22124.4143528,0.0,1013.0,84331583.9228,0.0,14046565307.8,0.0,2373.23013194,1.10496134634e+11,0.0,0.0,48083.4267849,968414.086577,1.22838343809e+13,2873500622.34,2.46220332744e+17,15920412.48,0.0,0.0
155,0.0,0.0,0.00654050378649,47709864472.1,33623046291.1,13971.9659687,12971.938886,0.0,298.0,2.12858516145e+11,56061598051.1,40073406850.1,26867.7300418,0.0,1013.0,84858578.1088,0.0,14039943357.6,0.0,2617.61188619,1.09966928749e+11,0.0,0.0,66169.7615009,1352061.26862,1.22836645263e+13,3032353979.66,2.46220332744e+17,15922212.48,0.0,0.0
156,0.0,0.0,0.0101408733708,49940967876.0,30134820763.9,14900.9954142,12390.7693347,0.0,298.0,2.14991562038e+11,57247127342.4,40072659890.6,34224.4270914,0.0,1013.0,85605537.5953,0.0,14030562630.3,0.0,2779.15022616,1.09606118109e+11,0.0,0.0,94076.1797341,1938149.37119,1.22834237752e+13,3562807839.88,2.46220332744e+17,15924012.48,0.0,0.0
157,0.0,0.0,0.0143342654602,51099142242.0,27285326199.9,16588.8870305,12482.5353997,0.0,298.0,2.15872953331e+11,58429990406.4,40071585640.5,44333.5995484,0.0,1013.0,86679787.7002,0.0,14017082289.3,0.0,2868.06349493,1.09484930498e+11,0.0,0.0,134589.819464,2781831.20327,1.22830775361e+13,4469223676.12,2.46220332744e+17,15925812.48,0.0,0.0
158,0.0,0.0,0.0187702426711,51373926021.0,24868113661.9,19084.1317951,13083.2419843,0.0,298.0,2.1571878913e+11,59613117799.1,40070063437.8,56449.0753387,0.0,1013.0,88201990.452,0.0,13998002325.2,0.0,2894.37568794,1.09662426885e+11,0.0,0.0,187986.174587,3882378.13158,1.22825869192e+13,5679960824.2,2.46220332744e+17,15927612.48,0.0,0.0
159,0.0,0.0,0.0230774259726,50941671737.0,22766009069.9,22278.993653,13982.5328969,0.0,298.0,2.14749122099e+11,60799904427.1,40067987377.6,69228.0782087,0.0,1013.0,90278050.6793,0.0,13972020759.1,0.0,2869.64790685,1.10162773912e+11,0.0,0.0,251702.300014,5177598.67535,1.22819177915e+13,7064581019.4,2.46220332744e+17,15929412.48,0.0,0.0
160,0.0,0.0,0.0268687726659,49973009759.6,20934066317.4,25913.7799837,14956.5294491,0.0,298.0,2.13183059625e+11,61993766775.2,40065293314.2,81077.279188,0.0,1013.0,92972114.0228,0.0,13938374861.9,0.0,2806.44337125,1.1096529065e+11,0.0,0.0,320466.13601,6550385.1497,1.22810494802e+13,8466189728.82,2.46220332744e+17,15931212.48,0.0,0.0
161,0.0,0.0,0.029925847316,48652300808.6,19346406653.9,29662.2252414,15823.3364811,0.0,298.0,2.11245872784e+11,63197671570.5,40061975955.8,90777.2670959,0.0,1013.0,96289472.444,0.0,13897052885.2,0.0,2718.51352306,1.12009903123e+11,0.0,0.0,388166.0927,7872596.03154,1.22799802816e+13,9742503782.04,2.46220332744e+17,15933012.48,0.0,0.0
162,0.0,0.0,0.0321643046006,47147859093.7,17980034375.0,33230.5038195,16478.4950755,0.0,298.0,2.09127340831e+11,64413810029.3,40058082514.7,97790.505139,0.0,1013.0,100182913.526,0.0,13848706947.8,0.0,2617.87691123,1.13216646973e+11,0.0,0.0,449812.487795,9044990.01135,1.22787254149e+13,10804513814.0,2.46220332744e+17,15934812.48,0.0,0.0
163,0.0,0.0,0.033503805724,45583374998.0,16823785929.2,36352.5165733,16871.370634,0.0,298.0,2.06960532203e+11,65643485385.4,40053700350.2,102016.464855,0.0,1013.0,104565078.07,0.0,13794487959.1,0.0,2513.10511164,1.14503434491e+11,0.0,0.0,501376.458042,9993086.72203,1.22773130388e+13,11611099879.0,2.46220332744e+17,15936612.48,0.0,0.0
164,0.0,0.0,0.0339334149506,44041813271.3,15867499949.5,38819.418722,16993.3275874,0.0,298.0,2.04832954777e+11,66887157070.1,40048943732.1,103662.772411,0.0,1013.0,109321696.096,0.0,13735869544.0,0.0,2409.69884185,1.15797537059e+11,0.0,0.0,540152.959049,10672257.1878,1.2275779985e+13,12157184675.4,2.46220332744e+17,15938412.48,0.0,0.0
165,0.0,0.0,0.0334991578385,42573274566.4,15097073912.4,40498.0019635,16870.7027428,0.0,298.0,2.02799922282e+11,68144576706.1,40043941040.0,103165.384255,0.0,1013.0,114324388.249,0.0,13674479897.2,0.0,2310.90037688,1.17041019013e+11,0.0,0.0,564894.960952,11066956.1214,1.22741676319e+13,12459740682.2,2.46220332744e+17,15940212.48,0.0,0.0
166,0.0,0.0,0.0322781913584,41202546905.9,14494885358.2,41320.8681295,16530.3493526,0.0,298.0,2.0089355117e+11,69414955355.7,40038821983.1,100910.685514,0.0,1013.0,119443445.147,0.0,13611938418.8,0.0,2217.97285671,1.18191563921e+11,0.0,0.0,575395.698877,11182470.4363,1.22725177854e+13,12547378903.0,2.46220332744e+17,15942012.48,0.0,0.0
167,0.0,0.0,0.0303578233491,39930772190.5,14049879222.9,41261.0261208,16002.2819448,0.0,298.0,1.99127458991e+11,70697120521.6,40033711972.3,97243.6346117,0.0,1013.0,124553455.983,0.0,13549784821.4,0.0,2131.24750109,1.19219826766e+11,0.0,0.0,571959.30699,11032519.3318,1.22708708653e+13,12448053989.3,2.46220332744e+17,15943812.48,0.0,0.0
168,0.0,0.0,0.027839660864,38746677524.2,13753488287.0,40327.156491,15309.7227999,0.0,298.0,1.97506557219e+11,71989637405.9,40028728957.8,92414.9405804,0.0,1013.0,129536470.446,0.0,13489441624.1,0.0,2049.98519856,1.20106057081e+11,0.0,0.0,555296.278324,10636828.9528,1.22692648856e+13,12186606645.9,2.46220332744e+17,15945612.48,0.0,0.0
169,0.0,0.0,0.0248507575834,37633700888.7,13597338294.4,38571.9031028,14481.6429888,0.0,298.0,1.96031073045e+11,73290897655.1,40023979089.2,86675.5037913,0.0,1013.0,134286339.018,0.0,13432165009.2,0.0,1972.75286194,1.20837468637e+11,0.0,0.0,526605.72531,10023361.7748,1.22677340563e+13,11785578157.9,2.46220332744e+17,15947412.48,0.0,0.0
170,0.0,0.0,0.021542548388,36563158582.4,13584700374.7,36083.0606934,13535.6778186,0.0,298.0,1.94688710022e+11,74599180639.8,40019555520.3,80160.2168378,0.0,1013.0,138709907.889,0.0,13379035759.3,0.0,1898.32334975,1.21405750054e+11,0.0,0.0,487433.81363,9224274.30025,1.22663083981e+13,11264025594.6,2.46220332744e+17,15949212.48,0.0,0.0
171,0.0,0.0,0.0180677422997,35499105352.7,13725450542.3,32978.0911084,12501.1473725,0.0,298.0,1.93455100413e+11,75912696098.1,40015534778.5,73061.3591405,0.0,1013.0,142730649.768,0.0,13330921928.4,0.0,1824.14285791,1.21806102473e+11,0.0,0.0,439621.388552,8275083.76433,1.22650125728e+13,10643029431.5,2.46220332744e+17,15951012.48,0.0,0.0
172,0.0,0.0,0.0145336244852,34390512594.7,14048456670.5,29369.799546,11398.3192848,0.0,298.0,1.9228856529e+11,77229613204.1,40011978796.8,65468.7680831,0.0,1013.0,146286631.423,0.0,13288509801.3,0.0,1747.13842107,1.22035540005e+11,0.0,0.0,384749.512442,7205999.73347,1.22638665384e+13,9940217195.48,2.46220332744e+17,15952812.48,0.0,0.0
173,0.0,0.0,0.011128170425,33184321251.8,14588721405.0,25449.7322367,10257.5083911,0.0,298.0,1.91140057708e+11,78548073863.4,40008932256.6,57530.9240185,0.0,1013.0,149333171.622,0.0,13252278125.9,0.0,1664.60339387,1.22092085445e+11,0.0,0.0,325538.225867,6066974.59342,1.22628846928e+13,9173468082.68,2.46220332744e+17,15954612.48,0.0,0.0
174,0.0,0.0,0.00803482835103,31813257375.4,15396460509.8,21444.4991088,9122.00496907,0.0,298.0,1.89934064408e+11,79866209820.3,40006413342.1,49456.8255768,0.0,1013.0,151852086.091,0.0,13222393901.2,0.0,1572.49648637,1.21975928053e+11,0.0,0.0,265132.411325,4915939.6745,1.22620728944e+13,8369758063.61,2.46220332744e+17,15956412.48,0.0,0.0
175,0.0,0.0,0.00539207162501,30177379963.0,16557492554.5,17580.1396587,8043.01217009,0.0,298.0,1.88552748807e+11,81182166598.1,40004414686.1,41474.8584018,0.0,1013.0,153850742.118,0.0,13198728607.8,0.0,1465.49365293,1.21689426209e+11,0.0,0.0,206680.484077,3809442.89465,1.22614287674e+13,7560600689.48,2.46220332744e+17,15958212.48,0.0,0.0
176,0.0,0.0,0.00330443336132,28141145115.4,18195187936.6,14063.8428162,7070.5111285,0.0,298.0,1.86832674229e+11,82494128844.4,40002903072.9,33779.9489142,0.0,1013.0,155362355.301,0.0,13180857547.4,0.0,1336.41735576,1.21237516259e+11,0.0,0.0,153134.476595,2801487.95533,1.22609416056e+13,6782940746.36,2.46220332744e+17,15960012.48,0.0,0.0
177,0.0,0.0,0.0018076865138,25515953409.1,20487996570.6,11045.6171984,6252.10762313,0.0,298.0,1.84549695739e+11,83800348826.9,40001822673.2,26564.0199663,0.0,1013.0,156442754.995,0.0,13168098928.9,0.0,1176.29482653,1.20627763446e+11,0.0,0.0,106906.062475,1935978.2886,1.22605934157e+13,6076655303.1,2.46220332744e+17,15961812.48,0.0,0.0
178,0.0,0.0,0.000858337150271,22067392501.7,23663403137.9,8568.26108145,5601.08884536,0.0,298.0,1.81430658724e+11,85099173466.2,40001101043.8,19949.567931,0.0,1013.0,157164384.481,0.0,13159583775.4,0.0,976.281445507,1.19869991688e+11,0.0,0.0,69464.9183587,1240281.87593,1.226036085e+13,5479243263.96,2.46220332744e+17,15963612.48,0.0,0.0
179,0.0,0.0,0.000341375852339,17615111918.8,27899591107.4,6530.58198243,5033.96659948,0.0,298.0,1.77260016816e+11,86389066614.0,40000657312.7,14017.2374873,0.0,1013.0,157608115.53,0.0,13154350452.6,0.0,734.991682961,1.18976158517e+11,0.0,0.0,41369.1567632,724319.587593,1.22602178452e+13,5017646329.66,2.46220332744e+17,15965412.48,0.0,0.0
180,0.0,0.0,0.000107908030863,12441106056.5,32916164042.5,4721.16111522,4298.79076191,0.0,298.0,1.7229609045e+11,87668639640.3,40000409833.2,8929.81108234,0.0,1013.0,157855595.038,0.0,13151432581.2,0.0,479.846894504,1.17962266562e+11,0.0,0.0,22314.174816,381378.273927,1.2260138088e+13,4699327055.98,2.46220332744e+17,15967212.48,0.0,0.0
181,0.0,0.0,2.48832277579e-05,7252303012.51,38005757763.8,2932.34217889,3092.98951057,0.0,298.0,1.67239342689e+11,88936710800.4,40000287092.5,4774.98941174,0.0,1013.0,157978335.749,0.0,13149985658.0,0.0,251.546952147,1.16850377188e+11,0.0,0.0,10309.2945753,171744.828663,1.22600985313e+13,4510307665.79,2.46220332744e+17,15969012.48,0.0,0.0
182,0.0,0.0,3.09393879673e-06,2963414986.14,42247105196.4,1264.82863091,1493.47844311,0.0,298.0,1.63012875026e+11,90192353902.8,40000238353.2,1706.28355743,0.0,1013.0,158027075.0,0.0,13149411140.5,0.0,87.9784858327,1.15665802844e+11,0.0,0.0,3295.81682209,53681.3801153,1.22600828238e+13,4424367072.95,2.46220332744e+17,15970812.48,0.0,0.0
183,0.0,0.0,0.0,28898203.3272,45179299259.4,11.0392005538,14.6594958466,0.0,298.0,1.60081341116e+11,91434858638.9,40000236166.3,2.80577452056e-48,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.14426707921e+11,0.0,0.0,1.35409890729e-49,8.89222902645e-50,1.2260082119e+13,4420303023.33,2.46220332744e+17,15972612.48,0.0,0.0
184,0.0,0.0,0.0,199647.369749,45207997874.4,0.0763282074348,0.101433361428,0.0,298.0,1.60052642537e+11,92664017682.4,40000236166.3,4.23689767736e-106,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.13197548882e+11,0.0,0.0,2.04512198723e-107,1.34289040615e-107,1.2260082119e+13,4420303023.33,2.46220332744e+17,15974412.48,0.0,0.0
185,0.0,0.0,0.0,1377.81979237,45208196144.3,0.000526764305989,0.000700026151737,0.0,298.0,1.60052444268e+11,93879973231.3,40000236166.3,-2.03672597507e-145,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.11981593333e+11,0.0,0.0,-9.8311891103e-147,-6.45604071469e-147,1.2260082119e+13,4420303023.33,2.46220332744e+17,15976212.48,0.0,0.0
186,0.0,0.0,0.0,8.9671824113,45208197513.2,3.42830886159e-06,4.55593880189e-06,0.0,298.0,1.60052442899e+11,95082867120.4,40000236166.3,7.39681620028e-156,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.10778699444e+11,0.0,0.0,3.57042381796e-157,2.34485161125e-157,1.2260082119e+13,4420303023.33,2.46220332744e+17,15978012.48,0.0,0.0
187,0.0,0.0,0.0,0.0538244825792,45208197522.1,2.05780302179e-08,2.73464994302e-08,0.0,298.0,1.6005244289e+11,96272839656.7,40000236166.3,9.34562016431e-164,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.09588726908e+11,0.0,0.0,4.51112372907e-165,2.96291165715e-165,1.2260082119e+13,4420303023.33,2.46220332744e+17,15979812.48,0.0,0.0
188,0.0,0.0,0.0,0.000323075275175,45208197522.2,1.23517263086e-10,1.64144222204e-10,0.0,298.0,1.6005244289e+11,97450029639.6,40000236166.3,1.18078718163e-171,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.08411536925e+11,0.0,0.0,5.69967239956e-173,3.74387913353e-173,1.2260082119e+13,4420303023.33,2.46220332744e+17,15981612.48,0.0,0.0
189,0.0,0.0,0.0,1.93922223546e-06,45208197522.2,7.41398186259e-13,9.85256842532e-13,0.0,298.0,1.6005244289e+11,98614574377.9,40000236166.3,1.49188496417e-179,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.07246992187e+11,0.0,0.0,7.20137183145e-181,4.73069248271e-181,1.2260082119e+13,4420303023.33,2.46220332744e+17,15983412.48,0.0,0.0
190,0.0,0.0,0.0,1.16399587572e-08,45208197522.2,4.45015746668e-15,5.91389104486e-15,0.0,298.0,1.6005244289e+11,99766609705.4,40000236166.3,1.88494744091e-187,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.06094956859e+11,0.0,0.0,9.09872963839e-189,5.97760755882e-189,1.2260082119e+13,4420303023.33,2.46220332744e+17,15985212.48,0.0,0.0
191,0.0,0.0,0.0,6.98675156415e-11,45208197522.2,2.67115591127e-17,3.54974518123e-17,0.0,298.0,1.6005244289e+11,1.00906269997e+11,40000236166.3,2.38157000515e-195,0.0,1013.0,158029261.932,0.0,13149385362.5,0.0,0.0,1.04955296568e+11,0.0,0.0,1.14959923773e-196,7.55318056095e-197,1.2260082119e+13,4420303023.33,2.46220332744e+17,15987012.48,0.0,0.0
192,0.0,0.0,0.0,55433897981.9,1.25150003341e+11,0.0,0.0,0.0,298.0,61150001494.7,0.0,1.09004055777e+11,0.0,0.0,1013.0,0.0,0.0,2.33833677221e+11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23110166372e+13,0.0,2.46220332744e+17,0.0,0.0,0.0
193,0.0,0.0,0.0138594400998,1.22407724859e+11,56504340421.6,70235.0896766,109847.63399,0.0,298.0,1.27843315861e+11,4242949.43639,1.09003065447e+11,114388.532979,0.0,1013.0,990330.290788,0.0,2.33757513675e+11,0.0,4227.74064401,868168249.872,0.0,0.0,168325.435786,1270416.38628,1.23108990308e+13,1079533035.05,2.46220332744e+17,15835023.36,0.0,0.0
194,0.0,0.0,0.0218863587516,1.26244706013e+11,49690634297.5,62041.0571229,85309.239599,0.0,298.0,1.31379619952e+11,22384512.1444,1.09000675916e+11,204840.62811,0.0,1013.0,3379860.98368,0.0,2.33573840804e+11,0.0,4507.52289091,2640011409.98,0.0,0.0,342170.260275,2649420.18859,1.2310615263e+13,2566917163.84,2.46220332744e+17,15836823.36,0.0,0.0
195,0.0,0.0,0.0314262510049,1.27553586984e+11,43902610221.9,55599.6217026,67530.5346446,0.0,298.0,1.32417260129e+11,65665470.7674,1.08996193768e+11,313469.336991,0.0,1013.0,7862008.61312,0.0,2.33229695845e+11,0.0,4624.40500732,5560242662.81,0.0,0.0,592078.069586,4620832.5688,1.2310082988e+13,4353722220.63,2.46220332744e+17,15838623.36,0.0,0.0
196,0.0,0.0,0.0416443716235,1.26714108158e+11,38782035309.9,51043.4159121,54745.1799323,0.0,298.0,1.3132622235e+11,147238515.807,1.08988895532e+11,431031.001393,0.0,1013.0,15160244.7884,0.0,2.32670382537e+11,0.0,4596.2013041,9739856539.08,0.0,0.0,920922.332677,7138647.27792,1.23092162924e+13,6304060556.1,2.46220332744e+17,15840423.36,0.0,0.0
197,0.0,0.0,0.0516249298907,1.24160578548e+11,34182368712.2,48900.4700941,46197.049203,0.0,298.0,1.2850018684e+11,280532275.699,1.08978181135e+11,545652.993226,0.0,1013.0,25874641.9962,0.0,2.31851627202e+11,0.0,4451.77186194,15115539673.9,0.0,0.0,1322093.79945,10057008.5635,1.23079439191e+13,8220690385.83,2.46220332744e+17,15842223.36,0.0,0.0
198,0.0,0.0,0.0605065028334,1.20399631884e+11,30082848908.5,49799.535814,41370.2260784,0.0,298.0,1.24366060112e+11,477370322.66,1.0896368263e+11,646629.867563,0.0,1013.0,40373146.8661,0.0,2.30748162061e+11,0.0,4226.68872752,21460127655.6,0.0,0.0,1779574.1281,13154515.5781,1.23062221796e+13,9912818666.59,2.46220332744e+17,15844023.36,0.0,0.0
199,0.0,0.0,0.0676653917987,1.15964700938e+11,26509220502.9,54140.0662268,39602.3242288,0.0,298.0,1.19356630219e+11,746486508.53,1.08945335699e+11,727125.454279,0.0,1013.0,58720077.8883,0.0,2.29359113405e+11,0.0,3957.70850177,28441960181.5,0.0,0.0,2270268.37204,16184956.8416,1.23040434452e+13,11244846953.6,2.46220332744e+17,15845823.36,0.0,0.0
200,0.0,0.0,0.0730094176269,1.11351410711e+11,23449277452.8,61951.0521645,40062.6041936,0.0,298.0,1.13862462333e+11,1092880798.05,1.08923337273e+11,786633.083707,0.0,1013.0,80718504.2906,0.0,2.27704323495e+11,0.0,3676.55433267,35717214332.1,0.0,0.0,2776169.51071,18984382.3835,1.23014311134e+13,12177241209.8,2.46220332744e+17,15847623.36,0.0,0.0
201,0.0,0.0,0.0764747048235,1.06926456609e+11,20876821901.1,72917.4099068,41968.6145638,0.0,298.0,1.08170710969e+11,1518100743.72,1.08898054607e+11,827567.402582,0.0,1013.0,106001169.818,0.0,2.25816815455e+11,0.0,3404.20988645,42996697828.9,0.0,0.0,3280242.51486,21434554.6947,1.2298428809e+13,12736688970.4,2.46220332744e+17,15849423.36,0.0,0.0
202,0.0,0.0,0.0780789942325,1.02927477805e+11,18754421611.0,86405.8868822,44670.4812591,0.0,298.0,1.02487433239e+11,2020956540.36,1.08869986252e+11,853127.608722,0.0,1013.0,134069524.98,0.0,2.23739153219e+11,0.0,3152.61795482,50063516611.7,0.0,0.0,3764149.28196,23443580.0244,1.22950957472e+13,12972647958.6,2.46220332744e+17,15851223.36,0.0,0.0
203,0.0,0.0,0.0779419314512,99481212017.8,17031805164.3,101554.694327,47681.307536,0.0,298.0,96954095606.5,2598300919.1,1.08839725866e+11,866586.227935,0.0,1013.0,164329910.997,0.0,2.21520050468e+11,0.0,2926.82162671,56771001882.4,0.0,0.0,4210042.06273,24952117.9416,1.22915024357e+13,12943737759.7,2.46220332744e+17,15853023.36,0.0,0.0
204,0.0,0.0,0.076215942944,96628258004.5,15652452747.2,117361.545952,50646.1337307,0.0,298.0,91663522844.0,3245730041.73,1.08807920498e+11,870351.372965,0.0,1013.0,196135279.371,0.0,2.19210713519e+11,0.0,2727.54695708,63030556903.0,0.0,0.0,4600646.04908,25927908.9152,1.22877257186e+13,12706653294.3,2.46220332744e+17,15854823.36,0.0,0.0
205,0.0,0.0,0.0730387157222,94344651439.3,14566402345.1,132709.707345,53303.2306927,0.0,298.0,86672824679.3,3958118834.42,1.08775248899e+11,865715.247975,0.0,1013.0,228806877.631,0.0,2.16862853871e+11,0.0,2552.96074459,68794171889.1,0.0,0.0,4917001.51071,26346446.5589,1.22838462005e+13,12307382056.2,2.46220332744e+17,15856623.36,0.0,0.0
206,0.0,0.0,0.0685325601581,92565457250.5,13731779630.5,146360.869609,55426.8131522,0.0,298.0,82020092858.2,4729963014.46,1.08742426013e+11,852731.897715,0.0,1013.0,261629763.838,0.0,2.14528744914e+11,0.0,2399.54117298,74037514359.5,0.0,0.0,5137147.43974,26183047.9286,1.22799487784e+13,11779545026.4,2.46220332744e+17,15858423.36,0.0,0.0
207,0.0,0.0,0.0628384381799,91198988490.4,13116265485.5,157034.420111,56815.2718993,0.0,298.0,77728768430.4,5555575221.3,1.08710188986e+11,830729.710261,0.0,1013.0,293866791.451,0.0,2.12260077876e+11,0.0,2263.4300343,78749652053.4,0.0,0.0,5238537.26078,25423811.4607,1.22761209807e+13,11148642250.1,2.46220332744e+17,15860223.36,0.0,0.0
208,0.0,0.0,0.0561598810991,90139499163.4,12696864892.2,163551.879841,57292.1643539,0.0,298.0,73812025270.6,6429191419.79,1.08679274592e+11,798725.315377,0.0,1013.0,324781185.041,0.0,2.10106406764e+11,0.0,2140.83714503,82926556484.7,0.0,0.0,5202122.41036,24078924.4844,1.22724502863e+13,10434289906.7,2.46220332744e+17,15862023.36,0.0,0.0
