,x,y,group
COO2C3CO3H,-0.75859594,-0.20125023,-1
NTM124OLO,-0.54672873,-0.74220115,-1
IBUTALBO,-0.6488361,-0.33479366,-1
NAPINAOOH,-0.51714724,-0.4443642,-1
NOETOLO,-0.5792578,-0.99551284,-1
MPRANO3OOH,-0.6611486,-0.29597947,-1
C67CO3H,-0.64437616,-0.34384614,-1
NTM123OLO,-0.65371233,-0.5345525999999999,-1
C530OOH,-0.6107201999999999,-0.3533098,-1
C1010OOH,-0.6420938,-0.32539624,-1
C65NO36CHO,-0.67647827,-0.38608807,4
CH3CHOOB,-0.9630238000000001,0.078018785,-1
NBCOOH,-0.54037666,-0.40296116,-1
BU1ENO3O2,-0.7054104,-0.22302796,-1
BOCOCH2OOH,-1.6399292,0.33296079999999995,36
BCLKCCO,-0.55485505,-2.2274689999999997,-1
CH3CHCLOOH,-1.7041706,0.30645648,-1
ETBECCO3H,-1.112449,0.09828139999999999,26
C4M2NO3OOH,-1.1226534,0.12735973,26
MPRANO3O2,-0.647595,-0.38133648,-1
IPROMCCO3H,-1.1151704,0.0888752,26
ETBEACO3H,-1.1749774,0.12448557,27
IBUTALBO2H,-0.7036604000000001,-0.30531105,-1
SBUACETBO2,-1.6553949000000001,0.33570972,36
ME3BU2OLO,-0.7138821,-0.3636969,11
C4ME2OHO2,-0.62382644,-0.36459179999999997,-1
NBPINAOOH,-0.5588565999999999,-0.39127323,-1
TBUTCO3H,-1.2562591,0.15575343,-1
TMBCO2H,-0.8411699,-4.95445,49
C8BCO,-29.064203000000003,5.784259,-1
C4CHOBO,-1.3021566999999998,0.15863556,-1
C629O2,-0.60033774,-0.46723290000000006,12
C85CO3H,-0.6482333,-3.4386134,43
C44O,-0.84601384,-0.022179527,-1
C731O,-0.86524963,-5.52335,-1
C3DBCO3,-0.6616588999999999,-0.37623823,4
MIBKAOOH,-1.4498198,0.23937003,-1
M22C3CO3H,-1.1714795,0.12449674,27
M3C4CO3H,-1.1874758,0.13170663,-1
MGLOOA,-0.87996405,-0.24617244,-1
C1013CO3H,-0.814184,-4.908671,49
C54CO3H,-1.1861674,0.13999228,-1
HM33C4OOH,-1.4907371,0.24526355,32
C735OOH,-0.81201446,-0.16214363,-1
CHOC4CO3H,-0.6393572,-3.216989,42
C4M2NO33O2,-1.2592578,0.16534189999999999,-1
HM2C43OOH,-1.3342088,0.19246444,30
C621O,-0.9761185,0.05346838,-1
C4NO32MOOH,-0.61534,-0.3342228,-1
M2PEDOOH,-1.6022531999999998,0.28350663,35
NBCO2,-0.5173702,-0.65845436,-1
C4NO32M2O2,-0.6062586,-0.43670052,12
CO3C54CO3H,-1.1257701999999998,0.0874722,-1
HM33C4O,-1.0293794,0.08908249,-1
MALDIALO2,-0.58296525,-0.5688896,-1
EPXDLCO3H,-0.6817561,-0.34511027,-1
ACCOMCOMO,-1.5773876,0.2246221,-1
CO234C65O,-0.9478860999999998,-0.1707168,-1
C916OOH,-0.5508124,-0.47886130000000005,17
C615CO3H,-0.6460484000000001,-0.3567639,-1
MECOFORMO,-0.5316794,-0.5451316999999999,-1
C628OOH,-0.6753904000000001,-0.288666,-1
C616O2,-0.59856737,-0.81258166,-1
C78CO,-1.3663423000000001,0.17894065,30
MPRKAO,-1.5498505,0.14175598,-1
C6CO34O,-1.8669634999999998,0.27768368,-1
CO2N3CO3H,-0.6889706,-0.3340329,-1
CO3C85O,-22.630049,4.556393,57
C91O,-23.242233,4.687422799999999,57
C822O,-0.88386947,-5.774954,-1
NC71O,-1.0723586,0.090784796,-1
C121O,-23.15411,4.650318599999999,57
LIMALOOH,-0.59887624,-0.36061227,5
C712O2,-1.3415563999999998,0.20682302,30
C6H5CH2OOH,-0.67029124,-0.3737205,4
CO3C75O,-23.685167,4.7561279999999995,57
CO356OCO,-1.6213548999999998,0.21860448,-1
PRCOOMCO3H,-0.77990335,-0.14816095,-1
NBPINAO2,-0.5399536,-0.5926389,18
PRONOCOMO,-1.7332148999999997,0.23781127,-1
C23C54CO3H,-0.82003134,-0.12444758,-1
C530O2,-0.58394295,-0.5033327999999999,-1
H3C2C4CO3H,-0.6801568,-0.3367377,-1
C515CO3H,-0.5515739000000001,-0.4473856,14
C6COCHOOOH,-0.6321292,-3.6330873999999995,44
BUTALO2H,-1.0226115,-0.0067430036,-1
C930OOH,-0.5925463000000001,-0.35700896,5
MC5CO2OHO,-0.74736637,-0.32172152,-1
ACCOCOC2H5,-1.8371544999999998,0.30859023,-1
MOCOCH2O,-1.9850111000000001,0.29947793,-1
C7DCCO3H,-0.66969836,-0.34998205,-1
CCL3CH2OOH,-1.413792,0.2144471,31
CYHEXOLAO2,-0.5106895,-0.6112418000000001,18
TBUACCO3H,-1.2150464,0.14987408,28
C63NO32CO,-0.7142736,-0.22249126,-1
C52NO33CO,-0.94353956,0.037218182999999995,-1
CLETO3H,-1.4461082,0.18971594,-1
MTBKO2,-1.4114798000000002,0.24635519,31
C710O,-6.0121627,1.2136981000000002,-1
C713O2,-1.3971025,0.22372310000000004,31
C7BDCO,-0.7625613,-0.2702175,-1
C3EDIALOOH,-0.68157333,-0.2890086,-1
MACO3H,-0.7743992,-0.28720748,-1
C75O,-6.1685653,1.2517314,-1
C62NO33CO,-1.0805451000000001,0.111299165,25
IC7DCCO3H,-0.6724374,-0.3572304,-1
C111O,-22.937622,4.615643,57
C53NO32CO,-0.8902128,-0.008968143,-1
C101O,-22.891594,4.6192303,57
HEXCO2,-1.8284699,0.36573112,-1
PECO2,-2.0899737000000003,0.42517436,-1
C5NO3OAOOH,-0.63449544,-0.31888318,1
C87O,-0.62381494,-0.7244194,21
HEX3ONBO2,-1.5765072,0.28326142,34
MTBEBCO3H,-0.8975902,-0.07245055,23
ETHO2HNO3,-0.7105064999999999,-0.3198086,-1
C830CO3H,-0.73675704,-4.233231,46
HEX3ONCO2,-1.5325013,0.26367846,33
IEACO3H,-0.6536367,-0.3465717,-1
C823CO3H,-0.69977355,-3.962343,45
NPPRBQO,-0.5969481,-3.2987519999999995,42
NPTLQO,-0.5968292,-3.2933443,42
NPXYQO,-0.5924903,-3.2256806,42
C828CO3H,-0.67698544,-0.31688336,7
C52OH1OOH,-0.6711311,-0.3396909,-1
C1211CO3H,-0.7041289000000001,-3.978587,45
IECCO3H,-0.63539344,-0.34860364,-1
PHIC3O2,-1.1447931999999998,0.15286388,-1
C918OOH,-0.69354737,-4.3530498,47
C3COCCO3H,-0.67095095,-0.33021298,7
C52NO31CO,-0.6131866,-0.49471697,-1
NTM124QO,-0.595262,-3.2123554,42
EGLYOOD,-0.8271712999999999,-0.21253455,-1
H3C25C6O,-0.7096752,-0.5051718,-1
NIPRBQO,-0.6074071,-3.3514397000000002,43
NMETLQO,-0.6249577,-0.62273234,-1
TM124MUCO3,-0.6372363,-0.4521704000000001,-1
C732CO3H,-0.69083726,-3.9361742,45
C51NO32CO,-0.6241369000000001,-0.44466764,10
NMXYQO,-0.6027738,-3.2971644,42
NOXYQO,-0.60451007,-3.2717927,42
BCALOOA,-0.6042076,-0.57732105,-1
MMFOOH,-0.7044193,-4.9662414,-1
C1214O,-3.0585265,-20.517526999999998,-1
BCALOOH,-0.5966562,-0.34735566,-1
NOETLQO,-0.5933403,-3.2271127999999996,42
SBUACAOOH,-1.5369443999999999,0.25656757,33
NPETLQO,-0.59919333,-3.2187066000000004,42
CHOMOHCO3H,-0.68905604,-0.2634749,-1
EPXM2DCO2H,-0.6925321,-0.25051054,-1
NPEBQO,-0.5981076,-3.2225412999999996,42
BCALACO,-0.55174196,-0.46235535,-1
C6CO3OH5O,-2.477703,0.44393274,39
C137CO3H,-0.7040135000000001,-3.9870386,45
C2CL3HOOOH,-1.3624847,0.21511339,-1
M3BU2OLOOH,-0.6612585999999999,-0.34149640000000003,-1
C66NO35CO,-0.7279985,-0.24183328,15
C8O2OHCO3H,-0.60575444,-0.38962820000000004,-1
M2BUOL2OOH,-1.0511422,0.072915874,24
C730O2,-0.52313054,-0.5937140999999999,18
CH2CL3OOH,-1.6309676000000002,0.3298488,36
ACCOCOMEO,-1.3213382,0.11840648,-1
C83O,-1.7112769,0.22177406,-1
C626OOH,-0.6635693,-4.086194,45
C4M3NO3ONE,-0.5917104000000001,-0.47644556,-1
C928OOH,-1.4060583999999998,0.29743138,-1
C4COMOH3O2,-1.1426673,0.10163868,-1
COC4NO3OOH,-0.656985,-0.3061688,-1
INDHPCO3H,-0.67115426,-0.35101658,-1
C41CO3H,-1.2912998,0.11056263,-1
CISOPA,-0.8915334,-5.7633004,-1
C3MNO3CHO,-0.5998081000000001,-0.5169983,16
EBFUOOH,-0.5908504,-0.35846493,-1
HOC4CHOO,-0.5505959,-2.0918334,40
ME2BUOLO2,-1.2973478,0.21054909,29
NBZQO,-0.5983062,-3.3861241,43
NTM135LOOH,-0.61476314,-0.41318279999999996,-1
C6CYTONO,-1.154693,-7.4516077,54
C4M2NO3ONE,-0.9610869000000001,0.045350175,-1
C68OOH,-1.1334157,0.11764161,-1
C95O,-1.6791523000000002,0.2058823,-1
NDEMPLOOH,-0.63077664,-0.39126998,-1
C125O,-1.7462633,0.2555383,-1
C811CO3H,-1.224116,0.14340246,28
CHOCOMOXO,-0.71434796,-0.35806766,11
C105O,-1.7069421000000002,0.23905897,-1
C115O,-1.7449778000000002,0.252103,-1
OETLBIPRO2,-0.5132425,-0.5751953000000001,-1
HEX2ONCO2,-1.3426254,0.2042773,30
C128OOH,-0.75517434,-5.0127654,-1
LMKAOOH,-0.5032284,-0.46894264,-1
CHOC4DOLO,-0.6078461,-3.1822592999999997,42
MIBK3CO,-1.3852068000000002,0.1698842,-1
C6NO3COOOH,-0.657237,-0.28511667,3
PHCOCOCO,-0.62369066,-0.8963413,-1
C65NO36O2,-0.6211441999999999,-0.325789,2
BCALBCO,-0.5658022,-0.43912482,14
C118OOH,-0.7611133000000001,-5.070021,-1
C1011OOH,-1.1874738999999999,0.17504461,-1
PXYBIPERO2,-0.5330371,-0.56967014,-1
C6O4KETO,-0.80263764,-0.29226187,-1
HEX3ONCO,-2.33396,0.37657303,-1
C4DBM2CO3H,-0.7483270000000001,-0.24989583,-1
NDMEPLOOH,-0.62398297,-0.38843763,-1
OXYBIPERO2,-0.52723694,-0.58409876,-1
C535OOH,-0.6025795999999999,-0.3374009,-1
C925O,-0.61946625,-3.4775348,43
C4NO3CHO,-0.71318036,-0.2620052,15
TM124BPRO2,-0.52873063,-0.5575127,-1
C4CO2O,-0.77560043,-0.29866055,-1
LIMAO2,-0.48243576,-0.7628491,-1
HEX3ONAO2,-1.7588733,0.35234204,-1
LIMCO2,-0.47583073,-0.83981687,-1
C827OH,-21.835895999999998,4.373094999999999,57
HC23C4CO3H,-0.64140344,-0.33618286,-1
HEX2ONCO,-1.2257997,0.016326688,-1
PETLBIPRO2,-0.5106632000000001,-0.6158906,18
C126OOH,-0.7085116,-4.928186,-1
TM135MUCO2,-0.5485101,-0.55397946,-1
C1313OOH,-0.5547185,-0.43289920000000004,14
CH2CLOH,-1.7374351000000003,0.21656373,-1
C1213OOH,-0.78014964,-5.148577700000001,-1
C826OOH,-0.55152667,-0.4209266,-1
M2HEXAO,-19.409563000000002,3.9298034,56
M3HEXAO,-19.683462,3.9979744,56
CLCOCLMEO,-2.2629224999999997,0.44271943,-1
C87OOH,-0.58155215,-0.39700094,8
DIIPRETOOH,-1.5159044,0.26723984,33
NDMMALYO,-1.1985508999999999,0.06119686,-1
C5DICAROOH,-0.62243044,-0.37248063,-1
C51O,-0.7968453000000001,-0.23729737,-1
C133OOH,-0.6038642,-3.4251413,43
C1310OOH,-0.77891016,-5.1327243,-1
EIPKAOOH,-1.4854484,0.21745138,-1
PROPALOOH,-0.76797646,-0.21312644,-1
DMEBMUCO2,-0.55689406,-0.5364131999999999,-1
C3M3CHONO3,-0.63648957,-0.66832256,-1
C728OOH,-0.49896455,-0.48334837,-1
HOIPRGLYOX,-1.0342246,0.04846387,24
C617OOH,-0.6483717,-0.32337517,-1
MPRBNO3OOH,-0.6497141,-0.30366543,-1
C819O,-1.9786971000000002,0.28414845,-1
MIBKAO,-2.6934485,0.48555315,-1
HO2C3CO2H,-1.7183081000000002,0.24051003,-1
DETLMUCO2,-0.5510604,-0.5528476,-1
CH3COCCLO,-2.4384112,0.41507182,-1
BUTALO,-1.2265329,0.026548047999999998,-1
C9DCOOH,-0.8514283000000001,-3.8528516,-1
NOPINAOOH,-0.61457944,-4.3366275000000005,-1
C3NO3COO,-0.73831886,-0.52902865,-1
C143OOH,-0.88655543,-0.06331394,23
C623OOH,-0.5079085,-0.462499,-1
M3BU3ECO3H,-0.6089005,-0.3646481,5
H3C25C6OOH,-0.65382123,-0.30973312,-1
IPBFUOOH,-0.57452726,-0.3652998,-1
HOC3H6CO3H,-0.7392608,-0.3008873,-1
C525O,-0.72327524,-0.6581014000000001,-1
PHCOMEO2,-0.6160656,-0.5999584,-1
APINAO2,-0.5200419,-0.62374556,18
C612OOH,-1.213531,0.1573578,28
NOPINBOOH,-0.8519711,-0.37838167,-1
MGLOO,-0.7249882,-0.61091685,-1
NPHENO,-0.6223246,-0.6123274000000001,-1
HOCO3C4OOH,-1.0371832,0.033640433,-1
C1214OOH,-0.6423850999999999,-4.5566335,-1
APINCO2,-1.6260299999999999,0.33558598,36
HMVKAOOH,-0.7109849,-0.31123924,-1
BCAO2,-0.52212715,-0.5969545999999999,18
C729OOH,-0.6535434,-4.028725,45
HMVKBCO3H,-0.6325363,-0.39503863,-1
CL12PRCO2,-1.5083649,0.27744177,-1
MTBEBO2,-0.5717466999999999,-0.40202534,-1
MACRNCO2H,-0.6849449000000001,-0.30421516,7
C726CO5O,-0.85409254,-0.25304887,-1
C713OOH,-1.3838137,0.20272218,31
PBFUOOH,-0.57106596,-0.35769290000000004,-1
NC101O,-5.4451756,1.0960187,-1
BCCO2,-0.52617127,-0.5672675,-1
CL12PRAO2,-1.2487261,0.22253,-1
C79O,-1.2810761,0.14291339,-1
CY6COCOOOH,-0.5676306999999999,-0.41303098,-1
BUOHFORM,-0.9232885000000001,-6.0568075,51
C827CO2H,-1.4437611000000001,0.17788182,-1
C116CO2H,-0.8095928000000001,-4.4646025,-1
EOCOCHO,-1.1514794,0.115924515,27
H3M3C6O,-0.78611004,-4.9830737,-1
CLCOCLOOH,-1.5261053999999998,0.2619866,33
C4ME2OHOOH,-0.65923184,-0.32301940000000007,-1
C627OOH,-0.8375953000000002,-0.1445671,-1
MCOOTBOOH,-1.432341,0.23099896,-1
C43NO34OOH,-0.66119134,-0.28209758,3
MIBK3COO,-1.6179522,0.21069244,-1
ME3BUOLO2,-0.5994484999999999,-0.39391565,8
H25M2C6,-2.0192523,0.42606646,-1
OETLBPROOH,-0.61320215,-0.34880279999999997,-1
C126CO3H,-0.65012205,-3.3213592000000003,42
TM124BPOOH,-0.59992635,-0.36050877,5
BU1ENO3OOH,-0.6563478,-0.28567442,3
MC3CODBCO3,-0.6424960999999999,-0.48219776,-1
MCOOTBO,-1.7351134999999998,0.30114344,-1
ACCOCOETO,-1.5853641,0.19979322,-1
C5NO3CO4O,-0.8176979999999999,-0.30074029999999996,-1
C5MCO2OHO2,-0.59758544,-0.5018243,-1
H2M2C65OOH,-1.5131344999999998,0.31830559999999997,-1
C729CO3H,-0.5397679,-0.46870136,17
OXYBPEROOH,-0.5902936,-0.36787176,-1
CO2M3C4CHO,-1.1828345,0.13653149,-1
BCCOOH,-0.5776697,-0.36101305,-1
C612O,-1.4802116,0.20149909,-1
C732OOH,-0.64627594,-4.576645,-1
PHIC3OOH,-1.301503,0.1843652,29
PETLBPROOH,-0.5804461,-0.37077826,-1
C6CO34,-2.189595,0.38383934,-1
EPXMDLCO3H,-0.6778879,-0.31757268,7
CONO3C6OOH,-0.65084004,-0.31342542,-1
HNBIACET,-0.660593,-0.38901365,4
APINCOOH,-1.5125779,0.26368824,33
PXYBPEROOH,-0.59631246,-0.36535959999999995,5
C1013OOH,-0.6742253,-4.8019595,-1
C610O2,-1.3160136,0.20384955,29
C519CO2H,-0.7482270000000001,-0.35597575,-1
C65NO36OOH,-0.62083316,-0.3271216,2
C65O2,-1.1986576,0.118444696,-1
BCALCCO,-0.55334646,-0.430733,-1
LIMAOOH,-0.5411248000000001,-0.40308538,-1
C830OOH,-0.7059668,-4.87902,-1
LIMCOOH,-0.5264449000000001,-0.42681152,-1
APINAOOH,-0.56383044,-0.36707574,-1
C117NO3,-1.1372775,-7.740082000000001,-1
C821O,-0.9199944999999999,-0.24345373,-1
C818OOH,-0.38537150000000003,-0.530423,-1
C51OH,-0.78353393,-0.105726436,20
C117OH,-5.04548,-33.454212,-1
C829OH,-0.6342251,-2.3298650000000003,-1
C5CONO34O,-0.72138554,-0.31049258,-1
BPINAO2,-0.5440996,-0.53355384,-1
METLBIPRO2,-0.517668,-0.5886215,18
C624CO3H,-0.6404621,-0.34396967,-1
C520OOH,-0.696717,-0.26971206,-1
BCAOOH,-0.56511074,-0.36588743,-1
C730OOH,-0.56282175,-0.38443622,-1
C720OOH,-1.5227947,0.34013940000000004,-1
HOIBUTCO3H,-1.1553428,0.116269715,27
EPXEALKT,-0.7118230999999999,-0.34258315,11
DETLBIPRO2,-0.52507734,-0.5583315,-1
MIBKCOOHO,-0.7040773,-0.36769268,-1
NTM123LOOH,-0.58603275,-0.3902027,8
CH2CLCOOH,-1.4669065000000001,0.242202,32
C137OOH,-0.67282045,-4.6438203,-1
C127NO3,-1.1548451000000002,-7.758401400000001,-1
C53NO32O2,-1.0072161,0.06955318,-1
C726CO5OOH,-0.68553686,-0.28121537,-1
TM135MUOOH,-0.5899430999999999,-0.36322352,-1
BPINAOOH,-0.57631314,-0.35412642,-1
NPETOLOOH,-0.53167236,-0.48183984,17
PECO,-22.229443,4.417153,57
C127OH,-5.167416,-33.998985,-1
ISOPDOOH,-0.61546344,-2.4452257,-1
CHCL2COOH,-1.4740448999999998,0.23659194,32
CHCL3OOH,-1.6661043000000002,0.31987447,36
C1211OOH,-0.6645159,-4.6571784,-1
NTM124LOOH,-0.52818537,-0.47817165,17
CNO3CLO2,-0.5545468000000001,-0.42147785,-1
DETLMUOOH,-0.60194385,-0.35092676,-1
HEXCO,-1.888793,0.36066827,37
PRPAL2CO3H,-0.67538244,-0.31210077,7
NORLIMO,-0.61660844,-3.5765957999999998,44
C63NO32O2,-0.6967968000000001,-0.20211433,-1
C520O,-0.74952334,-0.2859379,-1
C69O,-1.2827654,0.14737087,-1
NEBNZOLOOH,-0.5225221,-0.49394873,17
NPXYOLOOH,-0.5232508,-0.48565677,17
MGLYOO,-0.7227041999999999,-0.56074667,-1
DMEBMUOOH,-0.6094965,-0.32301599999999997,-1
C829NO3,-0.5028745,-0.7707289,-1
C823OOH,-0.6534974,-4.5613317,-1
DMEBIPRO2,-0.5188396,-0.5748908,-1
C78OOH,-1.2993703,0.16917314,29
NIPBZOLOOH,-0.54410875,-0.4305166,-1
NPBNZOLOOH,-0.5315532,-0.46281838,-1
NOETOLOOH,-0.52989507,-0.46557906,-1
NC91CO3H,-0.64429456,-0.38343924,-1
C811OOH,-1.3658091,0.29365290000000005,-1
IPRACOH,-22.54739,4.562165,57
CCLNO3O2,-0.5716813000000001,-0.44361126,14
NMXYOLOOH,-0.5254222,-0.49720496,17
INANCOCO3H,-0.7013074,-0.4213633,-1
C517CO2H,-0.79318714,-4.684764,48
CO1M22CO2H,-0.7090550999999999,-0.24462906,-1
NCRESOOH,-0.5139279,-0.5056231,17
C624OOH,-0.7016694,-0.29068178,-1
CL2OHOOH,-1.2179186000000002,0.16042122,28
BUTAL2O,-0.8412689,-0.22751024,-1
CYC6DIONO,-2.0142052,-13.404322,-1
BPINCO2,-1.6769773000000001,0.33622116,36
NMETOLOOH,-0.58993673,-0.39989278,8
C513O,-0.8037929,-0.53031033,-1
C62NO33O2,-1.1157106,0.12728599999999998,26
M2BKAO,-1.4886289,0.25340694,32
NOXYOLOOH,-0.5118835999999999,-0.49594970000000005,17
BPINCOOH,-1.5054038,0.25649798,33
C6DIALOOH,-0.6898535,-4.1863117,46
CO24C63OOH,-0.87119764,-0.14844596,23
IPRACNO3,-1.7593313000000002,0.29023140000000003,-1
CHCL2CO3H,-1.2640483,0.15890962,-1
MACRNCO3H,-0.6867789000000001,-0.30071747,-1
C52NO33O2,-1.1114292,0.13138236,26
C615OOH,-0.6468356,-0.33173516,-1
NTMB1FUO,-0.6539158,-0.64517766,-1
INDHCHO,-0.62990075,-0.41458654,9
M23C4OOH,-1.5168906,0.2562407,33
C629OOH,-0.6947840999999999,-0.25579813,-1
NBUACETBO2,-1.6574126,0.31666833,-1
HO2M2C5OOH,-1.4198053999999998,0.23225787,31
ACBUONBOOH,-1.5057052,0.23753498,32
METACETNO3,-1.7599764999999998,0.28288403,-1
C522CO3H,-0.6239834,-0.4135521,9
C8CO2DCO3H,-0.7730821,-0.24671878,-1
NBUACETAO2,-1.5686752,0.30256766,-1
BOXCOCHOO,-0.75954896,-0.35725245,-1
MC5COOHOOH,-0.67783946,-0.28654787,-1
C64OOH,-1.0594306,0.11265139999999998,-1
NMEBFUO,-0.61445296,-0.685836,21
NPROACEAO2,-1.5391682,0.28464314,34
EPXKTMCO3H,-0.6806614000000001,-0.32467276,7
CO245C7,-1.800762,0.28292343,-1
METACETOH,-1.762922,0.28512009999999993,-1
INB1CO,-0.6589090999999999,-0.40420467,6
C6135COO,-0.7203573,-0.49831337,-1
M3CO245C6,-1.5477074,0.23105714,-1
C629O,-0.76404756,-0.25492853,-1
C6CO2OHOOH,-0.63082314,-0.31224462,1
NBUACETCO2,-1.6787633000000002,0.35676798,36
C530O,-0.73413956,-0.3272947,11
C135O,-0.7712585999999999,-0.5697091,-1
CHCL2OH,-1.9337064,0.32336602,37
IPROC21OOH,-1.4622898000000002,0.3107002,-1
C5CO2DCO3H,-0.72307146,-0.26647216,15
C7BDCOOH,-0.67648506,-0.27503642,-1
EPXMEDCO3H,-0.6621557,-0.33937773,-1
HO1C3NO3,-0.7699538,-0.7680137,-1
MIBKHO4OOH,-1.1136065,0.0646738,-1
C519O,-0.8926569999999999,-0.26822934,-1
C46CO3H,-0.7376915,-0.33467284,11
ACBUOAOOH,-1.4645861,0.24468195,32
C615CO2OOH,-0.6742041,-0.28834286,-1
CH3SOO,-0.7635248,-0.34755349999999996,-1
INAHCO3,-0.6144921,-0.41799724,-1
ACO2H,-0.6983944000000001,-0.25427395,-1
C7MCO3OHO,-0.6849959,-0.43868676,-1
NC72O,-0.60584885,-0.760359,21
NMXYFUO,-0.61378443,-0.69288844,21
CL2OHCO3H,-0.77533746,-0.14756617,-1
H13CO2CO3H,-0.6583945,-0.2891303,3
C815CO2OOH,-0.64912784,-0.29342502,-1
OCCOHCOOH,-0.5969358,-0.37227017,5
NEBFUO,-0.56281465,-0.51989615,-1
C6H5C2CO3H,-0.6417984999999999,-0.32352108,-1
EPXALMKT,-0.7155158,-0.34050965,11
MXYLCO3H,-0.63218224,-3.0673795,41
C8CO3OHO,-0.69301605,-0.42939487,-1
C9M2CO6OOH,-0.82039595,-0.17175809,-1
C512OOH,-0.9604693999999999,-0.03317955,-1
C715CO2OOH,-0.6615350999999999,-0.30730274,-1
ACEC2H4NO3,-1.708105,0.276771,-1
C5DIALOOH,-0.6525455,-0.29674,-1
NPHENOOH,-0.5934606,-0.41875863,-1
CL12PRCOOH,-1.41913,0.23444003,31
C88CO3H,-0.6607337,-3.5065773,43
C714O2,-1.337069,0.21414523,30
C929O,-2.6749982999999995,0.47810438,-1
TM123BCO3H,-0.6547390000000001,-3.2078671,42
C7CO3OHO,-0.7275897,-0.4045716,-1
H3M3C5CO3H,-0.64675546,-3.3615592000000003,43
C7MCO2OOH,-0.6441560000000001,-0.30386797,-1
BOXPRONEAO,-3.766435,0.7430317,-1
C7DCO,-0.66404384,-0.41439667,6
C7EDCO,-0.7231496000000001,-0.31638202,-1
INAO2,-0.5305797,-0.56035465,-1
M33C4OOH,-1.4771249,0.24556655,32
C924O,-0.43113318,-0.5920776,-1
NBCKO,-0.6267914000000001,-1.9495178,-1
M22C4OOH,-1.560185,0.31591538,-1
ETACETNO3,-1.8165581999999998,0.32411858,-1
NPROACEBO,-2.9393702,0.5421100999999999,-1
TM124BCO3H,-0.6302364,-3.0450467999999997,41
PXYLCO3H,-0.62938315,-2.998538,41
CL12PRAOOH,-1.2017254,0.16596729,-1
ACBUONEAO,-2.37794,0.40943018,39
HO2M2C5O,-1.1862707000000001,0.15748148,-1
C7M2CO5OOH,-0.7383311,-0.20048498,-1
IPRACBCO3H,-1.1843828,0.13310783,-1
PR2O2HNO3,-0.70635986,-0.29718449999999996,-1
MPRKAOOH,-1.3874531,0.17371492,-1
HM2C43CO3H,-1.087995,0.07706649,-1
BUT2OLNO3,-1.3198953000000002,0.15354620000000002,-1
M3PEBOOH,-1.5792636,0.28575337,34
INAHPCO3H,-0.68571657,-0.31345862,7
M22C43OOH,-1.563502,0.27546570000000004,34
PR1O2HNO3,-0.63718903,-0.32822123,2
HM22C3CO3H,-0.70126295,-0.29773432,-1
ETBEAO2,-1.1090864,0.13116139,26
M3PEAOOH,-1.5587776000000002,0.31994829999999996,-1
MIBKAOH3CO,-0.88737035,-0.09550916400000001,23
HEXBOOH,-1.6014978000000002,0.33919109999999997,-1
NC524O2,-0.50610477,-0.6088728,18
C63NO32OOH,-0.6636536,-0.29824040000000007,-1
HOC3H6OH,-0.8122185000000001,-0.38741392,-1
C8M2CO6OOH,-0.7913671,-0.16985822,-1
NPXYFUO,-0.57858753,-0.8108914,-1
EIPKBO,-2.9646974,0.58745027,-1
LMLKACO,-0.60970974,-0.39658302,9
CL12CO3H,-1.1734656,0.13119224,27
C718OOH,-0.54407334,-0.43931514,14
C52NO31O2,-0.56632704,-0.518362,-1
C53NO32OOH,-0.93582875,0.020344533,-1
ISOPCOOH,-0.57035315,-2.96683,41
CYHXONAO,-0.47034836,-0.5659159,-1
HM33C3CO3H,-1.0955706,0.08081648,-1
HMACRO,-0.6661073000000001,-0.3398791,-1
NPRACBOOH,-1.3430617,0.22125298,30
MIBKBOOH,-1.2161027,0.13237955,28
CO2C4DIAL,-0.6783011999999999,-0.29884732,-1
C52NO33OOH,-1.0779419,0.10029771,25
C617CO3H,-0.62130034,-0.35085058,-1
ACETC2CO3H,-1.114168,0.09754951,26
C23O3MCO3H,-0.80703205,-0.15628476,-1
M23C4O,-1.5702194999999999,0.27061453,34
ETBEBO2,-1.5674034,0.31737643,-1
PROL1MCO3H,-0.73746294,-0.20620770000000002,-1
C924OOH,-0.6596498000000001,-3.6422557999999996,44
C23O3ECO3H,-0.8072281,-0.15092516,-1
NPRACCOOH,-1.1587745,0.14742056,-1
HO2C4CO3H,-1.0804101000000002,0.0727147,-1
C109CO,-0.7165366999999999,-0.29752642,-1
CO2M33CO3H,-1.1218705,0.10788748,26
ETHACETOH,-1.8211987,0.32145363,-1
HIEB1OOH,-0.62830603,-0.28295293,-1
C62NO33OOH,-1.0889338,0.10895939,25
HIEB2OOH,-0.6151930999999999,-0.28286082,-1
BOXPROOOH,-1.3448547,0.22561085,30
M2PEAOOH,-1.5434252,0.32302916,-1
LMLKBCO,-0.54565066,-0.43443059999999994,14
C721CO3H,-1.155722,0.122248285,27
HO3C3CO3H,-0.7390564000000001,-0.21596847,-1
C45OOH,-0.6767899,-0.31781793,7
M2C43CO3H,-1.1755185,0.12490165,27
M33C3CO3H,-1.1417296000000001,0.10739665,-1
IC7DCO,-0.66619515,-0.40669066,6
MIBKAOHBO2,-1.1760511,0.16672464,-1
M2PEBOOH,-1.5559943999999999,0.28442913,34
NPROACECO,-1.0811526000000002,0.10937938,25
M2PECOOH,-1.6083094,0.27895236,35
BRETO3H,-0.6504443,-3.2628074000000002,42
