,x,y,group
CO23C65OOH,-1.5787888,0.2549481,-1
C65NO36CO3,-0.6419682,-0.48816758,-1
C6COALCO2H,-0.53084016,-0.36042944,-1
IPEAO,-2.0118796999999997,0.36697644,38
MECOFOROOH,-0.5740029000000001,-2.659057,-1
DEMPHOLO2,-0.5734693000000001,-2.625689,-1
C44OOH,-1.2395402,0.14596520000000002,-1
HM2C43O,-1.5461793,0.24892057,33
HO2C54O,-1.7161088,0.29240559999999993,-1
CCL3CH2O2,-1.5246841999999998,0.31293005,-1
CH2OHCL2O,-1.1461587,0.12143489,27
C511O,-0.5354201999999999,-0.6092514,18
MEBFUONE,-0.74211836,-0.30027459999999995,-1
NTLFUOOH,-0.6043096,-0.417004,-1
C621OOH,-1.5693576,0.25768423,34
NMXYFUO2,-0.56695396,-0.6260060000000001,19
C73O2,-1.1595824,0.1126715,27
IC4H9O,-1.180939,0.06422186,-1
C93CO,-1.3058143999999998,0.17175426,29
HO3CO46C8,-1.6106877,0.25462452,35
HO2C4O,-1.1973339,0.111022174,-1
C113CO,-1.6086265,0.2753218,35
EBFUONE,-0.64867055,-0.49936196,-1
C123CO,-1.5627451,0.27189034,34
PEAO,-22.373075,4.5050324999999996,57
TBUACET,-2.5835931,0.52196836,-1
CO356C12,-2.5100002,0.48352888,39
C7DDCO2,-0.6139898,-0.54190624,-1
C103CO,-1.2919714,0.1821885,29
CO356C10,-2.3560752999999997,0.43299723,39
CO356C11,-2.544595,0.48304313,-1
C85O,-1.6633799999999999,-10.978218,-1
CY6TRION,-0.53766745,-0.54860663,-1
C6CO34OOH,-1.5244758999999999,0.24882324,32
CO356C9,-2.2867377,0.40628824,-1
C926O,-0.7318668,-0.3047518,-1
C619O2,-18.3093,3.7424152000000004,56
HO3C5OOH,-1.8306463,0.35687906,-1
CO346C8,-2.4247148,0.44223085,39
BUFORMOOH,-0.7672563,-4.8564377,49
HC4CO3,-0.62170756,-0.44977874,10
CO1H63O2,-0.86975724,-6.2652893,-1
C3DIALOOH,-0.7379486,-0.31683459999999997,-1
M2PEBO2,-1.9475422999999998,0.39543042,-1
M2PEAO2,-1.9955721999999998,0.42022583,38
NMETLQOOH,-0.6427189999999999,-0.37717244,-1
OETLMUCCO3,-0.61693,-0.5271517,16
GLYOOB,-0.789646,-0.3704063,-1
C914O,-6.9849954,-43.99178,-1
PBFUCO,-0.5641647,-0.35451785,-1
M2PECO2,-2.0427098000000004,0.41030609999999995,-1
ACOMCOMOOH,-1.5206069,0.24556684,32
TBOCOCHO,-1.1944015,0.15862477,-1
NPPRBQOOH,-0.7244975,-4.432239,47
ACCOCOMOOH,-1.2937803999999997,0.14750293,-1
ISOPCO2,-0.63700014,-4.058261,45
IPBFUCO,-0.5662246,-0.36518225,-1
EMPHO,-1.2761424,0.080911204,-1
NOXYQOOH,-0.71248513,-4.366907599999999,47
PRNOCOMOOH,-1.5788636,0.25498912,-1
DMEBMUCO3,-0.61735564,-0.50878227,16
NOETLQOOH,-0.7167792,-4.364529599999999,47
BZEMUCCO3,-0.59594375,-0.5312979,-1
NPEBQOOH,-0.7219909000000001,-4.39729,47
PXYMUCCO3,-0.60575014,-0.52816683,16
NMXYQOOH,-0.7223174,-4.4224777,47
PBZMUCCO3,-0.59150344,-0.5413329000000001,-1
NPXYQOOH,-0.72090346,-4.434623200000001,47
C6H5CH2O,-0.6490741,-0.4381059,-1
NTM124QOOH,-0.72315294,-4.4294753,47
NBUTOLBO,-2.0461063000000004,0.32762640000000004,-1
C918O2,-0.8172571,-5.2824173,-1
NIPRBQOOH,-0.71191865,-4.389361,47
TLEMUCCO3,-0.5975831,-0.5358084,-1
CO356OCOOH,-1.4645158999999999,0.21666548,-1
C101OOH,-1.8500345,0.38489829999999997,-1
CO3C75OOH,-1.8775198,0.39300972,-1
DETLMUCO3,-0.61913764,-0.5116762,16
BUT2OLOOH,-1.6011919,0.24016641,-1
C58NO3,-0.6303116999999999,-0.46285385,13
EMALNHYOOH,-0.9066984,-5.8828949999999995,-1
C813OOH,-1.808323,0.33612925,-1
C91OOH,-1.8786971999999997,0.38475192,-1
NCRES1OOH,-0.8011698,-5.6751814000000005,-1
PTLQCO,-0.8471054,-5.1561069999999996,-1
C710OOH,-1.7569075,0.36616018,-1
PMALNHYOOH,-0.9066609,-5.8766975,-1
NPETLQOOH,-0.71665657,-4.3944077,47
CO2C4CO2H,-2.0554183,0.30312806,-1
NPTLQOOH,-0.71248347,-4.3876934,47
CO3C85OOH,-1.8693676,0.38713783,-1
CO234C6OOH,-0.72978765,-0.26832518,15
C65OOH,-0.9382901,0.031292584,-1
IPBZMUCCO3,-0.5937991,-0.5270625,-1
OETLQCO,-0.77120185,-4.3607903,-1
C121OOH,-1.8780735,0.38740996,-1
PEBQCO,-0.8528018,-5.1173477,-1
METLMUCCO3,-0.6131625,-0.51193887,16
ISOPAO2,-0.67920417,-4.461551,-1
NPXYFUO2,-0.5419944,-0.70619106,-1
IPMALANHY,-5.928143,-38.31419,58
IPRBQCO,-0.6893522,-3.8761392,45
EBZMUCCO3,-0.6012198000000001,-0.52420735,16
OXYQCO,-0.7882604,-4.522884400000001,-1
C917OOH,-1.9101819,0.36877495,37
C111OOH,-1.8549334,0.3841053,-1
C6COCHOO2,-0.6810582,-3.9117608,45
MMALNBCO3,-0.63294,-0.5428378,-1
IPMLNHYOOH,-0.9159214,-5.9059753,-1
C5NO3COAO2,-0.5992019000000001,-0.5079297,-1
PPRBQCO,-1.0399302,-6.4961705,-1
C75OOH,-1.7416246,0.35976958,-1
NBZQOOH,-0.7127547,-4.3846803,47
EMALANHY,-5.9446554,-38.34394,58
MC4CONO3O2,-0.7272483000000001,-0.2310355,-1
PMALANHY,-5.9132,-38.240429999999996,58
HO2C4OOH,-1.5407218999999999,0.22055210000000003,-1
C79OOH,-1.4286376,0.20099289999999997,-1
MMFO,-0.866769,-6.1174919999999995,-1
C43NO3CO3,-0.69646657,-0.3803415,-1
IC4H9OOH,-1.5009056,0.17209822,-1
PROPOLNO3,-1.0564272,-0.077006854,-1
INB1NBCO3,-0.61956394,-0.5298925999999999,16
PERPINONIC,-0.7101523,-3.242813,-1
NT123L1OOH,-0.8666804,-5.63357,-1
PHGLYOX,-0.6353906,-0.41784802,9
NOXYOL1OOH,-0.8997431999999999,-5.8144183,-1
HO2C4OH,-1.7140129000000002,0.2591459,-1
H2M3CO5C6,-1.6844109,0.30072750000000004,-1
PENTACID,-1.9358083,0.2920663,-1
C58NO3CO3,-0.630026,-0.47124687,13
NPETOL1OOH,-0.879656,-5.685222,-1
NPBNZ1OOH,-0.8977754000000001,-5.790089599999999,-1
PETLMUCCO3,-0.60557765,-0.5217795999999999,16
HO2CO35C7,-1.2977724,0.18161052,29
C95OOH,-1.4351078000000002,0.20861097,-1
INB1HPCO3,-0.6120178000000001,-0.518945,16
NT124L1OOH,-0.87745863,-5.6706476,-1
NC72O2,-0.5495317,-0.62113756,-1
C925OOH,-0.67390203,-3.9917357000000004,45
NEBNZ1OOH,-0.8938072,-5.788704,-1
NMXYOL1OOH,-0.85375786,-5.8142879999999995,-1
NMETOL1OOH,-0.8805589,-5.6724324,-1
C626O,-1.3892176999999999,-9.122530000000001,55
PBZQCO,-0.84768236,-5.1040944999999995,-1
C83OOH,-1.47294,0.22778867,32
CLCOCCL2O2,-2.04319,0.41117528,-1
ALCOMOXOOH,-0.65556043,-0.34079868,-1
NPXYOL1OOH,-0.8887044,-5.742724,-1
NBUTOLBOOH,-1.6217754,0.23913829999999997,-1
C826O,-0.574971,-0.45915973,-1
NOETOL1OOH,-0.8986706,-5.810850599999999,-1
IPROPOLO,-1.3895514,0.13570982,-1
MCATEC1OOH,-0.80518675,-5.228889499999999,50
HC4CCHO,-0.48752123,-0.6199119000000001,-1
NPHEN1OOH,-0.9159556999999999,-5.8595343,-1
NIPBNZ1OOH,-0.9001644,-5.801925,-1
C810OOH,-1.8157189999999999,0.34424573,-1
H1MC5O2,-2.417015,0.54053223,-1
C7ADCCO3,-0.6821433000000001,-0.3612468,-1
IPEAOOH,-1.7730302,0.30681723,-1
CO235C7,-1.7675523000000002,0.2937933,-1
C125OOH,-1.5151173,0.24129727,32
CO25C6CHO,-0.67864263,-0.3700829,4
IPCATC1OOH,-0.8100958,-5.2114825,50
IPEBO,-2.3799763,0.43397018,39
C6CYTONOOH,-0.7290925,-4.6009064,-1
PCATEC1OOH,-0.8191857,-5.229158999999999,50
HO2C6O2,-2.300116,0.5032437,-1
T123CT1OOH,-0.8086748,-5.190011,50
C118O,-6.2124968,-39.802624,58
C141CO2H,-0.6022635999999999,-0.5062692,-1
NDMMALYOOH,-1.3560212999999999,0.1854895,30
T124CT1OOH,-0.81641454,-5.212087599999999,50
C65O,-1.0881329,0.06696403,-1
PRCATC1OOH,-0.8106044,-5.2096024000000005,50
OCATEC1OOH,-0.80302835,-5.1997447,50
PTCTEC1OOH,-0.8082779,-5.196782,50
C115OOH,-1.5004110000000002,0.23772188,32
NMVK,-0.6289140000000001,-0.40490073,9
C617O,-0.6673859999999999,-0.5712510000000001,-1
ACBUONEBO2,-1.6166798,0.29391876,-1
ACCOETO,-1.2040232,0.11645128,-1
C6O4KETOOH,-0.65773004,-0.3421435,-1
OTCTEC1OOH,-0.81688446,-5.239676,-1
IPRHOCO3H,-0.86594987,-0.17658943,23
C8OHO2CO3H,-0.69163895,-2.8138408999999998,-1
PHCOCOCOOH,-0.55571973,-0.45163196,14
OET1OOH,-0.81722283,-5.242224,-1
C105OOH,-1.458353,0.2172413,-1
C5MEJCO3H,-0.6541746999999999,-0.421497,6
MXCTEC1OOH,-0.8145812,-5.2214537000000005,50
MMALNBCO2H,-0.6740022,-0.35635117,-1
C128O,-6.349387999999999,-40.550888,58
PXY1OOH,-0.82120365,-5.2430105000000005,-1
C9DCO,-5.6190643,-36.12592,58
TM123OOH,-0.80795634,-5.136197599999999,-1
HOIBUTCHO,-1.0947506,0.10606699,25
C5M2OHCO3H,-0.6390110999999999,-0.41810587,9
ECATEC1OOH,-0.81007195,-5.176264,-1
PEAOOH,-1.7533456000000003,0.35454983,-1
C722O,-7.170196499999999,1.4339373,-1
MET1OOH,-0.81149554,-5.1727050000000006,-1
C819OOH,-1.3057312,0.15832159,-1
C54O2,-1.1331991000000001,0.12693329,-1
CATEC1OOH,-0.8137725,-5.2161474000000005,50
C533O,-0.7845894,-0.3294762,-1
MXY1OOH,-0.8138751999999999,-5.24681,-1
C928O,-15.635594000000001,3.174157,-1
MTCTEC1OOH,-0.8094849000000001,-5.179583999999999,-1
CHOC2CO3H,-0.8804566999999999,-4.763058999999999,-1
C5DBCO2CO3,-0.6266536,-0.46347013,13
TM124OOH,-0.8127002,-5.2192826,50
IPRHOCO2H,-0.8819383,-0.12046780000000001,23
C928CO3H,-1.7639638,0.29862323,-1
NC4H9NO3,-1.7255636000000003,0.21956421,-1
PET1OOH,-0.81034577,-5.199307,50
MOCOCH2OOH,-1.2304713,0.07453953,-1
IPBENZOOH,-0.81918097,-5.212068599999999,50
HO1MC5O2,-2.3798506,0.5341718000000001,-1
GLYOOC,-0.6532978,-0.3759108,-1
C525OOH,-0.5903429,-0.40405820000000003,8
C4CO2DBCO3,-0.6071745,-0.48423180000000005,12
MMALNACO2H,-0.65648013,-0.33290383,-1
HYPROPO,-1.3675897,0.11671936,-1
C718CO3H,-0.7823625,-4.2753115,-1
EBENZOOH,-0.81792104,-5.212912599999999,50
C126O,-3.8947410000000002,-25.705374,-1
CO35C5CHO,-1.2044426000000001,0.084218234,-1
TISOPC,-0.95040804,-6.009965,51
PBENZOOH,-0.81801665,-5.2208962,50
C920O,-19.112873,3.8444011,56
CH3COCLOOH,-1.6403375,0.27732307,35
C512CO3H,-1.6305795,0.23218895,-1
C612O2,-1.321948,0.20539643,29
NBUTOL,-2.293197,0.36960563,-1
C3NO3COOOH,-0.6321204,-0.36747298,-1
C729O,-1.3094462,-8.586295,55
C1310O,-6.1784897,-39.08887,58
CLCOCLMOOH,-1.6256973,0.27598870000000003,35
MC3CODBCO2,-0.5705024999999999,-0.30097842,-1
MPRKAO2,-1.5350253999999999,0.2527686,33
HOIPRCO3H,-1.4937818999999999,0.18107878,-1
IPEBOOH,-1.7952157,0.3168523,-1
NOPINCOOH,-1.711332,0.28981453,-1
C1213O,-6.0427413,-38.407115999999995,58
OXYMUCCO3,-0.6121483,-0.5124294,16
C817CO3H,-0.73368245,-3.6661956,-1
C1011O,-2.1862744999999997,0.4087952,-1
H2M3C4O,-1.6580267,0.26888844,35
CH2OOG,-0.8238614,-0.33643649999999997,-1
HO24C5O2,-1.0734686000000002,0.12216123,25
C87CO3H,-0.8131558000000001,-4.2738853,-1
C5NO3O4OOH,-0.6823617,-0.3149087,7
NC101OOH,-1.6610883,0.34261218,36
C5ONO34OOH,-0.6486071999999999,-0.34735796,-1
C3EDIALO2,-0.59148675,-0.5183081,-1
MEBFUO2,-0.5650463000000001,-0.58511156,19
M2BKBO,-1.8779705000000002,0.2896511,-1
CH2CLO,-1.7560527,0.2386837,-1
MGLYOOB,-0.8662665999999999,-0.28241676,-1
CLCOCLO2,-1.880428,0.33548320000000004,37
ACCOCOEOOH,-1.4162115,0.21534696,31
HO3CO6C7,-1.6298344,0.28557834,35
MIBK3COOOH,-1.372219,0.19625677,30
MBKCOOHOOH,-0.6378144,-0.3555716,-1
INANCO3,-0.6115994,-0.5301456,16
BOXCOALOOH,-0.6382938,-0.3504173,-1
TMB1FUO2,-0.5580281,-0.57468677,19
MPRBNO3CO3,-0.68887633,-0.36471479999999995,-1
ACCOMECO3H,-1.3053894,0.121394485,-1
HO13C4O2,-0.6783001000000001,-0.19081302,-1
NLMKAO2,-0.6101705,-3.3503897000000005,43
MXYMUCCO3,-0.6135993000000001,-0.5172907,16
C821OOH,-0.69379395,-0.2778113,-1
C52O2,-1.3341271000000001,0.21375068,30
C919OOH,-0.76122177,-4.537603400000001,-1
C6TRONOHO,-0.6867383,-3.6967003,44
C143O,-0.7788359,-0.16157687,-1
NORLIMOOH,-0.70283145,-4.2438745,46
C96OOH,-0.7434168000000001,-5.000657,-1
HPC52CO3,-0.62547445,-0.4442499,10
H2M3C4OOH,-1.5978975,0.25334978,-1
C622CO2H,-0.9782103999999999,-6.1802163,-1
TM135MUCO3,-0.6105214,-0.5073405,16
MC6OTKTOOH,-1.6292423,0.26298234,-1
DETLMUCO,-0.6367478,-0.41478273,9
DMEBMUCO,-0.6639785,-0.4007199,6
C64O2,-1.3145239,0.20266646,29
C98OOH,-0.76299137,-4.423075700000001,47
C106OOH,-1.6563379,0.29251435,-1
TM135MUCO,-0.6436689,-0.40044492,-1
CO2C54CHO,-1.284516,0.16993335,-1
HO8C9O,-1.8510052,0.3006262,-1
CHCL2O,-19.291006,3.8554418,56
NC1313O2,-0.5210610999999999,-0.82334864,-1
C56O2,-1.0869758999999999,0.11965725,25
NTMB2FUO2,-1.3188031999999998,0.18958269,29
NC826O2,-0.52836937,-0.96213746,-1
HO6C7O,-1.4838185,0.20992814,-1
INCNCO3,-0.593329,-0.5483529,-1
NTMB1FUOOH,-0.5814339,-0.40714046,8
HO7C8O,-1.3879203000000002,0.17673019,-1
PINONIC,-0.5179298,-0.42560935,-1
C7MO3OHOOH,-0.59552526,-0.39099535,8
IBUTOLBO,-1.3553575,0.12337475,-1
ACCOC3H6O,-2.4454832000000004,0.45866612,39
CY6DIONOOH,-0.73420244,-5.1297817000000006,-1
CO3C54CHO,-1.1563618999999998,0.12725575,27
C921O,-25.808006,5.178297,-1
C6135COOOH,-0.5985701,-0.38612846,8
CY6DIONO2,-0.5427473,-0.640695,-1
DMSO2O,-0.72671866,-0.44932544,-1
MACROHO2,-0.72514683,-0.5038686,-1
C59OOH,-0.6762283,-0.3580432,-1
MXYFUO2,-0.5610983,-0.5764560999999999,19
BOXCOCHO,-0.7873076999999999,-0.18969277,-1
H2M2C65O,-2.7064092,0.57282513,-1
C83COOHOOH,-0.5943961999999999,-0.3812272,8
C1013O,-4.523902400000001,-29.645414000000002,-1
C6H13CO3H,-1.6112534,0.24085164,-1
C55O,-0.770256,-0.48500299999999996,-1
NC72OOH,-0.57897687,-0.40062767,8
KLIMONONIC,-0.50764644,-0.441846,-1
NMEBFUOOH,-0.58745223,-0.37952867,8
C7CO3OHOOH,-0.6064014,-0.38923854,-1
C720O,-2.0719,0.45783472,-1
C131CO3H,-0.7856215,-3.974473,-1
C735O2,-0.7968385,-0.08315163,20
C823O,-1.8787,-12.5855875,-1
C922O,-7.4904399999999995,1.503139,-1
C515CHO,-0.59995985,-2.8420222,41
C108OOH,-1.6379745,0.29873827,-1
C86O,-0.42150322,-0.5788988,-1
MIBKHO4O2,-1.0401447,0.09225277,-1
CH2OHCL2O2,-1.3360294,0.22378363,30
CO24C6O2,-1.3841217,0.20964610000000003,31
HC3CO3,-0.65471995,-0.45203868,13
C830O,-4.481844000000001,-29.325196999999996,-1
CO2C54O,-7.226572999999999,1.4682883,-1
NEBFUOOH,-0.56714195,-0.42159304,-1
MC7CO2OOH,-0.8237924999999999,-0.22340313,-1
C1211O,-2.7478359,-18.338086999999998,-1
C135OOH,-0.6200165,-0.3671967,-1
BOXCOCOMO,-0.96170855,-0.22510679,-1
MPHGLYOX,-0.56707335,-0.46945542,-1
C732O,-1.8248824000000001,-12.250719,-1
CHOC4O,-1.5430285,-10.198035,-1
NOXYFUO2,-0.5583203,-0.6245649999999999,19
C2CL3OHAO2,-1.5481073,0.29905277,-1
C811O,-15.644404999999999,3.1693256,-1
C137O,-2.7522874,-18.365576,-1
CH3SCHO,-0.6286082,-0.36525968,-1
DIEKAO,-2.4581517999999996,0.3992594,-1
MPRKBOOH,-1.7687731,0.3226188,-1
NC623O2,-0.5762773,-2.8329997000000002,41
CH3CCL2O2,-1.9840736,0.42122250000000006,38
NMXYFUOOH,-0.58038473,-0.4127903,-1
C59O,-0.85399675,-0.56155986,-1
PXYFUO2,-0.53936005,-0.61324394,18
OXYLCO3H,-0.72198606,-3.5507655,-1
C613O2,-0.6304552,-0.5595948000000001,-1
EBFUO2,-0.5524515,-0.62577397,19
M2BUOL2O2,-1.0007699,0.07725915,-1
H3M3C5O,-1.1376879,-7.3752804,54
NPBFUO2,-0.54314446,-0.6845701999999999,-1
C521O2,-0.59145904,-1.2092341,-1
INCCO,-0.56796455,-0.43948036,14
C826CO3OOH,-0.7660041999999999,-0.293864,-1
ACEETOHO2,-1.2715453,0.1810194,-1
CHCL2COCL,-3.1801286,0.6710706999999999,-1
NC728O2,-0.65141857,-3.686664,44
C5PACALD1,-0.65719634,-0.30696934,-1
NPXYFUOOH,-0.55171084,-0.44618620000000003,14
C628O2,-0.5702393,-0.5794461999999999,19
DMCO,-0.093983315,-0.6529419,-1
CH3SO2CHO,-0.6910828,-0.3555142,-1
C1010O,-0.6419611999999999,-0.34793434,-1
C914OOH,-0.910641,-4.562425,-1
C614O,-0.58398724,-0.46177879999999993,-1
C514O,-1.0336035,0.056587186,24
NTMB2FUOOH,-1.3614858,0.20493095,-1
PROLNO3,-1.176065,0.039766997000000005,-1
C615O,-0.613799,-0.4313343,-1
HM22CO3H,-1.4132882,0.153839,-1
TMBCO3H,-0.6931759,-3.2930745999999997,-1
NIPBFUO2,-0.53804886,-0.6661203,-1
C68O2,-1.1649308999999999,0.13071780000000002,27
C129CO,-1.09175,-6.849864,53
C107O2,-1.3872372,0.23769125,31
MMALNACO3,-0.6261918000000001,-0.46543375,13
HC3CCHO,-0.6173838,-0.42447840000000003,-1
HO2C5O2,-1.4007238000000002,0.23419389,31
ACEETOHOOH,-1.288394,0.18315504,29
C717O,-1.1811813,0.13946415,-1
C53O2,-1.2569964,0.17975567,-1
C5CO234O,-0.8239556,-0.29493177,-1
C64NO335CO,-0.7795159,-0.2633873,-1
CHOCOCH2O,-0.70371765,-0.6364058000000001,-1
CONM2CO2H,-0.69223106,-0.31234103,-1
C3COCCHO,-1.0405254000000002,0.051927957999999996,24
HM22C3O,-0.7010166,-0.32372135,-1
EGLYOOB,-0.8398501,-0.20655376,-1
CONM2CO3H,-0.66478705,-0.30580285,-1
NOXYFUOOH,-0.5801265,-0.39900303,8
C624O,-0.76404744,-0.37162337,-1
MNO3COC4O2,-0.6489555,-0.34837022,-1
C1011CO3H,-0.7234651999999999,-2.9412822999999997,-1
C122O,-3.6116260000000002,0.7002914000000001,-1
C7CO2OCO3H,-0.6592479,-0.39429796,-1
ACRO2,-0.69612706,-0.47977006,-1
NBUTOLAO2,-1.3142695,0.18816234,29
CO3H4CHO,-0.7375866999999999,-0.32874215,11
C112O,-3.5504974999999996,0.67621756,-1
C711O,-1.196598,0.11830217400000001,-1
H3M3C6OOH,-0.7894813,-5.0941305,-1
C5TRONCO3H,-0.74536014,-4.1619660000000005,46
C77O,-1.5614852,0.22259353,-1
MTBKO,-1.3561916,0.21031563,-1
C923CO3H,-0.7488369,-4.0172725,-1
IPROC21O,-4.391786,0.9223677,-1
C92O,-3.2816772000000003,0.6245446,-1
NIPBFUOOH,-0.55595136,-0.4187263,-1
C102O,-3.5514187999999995,0.6879685000000001,-1
C81O,-1.6593381,0.25241256,-1
NPBFUOOH,-0.5575979999999999,-0.41301980000000005,-1
C76O,-1.2124596,0.12886716,28
C6EO2HCO3H,-1.4245417,0.14743578,-1
NC102O,-5.5052585999999994,1.109707,-1
C5OHCO4OOH,-0.77500844,-0.21802364,-1
C6CONO34O2,-0.62699324,-0.45991635,13
TCEOHOOH,-1.7182456000000002,0.31037363,-1
NOPINBO,-1.3360252000000001,-8.914333000000001,55
C43OHCOCHO,-1.0009258,0.031420194,-1
CO3C4NO3O2,-0.6449545999999999,-0.3799592,-1
C3DIALO,-0.7702276,-0.39106292,-1
C7MOCOCO3H,-0.6422459,-0.39911622,-1
HOBUT2CHO,-1.0634408000000002,0.09244169999999999,-1
C235C6CO3H,-0.75148284,-0.3011534,-1
EOX2ETCHO,-0.98770946,0.04950389,-1
C45O2,-0.5848575,-0.48159754,-1
H3M3C5OOH,-0.73328114,-4.599851999999999,-1
C930O,-0.44585565,-0.5458755999999999,-1
HM22C3OOH,-0.7506151,-0.31854254,-1
MO2EOLBO,-0.637356,-0.316648,1
C5DBECO3,-0.6520018,-0.39674264,-1
NC3CO3,-0.6377592,-0.45702767,13
LMKAO2,-0.48687482,-1.0541527,-1
C4MCNO3OOH,-0.65739673,-0.34706384,-1
PRCOOMCHO,-0.78301245,-0.21756132,-1
C89CO2H,-0.9151778,-0.056601398,23
NOPINAO,-0.8126971,-5.7411222,-1
C145OOH,-1.7315441000000003,0.35216975,-1
C142OOH,-1.7478049999999998,0.36278626,-1
CCL2CL2OOH,-1.7907065,0.36296734,-1
H2M5C65OOH,-1.7186849999999998,0.3206062,-1
TM124MUCCO,-0.6277486,-0.55175936,-1
OCTO,-19.946973999999997,4.0756726,56
C6CO134OOH,-0.6987719,-0.3330558,-1
NBCKOOH,-0.52682036,-0.48731315,17
C611O,-1.396811,0.11162962,-1
C1313O2,-0.5170551,-0.7170156,-1
C141CO3H,-0.6730869,-0.37061020000000006,4
BZEMUCCO,-0.6289734,-0.5801400999999999,-1
MTBEAO,-1.6766031000000003,0.29657635,-1
HO24C4CHO,-0.8832981,-0.048113715,23
HEPTO,-29.513765000000003,5.8971343,-1
C2CL3OHBO2,-1.6404058999999998,0.30611205,-1
CHOPRNO3,-0.6387938,-0.47227943,13
C826O2,-0.51744336,-0.7771879,-1
C610O,-1.1226557,0.11529467,26
CHOOCH2NO3,-1.4718854,0.1715329,-1
DMCOOH,-0.8176306999999999,-5.6845374,-1
LIMKET,-0.49738230000000005,-2.3274872,-1
NTM135OLO2,-0.54523134,-2.2132330000000002,-1
C73OOH,-1.2282196,0.11906739,-1
C828O,-1.0727981000000002,-0.09609518,-1
MBOBCO,-0.65265375,-0.38871768,-1
ME2BU2OLO2,-1.9603384999999998,0.36328745,-1
MTBEAOOH,-1.5882981000000003,0.26143694,-1
HO3C6O2,-1.4878262,0.26285332,32
SBUACETAO2,-1.8109305,0.37270293,-1
NONO,-29.746075,5.94693,-1
CL2OHCHO,-1.0422179,0.055975202,24
OETLMUCCO,-0.606554,-0.36364025,5
TM123MUCCO,-0.6193226,-0.42623019999999995,-1
MXYFUONE,-0.69710505,-0.314473,-1
CH2CL3O2,-2.120805,0.45977092,-1
C825O,-0.79514873,-4.8588734,49
OXYMUCCO,-0.6130751,-0.37729582,-1
NDMEPHOLO2,-0.53703976,-2.0585066999999997,40
C9M3CO,-0.8656176,-0.20054558,-1
C4CO2O2,-0.6122024,-0.6032920999999999,-1
CO2H3MCO3H,-1.1926497,0.09130157,-1
H3M3C4CO3H,-0.72908837,-0.34674203,11
C712O,-1.2355493,0.14410484,28
NC51OOH,-0.5980358,-0.36442897,5
C1311O,-3.0096474,-20.141434,-1
MMALNBCO3H,-0.65839404,-0.3350508,-1
METLMUCCO,-0.71519697,-0.2515527,-1
NDEMPHOLO2,-0.5418626999999999,-1.9834009999999997,40
C734O,-0.7927314999999999,-4.7519975,-1
C5124COO,-0.56417185,-2.1121316,40
STYRENOOH,-0.5643706999999999,-0.39646775,-1
PETLMUCCO,-0.7154235999999999,-0.24849238,-1
NDNMXYOLO,-0.7572406999999999,-5.2637987,-1
DMKOHO2,-0.65344226,-0.47453243,-1
TLFUOOH,-0.63038635,-0.3857953,-1
NDNPXYOLO,-0.7641741999999999,-5.2626925,-1
CHOOCH2OH,-1.2564396,0.08495603,-1
NDNPHENO,-0.5741589,-4.0100546,-1
CHCLOHCO,-0.7478913,-0.35016254,-1
NDNIPBZLO,-0.57840365,-4.031481299999999,-1
NDNCRESO,-0.59852016,-4.1602697,-1
NDNEBNZLO,-0.5761637,-4.020265,-1
C6M5CO2O,-0.7044048,-0.32938114,-1
NDNT123LO,-0.7639158,-4.4993105,-1
NDNPETOLO,-0.7689971999999999,-5.2457743,-1
DNIPBNZLO,-0.812375,-5.7634834999999995,-1
C2CL2OHOOH,-1.6496529999999998,0.2863554,35
DNMETOLO,-0.8947253000000001,-6.128075,-1
NC526OOH,-0.5957235,-0.36705372,5
NDNOXYOLO,-0.77293026,-5.2548737999999995,-1
C123O,-1.6178854,0.26400077,35
C61O,-1.2858782,0.14027799999999999,-1
C826CO3O,-0.82377315,-0.26562509999999995,-1
DNOETOLO,-0.89242005,-6.136044,-1
IPNNCATCO,-0.8073093000000001,-5.7057676,-1
NDNOETOLO,-0.7714609,-5.2267475,-1
ENNCATECO,-0.80253375,-5.704442,-1
MNNCATECO,-0.8719213,-5.9940677,-1
MMALNACO3H,-0.64884526,-0.31745192,-1
NDNT124LO,-0.7657489000000001,-4.493788200000001,-1
DNPETOLO,-0.8933179,-6.1174645,-1
C82O,-1.6899368000000001,0.26146698,-1
MIBKBO2,-1.2856036,0.18786223,29
C74O2,-1.1558628,0.111847565,27
NDNPBNZLO,-0.5841835,-4.017078,-1
DNPXYOLO,-0.8925597,-6.125555,-1
C45O,-0.66590875,-0.36428347,-1
C623O2,-0.51513016,-1.9302148999999997,40
DNCRESO,-0.87000006,-6.02526,-1
C816O,-0.82496196,-0.16896404,-1
DNPHENO,-0.8118405,-5.737541,-1
C93O,-1.336043,0.15896210000000002,-1
DNMXYOLO,-0.8932315999999999,-6.1206293,-1
C116OOH,-0.7587041999999999,-5.1742,-1
TBUTOLO,-1.3542093000000002,0.09419598,-1
PXNNCATCO,-0.87941307,-6.083727400000001,-1
NDNMETOLO,-0.76510155,-5.2364635,-1
BOXCOCOME,-0.6565892,-0.38184053,-1
HO3C4OOH,-1.1708002,0.08250404,-1
HM23C4O2,-1.2688723999999998,0.19916448,-1
DNEBNZLO,-0.8139900999999999,-5.762793,-1
C728O2,-0.56356496,-2.68641,-1
OTNNCATCO,-0.8862445999999999,-6.09077,-1
