name,PAN,Carb. Acid,Ester,Ether,Per. Acid,Hydroperoxide,Nitrate,Aldehyde,Ketone,Alcohol,Criegee,Alkoxy rad,Peroxalkyl rad,Peroxyacyl rad,Aromatic rings,Carbons,HydroCarbon,Atoms,nogroups
C8236CO,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,11,0
BUT2CO3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8,0
CH3SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
CH3SO3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0
NEOPOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,0
C918CHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,12,0
MEMOXYCO3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,7,0
C105OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,10,0,15,0
HO5CO8C10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,12,0
C93OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,9,0,12,0
CY6DIONOH,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,9,0
C6CO4DB,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,10,0
MALANHY2OH,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,4,0,9,0
C55O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,9,0
NOETOLO,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9,0,17,0
C1215CO,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,12,0,17,0
ACCOMEPAN,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,5,0,14,0
C4ME22OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,8,0
HO3C4NO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,9,0
CH3OCH2O2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,5,0
CY6TRIONO2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,6,0,11,0
CH3OCH2OH,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0
C517CO3H,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,0,11,0
M33C4OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,7,0
H3C25C5CHO,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,6,0,10,0
INB1HPPAN,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,5,0,18,0
C47CO3H,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,5,0,14,0
BCKBOOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,14,0,18,0
CY6DIONO2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,10,0
BOXCOEOL,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,7,0,10,0
MC6OTKETOH,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,7,0,12,0
PBZBPEROOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,14,0
M23C43O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,8,0
HSO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME2BUOLO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,8,0
DMKOHO2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,6,0,11,0
NTM135LOOH,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,0,18,0
ENCATECO,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,17,0
DNEBNZOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,15,0
M23C43OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,7,0
DEMPHSMS1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,12,0
C52NO31O2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,11,0
MBOAO,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,8,0
BPINAO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,12,0
MXCATEC1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8,0,11,0
PBZMUCCO3H,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,14,0
C7MO3OHOOH,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,8,0,14,0
C4NO3M2OOH,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,11,0
BZFUONOO,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,9,0
NEOPOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,7,0
MTBKO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,8,0
TM135MUOOH,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,9,0,15,0
C116CO3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12,0,17,0
C920O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,0,13,0
C527O2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,5,0,11,0
C512NO3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,11,0
C8OHO2CO3H,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,9,0,15,0
TM124NO2O2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,0,17,0
PPRBQO2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,9,0,14,0
C5PAN19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,12,0
MTBEACHO13,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,8,0
C5PAN11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,12,0
C5PAN10,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,13,0
C5PAN13,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,13,0
C5PAN12,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,13,0
C5PAN15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,12,0
C5PAN14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,12,0
C5PAN17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,12,0
C5PAN16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,12,0
C820O2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,8,0,14,0
PPRBQOH,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9,0,13,0
C7DCPAN,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,14,0
BOXPRONEAO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,10,0
HO3C5CO3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,10,0
HO3C3PAN,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,11,0
HO12CO3C4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,7,0
C3MNO3PAN,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,15,0
CHOCL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0
C826CO3OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8,0,12,0
HEXCO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7,0
H13CO2CO3,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,4,0,10,0
HO13M2C4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,7,0
PHIC3NO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,13,0
EOX2ETA2OH,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,7,0
CHCL2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
PMALNHYOOH,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,7,0,13,0
HEX2ONANO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,0,11,0
NPRACBNO3,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,5,0,11,0
C622CHO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,9,0
BUTDBO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,7,0
C4ECO2O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,10,0
MPRBNO3CHO,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,9,0
C4OHCO3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,9,0
BCKET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,15,0
HPC52OOH,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,11,0
C111O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,14,0
BRETO2H,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,5,0
DMMALANHY,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,0,9,0
KLIMONONIC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,13,0
MECOACETO2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4,0,9,0
IPGLOO,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,8,0
HPC52PAN,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,16,0
C142NO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,14,0,20,0
TBUACCO,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,6,0,9,0
CH2CL3O2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
MXYLO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,10,0
NIPBNZ1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,13,0
NT123L1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,14,0
MXYLOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,9,0
MXYLOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,9,0
CHCLOO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0
TM123BPRO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,13,0
CH2CL3OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0
C830CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,12,0
HO3C6O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,9,0
IPBZMUCOOH,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,9,0,15,0
C58NO3CO3H,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,5,0,14,0
NC524OH,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,13,0
C5COOHCO3H,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,0,12,0
C1013OOH,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,10,0,14,0
CH3OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
IPECOOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0
C1014NO3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10,0,17,0
DEMPHOLO2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,17,0
C722OOH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,12,0
INB1NAPAN,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,0,20,0
C77O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,0,10,0
MIBKBOH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,8,0
HOIBUTCO3H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,9,0
MIBKBO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,9,0
TMB2FUO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,12,0
C413COOOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,8,0
MCATEC1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,0,10,0
DEMPHOLOH,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,16,0
NC10H22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,0
CH3O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0
CLCOCLMEO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7,0
HIEB2O,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,5,0,10,0
NBZFUO,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,0,11,0
C1012OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,10,0,14,0
C712NO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,0,13,0
MIBKAOHNO3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,12,0
NBZQOOH,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,6,0,14,0
DMCNO3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,10,0
M3HEXAO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,8,0
C718CO3H,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,8,0,13,0
MEKANO3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,9,0
NMVK,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,9,0
EPXM2DLPAN,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,6,0,14,0
C729CO2H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,11,0
HEX3ONDO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,8,0
MEKBO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,6,0
CH3SOOOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
BCALO,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,15,0,19,0
BCAO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,17,0
ETOMECO3H,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,8,0
C8M2CO6OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,9,0,13,0
NPBNZ1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,9,0,14,0
C729O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,10,0
NPBNZ1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,14,0
EPXMEC4DAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,10,0
CL12PRCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0
C715CO2O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,11,0
PXCATEC1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8,0,11,0
M3PECO2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,8,0
C148CO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,19,0
HO5C6O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,8,0
C623OH,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,10,0
EPXMKTCO3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,11,0
IPRBQCO,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,9,0,13,0
PRPAL2CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,7,0
HNMVKOOH,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,12,0
BCALNO3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,15,0,22,0
C41OOH,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,0,9,0
MACRNO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,10,0
C623O2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,11,0
C133NO3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,13,0,21,0
HM22C3CO3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,6,0,10,0
PRNO3CO3,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,10,0
MNCATECO2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7,0,17,0
M3PECOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,7,0
C715CO2OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,10,0
PXCATEC1O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,0,10,0
INDHPCO3H,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,5,0,15,0
NBUTOLBO2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,7,0
HO3C116O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,14,0
C3ME3CO3H,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,8,0
C6DIALO2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,10,0
C1215NO3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,12,0,20,0
HM2C43OOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,8,0
NOPINONE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,10,0
T124NCATEC,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,9,0,14,0
INAHPAN,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,17,0
C825O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,12,0
HCOCOHPAN,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,11,0
ETHFORMO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
C83O2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,13,0
C6COCHOOOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,10,0
C513OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,9,0
ETHFORMOH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,6,0
C513O2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,5,0,10,0
TBUACPAN,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,6,0,14,0
C67OOH,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,10,0
PXYEPOXMUC,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,8,0,11,0
C6DIALOH,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,9,0
C630CO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,9,0
INDO,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,12,0
TM123MUOOH,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,9,0,15,0
DMEPHOLO2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,16,0
VINOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0
C5DBCO2PAN,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,14,0
ETHOX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0
ACCOCOETO,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,11,0
MIPKBO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,7,0
LMLKBCO,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,9,0,13,0
C7CO2M5OH,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,11,0
TBUACCO3H,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,6,0,11,0
MMCFO2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,9,0
OTCATEC1O2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,9,0,12,0
COO2C4O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,8,0
BCCO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,0,18,0
C4OCCOHNO3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4,0,10,0
BCCOH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,17,0
MMCFOH,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,8,0
TM135BPRO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,13,0
C4ME3HO23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,7,0
HOIPRCHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,6,0
PROL11MNO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,10,0
HEXBNO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,10,0
DMEPHOLOH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,15,0
BOXPRONAO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,11,0
CO23C65OOH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,10,0
NC4OOA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,11,0
NBZFUOOH,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,12,0
C141OOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,17,0
C69O,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,9,0
C141OOA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,0,19,0
HO2CO3C4O,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,7,0
CO2M33CO2H,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,9,0
C109OOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,0,14,0
DICLETO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0
C4M3NO31O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,10,0
M2HEXBNO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,11,0
C63NO32O,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,11,0
C7OHO2CO3H,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,8,0,14,0
BCALAO2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,15,0,19,0
CH3SO4NO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
BCALAOH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15,0,18,0
C537O2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,12,0
NC4PDCO2H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0
C146OOH,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,14,0,19,0
PE1ENEBO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,7,0
DNT123LO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,20,0
NC3H7NO3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,7,0
BPINCO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,12,0
C4M2NO3ONE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,10,0
ME3CO2BUOL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,7,0
MXYL1O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,9,0
CL2OHOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0
C816O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,11,0
PTNCATCOOH,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,9,0,19,0
C46CO2H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,8,0
C728O,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,0,11,0
C139OOH,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,18,0
C8DCO2CO3H,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,0,13,0
MXYLOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,10,0
C819O2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,8,0,13,0
C732CO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,11,0
C519PAN,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,14,0
CHOOCH2OOH,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,6,0
H2M3CO4CHO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,9,0
ACRPAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,9,0
C52O,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0
PXYMUCPAN,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,8,0,16,0
C626CO3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,0,12,0
TM124BPOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,14,0
EPXMDLCO3H,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,10,0
C3M3CHOOOH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,8,0
C43NO3CO3,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,5,0,12,0
LMKBNO3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,15,0
C142O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,14,0,18,0
DNT123LO2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,21,0
IPROMCCO3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,6,0,10,0
C129O2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,12,0,17,0
C6CYTONO2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,6,0,11,0
BCLKCOH,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,14,0,18,0
CHOC4O2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,8,0
ISOPAO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,8,0
MPRANO3O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,9,0
C64OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,9,0
TLOBIPEROH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,11,0
C67CO3H,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,6,0,11,0
C4CO2DBPAN,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,13,0
C64O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,10,0
C56O,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,8,0
C928O,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,12,0
TM124QO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,9,0,13,0
PERPROACID,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0
DMEPH1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,11,0
C24O3CCO2H,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,5,0,10,0
NEBNZ1O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,13,0
IPROC21O,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0,7,0
