Description: Optional,Do not write time more than once. ,,
,,,
Index,Species,Constrain,Edw14
1385,C7CODBPAN,0,7.57E-16
1386,C3EDIALOOH,0,3.30E-15
1387,NTM135LOOH,0,2.21E-14
1388,M33C4O,0,4.03E-24
1389,C7BDCOOH,0,8.81E-15
1390,TC4H9NO3,0,1.09E-11
1391,OXNCATECO,0,2.43E-27
1392,DMPHCOMOOH,0,3.42E-15
1393,MXYLPAN,0,7.72E-13
1394,C8OHO2CO3H,0,1.82E-18
1395,C6CO34O,0,6.40E-30
1396,C54OOH,0,1.45E-20
1397,PBZMUCPAN,0,5.00E-15
1398,CO3H4PAN,0,1.34E-13
1399,C7MCO2OOH,0,1.26E-16
1400,NC3CO3H,0,1.72E-28
1401,DNOXYOLO,0,6.90E-30
1402,C4DBM2PAN,0,3.46E-16
1403,C5MEJPAN,0,1.14E-15
1404,CO24C6OOH,0,4.53E-17
1405,BUTDCO,0,8.83E-35
1406,HOCH2CH2O,0,5.14E-22
1407,NIPBZOLOOH,0,2.97E-15
1408,C23O3CPAN,0,2.02E-12
1409,HNBIACET,0,3.69E-28
1410,HM22C4NO3,0,2.82E-14
1411,C7CO2DBAL,0,1.07E-15
1412,MEKBOOH,0,1.93E-13
1413,C4PAN10,0,4.85E-26
1414,NO3CH2PAN,0,7.34E-17
1415,EPXEKTPAN,0,4.76E-13
1416,C6TRONOHO,0,4.94E-32
1417,C7OHCO2PAN,0,6.37E-15
1418,C5CO2OHPAN,0,5.81E-15
1419,NDMEPHOLO,0,7.21E-25
1420,C6COOHCO3H,0,2.48E-16
1421,NCATECO,0,8.98E-27
1422,C8CO2DBAL,0,1.09E-16
1423,HOC4CHOOOH,0,7.52E-15
1424,C4OHPAN,0,1.20E-16
1425,NTM123LOOH,0,3.63E-15
1426,NPHENO,0,7.99E-24
1427,NTM123OLO,0,3.28E-26
1428,C6DCARBPAN,0,9.68E-13
1429,C41CO3H,0,3.58E-15
1430,C5PAN11,0,6.39E-20
1431,C4PAN1,0,4.42E-12
1432,C5PAN13,0,3.14E-15
1433,C5PAN12,0,2.87E-22
1434,C7DCO,0,2.20E-28
1435,C4PAN2,0,3.77E-15
1436,HO3C4O,0,2.26E-26
1437,C4PAN5,0,1.89E-18
1438,PHCOCOCO,0,8.06E-32
1439,C52NO3,0,5.99E-13
1440,NNCATECO,0,2.43E-23
1441,CH3COPAN,0,9.63E-19
1442,C7ADCCO3H,0,6.53E-17
1443,C5PAN14,0,2.80E-12
1444,CHEXO,0,3.52E-21
1445,C4PAN6,0,2.15E-12
1446,NTM124OLO,0,9.39E-26
1447,C5PAN16,0,5.88E-12
1448,BUTDBO,0,4.19E-34
1449,C4PAN7,0,5.68E-23
1450,C4PAN8,0,1.12E-24
1451,C61CPAN,0,3.44E-16
1452,C7DCPAN,0,4.41E-14
1453,PHCOETOOH,0,5.21E-17
1454,HO3C3PAN,0,5.98E-15
1455,NMETOLO,0,1.91E-25
1456,C4M2ALOHO,0,2.00E-26
1457,NOXYOLO,0,4.10E-25
1458,HEXCO,0,3.84E-22
1459,HO3C6NO3,0,2.09E-12
1460,IPROPOLO,0,8.78E-24
1461,PROPALOOH,0,5.27E-15
1462,C3MCODBPAN,0,4.71E-12
1463,C23O3MCOOH,0,8.18E-14
1464,C5CO234O,0,1.31E-29
1465,C8CO3OHO,0,9.98E-30
1466,T123NCATO,0,1.66E-28
1467,C8CO2DBPAN,0,9.97E-18
1468,IPEAO,0,1.35E-22
1469,NBUTOLAO,0,2.57E-26
1470,M3PECNO3,0,3.04E-11
1471,PHXN,0,3.59E-14
1472,CO23C54O,0,9.96E-29
1473,C6PAN2,0,1.62E-12
1474,C6PAN1,0,2.97E-12
1475,C56O,0,1.03E-25
1476,CO356OCO,0,1.04E-27
1477,HO2C5OOH,0,1.26E-12
1478,C23O3ECPAN,0,4.21E-12
1479,OETLMUCPAN,0,8.23E-15
1480,ACO3H,0,2.44E-16
1481,C5CO2DBPAN,0,7.08E-15
1482,C8O2OHCO3H,0,5.79E-21
1483,C6O4KETO,0,1.23E-31
1484,C3DIOLO,0,2.51E-28
1485,C5124COPAN,0,1.65E-13
1486,OTNCATECO,0,1.24E-28
1487,C3COCPAN,0,2.89E-15
1488,C5COO2NO2,0,1.46E-11
1489,C7MCO2DBAL,0,7.54E-17
1490,NC4H9O,0,1.47E-22
1491,NPHENOOH,0,8.53E-14
1492,C5PAN8,0,4.51E-13
1493,C5PAN5,0,4.30E-12
1494,C5PAN4,0,5.13E-12
1495,C5PAN7,0,1.99E-12
1496,C5PAN1,0,8.55E-12
1497,C5PAN3,0,2.29E-14
1498,C5PAN2,0,1.80E-12
1499,CHOMOHPAN,0,4.21E-17
1500,M2BKAO,0,1.52E-23
1501,C5DIALOOH,0,7.14E-15
1502,DIEKAOOH,0,3.88E-14
1503,EMPHCOMOOH,0,1.71E-15
1504,C7CO2DBPAN,0,1.33E-16
1505,CO234C65O,0,8.10E-29
1506,EBZMUCPAN,0,2.36E-14
1507,OTNNCATCO,0,3.29E-25
1508,HO3C76NO3,0,1.74E-11
1509,C5PAN9,0,1.21E-16
1510,OXNNCATCO,0,6.44E-24
1511,MEKCOOH,0,8.85E-14
1512,C7CO2OHPAN,0,2.08E-13
1513,DNT124LO,0,1.15E-30
1514,H2MC5OOH,0,1.09E-12
1515,C5DBEPAN,0,3.22E-16
1516,NEOPNO3,0,8.30E-14
1517,C6H5CH2PAN,0,1.07E-13
1518,IBUTALO2H,0,1.67E-14
1519,C23O3ECOOH,0,9.60E-14
1520,C6CO2OHPAN,0,1.09E-13
1521,MXYOHNO2O,0,5.48E-28
1522,IP3ODBCO2H,0,2.18E-15
1523,H2MC5NO3,0,3.19E-12
1524,C3PAN2,0,3.05E-12
1525,C3MDIALOOH,0,5.17E-14
1526,DMEBMUPAN,0,1.94E-13
1527,IC7DCO,0,1.76E-28
1528,C74OOH,0,4.14E-19
1529,MC4CODBPAN,0,5.95E-13
1530,BZEMUCPAN,0,2.86E-14
1531,C7DDCO,0,3.57E-26
1532,H2M3C4O,0,8.64E-25
1533,NTM135OLO,0,3.74E-25
1534,ENNCATECO,0,2.79E-24
1535,MTNNCATCO,0,1.71E-24
1536,C5CODBCO3H,0,1.60E-14
1537,CO1H63NO3,0,6.00E-12
1538,NCRESO,0,5.67E-24
1539,T124NCATO,0,1.73E-28
1540,PEBO,0,6.09E-22
1541,IBUTOLBO,0,1.10E-26
1542,C7ADCO,0,3.74E-28
1543,DNMETOLO,0,3.04E-30
1544,C8CO2OHPAN,0,2.97E-18
1545,CHOC2PAN,0,4.77E-12
1546,DNMXYOLO,0,4.46E-29
1547,MXNNCATCO,0,2.59E-23
1548,C5O45OHPAN,0,8.67E-16
1549,HEX2ONCOOH,0,5.25E-16
1550,C4CO2DCO3H,0,2.59E-19
1551,PPEN,0,3.48E-14
1552,C6PAN10,0,9.55E-14
1553,C6PAN11,0,7.30E-12
1554,C6PAN12,0,1.76E-12
1555,C6PAN14,0,1.07E-13
1556,C6PAN17,0,2.49E-16
1557,NIPBNZOLO,0,2.55E-26
1558,C7CO3OHO,0,9.67E-29
1559,EPXMDLPAN,0,3.28E-12
1560,C7MCO3OHO,0,6.70E-30
1561,C5COOHCO3H,0,1.34E-17
1562,C6EO2OHPAN,0,1.39E-14
1563,HM33C4OOH,0,6.34E-15
1564,NDMMALYO,0,2.39E-25
1565,C52OOH,0,2.65E-13
1566,HOCO3C4OOH,0,5.45E-14
1567,NEBNZOLO,0,3.98E-25
1568,MVKOHAOH,0,1.07E-27
1569,MALDIALPAN,0,6.47E-12
1570,HOCO4C5OOH,0,9.79E-14
1571,C5DICARBO,0,1.09E-25
1572,CY6COCOOOH,0,5.93E-14
1573,C8OHCO2PAN,0,8.93E-16
1574,C6HOCOOOH,0,1.11E-14
1575,TLEMUCPAN,0,2.01E-13
1576,BUT2OLOOH,0,3.42E-14
1577,ECO3PAN,0,1.89E-16
1578,PHAN,0,1.07E-11
1579,CYHXONAO,0,1.51E-22
1580,CO2C3PAN,0,1.90E-11
1581,IBUDIALPAN,0,3.22E-13
1582,C62CPAN,0,4.08E-18
1583,IPECNO3,0,2.27E-11
1584,DNCRESO,0,7.27E-29
1585,C6CO134PAN,0,7.30E-17
1586,CO3C4NO3,0,4.78E-18
1587,CO25C74OOH,0,1.49E-14
1588,C6CO34HO1,0,1.68E-15
1589,CLETPAN,0,3.62E-13
1590,C610O,0,1.39E-22
1591,PROL1MPAN,0,6.58E-22
1592,HO2C4O,0,8.08E-25
1593,METLMUCPAN,0,4.11E-14
1594,M2BUOL2O,0,1.37E-27
1595,C8DBCO2PAN,0,8.73E-18
1596,C5DBECO3H,0,5.85E-19
1597,C72O,0,2.64E-25
1598,HO13C4O,0,1.75E-25
1599,CHOC3COPAN,0,1.02E-12
1600,DNIPBNZOL,0,3.04E-15
1601,DMKOHO,0,1.16E-25
1602,PHCHOOA,0,0.00E+00
1603,IPBZOBPROH,0,1.57E-14
1604,MTNCATECH,0,7.12E-14
1605,DNEBNZOL,0,4.65E-14
1606,EBZOBPEROH,0,2.39E-13
1607,TM123OHNO2,0,4.60E-14
1608,NCATECHOL,0,1.95E-12
1609,T124NCATEC,0,1.90E-14
1610,OXNCATECH,0,2.68E-13
1611,IPNCATECH,0,7.70E-15
1612,MET1OHNO2,0,3.50E-13
1613,OETLMUCCO,0,7.74E-16
1614,OETLMUCNO3,0,2.49E-15
1615,EBNZOHNO2,0,4.27E-13
1616,ACO2H,0,1.89E-16
1617,TM123BOL,0,4.11E-16
1618,HEPT3ONE,0,6.05E-12
1619,BZOBIPEROH,0,2.26E-13
1620,DNCRES,0,1.08E-12
1621,PBNZOHNO2,0,3.18E-14
1622,BUTDANO3,0,3.70E-23
1623,TM123OBPOH,0,3.58E-13
1624,MXY1OHNO2,0,5.17E-12
1625,CO24C5,0,1.41E-13
1626,CO23C4NO3,0,5.73E-26
1627,CO235C7,0,7.66E-15
1628,MXNCATECH,0,1.08E-12
1629,MPHGLYOX,0,8.87E-17
1630,MGLOOC,0,2.70E-24
1631,C5NO3CO4OH,0,1.64E-21
1632,C51NO324CO,0,1.82E-21
1633,MGLYOOA,0,4.46E-24
1634,MNCATECH,0,1.97E-12
1635,EGLYOOD,0,1.11E-23
1636,DNOETOL,0,4.52E-15
1637,DNMETOL,0,4.53E-14
1638,IPBNZOHNO2,0,2.80E-14
1639,TM124OL,0,1.18E-15
1640,OET1OHNO2,0,3.56E-14
1641,PBENZOL,0,9.36E-16
1642,DNMXYOL,0,6.65E-13
1643,PNCATECH,0,8.76E-15
1644,DNPBNZOL,0,3.46E-15
1645,OETOH,0,2.05E-16
1646,DNOXYOL,0,1.03E-13
1647,T123NCATEC,0,1.83E-14
1648,MXYLOL,0,3.51E-14
1649,OXY1OHNO2,0,8.05E-13
1650,IPBENZOL,0,8.28E-16
1651,DNT124BOL,0,1.71E-14
1652,TM124OHNO2,0,1.34E-13
1653,METOH,0,1.72E-15
1654,OXYMUCCO,0,9.36E-15
1655,OXYMUCNO3,0,3.24E-14
1656,TLOBIPEROH,0,4.68E-12
1657,CO23C6,0,1.31E-15
1658,OXYLOL,0,5.13E-15
1659,TM135OBPOH,0,8.00E-13
1660,OTNCATECH,0,1.37E-14
1661,DNT123BOL,0,5.87E-15
1662,DNPHEN,0,1.95E-13
1663,ENCATECH,0,1.16E-13
1664,HOC6H4NO2,0,6.17E-12
1665,EBENZOL,0,1.29E-14
1666,PBZOBPEROH,0,1.79E-14
1667,C6CO2OHOOH,0,7.60E-15
1668,TM123BPAN,0,6.28E-14
1669,C62O,0,1.36E-28
1670,C62OOH,0,3.66E-19
1671,TM123OLO,0,6.48E-27
1672,TM124MUPAN,0,1.54E-13
1673,C53OH2OOH,0,3.45E-18
1674,MXYMUCPAN,0,1.03E-12
1675,C4MCODBPAN,0,6.78E-12
1676,OXYLPAN,0,1.74E-13
1677,C7ADCPAN,0,3.80E-14
1678,C7DCCO3H,0,7.81E-17
1679,IC7DCCO3H,0,6.30E-17
1680,RGDCO2H,0,3.34E-14
1681,NPBNZOLOOH,0,3.38E-15
1682,NDEMPLOOH,0,4.77E-14
1683,PROL11MOOH,0,4.77E-20
1684,TM124MUO2H,0,2.04E-16
1685,IPGLOOB,0,2.94E-26
1686,C7M3CO,0,4.80E-15
1687,DMEPHOH,0,1.44E-14
1688,TM135OLO,0,1.34E-27
1689,DMEPHOLO,0,3.79E-27
1690,TBUTOLOOH,0,5.45E-20
1691,DEMPHOH,0,7.38E-15
1692,METLMUCNO3,0,8.48E-14
1693,TM135MUPAN,0,2.01E-14
1694,C4CHO2O,0,5.83E-26
1695,CO3H4CO3H,0,3.28E-16
1696,BZEMUCNO3,0,1.06E-14
1697,NMETOLOOH,0,2.41E-14
1698,C8M3CO,0,1.49E-14
1699,TM124MUNO3,0,6.61E-14
1700,C5PAN6,0,4.81E-16
1701,C6OTKETOOH,0,2.02E-15
1702,EMPHPAN,0,6.38E-14
1703,C9M3CO,0,8.11E-15
1704,C5DBCOCO3H,0,1.03E-15
1705,C815CO2OOH,0,1.71E-16
1706,C5PAN15,0,4.04E-14
1707,DM124O,0,1.47E-20
1708,NOXYOLOOH,0,6.08E-14
1709,DEMPHOLO,0,2.02E-27
1710,C53OOH,0,2.51E-14
1711,HCOCH2OOH,0,2.52E-13
1712,C612OOH,0,3.47E-16
1713,OXYMUCPAN,0,2.16E-13
1714,CO2H3CO3H,0,5.40E-15
1715,MALDALCO3H,0,1.15E-14
1716,C7DDCPAN,0,6.62E-12
1717,TM135BZOL,0,7.57E-15
1718,C51OH2OOH,0,1.68E-14
1719,TM123MUNO3,0,7.63E-14
1720,C2H5OH,0,4.25E-14
1721,C6PAN13,0,1.43E-13
1722,C6PAN15,0,1.55E-13
1723,C6PAN16,0,1.21E-14
1724,C23O3MCPAN,0,3.53E-12
1725,PBZN,0,1.81E-12
1726,C5OHCO4OOH,0,6.28E-18
1727,HEX3ONAOOH,0,4.57E-14
1728,TMBPAN,0,2.34E-13
1729,HCL,0,4.26E-12
1730,IPROPOL,0,1.72E-15
1731,MC3CODBPAN,0,3.56E-12
1732,BIACETO,0,8.55E-25
1733,BUTAL2O,0,1.37E-24
1734,BUTAL2NO3,0,2.57E-18
1735,TM124BPAN,0,1.83E-13
1736,NOA,0,1.50E-13
1737,CHOCOCH2O,0,4.12E-27
1738,M22C43O,0,1.30E-23
1739,CO24M3C5,0,8.72E-12
1740,BZBIPERO,0,1.27E-24
1741,EMPHCOME,0,9.85E-13
1742,NDNCRESO,0,4.04E-26
1743,ETHENO3O,0,1.26E-23
1744,CH3NO3,0,1.41E-12
1745,NIPBFUO,0,4.31E-25
1746,EBZMUCCO,0,3.77E-15
1747,EBZMUCNO3,0,2.74E-14
1748,NDNMETOLO,0,1.69E-27
1749,NDNOXYOLO,0,3.83E-27
1750,MPHCOME,0,3.60E-13
1751,TM135BPRO,0,6.03E-24
1752,NDNOETOLO,0,1.69E-28
1753,MXYL1OOH,0,2.19E-14
1754,CO24C53OOH,0,2.96E-14
1755,HEX2ONBO,0,1.09E-25
1756,PHCOET,0,4.15E-14
1757,NDNPHENO,0,2.10E-27
1758,TM124MUCCO,0,3.44E-14
1759,DNIPBNZLO,0,2.04E-31
1760,NDNEBNZLO,0,1.73E-27
1761,BUTALO,0,4.19E-24
1762,PECO,0,6.24E-22
1763,CO23C65O,0,2.14E-28
1764,C23O3EHO,0,5.37E-13
1765,IPBZMUCCO,0,2.81E-16
1766,IPBZMUCNO3,0,2.00E-15
1767,NBUTOLBO,0,7.30E-25
1768,CY6TRION,0,2.07E-11
1769,METLMUCCO,0,1.19E-14
1770,NPBFUO,0,5.13E-25
1771,C4CO2O,0,5.66E-21
1772,IPNNCATCO,0,1.85E-25
1773,NEBFUO,0,1.21E-23
1774,DETLBIPRO,0,2.08E-24
1775,C6DIALO,0,7.56E-25
1776,HO3CO6C7,0,4.46E-12
1777,NBZFUO,0,3.03E-23
1778,DMPHCOME,0,1.95E-12
1779,MTBK,0,3.65E-12
1780,BZEMUCCO,0,4.71E-15
1781,NDNMXYOLO,0,2.48E-26
1782,PNNCATECO,0,2.11E-25
1783,NDNT123LO,0,2.19E-28
1784,ME2BU2OLO,0,3.15E-29
1785,DNPBNZLO,0,2.32E-31
1786,PBZMUCCO,0,1.18E-16
1787,PBZMUCNO3,0,7.91E-16
1788,MXYMUCCO,0,1.55E-13
1789,MXYMUCNO3,0,1.16E-12
1790,NDNT124LO,0,6.37E-28
1791,TLEMUCCO,0,1.60E-14
1792,TLEMUCNO3,0,1.10E-13
1793,SC4H9O,0,2.87E-21
1794,C51NO32CO,0,5.25E-15
1795,TM124NO2O,0,4.48E-28
1796,C6COCHOPAN,0,1.44E-11
1797,C4ECO2O,0,7.00E-28
1798,IPEBO,0,7.12E-22
1799,DMEBMUNO3,0,1.51E-13
1800,C3M3OH2CHO,0,6.13E-18
1801,DMPHO,0,1.33E-20
1802,OXYBIPENO3,0,7.68E-13
1803,C7ADICARB,0,1.01E-14
1804,PHIC3NO3,0,6.56E-15
1805,PHIC3O,0,1.54E-26
1806,C4MCO2OH,0,2.25E-19
1807,C7CO2M5OOH,0,1.76E-14
1808,C6DICAROOH,0,5.61E-16
1809,C42OOH,0,6.01E-27
1810,C4ECO2OOH,0,4.59E-16
1811,C4MALOHOOH,0,2.37E-15
1812,MALDIALOOH,0,1.29E-15
1813,MPRKBOOH,0,7.13E-14
1814,TM135MUNO3,0,1.55E-14
1815,DETLMUNO3,0,8.06E-14
1816,MC6CO2OOH,0,2.27E-14
1817,EMPHO,0,4.84E-21
1818,C6CO3OHOOH,0,5.38E-14
1819,C6DCRBBOOH,0,1.70E-15
1820,ME2BUOLOOH,0,3.99E-18
1821,OETLBIPNO3,0,4.16E-14
1822,C4MOHOCO3H,0,5.47E-18
1823,MIPKAOH,0,9.00E-17
1824,C4CO2OOH,0,2.06E-17
1825,MC3ODBCO3H,0,6.24E-15
1826,CO2M3C4CHO,0,7.38E-12
1827,C5O5OHCO3H,0,2.19E-18
1828,C4CODBCO3H,0,1.13E-14
1829,DMKOHOOH,0,1.65E-14
1830,HO13CO4C5,0,3.13E-14
1831,TM123MUCCO,0,1.49E-14
1832,C23O3CHO,0,1.35E-14
1833,MXYOLO2,0,8.65E-17
1834,IPBENZOLO2,0,5.85E-19
1835,C6H5C2H4O2,0,2.80E-17
1836,T123CATECH,0,3.29E-20
1837,TM124MUO3H,0,2.70E-16
1838,OXYOLO2,0,9.08E-18
1839,C51OH2CO,0,8.68E-15
1840,TMBO2,0,8.74E-17
1841,C54CO,0,2.18E-14
1842,NC4DCO2H,0,3.38E-12
1843,METCATECH,0,7.89E-20
1844,OETOLO2,0,3.66E-19
1845,HEX2ONE,0,2.72E-12
1846,H3NCO2CHO,0,4.38E-28
1847,OXYCATECH,0,4.00E-19
1848,C3MCOCO2H,0,3.19E-13
1849,METOLO2,0,4.26E-18
1850,TM124OLO2,0,2.10E-18
1851,TM124BO2,0,1.90E-16
1852,NCO23CHO,0,1.66E-30
1853,CO25C6,0,1.94E-11
1854,CRESOL,0,1.64E-13
1855,MXYLO2,0,4.26E-16
1856,TMB2FUONE,0,1.42E-13
1857,NC4EDCO2H,0,7.34E-13
1858,T124CATECH,0,3.36E-20
1859,PBENZOLO2,0,6.61E-19
1860,TM123BO2,0,6.86E-17
1861,MC6OTRIKET,0,2.45E-13
1862,EGLYOOB,0,1.63E-24
1863,HO1CO24C6,0,6.79E-14
1864,OXYFUONE,0,4.22E-13
1865,C6OTRIKET,0,6.54E-13
1866,PHGLYOX,0,1.18E-17
1867,HO2CO35C7,0,2.20E-13
1868,HO1CO3CHO,0,8.34E-15
1869,OETCATECH,0,1.64E-20
1870,OXYLO2,0,9.35E-17
1871,EBENZOLO2,0,9.13E-18
1872,BUTALO2H,0,1.18E-14
1873,C42AOH,0,5.99E-16
1874,NDNIPBZLO,0,1.13E-28
1875,C52NO31O,0,7.25E-25
1876,OXYMUCO,0,1.47E-26
1877,CYC613DION,0,7.43E-11
1878,BZEMUCO,0,8.65E-27
1879,C7BDCO,0,2.16E-26
1880,MIPK,0,1.92E-10
1881,TM135MUCO,0,1.42E-26
1882,EBZMUCO,0,8.90E-27
1883,MXYMUCO,0,4.59E-25
1884,C3MCODBCO2,0,2.36E-26
1885,TM124MUCO,0,6.08E-26
1886,C6COHOCHO,0,1.71E-12
1887,TLEMUCO,0,6.50E-26
1888,C6CO4DB,0,2.96E-14
1889,MC3ODBCO2H,0,6.49E-13
1890,DMEBMUCO,0,8.31E-26
1891,MPRKAOH,0,2.37E-16
1892,PNCATECO,0,7.95E-29
1893,METLMUCO,0,2.32E-26
1894,NDNPBNZLO,0,1.29E-28
1895,PRONO3AO,0,4.59E-23
1896,OETLMUCO,0,9.47E-28
1897,M2BK,0,1.88E-10
1898,DIEK,0,1.86E-10
1899,C61CO,0,1.11E-13
1900,CO4DBC9,0,1.95E-14
1901,DETLMUCO,0,4.51E-26
1902,MPRK,0,1.55E-10
1903,MXYOBPEROH,0,4.33E-12
1904,O,0,0.00E+00
1905,TM123MUCO,0,4.43E-26
1906,IPNCATECO,0,6.99E-29
1907,CLO,0,3.01E-21
1908,TM123OXMUC,0,6.00E-13
1909,C7M2CO5OOH,0,6.47E-15
1910,NDMEPHOLO2,0,8.07E-17
1911,NBUTDAO2,0,1.77E-25
1912,NBUTDBO2,0,1.77E-25
1913,TM123BCHO,0,4.31E-13
1914,TMBCHO,0,6.50E-13
1915,HOCOC4DIAL,0,7.72E-15
1916,NOETOLO2,0,1.86E-18
1917,NOETOLO,0,1.66E-26
1918,TM135OLO2,0,1.49E-19
1919,CH2OOB,0,2.97E-22
1920,C6H5CH2CHO,0,4.64E-13
1921,OXYLAL,0,1.10E-12
1922,CYHXOLACO,0,2.48E-17
1923,MXYLAL,0,5.66E-12
1924,TM124BCHO,0,1.25E-12
1925,TM123OLO2,0,7.26E-19
1926,NDEMPHOLO2,0,4.15E-17
1927,CO3C5CHO,0,7.24E-12
1928,DEMPHOLO2,0,2.26E-19
1929,NTM135OLO2,0,4.19E-17
1930,NTM123OLO2,0,3.68E-18
1931,C7ADCCO2H,0,7.21E-14
1932,DMEPHOLO2,0,4.23E-19
1933,C6PRCO4DB,0,1.94E-15
1934,MXYQO2,0,3.07E-18
1935,DMMALYO2,0,5.49E-20
1936,NMVK,0,1.33E-22
1937,NTLFUO2,0,8.20E-15
1938,PBFUO2,0,3.91E-19
1939,IPBFUO2,0,3.29E-19
1940,HO2CO4CHO,0,2.41E-14
1941,PHENO2,0,1.85E-18
1942,NMEBFUO2,0,1.26E-14
1943,CYHEXONE,0,8.91E-10
1944,TMB1FUO2,0,1.82E-19
1945,C5OCO3M,0,3.30E-12
1946,BUTDAO2,0,1.69E-26
1947,OETLQO2,0,3.26E-20
1948,PEBQO2,0,2.23E-19
1949,CYC6DIONO2,0,5.61E-24
1950,NMETLQO2,0,3.06E-17
1951,MEBFUO2,0,1.02E-16
1952,C6IPRCO4DB,0,1.70E-15
1953,C4MCODBCO2,0,1.90E-25
1954,HM2C43O2,0,2.84E-21
1955,C6145COO2,0,5.56E-24
1956,BZFUO2,0,1.40E-16
1957,C6ETCO4DB,0,2.59E-14
1958,C8M2CO6OOH,0,2.03E-14
1959,MXYFUO2,0,8.80E-17
1960,EBFUO2,0,8.66E-18
1961,CO24M3C5OH,0,1.25E-13
1962,NIPBFUO2,0,4.83E-17
1963,C14O3IPCHO,0,4.63E-14
1964,HO2C6O2,0,2.38E-15
1965,NEBFUO2,0,1.35E-15
1966,NOETLQO2,0,5.03E-18
1967,NPXYFUO2,0,9.56E-15
1968,C8CO4DB,0,3.77E-13
1969,PPRBQO2,0,1.67E-20
1970,NBZFUO2,0,3.40E-15
1971,C6CO4M2DB,0,2.70E-14
1972,IPCATECHOL,0,4.31E-20
1973,TLFUO2,0,1.58E-16
1974,PTLQO2,0,3.88E-18
1975,NPBFUO2,0,5.74E-17
1976,C14O3PCHO,0,5.55E-14
1977,NMXYFUO2,0,1.18E-14
1978,C7DDCCO2,0,8.67E-26
1979,PXYFUO2,0,6.45E-17
1980,CRESO2,0,1.30E-16
1981,C14O3ECHO,0,1.27E-12
1982,HO1C4O2,0,8.91E-16
1983,PBZQO2,0,1.74E-19
1984,C6CYTONO2,0,4.44E-18
1985,PCATECHOL,0,4.87E-20
1986,TM124QO2,0,1.60E-19
1987,MALDIALCO2,0,1.28E-25
1988,C6CO4MEDB,0,4.03E-15
1989,NPTLQO2,0,6.11E-16
1990,C7CO4DB,0,4.63E-13
1991,OXYQO2,0,2.27E-18
1992,HO2CO5C7,0,1.32E-10
1993,CO3C75O2,0,7.16E-18
1994,METLQO2,0,2.02E-19
1995,DE35TO2,0,6.05E-17
1996,NMETOLO2,0,2.14E-17
1997,NOXYOLO2,0,4.59E-17
1998,NPBNZOLO2,0,3.23E-18
1999,C7DCCO2H,0,4.91E-14
2000,ETOLO2,0,3.90E-17
2001,CATECHOL,0,1.94E-16
2002,NEBNZOLO2,0,4.46E-17
2003,PBZBIPERO2,0,9.40E-18
2004,PBZBIPERO,0,7.55E-26
2005,TM123BPRO2,0,1.78E-16
2006,IPBZBIPRO2,0,8.43E-18
2007,IPBZBIPRO,0,6.78E-26
2008,PHC3O2,0,2.28E-18
2009,NTM124OLO2,0,1.05E-17
2010,C3M2COCO2H,0,2.79E-13
2011,EMPHCOMO2,0,8.71E-19
2012,DMEBIPRO2,0,5.47E-16
2013,DMEBIPRO,0,4.52E-24
2014,MPHCOMEO2,0,3.19E-19
2015,NIPBNZOLO2,0,2.85E-18
2016,IPBENZOLO,0,5.22E-27
2017,IC7DCCO2H,0,4.34E-14
2018,IPRBQO2,0,1.47E-20
2019,IC7DCCO2,0,2.16E-27
2020,DM35EBO2,0,8.61E-17
2021,C5DBCOCO2H,0,9.81E-13
2022,NMXYOLO2,0,4.36E-16
2023,EBZBIPERO2,0,1.38E-16
2024,EBZBIPERO,0,1.11E-24
2025,METLBIPRO2,0,1.29E-16
2026,METLBIPRO,0,9.70E-25
2027,TOL1OHNO2,0,8.85E-12
2028,C7BDICARB,0,2.34E-13
2029,ECATECHOL,0,6.72E-19
2030,MXYCATECH,0,1.79E-18
2031,OXYEPOXMUC,0,6.14E-13
2032,OETLPOXMUC,0,2.78E-14
2033,C42CHO,0,1.29E-14
2034,IBUTALBO2,0,1.37E-17
2035,M22C3CHO,0,1.62E-15
2036,HO1C6O2,0,4.02E-16
2037,C52O2,0,4.17E-16
2038,HM22C4O2,0,1.25E-17
2039,BU1ENO3O,0,1.35E-27
2040,C3NO3COO2,0,1.94E-31
2041,PRONO3BO,0,8.53E-23
2042,NSTYRENO2,0,0.00E+00
2043,CY6TRIONO2,0,7.35E-19
2044,CO2M33CHO,0,1.98E-14
2045,MEKCOH,0,1.71E-15
2046,M2BKBO2,0,5.70E-17
2047,C51NO32O,0,1.35E-24
2048,C4MCO2O,0,7.09E-26
2049,C71O2,0,7.14E-18
2050,HOC4CHOO2,0,7.20E-19
2051,CO13C4CHO,0,1.86E-12
2052,NPHENO2,0,8.95E-16
2053,C43NO34O,0,7.25E-28
2054,HO13C3CHO,0,2.05E-14
2055,C4MCO2OOH,0,2.62E-14
2056,C7CO3OHO2,0,1.08E-20
2057,CO25C7,0,2.75E-11
2058,NDMMALYO2,0,2.68E-17
2059,C5CO243OH,0,8.77E-13
2060,HO1CO24C5,0,1.08E-13
2061,HOIBUTCHO,0,9.47E-14
2062,C4CHOBO2,0,1.76E-19
2063,M3C4CHO,0,3.80E-13
2064,C5124COO2,0,1.25E-19
2065,M33C3CHO,0,5.35E-13
2066,HOBUT2CHO,0,1.48E-11
2067,HO1C5O2,0,7.20E-16
2068,C54O2,0,1.24E-23
2069,H13C43CHO,0,2.16E-21
