,source,target,flux
8242,HO2CO5C6,HO2C4O2,[22.52918222 -inf]
8243,HO2C4CO3,HO2C4O2,[23.48287914 20.84647767]
8244,C622OH,C518CHO,[18.42291542 18.92307401]
8245,C622OOH,C518CHO,[20.28977651 19.83224232]
8246,C622NO3,C518CHO,[22.85408855 20.34703016]
8247,C622O,C518CHO,[24.01058169 21.1397591 ]
8248,C622PAN,C518CHO,[23.61115506 21.75341079]
8249,C622O2,C518CHO,[18.57908054 19.3972807 ]
8250,HMVKBCO2H,HMVKBO2,[20.28561813 19.5327422 ]
8251,HMVKBCO3H,HMVKBO2,[18.64810379 -inf]
8252,IEACO3H,HMVKBO2,[15.34823988 -inf]
8253,IEAPAN,HMVKBO2,[18.16058093 16.58939644]
8254,IEACHO,HMVKBO2,[20.0664138 -inf]
8255,IEACO3,HMVKBO2,[20.16877735 17.84297924]
8256,HMVKBCO3,HMVKBO2,[24.1677828 21.75360374]
8257,HMVKBCHO,HMVKBO2,[23.25072273 -inf]
8258,MVK,HMVKBO2,[25.17378079 23.11226327]
8259,C824O,C624CHO,[23.11442315 20.88261068]
8260,NC9H20,NONO2,[24.34847093 22.90538915]
8261,DDEC3ONE,NONO2,[22.01858752 -inf]
8262,C94O,C3H7CO3,[22.93350835 20.82495852]
8263,CO36C9,C3H7CO3,[22.22281895 -inf]
8264,HEX3ONCO,C3H7CO3,[21.78157861 19.66406695]
8265,PERBUACID,C3H7CO3,[21.41254178 20.07037548]
8266,PGLYOXOH,C3H7CO3,[21.30120323 19.91602021]
8267,C94OH,C3H7CO3,[16.88258559 -inf]
8268,HEX3ONCOH,C3H7CO3,[15.35903467 -inf]
8269,C8CO2DCO3H,C3H7CO3,[16.78598189 -inf]
8270,C94OOH,C3H7CO3,[17.70349995 -inf]
8271,PEN2ONE1O,C3H7CO3,[19.1636297 16.73251191]
8272,PGLOOA,C3H7CO3,[22.45777412 21.81703317]
8273,PGLOOB,C3H7CO3,[21.83601493 21.48177115]
8274,C6O132OH,C3H7CO3,[21.44714703 -inf]
8275,C95O,C3H7CO3,[19.64417995 18.27034769]
8276,HEX3ONCOOH,C3H7CO3,[16.40838103 -inf]
8277,PBN,C3H7CO3,[25.17440518 24.77928095]
8278,PC3ODBCO2H,C3H7CO3,[22.7774418 19.54880121]
8279,CO23C6,C3H7CO3,[17.67774595 -inf]
8280,CO356C9,C3H7CO3,[20.68693192 -inf]
8281,PBZMUCCO,C3H7CO3,[22.65760454 20.24704206]
8282,PBZMUCNO3,C3H7CO3,[22.36897267 -inf]
8283,C5O5OHCO3H,C3H7CO3,[17.34797957 -inf]
8284,C4MOHOCO3H,C3H7CO3,[17.80728243 -inf]
8285,C6PRCO4DB,C3H7CO3,[22.05970859 21.56028203]
8286,PBZPOXMUC,C3H7CO3,[24.00304916 -inf]
8287,CO45C5CHO,C3H7CO3,[22.98135434 20.42510788]
8288,C8CO2DBCO3,C3H7CO3,[21.6384357 19.33654538]
8289,C3COCCHO,C3H7CO3,[17.42673047 -inf]
8290,C61CHO,C3H7CO3,[23.24009476 -inf]
8291,PGLYOX,C3H7CO3,[25.07455885 23.20205758]
8292,C3H7CHO,C3H7CO3,[24.35572046 23.05063586]
8293,C114O,CO3C4CHO,[22.92322326 20.78633717]
8294,C124O,CO3C4CHO,[23.40865826 21.25946533]
8295,C84O,CO3C4CHO,[22.4817758 20.39928659]
8296,C94O,CO3C4CHO,[22.93350835 20.82495852]
8297,CO25C73O,CO3C4CHO,[23.73221273 21.67814033]
8298,C104O,CO3C4CHO,[22.89156962 20.76791161]
8299,C124OH,CO3C4CHO,[17.19192546 -inf]
8300,C84OH,CO3C4CHO,[16.50576928 -inf]
8301,C94OH,CO3C4CHO,[16.88258559 -inf]
8302,CO25C73OH,CO3C4CHO,[17.67676481 -inf]
8303,C104OH,CO3C4CHO,[16.77966682 -inf]
8304,C114OH,CO3C4CHO,[16.75717358 -inf]
8305,C4CHOBO,CO3C4CHO,[22.06090648 19.7230138 ]
8306,C94OOH,CO3C4CHO,[17.70349995 -inf]
8307,CO25C73OOH,CO3C4CHO,[18.45789749 -inf]
8308,DIEKBNO3,CO3C4CHO,[20.87905272 18.32502366]
8309,C104OOH,CO3C4CHO,[17.66784152 -inf]
8310,DIEKBOOH,CO3C4CHO,[19.65374746 19.32930478]
8311,C114OOH,CO3C4CHO,[17.70318073 -inf]
8312,C124OOH,CO3C4CHO,[18.19108845 -inf]
8313,C84OOH,CO3C4CHO,[17.23120113 -inf]
8314,C4CHOBNO3,CO3C4CHO,[20.68504662 18.22017589]
8315,C4CHOBOOH,CO3C4CHO,[18.37784947 18.77581986]
8316,HO1CO3C5,CO3C4CHO,[18.48543081 18.19023783]
8317,C6PAN2,CO3C4CHO,[21.22064683 19.62803779]
8318,C82O,CO3C4CHO,[22.80756547 20.62074629]
8319,C72O,CO3C4CHO,[24.52396888 22.33470806]
8320,C103O,CO3C4CHO,[23.02352515 20.83620877]
8321,C113O,CO3C4CHO,[23.01432698 20.82539948]
8322,C93O,CO3C4CHO,[23.11378199 20.92764228]
8323,C123O,CO3C4CHO,[23.46415996 21.27348629]
8324,C63O,CO3C4CHO,[23.26468706 21.08086823]
8325,C4CHOBO2,CO3C4CHO,[16.83869606 18.17338907]
8326,HO3C4CHO,CO3C4CHO,[21.61105063 19.82743815]
8327,DIEKBO2,CO3C4CHO,[18.33107284 19.18362876]
8328,HO3C4CO3H,HO3C4O2,[17.04628696 -inf]
8329,CO2HO4C6,HO3C4O2,[15.2237552 -inf]
8330,C4COMOH3OH,HO3C4O2,[10.4894882 -inf]
8331,HO3C4OOH,HO3C4O2,[20.07604611 20.40686078]
8332,HO3C4CHO,HO3C4O2,[20.57010093 -inf]
8333,BUT1ENE,HO3C4O2,[24.8300269 23.38694511]
8334,HO3C4CO3,HO3C4O2,[23.12133832 20.31044222]
8335,PEAOH,C4H9CHO,[19.44130546 19.11975226]
8336,HO5C5CO3H,C4H9CHO,[15.34039791 -inf]
8337,HO5C6O,C4H9CHO,[22.6580688 19.23252294]
8338,PEANO3,C4H9CHO,[21.51141023 18.98111715]
8339,PEAOOH,C4H9CHO,[19.947962 20.15599646]
8340,C6PAN23,C4H9CHO,[19.27971355 18.18341199]
8341,C103O,C4H9CHO,[23.02352515 20.83620877]
8342,PHXN,C4H9CHO,[21.6058799 19.76861267]
8343,C103CO,C4H9CHO,[20.17184491 -inf]
8344,HO5C5CO3,C4H9CHO,[20.64318728 18.67557384]
8345,HO5C5CHO,C4H9CHO,[19.80204871 -inf]
8346,PEAO2,C4H9CHO,[18.48304193 20.58478163]
8347,HO14C6,HO1CO4C6,[19.62898793 19.58422984]
8348,HO1C6OOH,HO1CO4C6,[19.83193043 20.00174491]
8349,HO3C6O,HO1CO4C6,[24.09644673 22.47984697]
8350,HO1C6NO3,HO1CO4C6,[21.71417107 19.16410447]
8351,HO1C6O2,HO1CO4C6,[17.56935498 19.26283939]
8352,M2PE,M2PEBO2,[24.54072854 23.09764675]
8353,M2PEBOOH,M2PEBO2,[19.86045411 20.265213 ]
8354,IPGLYOXOH,IPRCO3,[21.11790385 19.66340382]
8355,PERIBUACID,IPRCO3,[21.67040865 20.30074679]
8356,C8DCO2CO3H,IPRCO3,[16.85777038 -inf]
8357,MIBK3CO,IPRCO3,[17.85620076 -inf]
8358,C5MO132OH,IPRCO3,[21.97887818 -inf]
8359,C66CO,IPRCO3,[18.63138483 -inf]
8360,IP3ODBCO2H,IPRCO3,[22.85319352 19.62451486]
8361,PIPN,IPRCO3,[25.45613989 25.11327386]
8362,IPGLOOB,IPRCO3,[22.80734783 22.19351348]
8363,IPBZMUCCO,IPRCO3,[23.16263366 20.74191426]
8364,IPBZMUCNO3,IPRCO3,[22.90253292 -inf]
8365,C6IPRCO4DB,IPRCO3,[22.1366589 21.63730613]
8366,EIPK,IPRCO3,[22.73357945 -inf]
8367,IPBZPOXMUC,IPRCO3,[24.08425488 -inf]
8368,C45IC5CHO,IPRCO3,[19.62767587 18.41639427]
8369,C8DBCO2CO3,IPRCO3,[21.71254156 19.40824751]
8370,C62CHO,IPRCO3,[19.7474753 -inf]
8371,IPRGLYOX,IPRCO3,[25.15093675 23.36379342]
8372,IC7DICARB,IPRCO3,[23.95057994 -inf]
8373,IPRCHO,IPRCO3,[25.1021226 23.59620808]
8374,CO2C54CO2H,CO2C54O2,[18.57410365 18.23230019]
8375,CO2C54CO3H,CO2C54O2,[17.18671922 -inf]
8376,MPRKBOOH,CO2C54O2,[18.13811119 18.34710895]
8377,CO2C54CHO,CO2C54O2,[22.85905181 -inf]
8378,MPRK,CO2C54O2,[22.97314421 20.94808781]
8379,CO2C54CO3,CO2C54O2,[22.93708829 20.54344416]
8380,C6CO3OH5O,HO2C3CO3,[22.45375897 20.24905758]
8381,HO2C3CO3H,HO2C3CO3,[18.5639427 18.52213202]
8382,C6CO23HO5,HO2C3CO3,[18.21696154 -inf]
8383,C4PAN3,HO2C3CO3,[23.17458253 22.62168804]
8384,HO2CO4CHO,HO2C3CO3,[18.82891178 -inf]
8385,HO2C3CHO,HO2C3CO3,[23.14063339 21.14503775]
8386,C51OH,HO1CO24C5,[19.10066828 19.57442204]
8387,C5OH2CO4O,HO1CO24C5,[18.91180498 17.45969452]
8388,C51OOH,HO1CO24C5,[20.64568366 20.8651072 ]
8389,HO14CO2C5,HO1CO24C5,[18.28884201 18.52413702]
8390,C51NO3,HO1CO24C5,[21.76312822 19.16463354]
8391,C51O2,HO1CO24C5,[18.79171914 20.14871706]
8392,MIBKBO,IPRCHO,[21.95495371 19.82384349]
8393,IBUTOL,IPRCHO,[20.52690448 20.21487847]
8394,IC4H9O,IPRCHO,[25.40979827 23.88550245]
8395,MIBKBOH,IPRCHO,[15.87048209 -inf]
8396,C3M3OHCO3H,IPRCHO,[16.23394295 -inf]
8397,IC4H9NO3,IPRCHO,[22.23398036 19.70211976]
8398,IC4H9OOH,IPRCHO,[21.38470826 21.58862163]
8399,C3M3OH2PAN,IPRCHO,[17.80948981 19.22552445]
8400,C8DBCO2PAN,IPRCHO,[21.06317894 19.66630973]
8401,M3BUTAL2O,IPRCHO,[24.93123369 23.08446048]
8402,IPGLOOB,IPRCHO,[22.06227304 21.44843869]
8403,MIBKBOOH,IPRCHO,[16.50540851 -inf]
8404,C3M3OH2CHO,IPRCHO,[18.95464569 -inf]
8405,M2PECO,IPRCHO,[23.79551169 22.27938524]
8406,C3M3OH2CO3,IPRCHO,[19.37070779 20.11206687]
8407,IC4H9O2,IPRCHO,[19.95768154 22.12706582]
8408,HOC3H6CO2H,HO1C3O2,[18.1844305 17.75085745]
8409,HOC3H6CO3H,HO1C3O2,[16.72247034 -inf]
8410,NPROPOL,HO1C3O2,[19.26860759 18.88425433]
8411,HO1C3OOH,HO1C3O2,[18.36559169 17.66988899]
8412,C6COHOCHO,HO1C3O2,[21.74413436 -inf]
8413,HOC3H6CHO,HO1C3O2,[21.99394532 -inf]
8414,CO2C5OH,HO1C3O2,[23.18363103 -inf]
8415,HOC3H6CO3,HO1C3O2,[22.96419343 20.53251105]
8416,HO1CO4C6,HO1C3O2,[22.27452368 -inf]
8417,MACO3H,MACO3,[20.32445532 19.05173795]
8418,C816CO,MACO3,[20.79615681 -inf]
8419,C624CO,MACO3,[20.55351837 -inf]
8420,MPAN,MACO3,[24.67228608 24.26447233]
8421,MACR,MACO3,[24.87541234 23.2886083 ]
8422,IBUTACID,IC3H7O2,[20.48240467 19.79528062]
8423,PERIBUACID,IC3H7O2,[20.98897038 -inf]
8424,IC3H7OOH,IC3H7O2,[21.08028508 21.2930661 ]
8425,C3H8,IC3H7O2,[25.63558793 24.19250615]
8426,HEX3ONAOOH,IC3H7O2,[16.81193512 -inf]
8427,MPRKBOOH,IC3H7O2,[17.6315434 -inf]
8428,C5OHCO4OOH,IC3H7O2,[13.25705044 -inf]
8429,IPEBO,IC3H7O2,[24.0582476 22.54293511]
8430,BUTALO2H,IC3H7O2,[18.15027051 -inf]
8431,MIPK,IC3H7O2,[23.48406022 -inf]
8432,M2PECO,IC3H7O2,[24.08555314 22.56942669]
8433,EIPK,IC3H7O2,[22.73357945 -inf]
8434,IC7DCCO2,IC3H7O2,[24.70789541 22.41100401]
8435,IPRCO3,IC3H7O2,[25.32242087 22.71027515]
8436,IPRCHO,IC3H7O2,[24.86189228 -inf]
8437,C628OH,CO13C4OH,[16.39301643 -inf]
8438,C628O,CO13C4OH,[22.9155325 21.18971401]
8439,C628OOH,CO13C4OH,[18.15570654 -inf]
8440,CHOC3DIOL,CO13C4OH,[23.97338197 21.4124542 ]
8441,C58NO3CO3H,C58NO3CO3,[15.83856489 14.86053732]
8442,C58NO3PAN,C58NO3CO3,[21.63406212 20.59803628]
8443,C58NO3,C58NO3CO3,[21.65256302 18.87504977]
8444,CO36C10,DIEKBO2,[22.13057874 -inf]
8445,CO36C11,DIEKBO2,[22.11715668 -inf]
8446,CO36C12,DIEKBO2,[22.56175759 -inf]
8447,CO36C8,DIEKBO2,[21.9287135 -inf]
8448,CO36C9,DIEKBO2,[22.22281895 -inf]
8449,CO3C5CO2H,DIEKBO2,[18.48364946 17.99528002]
8450,CO3C5CO3H,DIEKBO2,[17.41318468 -inf]
8451,DIEKBOOH,DIEKBO2,[18.47614754 18.15170487]
8452,DIEK,DIEKBO2,[22.71884067 20.69649658]
8453,CO3C5CHO,DIEKBO2,[22.08770748 -inf]
8454,CO25C7,DIEKBO2,[23.25887392 -inf]
8455,CO3C5CO3,DIEKBO2,[22.86716717 20.41716321]
8456,PPACLOOA,CH3COCO3,[20.419134 21.38685663]
8457,CH3COPAN,CH3COCO3,[20.4628101 22.25612084]
8458,CH3COCO3H,CH3COCO3,[19.76499711 19.10322488]
8459,INAOOH,INAO2,[18.73540695 18.13701894]
8460,ISOP34NO3,INAO2,[23.15583696 20.67103002]
8461,ISOPANO3,INAO2,[23.3857009 20.37384657]
8462,IEPOXB,C57O2,[21.60136789 20.50457679]
8463,HC4CCHO,C57O2,[23.70540383 20.79098211]
8464,GLYOOB,GLYOO,[21.98319867 21.23956845]
8465,GLYOOC,GLYOO,[22.67707805 24.00167844]
8466,GLYOOA,GLYOO,[23.04578271 22.83423563]
8467,CYHEXOL,CYHEXOLAO2,[19.70190398 19.63195901]
8468,CYHXOLAOOH,CYHEXOLAO2,[15.80112844 16.72594834]
8469,IEPOXC,C59O2,[20.38284933 19.37509158]
8470,IEPOXB,C59O2,[21.20925743 20.11246634]
8471,C59OOH,C59O2,[18.2255375 18.46955884]
8472,HCOC5,C59O2,[22.66092836 21.22405743]
8473,C625O,ACETOL,[22.28945486 20.01184545]
8474,C625OH,ACETOL,[16.24322119 16.62978295]
8475,C819O,ACETOL,[22.85981226 20.78865718]
8476,INB1HPCHO,ACETOL,[18.63930125 -inf]
8477,INB1NACHO,ACETOL,[21.35370725 -inf]
8478,C59O,ACETOL,[22.68002479 21.17406851]
8479,C625OOH,ACETOL,[16.88386152 -inf]
8480,HC4ACO2H,ACETOL,[18.4214487 17.8828036]
8481,C527O,ACETOL,[23.88926477 19.79944936]
8482,INAO,ACETOL,[23.5390163 20.71916323]
8483,INB1O,ACETOL,[24.20430898 21.5593478 ]
8484,M2BUOL2NO3,ACETOL,[16.83690084 14.74104342]
8485,MACRO,ACETOL,[24.77371472 21.09400429]
8486,C58AO,ACETOL,[23.43875529 18.96711453]
8487,PROPGLY,ACETOL,[20.58744636 20.36093968]
8488,MACRNOOA,ACETOL,[21.76864553 20.43816884]
8489,C64NO3,ACETOL,[20.58009724 18.06918067]
8490,HC4ACO3H,ACETOL,[17.14969261 -inf]
8491,C4PAN4,ACETOL,[22.40191331 20.2173098 ]
8492,C58O,ACETOL,[23.82436895 20.95816675]
8493,INANCO,ACETOL,[19.68683476 -inf]
8494,HYPROPO2H,ACETOL,[21.20822474 21.61761148]
8495,MACRNCO3H,ACETOL,[15.32782447 -inf]
8496,C527OOH,ACETOL,[18.76546831 -inf]
8497,PROPOLNO3,ACETOL,[21.94694801 19.55901357]
8498,MACRNCO2H,ACETOL,[19.26273957 17.50715865]
8499,MACROOH,ACETOL,[23.20803137 20.8406899 ]
8500,C58ANO3,ACETOL,[22.06442838 -inf]
8501,MACO3H,ACETOL,[20.80117425 19.52845689]
8502,INDO,ACETOL,[23.17473045 20.43039456]
8503,C59OOH,ACETOL,[17.71423209 -inf]
8504,INB1CO,ACETOL,[18.58129339 -inf]
8505,MACROH,ACETOL,[22.47612271 -inf]
8506,C58NO3,ACETOL,[21.5132843 -inf]
8507,MPAN,ACETOL,[23.33273989 21.48184435]
8508,ACLOO,ACETOL,[22.18544479 20.38966646]
8509,HC4ACO3,ACETOL,[23.29743358 19.45120335]
8510,MACRO2,ACETOL,[24.22452895 22.94545732]
8511,ISOPANO3,ACETOL,[22.2793501 20.50442242]
8512,C5HPALD2,ACETOL,[23.38858412 -inf]
8513,INANO3,ACETOL,[20.35826382 17.60288484]
8514,NC4CHO,ACETOL,[23.53943762 -inf]
8515,HYPROPO2,ACETOL,[19.55747413 21.77066867]
8516,MACRNCO3,ACETOL,[21.44423968 18.47655549]
8517,CH3COCH2O2,ACETOL,[20.11293961 22.78888406]
8518,HC4ACHO,ACETOL,[23.09804413 21.28109641]
8519,MACRNO3,ACETOL,[22.66134503 -inf]
8520,CO,ACETOL,[19.99902502 18.20395658]
8521,C627O,CO2C4CO3,[23.70210717 21.63600978]
8522,C819O,CO2C4CO3,[22.85981226 20.78865718]
8523,CO2C4CO3H,CO2C4CO3,[19.26025415 18.30236914]
8524,C627OH,CO2C4CO3,[18.62711533 -inf]
8525,C627OOH,CO2C4CO3,[18.84495477 -inf]
8526,C727CO,CO2C4CO3,[21.9847135 -inf]
8527,C5PAN2,CO2C4CO3,[24.00181093 23.52347523]
8528,CO2C4GLYOX,CO2C4CO3,[22.09693533 20.20927003]
8529,CO2C4CHO,CO2C4CO3,[23.61264283 21.97620365]
8530,LIMALOH,LMLKET,[19.4355271 20.0101651]
8531,LMKAO,LMLKET,[23.82764854 18.94806432]
8532,LMKBO,LMLKET,[23.56447472 18.65349322]
8533,NLIMALOH,LMLKET,[20.65569309 21.27684718]
8534,NLMKAO,LMLKET,[23.49993502 21.85017034]
8535,LMKANO3,LMLKET,[22.76637236 20.25669092]
8536,LIMALNO3,LMLKET,[23.1383364 21.36616467]
8537,LIMALO,LMLKET,[24.52693308 23.64608866]
8538,NLIMALO,LMLKET,[22.59138128 24.8482901 ]
8539,LMKBOO,LMLKET,[23.01708014 19.28158103]
8540,LIMAL,LMLKET,[22.72816755 23.1796201 ]
8541,CO,LMLKET,[20.46481564 16.72962212]
8542,ETHO2HNO3,NO3CH2CHO,[19.8800005 20.36533763]
8543,INAO,NO3CH2CHO,[23.5390163 20.71916323]
8544,NC3CO2H,NO3CH2CHO,[19.04819187 19.48522057]
8545,C42O,NO3CH2CHO,[22.24675017 22.88306157]
8546,NC3CO3H,NO3CH2CHO,[17.361077 -inf]
8547,C4PAN9,NO3CH2CHO,[21.35934372 21.91127096]
8548,ETHENO3O,NO3CH2CHO,[21.83373571 23.60576929]
8549,C42AOH,NO3CH2CHO,[21.24452923 -inf]
8550,ETHENO3O2,NO3CH2CHO,[16.08736809 21.57160519]
8551,NC3CO3,NO3CH2CHO,[22.26359041 22.05073405]
8552,NAOO,NO3CH2CHO,[20.21083867 22.17089128]
8553,NC2OO,NO3CH2CHO,[20.89710369 19.12173562]
8554,ISOPANO3,NO3CH2CHO,[22.2793501 20.50442242]
8555,INANO3,NO3CH2CHO,[20.35826382 17.60288484]
8556,NC3CHO,NO3CH2CHO,[21.77818289 23.33969575]
8557,CO,NO3CH2CHO,[18.79200864 19.98556903]
8558,CHEX,CHEXO2,[24.91384634 23.47076455]
8559,C618O,HCOCH2CO3,[22.56955269 19.14870242]
8560,CHOC3COO,HCOCH2CO3,[24.04812712 21.40142211]
8561,HCOCH2CO3H,HCOCH2CO3,[19.83299591 19.19744133]
8562,C620O,HCOCH2CO3,[23.87795586 22.73505599]
8563,CO13C3CO2H,HCOCH2CO3,[23.58540305 20.99745723]
8564,C515O,HCOCH2CO3,[19.72182788 19.10715248]
8565,C3PAN2,HCOCH2CO3,[24.66042594 24.00799031]
8566,C515CO,HCOCH2CO3,[19.24463658 18.67299549]
8567,C6COHOCHO,HCOCH2CO3,[21.74413436 -inf]
8568,H1C23C4CHO,HCOCH2CO3,[22.81515057 -inf]
8569,C4CODIAL,HCOCH2CO3,[23.42242491 -inf]
8570,C6CODIAL,HCOCH2CO3,[22.14277903 -inf]
8571,CO23C4CHO,HCOCH2CO3,[23.93684196 -inf]
8572,HCOCH2CHO,HCOCH2CO3,[24.17451943 22.31669596]
8573,CYHXONAOH,C3H6,[16.2646794 -inf]
8574,MACROOA,C3H6,[23.17014596 22.93485609]
8575,MVKOOA,C3H6,[22.99405469 22.75876482]
8576,CY6TRION,C3H6,[21.81625761 -inf]
8577,CYHEXONE,C3H6,[22.66037396 -inf]
8578,BUT2CHO,C3H6,[22.0832036 -inf]
8579,MVK,C3H6,[23.83459407 -inf]
8580,HEXAOH,C5H11CHO,[18.98816118 18.69865307]
8581,HEXANO3,C5H11CHO,[21.63179972 19.10377461]
8582,HEXAOOH,C5H11CHO,[19.67334162 19.75023358]
8583,HO6C7O,C5H11CHO,[22.63675638 19.3120651 ]
8584,C113O,C5H11CHO,[23.01432698 20.82539948]
8585,PHPTN,C5H11CHO,[22.18552258 20.28764019]
8586,C8PAN1,C5H11CHO,[21.35519673 19.28472685]
8587,C113CO,C5H11CHO,[20.24038148 -inf]
8588,HEXAO2,C5H11CHO,[18.32041841 20.08972751]
8589,PENTACID,NC4H9O2,[18.5523027 17.96727873]
8590,NC4H10,NC4H9O2,[22.69956821 21.25648642]
8591,C4COMEOH,NC4H9O2,[15.93232519 -inf]
8592,PERPENACID,NC4H9O2,[18.61078902 -inf]
8593,NC4H9OOH,NC4H9O2,[18.41896902 18.39561071]
8594,HEPT3ONE,NC4H9O2,[22.43988442 -inf]
8595,HEX2ONE,NC4H9O2,[20.80016034 -inf]
8596,C4H9CO3,NC4H9O2,[22.99840833 20.28842331]
8597,C4H9CHO,NC4H9O2,[21.88432501 -inf]
8598,C625O,HOC2H4CO3,[22.28945486 20.01184545]
8599,C625OH,HOC2H4CO3,[16.24322119 16.62978295]
8600,C6HO1CO3O,HOC2H4CO3,[21.74723502 19.53224617]
8601,HO1CO3C4O,HOC2H4CO3,[24.51738527 22.78700347]
8602,HOCO3C54O,HOC2H4CO3,[23.58782078 20.67192924]
8603,HOC2H4CO3H,HOC2H4CO3,[19.73128866 19.00446994]
8604,HEX3ONDOH,HOC2H4CO3,[15.13325875 -inf]
8605,C6CO3HO14,HOC2H4CO3,[15.34573808 -inf]
8606,HO14CO3C5,HOC2H4CO3,[16.7371793 -inf]
8607,C513O,HOC2H4CO3,[23.25132702 20.62141903]
8608,C625OOH,HOC2H4CO3,[16.88386152 -inf]
8609,HOCO3C5OOH,HOC2H4CO3,[18.02471907 -inf]
8610,C513CO,HOC2H4CO3,[19.3828776 18.15768079]
8611,C6CO34HO1,HOC2H4CO3,[17.59140193 -inf]
8612,C3PAN1,HOC2H4CO3,[24.66056818 23.95581046]
8613,C6HOCOOOH,HOC2H4CO3,[16.23385487 -inf]
8614,HO1CO3CHO,HOC2H4CO3,[21.4332418 20.74427558]
8615,HO1CO34C5,HOC2H4CO3,[21.71343327 -inf]
8616,HOC2H4CHO,HOC2H4CO3,[23.84914223 21.7160173 ]
8617,NISOPO2,ISOPCNO3,[18.7110584 24.1282939]
8618,CISOPCO2,ISOPCNO3,[23.3631192 20.41701152]
8619,ISOPCO2,ISOPCNO3,[22.96171348 20.88692594]
8620,C84O,C2H5CO3,[22.4817758 20.39928659]
8621,CO25C74O,C2H5CO3,[23.73221273 21.67814033]
8622,CO36C8,C2H5CO3,[21.9287135 -inf]
8623,HEX3ONBO,C2H5CO3,[21.89247352 19.77495169]
8624,PERPROACID,C2H5CO3,[22.65607244 21.17876067]
8625,C84OH,C2H5CO3,[16.50576928 -inf]
8626,CO25C74OH,C2H5CO3,[17.67676481 -inf]
8627,DIEKAO,C2H5CO3,[23.28397891 20.60533285]
8628,EIPKAOH,C2H5CO3,[16.55363533 -inf]
8629,EIPKAO,C2H5CO3,[23.02440218 20.90741121]
8630,EIPKBOH,C2H5CO3,[16.93143483 -inf]
8631,HEX3ONAOH,C2H5CO3,[15.57922618 -inf]
8632,C6CO3HO4,C2H5CO3,[15.43560497 -inf]
8633,MC7CO2O,C2H5CO3,[24.99295907 21.98919447]
8634,MC7CO2OH,C2H5CO3,[18.39188156 18.68384682]
8635,MEKCO,C2H5CO3,[24.5033989 22.32168448]
8636,CO245C7,C2H5CO3,[19.67631955 -inf]
8637,C5EDBCO3H,C2H5CO3,[16.19129116 -inf]
8638,ECO3CO3H,C2H5CO3,[17.93463189 -inf]
8639,ECO4,C2H5CO3,[23.34015869 -inf]
8640,EGLYOOD,C2H5CO3,[24.22556719 23.6052873 ]
8641,EIPKAOOH,C2H5CO3,[17.90665333 -inf]
8642,C6EO2HCO3H,C2H5CO3,[17.54892096 -inf]
8643,MC7CO2OOH,C2H5CO3,[19.54871643 -inf]
8644,C84OOH,C2H5CO3,[17.23120113 -inf]
8645,C7CO2DCO3H,C2H5CO3,[16.6326065 -inf]
8646,C7M6CO2OH,C2H5CO3,[16.0867673 -inf]
8647,C8236CO,C2H5CO3,[18.55726546 -inf]
8648,C614CO23OH,C2H5CO3,[17.3893575 -inf]
8649,HEX3ONBOOH,C2H5CO3,[16.47566341 -inf]
8650,C6CO34HO1,C2H5CO3,[17.59140193 -inf]
8651,C6CO34O,C2H5CO3,[16.31325411 16.0797506 ]
8652,HO1CO3C5,C2H5CO3,[17.36607504 -inf]
8653,CO25C74OOH,C2H5CO3,[18.45789749 -inf]
8654,C41CO3H,C2H5CO3,[16.68617068 -inf]
8655,C83O,C2H5CO3,[18.8296496 17.49903087]
8656,MEKCOOH,C2H5CO3,[19.12573944 -inf]
8657,DIEKAOOH,C2H5CO3,[17.3470668 -inf]
8658,PPN,C2H5CO3,[26.35854747 25.88927432]
8659,C5CO23O,C2H5CO3,[16.78681625 14.73076343]
8660,HEPT3ONE,C2H5CO3,[22.43988442 -inf]
8661,CO346C8,C2H5CO3,[20.20493783 -inf]
8662,DDEC3ONE,C2H5CO3,[22.01858752 -inf]
8663,NON3ONE,C2H5CO3,[21.45337912 -inf]
8664,DEC3ONE,C2H5CO3,[21.46424715 -inf]
8665,OCT3ONE,C2H5CO3,[20.8861034 -inf]
8666,UDEC3ONE,C2H5CO3,[21.52122829 -inf]
8667,METLMUCNO3,C2H5CO3,[23.75151016 -inf]
8668,HEX3ONAOOH,C2H5CO3,[16.81193512 -inf]
8669,CO3H4CO3H,C2H5CO3,[19.29666404 -inf]
8670,C8M3CO,C2H5CO3,[21.5064398 -inf]
8671,PETLMUCNO3,C2H5CO3,[23.28741453 -inf]
8672,RGDCO2H,C2H5CO3,[22.61122479 19.39464081]
8673,METLMUCCO,C2H5CO3,[23.99556664 21.73162643]
8674,EBZMUCCO,C2H5CO3,[22.85698698 20.45089345]
8675,EBZMUCNO3,C2H5CO3,[22.61625992 -inf]
8676,C23O3EHO,C2H5CO3,[22.61573705 -inf]
8677,PETLMUCCO,C2H5CO3,[23.50430906 21.23850015]
8678,C6CO243OH,C2H5CO3,[23.5639121 -inf]
8679,C6DICAROOH,C2H5CO3,[18.6528324 -inf]
8680,C7M6CO2OOH,C2H5CO3,[19.10538582 -inf]
8681,DIEK,C2H5CO3,[22.7647072 -inf]
8682,DIEKAOH,C2H5CO3,[21.69292671 -inf]
8683,C8M2CO6OOH,C2H5CO3,[19.3023201 -inf]
