,source,target,flux
7302,CO24C6OOH,CO235C6,[9.28555731 9.28555731]
7303,CO23C65O,CO235C6,[24.67082936 24.68146474]
7304,C61CO,CO235C6,[8.78031731 8.78031731]
7305,CO25C6O2,CO235C6,[10.50252254 12.9740954 ]
7306,INB2O2,INANO3,[7.8984253 7.88566284]
7307,INAO2,INANO3,[7.9759394 7.96317695]
7308,CISOPCO2,C5HPALD2,[19.73163462 19.90323301]
7309,C6DCRBBOOH,C6DCARBBO2,[9.61172331 9.61172331]
7310,C8236CO,C6DCARBBO2,[ 9.72672721 16.1685991 ]
7311,C6DCARBPAN,C6DCARBBO2,[16.52243436 17.01448843]
7312,C7CO2DBAL,C6DCARBBO2,[ -inf 16.16859894]
7313,EBZOBPEROH,C6DCARBBO2,[ 9.90902085 14.72025473]
7314,C6DICARB,C6DCARBBO2,[ 9.44571691 17.10724532]
7315,C5CO14OOH,C5CO14O2,[8.55509445 8.55509445]
7316,C7236CO,C5CO14O2,[ 9.7176705 16.52479153]
7317,METLOBPROH,C5CO14O2,[ 9.91750551 14.72025486]
7318,C6125CO,C5CO14O2,[ 9.80955971 16.18009517]
7319,C5COO2NO2,C5CO14O2,[16.52243436 17.01448843]
7320,TLOBIPEROH,C5CO14O2,[ 9.90254678 14.72025463]
7321,TM123OBPOH,C5CO14O2,[ 9.76789762 14.72025287]
7322,MXYOBPEROH,C5CO14O2,[ 9.59824319 14.41922459]
7323,C5DICARB,C5CO14O2,[ 9.47373858 17.10724532]
7324,MACRNOOA,MACRNOO,[25.38021123 25.38021123]
7325,C23O3ECO3H,C23O3ECO3,[9.15228834 9.15228834]
7326,C23O3ECPAN,C23O3ECO3,[16.52243436 17.01448843]
7327,C23O3ECHO,C23O3ECO3,[9.49585479 9.49590567]
7328,C727O,CO2C4CHO,[26. 26.]
7329,CHOC4PAN,CO2C4CHO,[9.4456042 9.4456042]
7330,CO2C5OH,CO2C4CHO,[8.66621837 8.66621837]
7331,LIMALOOA,C926O2,[26. 26.]
7332,C926OOH,C926O2,[9.48855072 9.48855072]
7333,LMLKET,C926O2,[8.95770305 8.95770305]
7334,C816CO3H,C816CO3,[9.79795964 9.79795964]
7335,C816PAN,C816CO3,[16.52243436 17.01448843]
7336,NORLIMAL,C816CO3,[9.36248246 9.36248246]
7337,C816CO3H,C816O2,[ -inf 14.79055252]
7338,NORLIMAL,C816O2,[ -inf 15.16553028]
7339,C816CO3,C816O2,[12.27790548 14.74878838]
7340,MALANHY,MALANHYO2,[8.14612804 8.14612804]
7341,IC7DCCO3H,IC7DCCO3,[9.5728716 9.5728716]
7342,IC7DCPAN,IC7DCCO3,[16.52243436 17.01448843]
7343,C7MCO2DBAL,IC7DCCO3,[ -inf 16.16859894]
7344,IPBZOBPROH,IC7DCCO3,[ 9.91645395 14.72025485]
7345,IC7DICARB,IC7DCCO3,[ 9.44577837 17.10724532]
7346,DMEOBPROH,C4MCODBCO3,[10.00432137 14.72025638]
7347,C5CODBCO3H,C4MCODBCO3,[9.59106461 9.59106461]
7348,TM135OBPOH,C4MCODBCO3,[10. 14.72025629]
7349,C7M3CO,C4MCODBCO3,[ 9.85125835 16.51963102]
7350,C4MCODBPAN,C4MCODBCO3,[16.52243436 17.01448843]
7351,C5MDICARB,C4MCODBCO3,[ 9.54420689 17.10724532]
7352,C524O,HMACR,[26. 26.]
7353,C524O2,HMACR,[16.98362309 17.32934388]
7354,HOCHOCOOH,HOCH2COCHO,[9.67851838 9.67851838]
7355,H13CO2CO3H,HOCH2COCHO,[ -inf 14.79055252]
7356,HIEB1O,HOCH2COCHO,[26. 26.]
7357,HPNC524CO,HOCH2COCHO,[ -inf 15.90148572]
7358,HNC524CO,HOCH2COCHO,[ -inf 15.90148572]
7359,C520OH,HOCH2COCHO,[ -inf 14.72024802]
7360,MVKOHAO,HOCH2COCHO,[26. 26.]
7361,C4PAN10,HOCH2COCHO,[8.76566855 8.76566855]
7362,C520OOH,HOCH2COCHO,[ -inf 14.72024802]
7363,C520O,HOCH2COCHO,[25.69897 25.69897]
7364,HMGLYOO,HOCH2COCHO,[20.24611478 20.29753416]
7365,H13CO2CO3,HOCH2COCHO,[12.27790548 14.74878838]
7366,ACRO2,HOCH2COCHO,[10.52272593 12.99429879]
7367,H13CO2C3,HOCH2COCHO,[8.7201593 8.7201593]
7368,HMGLOO,HOCH2COCHO,[20.24611478 20.29753416]
7369,HMACR,HOCH2COCHO,[1.59106461 1.59106461]
7370,MVKOH,HOCH2COCHO,[2.34574372 2.3996651 ]
7371,CO,HOCH2COCHO,[5.38021124 5.38021124]
7372,C54CO3H,C54CO3,[9.08278537 9.08278537]
7373,C6PAN3,C54CO3,[16.52243436 17.01448843]
7374,C54CHO,C54CO3,[9.46123407 9.46128917]
7375,C23C54CO3H,CO23C54O2,[ -inf 14.79055252]
7376,CO23C54OOH,CO23C54O2,[9.35024802 9.35024802]
7377,C23C54CO3,CO23C54O2,[12.2778665 14.74878825]
7378,CO23C5,CO23C54O2,[8.13987909 8.13987909]
7379,MC3CODBPAN,MC3CODBCO3,[16.52243436 17.01448843]
7380,C4MDIAL,MC3CODBCO3,[ 9.23018548 16.80621533]
7381,DMEBMUO2H,C8M2CO6O2,[ 9.9132839 14.59713292]
7382,DMEBMUO3H,C8M2CO6O2,[ -inf 15.00554916]
7383,DMEBPOXMUC,C8M2CO6O2,[ -inf 16.17419209]
7384,DMEBMUCO3,C8M2CO6O2,[12.12329984 14.59388739]
7385,BUT2CO3H,BUT2CO3,[8.98766626 8.98766626]
7386,C5PAN4,BUT2CO3,[16.52243436 17.01448843]
7387,BUT2CHO,BUT2CO3,[9.43011349 9.43017269]
7388,C96OH,NORPINAL,[8.88479536 8.88479536]
7389,C96NO3,NORPINAL,[8.45939249 8.45939249]
7390,C96OOH,NORPINAL,[9.11394335 9.11394335]
7391,C10PAN2,NORPINAL,[8.56348109 8.56348109]
7392,C96O2,NORPINAL,[10.69218661 13.16375947]
7393,DMEBMUOOH,DMEBMUCO2,[9.53275438 9.53275438]
7394,DMEBPOXMUC,DMEBMUCO2,[9.90622727 9.90622727]
7395,EPXMDLCO2H,C3MDIALO2,[ 9.35602586 15.80485135]
7396,EPXMDLCO3H,C3MDIALO2,[ -inf 15.84496328]
7397,TM135MUNO3,C3MDIALO2,[9.36361198 9.36361198]
7398,METLMUCO,C3MDIALO2,[25.69897 25.69897]
7399,MXYMUCO,C3MDIALO2,[25.69897 25.69897]
7400,TM135MUCO,C3MDIALO2,[25.69897 25.69897]
7401,DMEBMUNO3,C3MDIALO2,[9.38381537 9.38381537]
7402,C3MDIALOOH,C3MDIALO2,[10.13033377 10.13033377]
7403,DMEBMUCO,C3MDIALO2,[25.69897 25.69897]
7404,EPXMALKT,C3MDIALO2,[ -inf 14.72024802]
7405,EPXMDLCO3,C3MDIALO2,[12.12329984 14.59388739]
7406,EPXMC4DIAL,C3MDIALO2,[ -inf 16.10588119]
7407,HEX3ONAOOH,HEX3ONAO2,[8.5571787 8.55044296]
7408,HEX3ONE,HEX3ONAO2,[8.64366978 8.64366978]
7409,C53NO324CO,C5CO234,[7.39445168 7.39445168]
7410,C5COHOCO3H,C5CO234,[ -inf 16.52766036]
7411,EPXMKTPAN,C5CO234,[8.29003461 8.29003461]
7412,C6PAN7,C5CO234,[8.02938378 8.02938378]
7413,MIBKCOOHO,C5CO234,[26. 26.]
7414,C4COMOHPAN,C5CO234,[7.75281643 7.75281643]
7415,C8M3CO,C5CO234,[ 9.85793526 16.52350716]
7416,C7M3CO,C5CO234,[ -inf 14.47218515]
7417,C5CO243OH,C5CO234,[8.60852603 8.60852603]
7418,C4COMOHCO3,C5CO234,[12.27790548 14.74878838]
7419,TM124BP2OH,TM124BPRO,[10.04139269 10.04139269]
7420,TM124BPOOH,TM124BPRO,[ -inf 14.79055252]
7421,TM124BPNO3,TM124BPRO,[ -inf 14.37520859]
7422,TM124BPRO2,TM124BPRO,[10.12023061 12.55778917]
7423,IPEBOH,H2M3C4O2,[7.96265341 7.96265341]
7424,H2M3C4OOH,H2M3C4O2,[8.5571787 8.55044296]
7425,LIMCOH,LIMKET,[9.99738638 9.99738638]
7426,LIMCNO3,LIMKET,[9.96894968 9.96894968]
7427,LIMCO,LIMKET,[26. 26.]
7428,LMLKBO,C731CO3,[26. 26.]
7429,C731CO3H,C731CO3,[9.62117628 9.62117628]
7430,LMLKBOH,C731CO3,[ -inf 14.72024802]
7431,LMLKBCO,C731CO3,[ 9.70671778 16.16859909]
7432,LMLKBOOH,C731CO3,[ -inf 14.72024802]
7433,C731PAN,C731CO3,[16.52243436 17.01448843]
7434,M2PEDOOH,M2PEDO2,[8.82347423 8.82347423]
7435,M2PE,M2PEDO2,[8.3794143 8.3794143]
7436,TBUTOL,TBUTOLO2,[7.97522013 7.97950973]
7437,H2M2C3CO3H,TBUTOLO2,[ -inf 14.79055252]
7438,MIBKHO14,TBUTOLO2,[ -inf 14.72024802]
7439,MIBKAOH,TBUTOLO2,[ -inf 14.72024802]
7440,MIBKHO4OOH,TBUTOLO2,[ -inf 14.72024802]
7441,TBUTOLOOH,TBUTOLO2,[8.5571787 8.55044296]
7442,H2M2C3CHO,TBUTOLO2,[ -inf 15.16553028]
7443,MEPROPENE,TBUTOLO2,[8.59396605 8.57606316]
7444,H2M2C3CO3,TBUTOLO2,[12.27790548 14.74878838]
7445,C67OH,C67CHO,[9.74036269 9.74036269]
7446,C67OOH,C67CHO,[10.01703334 10.01703334]
7447,C67NO3,C67CHO,[9.33645973 9.33645973]
7448,C67O2,C67CHO,[10.50252254 12.9740954 ]
7449,C618O2,C67CHO,[ 9.71812235 12.18969522]
7450,C718OH,C617CHO,[9.90091307 9.90091307]
7451,C718OOH,C617CHO,[10.00432137 10.00432137]
7452,C718NO3,C617CHO,[9.82282165 9.82282165]
7453,C718O,C617CHO,[26. 26.]
7454,C718PAN,C617CHO,[9.83314711 9.83314711]
7455,C718O2,C617CHO,[10.69218661 13.16375947]
7456,HO24C4CO3H,HO2C3CHO,[ -inf 14.79055252]
7457,HO24C5O,HO2C3CHO,[26.15929383 26.35626108]
7458,HO2C4NO3,HO2C3CHO,[8.95085146 8.95085146]
7459,HO2C4OOH,HO2C3CHO,[9.29446623 9.29446623]
7460,HO2C4O,HO2C3CHO,[24.67082936 24.68146474]
7461,C5PAN1,HO2C3CHO,[9.01703334 9.01703334]
7462,C5PAN10,HO2C3CHO,[9.21748394 9.21748394]
7463,HO24C4CO3,HO2C3CHO,[12.27790548 14.74878838]
7464,BUTALO2,HO2C3CHO,[ 9.97618327 12.44775613]
7465,HO2C4O2,HO2C3CHO,[10.69218661 13.16375947]
7466,C4M2ALOHNO3,MMALNBCO3,[8.54924856 8.54924856]
7467,MMALNBPAN,MMALNBCO3,[16.52243436 17.04674037]
7468,MMALNBCO3H,MMALNBCO3,[9.41329976 9.41329976]
7469,C52OH1OOH,C4OHCHO,[9.33445375 9.33445375]
7470,PE1ENEBNO3,C4OHCHO,[8.53529412 8.53529412]
7471,C6PAN22,C4OHCHO,[9.12385164 9.12385164]
7472,C4CHOAO2,C4OHCHO,[10.52272593 12.99429879]
7473,PE1ENEBO2,C4OHCHO,[10.87927325 13.35084611]
7474,EIPKBO,C66O2,[26.03439203 26.15598989]
7475,C66OOH,C66O2,[8.5571787 8.55044296]
7476,IPECOOH,IPECO2,[8.7201593 8.7201593]
7477,IC5H12,IPECO2,[8.35778243 8.35778243]
7478,MIBKAOOH,MIBKAO2,[8.68930886 8.68930886]
7479,MIBK,MIBKAO2,[9.10826052 9.10826052]
7480,INCOOH,INCO2,[8.56122068 8.56122068]
7481,ISOPCNO3,INCO2,[10.04921802 10.04921802]
7482,C4M2ALOHNO3,MMALNACO3,[9.33761898 9.33761898]
7483,MMALNACO3H,MMALNACO3,[8.90363252 8.90363252]
7484,MMALNAPAN,MMALNACO3,[16.52243436 17.09102863]
7485,C517OH,HMVKBCHO,[9.44870632 9.44870632]
7486,C623OH,HMVKBCHO,[9.69108149 9.69108149]
7487,NC623OH,HMVKBCHO,[9.55870857 9.55870857]
7488,C517OOH,HMVKBCHO,[9.69284692 9.69284692]
7489,C517O,HMVKBCHO,[24.67082936 24.68146474]
7490,C623NO3,HMVKBCHO,[9.54530712 9.54530712]
7491,C517NO3,HMVKBCHO,[9.13987909 9.13987909]
7492,C517PAN,HMVKBCHO,[9.25285303 9.25285303]
7493,C623O,HMVKBCHO,[26. 26.]
7494,NC623O,HMVKBCHO,[26. 26.]
7495,C517O2,HMVKBCHO,[10.69218661 13.16375947]
7496,C518CHO,HMVKBCHO,[2.63245731 2.63245731]
7497,NTLFUO,ACCOMECHO,[26. 26.]
7498,TLFUO,ACCOMECHO,[26. 26.]
7499,TLFUONOO,ACCOMECHO,[20.24611478 20.29753416]
7500,CO,ACCOMECHO,[5.07918125 5.07918125]
7501,INDOOH,INDO2,[8.55485242 8.55485242]
7502,ISOPDNO3,INDO2,[9.6180481 9.6180481]
7503,C5H11CHO,BUT1ENE,[ -inf 14.85212043]
7504,BUTDAOH,HC3CHO,[9.85125835 9.85125835]
7505,BUTDAOOH,HC3CHO,[9.9106244 9.9106244]
7506,BUTDAO,HC3CHO,[25.76169172 25.88658654]
7507,BUTDANO3,HC3CHO,[9.80550086 9.80550086]
7508,BUTDAO2,HC3CHO,[10.57824326 13.04981612]
7509,BUT2CO2H,SC4H9O2,[8.79657433 8.79657433]
7510,NC4H10,SC4H9O2,[8.30944734 8.32451413]
7511,HOIBUTCO3H,SC4H9O2,[ -inf 14.79055252]
7512,BUT2CO3H,SC4H9O2,[ -inf 14.79055252]
7513,SC4H9OOH,SC4H9O2,[8.5571787 8.55044296]
7514,BUT2CHO,SC4H9O2,[ -inf 15.8048512]
7515,HOIBUTCO3,SC4H9O2,[12.27721326 14.74878612]
7516,BUT2CO3,SC4H9O2,[12.12329984 14.59388739]
7517,C41CO2H,MEKBO2,[8.60205999 8.60205999]
7518,C41CO3H,MEKBO2,[ -inf 14.79055252]
7519,MEKBOOH,MEKBO2,[8.5571787 8.55044296]
7520,MC6OTRIKET,MEKBO2,[ -inf 14.72024802]
7521,C5OCO3M,MEKBO2,[ 9.26717173 16.18379788]
7522,CO2C43CHO,MEKBO2,[ -inf 15.8048512]
7523,MEK,MEKBO2,[7.70884767 7.71203829]
7524,C41CO3,MEKBO2,[12.12329984 14.59388739]
7525,C6COCHOO,C6CODIAL,[24.67082936 24.68146474]
7526,C6DIALOOH,C6CODIAL,[10.11058971 10.11058971]
7527,C6DIALO,C6CODIAL,[24.67082936 24.68146474]
7528,C6COHOCHO,C6CODIAL,[9.90687353 9.90687353]
7529,C6DIALOH,C6CODIAL,[9.54816822 9.54816822]
7530,C6COCHOO2,C6CODIAL,[10.69218661 13.16375947]
7531,C6DIALO2,C6CODIAL,[ 9.97618327 12.44775613]
7532,C1H4C5PAN,C1H4C5CO3,[16.52243436 17.01448843]
7533,C6DIALOH,C1H4C5CO3,[9.65290357 9.65290357]
7534,INCGLYOX,MACRNBCO3,[ 9.1271048 16.16859898]
7535,MACRNBPAN,MACRNBCO3,[16.52243436 17.01448843]
7536,MACRNBCO3H,MACRNBCO3,[8.59351867 8.59351867]
7537,MACRNB,MACRNBCO3,[9.33243846 9.33243846]
7538,C624CO3H,C624CO3,[9.79588002 9.79588002]
7539,C824CO,C624CO3,[ 9.87273883 16.16859916]
7540,C624PAN,C624CO3,[16.52243436 17.01448843]
7541,C624CHO,C624CO3,[9.37678095 9.37684788]
7542,IEPOXB,C58AO2,[8.63265972 8.63265972]
7543,HC4ACHO,C58AO2,[9.20023197 9.20023197]
7544,MALANHYO,HCOCOHCO3,[26. 26.]
7545,HCOCOHCO3H,HCOCOHCO3,[9.86510397 9.86510397]
7546,HCOCOHPAN,HCOCOHCO3,[16.52243436 17.01448843]
7547,BZEMUCCO,HCOCOHCO3,[ -inf 15.53820092]
7548,HOCOC4DIAL,HCOCOHCO3,[ -inf 16.20971355]
7549,C32OH13CO,HCOCOHCO3,[10.13353891 10.13353891]
7550,C61CHO,HCOCOHCO3,[ -inf 16.51963093]
7551,C6134CO2OH,HCOCOHCO3,[ -inf 16.51963093]
7552,C62CHO,HCOCOHCO3,[ -inf 16.51963093]
7553,C5DIALO,MALDIAL,[26. 26.]
7554,C5DIALOOH,MALDIAL,[ -inf 14.32768572]
7555,BZEMUCPAN,MALDIAL,[9.60745502 9.60745502]
7556,BZBIPERO,MALDIAL,[25.69897 25.69897]
7557,EBZBIPERO,MALDIAL,[25.30103 25.30103]
7558,PBZBIPERO,MALDIAL,[25.30103 25.30103]
7559,IPBZBIPRO,MALDIAL,[25.30103 25.30103]
7560,TLBIPERO,MALDIAL,[25.30103 25.30103]
7561,OETLBIPRO,MALDIAL,[25.22271646 25.22271646]
7562,OXYBIPERO,MALDIAL,[25.24303804 25.24303804]
7563,H3C25CCO2H,H3C25C6O2,[ 9.3783979 15.02127901]
7564,H3C25CCO3H,H3C25C6O2,[ -inf 15.22209045]
7565,H3C25C6CO3,H3C25C6O2,[12.12329984 14.59388739]
7566,C716OH,H3C25C6O2,[ -inf 15.16553028]
7567,H3C2C4CO2H,HMVKAO2,[ 9.36921586 14.72024996]
7568,H3C2C4CO3H,HMVKAO2,[ -inf 15.05785135]
7569,H3C25C6OH,HMVKAO2,[ -inf 15.02127802]
7570,H3C2C4CO3,HMVKAO2,[12.12329984 14.59388739]
7571,MVK,HMVKAO2,[8.78598574 8.76436047]
7572,C519CO3H,C519CO3,[9.13672057 9.13672057]
7573,C733CO,C519CO3,[ 9.35793485 16.16859901]
7574,C519PAN,C519CO3,[16.52243436 17.01448843]
7575,C519CHO,C519CO3,[9.54434569 9.5443912 ]
7576,C618O,CH3COCH3,[26. 26.]
7577,C722O,CH3COCH3,[26. 26.]
7578,C86O,CH3COCH3,[26. 26.]
7579,C922O,CH3COCH3,[26. 26.]
7580,IPROPOL,CH3COCH3,[8.64305556 8.6359653 ]
7581,NC102O,CH3COCH3,[26. 26.]
7582,IPRHOCO2H,CH3COCH3,[8.23552845 8.23552845]
7583,MPRNO3CO2H,CH3COCH3,[7.57863921 7.57863921]
7584,EIPKAOH,CH3COCH3,[ -inf 14.72024802]
7585,EIPKAO,CH3COCH3,[26. 26.]
7586,IC3H7O,CH3COCH3,[24.55155829 24.55971208]
7587,C916O,CH3COCH3,[26. 26.]
7588,C917O,CH3COCH3,[26. 26.]
7589,APINCO,CH3COCH3,[26. 26.]
7590,C919O,CH3COCH3,[26. 26.]
7591,C98O,CH3COCH3,[26. 26.]
7592,CO2C3OOA,CH3COCH3,[25.30103 25.30103]
7593,EIPKAOOH,CH3COCH3,[ -inf 14.72024802]
7594,C106O,CH3COCH3,[26. 26.]
7595,C813O,CH3COCH3,[26. 26.]
7596,IC3H7NO3,CH3COCH3,[7.45535078 7.46350457]
7597,IC3H7OOH,CH3COCH3,[9.22010809 9.22010809]
7598,IPECO,CH3COCH3,[24.05059002 24.29857166]
7599,BPINCO,CH3COCH3,[26. 26.]
7600,IPRHOCO3H,CH3COCH3,[ -inf 14.79055252]
7601,ME2BUOLNO3,CH3COCH3,[8.23552845 8.23552845]
7602,ME2BUOLO,CH3COCH3,[26. 26.]
7603,MEK2OOA,CH3COCH3,[25.40654017 25.40654017]
7604,MIBKAOHAO,CH3COCH3,[26. 26.]
7605,MIPKAO,CH3COCH3,[26. 26.]
7606,MPRNO3CO3H,CH3COCH3,[ -inf 14.79055252]
7607,C108O,CH3COCH3,[26. 26.]
7608,TBUTOLO,CH3COCH3,[27.10740457 27.28143486]
7609,TC4H9O,CH3COCH3,[22.83078354 23.11981775]
7610,C810O,CH3COCH3,[24.69674293 24.93224571]
7611,APINCNO3,CH3COCH3,[9.99431715 9.99431715]
7612,C98NO3,CH3COCH3,[8.72997429 8.72997429]
7613,C67O,CH3COCH3,[27.10740457 27.28143486]
7614,C106NO3,CH3COCH3,[9.84695533 9.84695533]
7615,C916NO3,CH3COCH3,[9.9652017 9.9652017]
7616,C917NO3,CH3COCH3,[8.99869516 8.99869516]
7617,IBUTOLBO,CH3COCH3,[25.65226706 25.86150046]
7618,CO1M22PAN,CH3COCH3,[9.32428246 9.32428246]
7619,BPINCNO3,CH3COCH3,[9.97220284 9.97220284]
7620,IPECNO3,CH3COCH3,[7.61066016 7.61066016]
7621,M2PEDNO3,CH3COCH3,[8.23552845 8.23552845]
7622,M2PEDO,CH3COCH3,[24.84474785 25.07667006]
7623,M2PROPAL2O,CH3COCH3,[26. 26.]
7624,IBUTALO2H,CH3COCH3,[ -inf 15.8048512]
7625,MIBK3COO,CH3COCH3,[26. 26.]
7626,MIBKANO3,CH3COCH3,[7.5865873 7.5865873]
7627,MIBKAO,CH3COCH3,[24.84328246 25.07524012]
7628,MPRANO3O,CH3COCH3,[26. 26.]
7629,C4PAN5,CH3COCH3,[7.67669361 7.67669361]
7630,C108NO3,CH3COCH3,[9.45484486 9.45484486]
7631,NOPINCNO3,CH3COCH3,[8.80413943 8.80413943]
7632,C89NO3,CH3COCH3,[9.40823997 9.40823997]
7633,PINALNO3,CH3COCH3,[9.35218252 9.35218252]
7634,PIPN,CH3COCH3,[8.42488164 8.42488164]
7635,TC4H9NO3,CH3COCH3,[6.91169016 6.91169016]
7636,C810NO3,CH3COCH3,[9.69548168 9.69548168]
7637,IBUTOLBNO3,CH3COCH3,[7.92839585 7.92839585]
7638,C618PAN,CH3COCH3,[9.82412583 9.82412583]
7639,C89PAN,CH3COCH3,[9.40140054 9.40140054]
7640,ME2BU2OLO,CH3COCH3,[24.69674293 24.93224571]
7641,C813NO3,CH3COCH3,[8.89320675 8.89320675]
7642,MPRBNO3O,CH3COCH3,[23.84509804 23.84509804]
7643,MPRBNO3CHO,CH3COCH3,[ -inf 15.16553028]
7644,CH3CCH3OO,CH3COCH3,[20.24611478 20.29753416]
7645,MPRBNO3CO3,CH3COCH3,[12.12251589 14.59388479]
7646,MEPROPENE,CH3COCH3,[2.74173946 2.79952503]
7647,IPRHOCO3,CH3COCH3,[12.12329984 14.59388739]
7648,IC3H7O2,CH3COCH3,[ 9.14325169 11.64735109]
7649,CO,CH3COCH3,[5.07918125 5.07918125]
7650,C626CO3H,C626CO3,[9.54406804 9.54406804]
7651,LMLKACO,C626CO3,[ -inf 16.51963093]
7652,C626PAN,C626CO3,[16.52243436 17.01448843]
7653,C626CHO,C626CO3,[9.73337691 9.73340636]
7654,C626O,C622CO3,[26. 26.]
7655,C729O,C622CO3,[26. 26.]
7656,C622CO3H,C622CO3,[9.80002936 9.80002936]
7657,C825CO,C622CO3,[ 9.82216808 14.72025351]
7658,C924CO,C622CO3,[ -inf 16.51963093]
7659,C622PAN,C622CO3,[16.52243436 17.01448843]
7660,C622CHO,C622CO3,[9.39780069 9.39786446]
7661,C41CO3H,C41CO3,[8.8785218 8.8785218]
7662,C5PAN7,C41CO3,[16.52243436 17.01448843]
7663,CO2C43CHO,C41CO3,[9.35453834 9.35460879]
7664,NBUTDBOOH,NC3CHO,[9.8909796 9.8909796]
7665,NBUTDBNO3,NC3CHO,[9.78103694 9.78103694]
7666,NBUTDBO,NC3CHO,[24.67082936 24.68146474]
7667,NBUTDBO2,NC3CHO,[10.69218661 13.16375947]
7668,HO2C54CO3H,HO2C54CO3,[9.27184161 9.27184161]
7669,C6PAN4,HO2C54CO3,[16.52243436 17.01448843]
7670,HO2C54CHO,HO2C54CO3,[9.41097423 9.41103609]
7671,EPXMKTCO2H,CO24C53O2,[ 8.32428246 14.7202482 ]
7672,EPXMKTCO3H,CO24C53O2,[ -inf 15.05785135]
7673,CO24C53OOH,CO24C53O2,[9.24303805 9.24303805]
7674,CO24C5,CO24C53O2,[7.84633711 7.84633711]
7675,EPXMALKT,CO24C53O2,[ -inf 15.8048512]
7676,EPXMKTCO3,CO24C53O2,[12.12329984 14.59388739]
7677,C7CO2M5O,C4DBDIKET,[26. 26.]
7678,C7CO2M5OH,C4DBDIKET,[ -inf 14.72024802]
7679,TM124MUPAN,C4DBDIKET,[9.76937733 9.76937733]
7680,C7CO2M5OOH,C4DBDIKET,[ -inf 14.72024802]
7681,TM124BPRO,C4DBDIKET,[25.46538285 25.46538285]
7682,PROLNO3,CH3CHOHCHO,[8.23299611 8.23299611]
7683,PROPGLY,CH3CHOHCHO,[8.6668922 8.6668922]
7684,C4PAN3,CH3CHOHCHO,[8.95424251 8.95424251]
7685,IPROPOLO2H,CH3CHOHCHO,[9.26245109 9.26245109]
7686,PROPALO2,CH3CHOHCHO,[10.87927325 13.35084611]
7687,IPROPOLO2,CH3CHOHCHO,[10.87927325 13.35084611]
7688,CO2C54CO3H,CO2C54CO3,[9.10037055 9.10037055]
7689,C6PAN5,CO2C54CO3,[16.52243436 17.01448843]
7690,CO2C54CHO,CO2C54CO3,[9.36950127 9.36956934]
7691,INB1OOH,INB1O2,[8.59516542 8.59516542]
7692,ISOPBNO3,INB1O2,[9.26073901 9.26073901]
7693,HO5C6CO3H,HO5C6O2,[ -inf 14.79055252]
7694,HO5C6OOH,HO5C6O2,[8.5571787 8.55044296]
7695,HO4CO7C9,HO5C6O2,[ -inf 14.72024802]
7696,HO5C6CO3,HO5C6O2,[12.27790548 14.74878838]
7697,C822OH,C729CHO,[9.94448267 9.94448267]
7698,LIMALAO,C729CHO,[26. 26.]
7699,C822OOH,C729CHO,[9.98721923 9.98721923]
7700,LIMALAOH,C729CHO,[ -inf 14.72024802]
7701,C822NO3,C729CHO,[9.91960102 9.91960102]
7702,LIMALACO,C729CHO,[9.92116605 9.92116605]
7703,LIMALAOOH,C729CHO,[ -inf 14.72024802]
7704,C822PAN,C729CHO,[9.92737036 9.92737036]
7705,C822O2,C729CHO,[10.69218661 13.16375947]
7706,C731OH,C626CHO,[9.59328607 9.59328607]
7707,C731OOH,C626CHO,[9.68394713 9.68394713]
7708,LMLKAOH,C626CHO,[ -inf 14.72024802]
7709,C826NO3,C626CHO,[9.66181269 9.66181269]
7710,LMLKACO,C626CHO,[9.55388303 9.55388303]
7711,LMLKAOOH,C626CHO,[ -inf 14.72024802]
7712,C731NO3,C626CHO,[9.50105926 9.50105926]
7713,C826O,C626CHO,[26. 26.]
7714,NC826O,C626CHO,[26. 26.]
7715,C731PAN,C626CHO,[9.58206336 9.58206336]
7716,C731O2,C626CHO,[10.69218661 13.16375947]
7717,C729CHO,C626CHO,[2.63245731 2.63245731]
7718,C728OH,C517CHO,[9.62117628 9.62117628]
7719,C734O,C517CHO,[26. 26.]
7720,C818O,C517CHO,[26. 26.]
7721,NC728OH,C517CHO,[9.55509445 9.55509445]
7722,C626OOH,C517CHO,[9.64147411 9.64147411]
7723,C818OH,C517CHO,[ -inf 15.02127802]
7724,C626NO3,C517CHO,[9.45331834 9.45331834]
7725,C818OOH,C517CHO,[ -inf 15.02127802]
7726,C728NO3,C517CHO,[9.51587384 9.51587384]
7727,C728O,C517CHO,[26. 26.]
7728,NC728O,C517CHO,[26. 26.]
7729,C626PAN,C517CHO,[9.49692965 9.49692965]
7730,C626O2,C517CHO,[7.41497335 7.41497335]
7731,C622CHO,C517CHO,[2.63245731 2.63245731]
7732,C511PAN,CO23C4CHO,[9.4440448 9.4440448]
7733,C614O,CO23C4CHO,[26. 26.]
7734,HO1CO34C5,CO23C4CHO,[9.1430148 9.1430148]
7735,NC12H26,DDECO2,[9.1430148 9.1430148]
7736,EGLYOOD,EGLYOO,[25.04139268 25.04139268]
7737,EGLYOOB,EGLYOO,[25.25527252 25.25527252]
7738,HO3C4NO3,HO3C3CHO,[8.48144263 8.48144263]
7739,C5PAN8,HO3C3CHO,[9.07918125 9.07918125]
7740,HO3C4OOH,HO3C3CHO,[9.33041377 9.33041377]
7741,BUTALAO2,HO3C3CHO,[10.52272593 12.99429879]
