,source,target,flux
1572,C2CL32OH,CCL2OHCOCL,[20.26157895 22.51454628]
1573,C2CL3OHBO2,CCL2OHCOCL,[17.88960327 18.20103715]
1574,CY6DIONO2,CY6COCOOOH,[24.71495816 26.55087209]
1575,CY6DIONO2,CY6DIONOH,[17.51272144 22.7809403 ]
1576,ISOPANO3,ACLOOA,[16.06597195 19.94374292]
1577,HC4ACHO,ACLOOA,[10.27697248 15.81108804]
1578,CYHXONAO2,CYHXONANO3,[17.9147592 21.91454081]
1579,DDECO2,DDECNO3,[19.2219988 24.41547965]
1580,DECO2,DECNO3,[20.68360186 21.41953336]
1581,C58O2,C58OOH,[17.86386063 17.6546571 ]
1582,C108OH,C108O,[23.13218636 24.26676521]
1583,C108OOH,C108O,[24.82049262 22.88917877]
1584,C108NO3,C108O,[22.98453328 18.81461657]
1585,C108O2,C108O,[20.09301503 21.8631694 ]
1586,C523OH,DIEKAOH,[14.66566906 16.33512985]
1587,DIEKAO2,DIEKAOH,[15.70856285 16.72367473]
1588,DIEKBO2,DIEKBNO3,[14.79090028 18.98604521]
1589,DIEKBO2,DIEKBOOH,[15.25826168 19.45340661]
1590,TM123BPAN,DM123OOH,[19.10991263 23.54125986]
1591,DM123O2,DM123OOH,[15.95942033 21.66311441]
1592,DM124OOH,DM124O,[18.92761527 24.75586503]
1593,DM124O2,DM124O,[22.09251718 22.81169243]
1594,C818O2,C818OOH,[20.71161701 19.81224568]
1595,C7ADCCO2,DMMALANHY,[ -inf 21.61780863]
1596,C622O2,C622NO3,[ -inf 17.06864394]
1597,C622OOH,C622O,[ -inf 21.8740268]
1598,C622NO3,C622O,[19.39961645 20.47833454]
1599,C622O2,C622O,[19.09833472 22.07455712]
1600,TMBPAN,DMPHOOH,[ -inf 21.75690575]
1601,DMPHO2,DMPHOOH,[19.52418399 23.35431622]
1602,C623O2,C623NO3,[20.79205959 22.5591678 ]
1603,C4DBMECO3,C4DBMECO3H,[16.23451706 18.23616183]
1604,C624O2,C624NO3,[21.99556883 24.72824828]
1605,EBFUO2,EBFUOOH,[16.31108463 17.47823412]
1606,EBZBIPERO2,EBZBPERNO3,[16.63472571 17.82481733]
1607,ECO3CO3,ECO3CO3H,[18.0988138 19.73622723]
1608,C6134CO2OH,ECO4,[17.61641234 17.2213904 ]
1609,APINBO2,APINBOOH,[19.54152065 23.3243945 ]
1610,APINCOH,APINCO,[22.83785626 23.47093066]
1611,APINCOOH,APINCO,[20.61610936 19.39647671]
1612,APINCNO3,APINCO,[23.97666018 23.99757045]
1613,APINCO2,APINCO,[21.36266983 24.87543247]
1614,EOCOCH2O2,EOCOCH2OOH,[23.14583609 24.54061486]
1615,C625O2,C625OOH,[18.01452909 21.2593056 ]
1616,TM124MUO2H,EPXM2DCO2H,[21.37868352 23.48295632]
1617,EPXM2DLCO3,EPXM2DCO2H,[21.01498554 21.72621548]
1618,TM124MUO3H,EPXM2DCO3H,[21.53992732 20.54532319]
1619,EPXM2DLCO3,EPXM2DCO3H,[ -inf 20.29993019]
1620,C58AO2,C58AOOH,[13.67376556 14.71644482]
1621,C626O2,C626NO3,[22.98276526 19.73279416]
1622,C23O3MOH,ACECOCOCH3,[23.81712694 24.7941702 ]
1623,C23O3MCOOH,ACECOCOCH3,[19.11208314 21.74275329]
1624,C23O3MCPAN,ACECOCOCH3,[19.99848349 19.53027671]
1625,C23O3MO2,ACECOCOCH3,[17.08026019 21.20347359]
1626,C819O2,C819OOH,[19.19036974 18.30268085]
1627,ETHENO3O2,ETHO2HNO3,[18.99884901 19.42490853]
1628,ETHENO3O2,ETHOHNO3,[16.43816777 20.38505195]
1629,HOCH2CH2O2,ETHOHNO3,[20.98330347 20.25007182]
1630,ETOLO2,ETOLNO3,[21.52699049 24.88564233]
1631,ETOLOOH,ETOLO,[23.7467669 24.80013965]
1632,ETOLNO3,ETOLO,[ -inf 21.8658192]
1633,ETOLO2,ETOLO,[17.49253103 23.9312436 ]
1634,C627O2,C627OOH,[22.2087648 22.06165733]
1635,ISOPCNO3,GAOOB,[18.71834015 20.89051073]
1636,HC4CCHO,GAOOB,[18.44353413 19.94667588]
1637,H13C43CO3,H13C43CO3H,[17.17045433 21.29443279]
1638,H13CO2CO3,H13CO2CO3H,[21.77170263 20.02324524]
1639,MVKOHBOOH,H14CO23C4,[19.33403126 20.51421634]
1640,MVKOHBO2,H14CO23C4,[19.7726459 19.55959574]
1641,C106OH,C106O,[21.92435593 25.33867025]
1642,C106OOH,C106O,[23.61266228 24.01037812]
1643,C106NO3,C106O,[17.85826751 23.91241501]
1644,C106O2,C106O,[17.25257462 21.31888717]
1645,H2M3C4O2,H2M3C4NO3,[23.07862384 24.15502705]
1646,H2M3C4O2,H2M3C4OOH,[22.49656925 23.60770318]
1647,H3C25C6O2,H3C25C6OH,[ -inf 19.27412077]
1648,H3C25C6O2,H3C25C6OOH,[19.69422474 20.12016196]
1649,C81O2,C81OOH,[20.44989708 21.27980405]
1650,C628O2,C628OOH,[19.09666677 17.08360154]
1651,HC3CCO3,HC3CCO3H,[21.73582275 21.95723202]
1652,HC3CO3,HC3CO2H,[22.49583694 26.26536067]
1653,HC4ACO3,HC4ACO2H,[16.75600637 19.96478982]
1654,HC4CO3,HC4CO3H,[22.91899727 23.13745118]
1655,C720OH,HCC7CO,[ -inf 22.89106544]
1656,C720OOH,HCC7CO,[20.25432936 25.42247011]
1657,C720NO3,HCC7CO,[22.68833079 23.58605002]
1658,C720O,HCC7CO,[18.95541859 19.393666 ]
1659,APINCNO3,HCC7CO,[19.95792098 19.9757874 ]
1660,C720O2,HCC7CO,[19.98421596 24.06843855]
1661,HCOCOHCO3,HCOCOHCO3H,[17.6404542 21.17443896]
1662,HEPTO2,HEPTNO3,[20.22960415 24.11702049]
1663,C102O2,C102OOH,[20.51226956 25.47454671]
1664,HEX2ONAO2,HEX2ONANO3,[22.51570004 23.67603567]
1665,HEX2ONAO2,HEX2ONAOOH,[21.93364545 23.1287118 ]
1666,HEX2ONBO2,HEX2ONBNO3,[18.8310434 21.04650669]
1667,HEX2ONBO2,HEX2ONBOOH,[19.2984048 21.51386808]
1668,HEX3ONAO2,HEX3ONANO3,[16.00978268 19.85306779]
1669,C103O2,C103NO3,[17.9200501 22.90876968]
1670,C820O2,C820OOH,[ -inf 16.592857]
1671,HEX3ONDO2,HEX3ONDNO3,[ -inf 26.97365747]
1672,HEX3ONDO2,HEX3ONDOOH,[ -inf 26.8493471]
1673,HEXAO2,HEXANO3,[25.11571812 25.93457706]
1674,HEXAO2,HEXAOOH,[21.50353456 23.56856337]
1675,HEXBO2,HEXBNO3,[17.33215501 21.7190149 ]
1676,HEXBO2,HEXBOOH,[ -inf 24.84158313]
1677,HEXCO2,HEXCNO3,[20.38968712 21.8919839 ]
1678,HIEB1OOH,HIEB1O,[19.7895218 20.18373771]
1679,HIEB1O2,HIEB1O,[24.06920136 24.92660805]
1680,HIEB2OOH,HIEB2O,[21.1252851 24.88403003]
1681,HIEB2O2,HIEB2O,[20.09626597 24.07070089]
1682,HM2C43O2,HM2C43NO3,[18.82386296 22.35816591]
1683,HM2C43OOH,HM2C43O,[19.70274497 21.77768772]
1684,HM2C43NO3,HM2C43O,[19.91997601 20.29722918]
1685,HM2C43O2,HM2C43O,[19.39648729 23.39152911]
1686,C63O2,C63NO3,[20.98520281 24.23006803]
1687,MVKOH,HMGLOOA,[23.41907388 21.99500427]
1688,MACO3H,HMML,[23.75780387 23.75472696]
1689,MPAN,HMML,[18.34918918 19.11421366]
1690,HNMVKO2,HNMVKOOH,[20.30317784 21.85262968]
1691,HO13C3CO3,HO13C3CO3H,[20.50956827 24.3352114 ]
1692,HO13C4OOH,HO13C4O,[ -inf 17.00451652]
1693,HO13C4O2,HO13C4O,[18.9716505 21.1706205]
1694,HO13C5O2,HO13C5NO3,[13.54579718 17.9837625 ]
1695,HO1C3O2,HO1C3NO3,[17.81645321 19.9305449 ]
1696,HO1C3O2,HO1C3OOH,[17.37976064 19.49385232]
1697,HO1C4O2,HO1C4NO3,[20.55483773 23.69015167]
1698,C822O2,C822NO3,[19.33770928 19.90224242]
1699,HO1C4O2,HO1C4OOH,[20.33484096 23.4701549 ]
1700,HO1C5O2,HO1C5NO3,[18.13201876 18.75731612]
1701,HO1C5OOH,HO1C5O,[20.91595991 21.54272087]
1702,HO1C5NO3,HO1C5O,[16.92608545 20.80281219]
1703,HO1C5O2,HO1C5O,[20.71121327 21.33781496]
1704,HO1C6O2,HO1C6NO3,[19.49135624 19.57716443]
1705,HO1C6OOH,HO1C6O,[19.6861286 23.70406923]
1706,HO1C6NO3,HO1C6O,[17.1341376 17.21864627]
1707,HO1C6O2,HO1C6O,[20.39812377 24.06035557]
1708,C519O2,C519OOH,[23.35882601 21.35136139]
1709,HO2C4O2,HO2C4NO3,[21.13116502 25.67601429]
1710,HO2C4O2,HO2C4OOH,[18.79328763 23.41245546]
1711,HO2C6O2,HO2C6NO3,[16.98354465 21.08671224]
1712,HO2C6OOH,HO2C6O,[19.4759621 23.86772062]
1713,HO2C6NO3,HO2C6O,[17.91326718 24.15526889]
1714,HO2C6O2,HO2C6O,[16.89815393 21.44261421]
1715,C5NO3CO4OH,HO2CO4C5O,[22.9201157 22.96799967]
1716,HOCO4C5OOH,HO2CO4C5O,[ -inf 19.70993186]
1717,HO2CO4C5O2,HO2CO4C5O,[20.28748656 22.85073444]
1718,HO2M2C4O2,HO2M2C4NO3,[20.23073509 24.50525651]
1719,HO2M2C4O2,HO2M2C4OOH,[ -inf 21.07011346]
1720,BUT1ENE,C2H5CHOOA,[20.23044849 15.6515235 ]
1721,HO3C106O2,HO3C106NO3,[ -inf 21.49340557]
1722,HO3C106OOH,HO3C106O,[20.96831425 25.79954657]
1723,HO3C106NO3,HO3C106O,[19.98971237 21.57754098]
1724,HO3C106O2,HO3C106O,[17.89080956 23.30728788]
1725,HO3C116O2,HO3C116NO3,[20.45878536 21.95871865]
1726,HO3C116OOH,HO3C116O,[20.98396224 24.95629167]
1727,HO3C116NO3,HO3C116O,[23.35802897 25.31743408]
1728,HO3C116O2,HO3C116O,[20.28852719 21.8315401 ]
1729,HO3C126O2,HO3C126NO3,[26.51267117 27.82221476]
1730,HO3C126OOH,HO3C126O,[20.73317947 25.06177885]
1731,HO3C126NO3,HO3C126O,[ -inf 23.18909216]
1732,HO3C126O2,HO3C126O,[24.15631394 25.27565911]
1733,HO3C3CO3,HO3C3CO3H,[18.28440245 21.62855724]
1734,BU1ENO3O2,HO3C4NO3,[21.92295016 20.81377591]
1735,HO3C4O2,HO3C4NO3,[22.03452173 25.8931576 ]
1736,HO3C4OOH,HO3C4O,[20.43877729 20.21310959]
1737,HO3C4O2,HO3C4O,[19.10204864 24.15229585]
1738,C2H5O2,C2H5NO3,[24.91527827 26.69460903]
1739,C2H5OH,C2H5O,[22.88934615 26.87057297]
1740,C2H5NO3,C2H5O,[20.19018486 23.25041622]
1741,C2H5OOH,C2H5O,[21.47076468 22.17098065]
1742,C2H5O2,C2H5O,[22.0639621 23.36988215]
1743,HO3C5O2,HO3C5NO3,[20.09631366 23.80663838]
1744,HO3C5O2,HO3C5OOH,[ -inf 21.04221288]
1745,HO3C76O2,HO3C76NO3,[18.16447878 23.45002164]
1746,HO3C76OOH,HO3C76O,[22.95870383 24.16648311]
1747,HO3C76NO3,HO3C76O,[19.06916239 19.75734494]
1748,HO3C76O2,HO3C76O,[ -inf 22.27566715]
1749,HO3C86O2,HO3C86NO3,[17.84520657 21.83967443]
1750,HO3C86OOH,HO3C86O,[ -inf 23.33001922]
1751,HO3C86NO3,HO3C86O,[19.58233895 20.33064642]
1752,HO3C86O2,HO3C86O,[20.88756289 24.54478736]
1753,HO3C96O2,HO3C96NO3,[12.71469316 15.49097857]
1754,HO3C96OOH,HO3C96O,[ 8.63632594 13.25357967]
1755,HO3C96NO3,HO3C96O,[ -inf 15.0003528]
1756,HO3C96O2,HO3C96O,[16.06590165 17.59593974]
1757,HO5C5CO3,HO5C5CO3H,[19.79828995 20.44309415]
1758,HO5C6OOH,HO5C6O,[19.9126623 23.5890583]
1759,HO5C6O2,HO5C6O,[23.77032093 24.88139353]
1760,C6COCHOO2,C6COCHOOOH,[ -inf 20.00720245]
1761,C2H5O2,C2H5OOH,[24.35710543 26.17116691]
1762,HYETHO2H,HOCH2CH2O,[ -inf 20.240952]
1763,HOCH2CH2O2,HOCH2CH2O,[20.47494972 23.17207106]
1764,GAOO,HOCH2CO2H,[ -inf 20.23548851]
1765,HOCH2CO3,HOCH2CO2H,[21.17767992 24.77317082]
1766,HOCH2CO3,HOCH2CO3H,[ -inf 22.94841436]
1767,C51O2,C51NO3,[ -inf 18.52133707]
1768,HOCO3C54O2,HOCO3C5OOH,[17.62122387 19.07392978]
1769,C823O2,C823NO3,[21.70520967 25.32209672]
1770,C6DICAROOH,C6DICARBO,[19.82166166 20.33261926]
1771,C6DICARBO2,C6DICARBO,[17.02656926 21.61821539]
1772,C53OH,HOIPRGLYOX,[21.09065201 21.75613652]
1773,C53OOH,HOIPRGLYOX,[19.46775737 23.27426498]
1774,C53O2,HOIPRGLYOX,[17.73956217 19.65121655]
1775,HPC52CO3,HPC52CO3H,[23.56589797 25.67116285]
1776,HPC52OOH,HPC52O,[22.47895496 25.973367 ]
1777,HPC52O2,HPC52O,[20.33250108 23.05833908]
1778,NC524OOH,HPNC524CO,[23.53997178 18.84695951]
1779,HYPROPO2H,HYPROPO,[22.39193455 20.69178027]
1780,HYPROPO2,HYPROPO,[12.8679828 21.14802454]
1781,IBUTALBO2,IBUALANO3,[ -inf 24.5402761]
1782,IBUTALBO2,IBUTALBO2H,[22.03835834 26.28362047]
1783,C6EO2OHCO3,C6EO2HCO3H,[ -inf 18.17071534]
1784,IBUTOLCO2,IBUTOLCNO3,[21.7151583 22.37391124]
1785,C5MEJCO3,C5MEJCO3H,[ -inf 23.66634583]
1786,IBUTOLCO2,IBUTOLCO2H,[22.19227957 22.8510325 ]
1787,IC3H7O2,IC3H7NO3,[ -inf 21.42180574]
1788,IC3H7O2,IC3H7OOH,[17.68596664 22.84037673]
1789,IC4H9O2,IC4H9NO3,[19.36864872 21.59489648]
1790,C824OH,C824CO,[17.24540344 22.01039002]
1791,C824OOH,C824CO,[ -inf 20.67359516]
1792,C824O2,C824CO,[22.86279396 24.03316053]
1793,IC4H9O2,IC4H9OOH,[18.89152745 21.11777521]
1794,INAHCO3,INAHCO3H,[16.10907142 20.18288485]
1795,INAHPCO3,INAHPPAN,[21.95645697 20.85972613]
1796,INANO3,INANCHO,[17.97613902 21.73649197]
1797,INANCO3,INANCO3H,[20.24726054 20.82966771]
1798,INAOOH,INAO,[22.81518273 23.40519086]
1799,INAO2,INAO,[17.11534174 22.97165339]
1800,INANCO,INB1GLYOX,[18.14253801 20.43058686]
1801,INB1CO,INB1GLYOX,[24.73075841 25.32076654]
1802,ACETC2H4O2,ACEC2H4NO3,[ -inf 22.96700291]
1803,INB1HPCO3,INB1HPPAN,[19.32885908 21.31056315]
1804,C6H5C2OOH,C6H5C2H4O,[21.29794859 24.64534154]
1805,C6H5C2NO3,C6H5C2H4O,[15.88036509 21.2616192 ]
1806,C6H5C2H4O2,C6H5C2H4O,[19.0201229 23.98338281]
1807,INB1NACO3,INB1NACO3H,[19.57307811 23.74679794]
1808,INB1NO3,INB1NBCHO,[20.80562037 22.86799973]
1809,INB1NBCO3,INB1NBCO3H,[ -inf 21.39705703]
1810,INB1OOH,INB1O,[22.36666089 25.65381141]
1811,INB1O2,INB1O,[21.24867718 22.25415832]
1812,INB1O2,INB1OH,[18.78575357 22.68162293]
1813,INB2O2,INB1OH,[14.81916845 18.31069732]
1814,INCNCHO,INCGLYOX,[17.31929937 21.82987918]
1815,INCCO,INCGLYOX,[12.20255836 17.88362441]
1816,C6H5C2H4O2,C6H5C2NO3,[ -inf 18.15280153]
1817,INCNCO3,INCNCO3H,[16.97950468 21.2392425 ]
1818,INCOOH,INCO,[ 8.09992609 14.45977498]
1819,INCO2,INCO,[18.8723942 22.88665158]
1820,INDHCO3,INDHCO3H,[13.39055647 17.98300818]
1821,IPEAO2,IPEANO3,[15.21755345 16.13598138]
1822,IPEAO2,IPEAOOH,[19.02557768 21.76198194]
1823,IPEBO2,IPEBNO3,[ -inf 15.81723535]
1824,C825O2,C825OOH,[18.39097297 20.43941165]
1825,IPEBO2,IPEBOOH,[ 9.03783449 16.35050771]
1826,IPECOOH,IPECO,[16.67538934 21.40545504]
1827,IPECNO3,IPECO,[22.24359889 23.06014305]
1828,IPECO2,IPECO,[16.92206855 20.92426167]
1829,C5CO2DBCO3,C5CO2DCO3H,[22.46533546 23.35047638]
1830,IPRHOCO3,IPRHOCO3H,[13.00565118 18.74386458]
1831,C51NO32O2,C51NO32OOH,[20.98604527 23.41825697]
1832,IPROPOLO2H,IPROPOLO,[20.39193726 23.0617626 ]
1833,IPROPOLO2,IPROPOLO,[20.43739765 23.00056544]
1834,CH3CHOHCO3,IPROPOLPER,[25.50367003 25.38272631]
1835,ISOPBO2,ISOPBOOH,[13.5109625 17.34914376]
1836,C6H5CH2O2,C6H5CH2NO3,[20.96257701 21.14165101]
1837,C6H5CH2OOH,C6H5CH2O,[22.71283869 23.7796365 ]
1838,C6H5CH2NO3,C6H5CH2O,[17.28546084 20.91515781]
1839,C6H5CH2O2,C6H5CH2O,[21.1906615 24.71378982]
1840,LMKBOO,KLIMONONIC,[18.27649995 21.70481564]
1841,C817CO3,KLIMONONIC,[23.5713057 22.70631237]
1842,LIMALAOH,LIMALACO,[23.71776857 24.59580849]
1843,LIMALAOOH,LIMALACO,[20.17750871 20.59607681]
1844,LIMALAO2,LIMALACO,[21.19733611 24.98732518]
1845,LIMALAO2,LIMALAOOH,[19.46679452 23.52490145]
1846,LIMALBOH,LIMALBCO,[21.67541785 25.52832533]
1847,LIMALBOOH,LIMALBCO,[23.43552113 24.29938255]
1848,LIMALBO2,LIMALBCO,[20.39158508 24.4604623 ]
1849,LIMALO2,LIMALNO3,[15.60056569 19.18207116]
1850,PE1ENEAO2,C51OH2OOH,[17.09660806 21.54353544]
1851,LIMAO2,LIMAOOH,[24.58510712 25.44617351]
1852,C826CO3O2,C826CO3OOH,[18.18046548 24.35386668]
1853,NLIMO2,LIMBNO3,[22.68489467 23.64490312]
1854,LIMBO2,LIMBNO3,[ -inf 24.72231243]
1855,LIMBO2,LIMBOOH,[22.44492778 25.72093974]
1856,LIMCO2,LIMCNO3,[16.99392354 18.90225413]
1857,LMKAO2,LMKAOOH,[23.09081031 23.48611391]
1858,C826O2,C826NO3,[21.40429625 18.04825584]
1859,NLMKAO2,LMKBNO3,[22.65925144 16.25354882]
1860,LMKBO2,LMKBNO3,[21.58838754 22.14841124]
1861,LMKBO2,LMKBOOH,[19.29777846 21.10397204]
1862,LMLKAOH,LMLKACO,[20.67651078 20.6838254 ]
1863,LMLKAOOH,LMLKACO,[17.91443853 20.90079467]
1864,LMLKAO2,LMLKACO,[24.33817768 24.77327725]
1865,C524OH,C524CO,[ -inf 19.61880837]
1866,C524OOH,C524CO,[16.04710061 20.0855739 ]
1867,C524O2,C524CO,[19.85357308 20.61138127]
1868,LMLKAO2,LMLKAOOH,[23.46784901 23.93463545]
1869,LMLKBOH,LMLKBCO,[19.55619264 20.03279611]
1870,LMLKBOOH,LMLKBCO,[18.65310265 19.12970613]
1871,LMLKBO2,LMLKBCO,[22.29096829 23.22704359]
1872,C524O2,C524NO3,[23.57750028 24.79478029]
1873,PBZN,C6H5OOH,[22.96334303 21.85024085]
1874,C6H5O2,C6H5OOH,[18.89075352 19.82998499]
1875,ME2BU2OLO2,M2BU2OLOOH,[17.75237397 19.01452189]
1876,M2BUOL2O2,M2BUOL2NO3,[20.65574105 19.69972672]
1877,C3DIALOOH,C3DIALO,[16.31969973 18.75832378]
1878,C3DIALO2,C3DIALO,[19.22187238 22.08893057]
1879,MACRNBCO3,MACRNBPAN,[21.16118828 20.18464567]
1880,MACROOH,MACRO,[22.35235214 24.8108294 ]
1881,MACRO2,MACRO,[24.52031166 24.5386241 ]
1882,MACROHOOH,MACROHO,[22.60938394 25.8846961 ]
1883,MACROHO2,MACROHO,[24.84227281 25.51865116]
1884,NC4DCO2,MALANHY,[20.60802629 22.91125747]
1885,MALDIALCO2,MALANHY,[ -inf 20.36388179]
1886,C5CO14CO2,MALANHY,[ -inf 18.79825453]
1887,C7DCCO2,MALANHY,[18.68158453 22.70007159]
1888,C6DCARBBO,MALANHY,[ -inf 20.48111778]
1889,BIACETOOH,BIACETO,[20.76490215 21.52466085]
1890,BIACETO2,BIACETO,[21.54680456 24.84816337]
1891,MC6CO2O2,MC6CO2OH,[14.92787957 17.71980186]
1892,C82O2,C82NO3,[20.87578276 18.88252404]
1893,MC7CO2O2,MC7CO2OOH,[22.40227061 22.39944644]
1894,MCOCOMOXO2,MCOCOMOOOH,[16.01562819 18.9834178 ]
1895,ME2BUOLO2,ME2BUOLNO3,[20.02729834 20.25559597]
1896,ME2BUOLOOH,ME2BUOLO,[21.22361112 22.55113854]
1897,ME2BUOLO2,ME2BUOLO,[20.92490891 21.15331543]
1898,MECOACETO2,MECOACEOOH,[ -inf 22.23299255]
1899,MC5DICARB,MEK2OOA,[19.85039666 20.24273213]
1900,MEKAO2,MEKANO3,[ -inf 21.29102292]
1901,MEKAO2,MEKAOOH,[ -inf 22.29722776]
1902,C525O2,C525OOH,[21.3710756 22.12921878]
1903,C5NO3COAO2,C5NO3OAOOH,[22.9201157 22.96799967]
1904,METLBIPRO2,METLBIPNO3,[21.15236422 19.46762703]
1905,METLBIPNO3,METLOBPROH,[19.43621613 21.69847681]
1906,METLBIPRO2,METLOBPROH,[ -inf 24.24720102]
1907,METOLO,METLQONE,[15.70921221 17.23397456]
1908,C6OTKETOH,C6OTKETCO,[20.4665678 20.93381303]
1909,C6OTKETOOH,C6OTKETCO,[17.52257605 20.86926314]
1910,C6OTKETO2,C6OTKETCO,[20.57513776 19.64914776]
1911,C526NO3,C526O,[16.67219863 16.89557644]
1912,C526O2,C526O,[18.17594503 19.76333137]
1913,MIPKAOOH,MIPKAO,[20.61173171 25.3744206 ]
1914,MIPKAOH,MIPKAO,[18.55762076 23.96271231]
1915,MIPKAO2,MIPKAO,[21.49334387 21.76426849]
1916,MIPKBO2,MIPKBNO3,[20.19681637 21.634117 ]
1917,NC4MDCO2,MMALANHY,[17.36600797 21.37572052]
1918,C3MCODBCO2,MMALANHY,[19.93088895 23.29773716]
1919,C4MCODBCO2,MMALANHY,[20.32219378 24.42226335]
1920,MC3CODBCO2,MMALANHY,[20.60886097 21.38662225]
1921,MC4CODBCO2,MMALANHY,[22.4573582 25.40733089]
1922,C112O2,C112OOH,[20.86762325 25.75017326]
1923,MPHCOMEO2,MPHCOMEOOH,[21.61426644 24.90019954]
1924,MPHCOMEOH,MPHGLYOX,[20.4054059 24.11820964]
1925,MPHCOMEOOH,MPHGLYOX,[20.22757396 23.9403777 ]
1926,MPHCOMEO2,MPHGLYOX,[20.4054059 24.11820964]
1927,CO2C54O2,MPRKNO3,[22.0529486 25.41828456]
1928,MPRBNO3CO3,MPRNO3CO3H,[17.2234755 18.05403545]
1929,C715CO2OOH,C715CO2O,[17.82653566 20.99737023]
1930,C715CO2O2,C715CO2O,[25.09690392 25.18466267]
1931,C527NO3,C527O,[ -inf 20.38538013]
1932,C527O2,C527O,[22.25258816 23.12103093]
1933,C716O2,C716OOH,[18.01510259 18.08706024]
1934,MXYBIPERO2,MXYBIPENO3,[20.4404043 23.94824913]
1935,C717O2,C717NO3,[ -inf 17.08250992]
1936,C717OH,C717O,[17.52881365 20.14156933]
1937,C717OOH,C717O,[21.53644828 22.9030341 ]
1938,C717NO3,C717O,[17.73774829 18.80553279]
1939,C717O2,C717O,[18.13413817 21.71604101]
1940,MXYLO2,MXYLNO3,[18.93925614 19.37866447]
1941,MXYLOOH,MXYLO,[13.98654659 19.40744056]
1942,MXYLNO3,MXYLO,[19.54733146 18.59350456]
1943,MXYLO2,MXYLO,[16.379121 19.99645631]
1944,C4COMOH3O2,C4COMOHOOH,[16.15127937 19.42047266]
1945,MXYOLO,MXYQONE,[21.57069922 21.96550538]
1946,NAPINAO2,NAPINAOOH,[ -inf 20.24166052]
1947,NAPINBO2,NAPINBOOH,[16.98866328 18.64618238]
1948,NBUTDAO2,NBUTDAOH,[ -inf 20.46701622]
1949,BUTDCO2,NBUTDAOH,[21.00231493 21.07658505]
1950,NBUTDBO2,NBUTDBNO3,[21.24633548 20.84052089]
1951,NBUTDBOOH,NBUTDBO,[ -inf 18.01298923]
1952,NBUTDBNO3,NBUTDBO,[17.7798696 19.14856918]
1953,NBUTDBO2,NBUTDBO,[24.51256283 22.87059679]
1954,C71O2,C71OOH,[13.73171571 16.57882437]
1955,C43NO34O2,NBUTOLANO3,[ 7.25090375 13.41327967]
1956,NBUTOLAO2,NBUTOLANO3,[23.11179144 21.83551004]
1957,NBUTOLAOOH,NBUTOLAO,[20.76553734 24.45404795]
1958,NBUTOLAO2,NBUTOLAO,[21.44206997 24.71439021]
1959,C720O2,C720NO3,[18.95541859 19.393666 ]
1960,NBUTOLBO2,NBUTOLBNO3,[20.97906232 21.27973046]
1961,NBUTOLBO2,NBUTOLBOOH,[21.11001637 20.01744928]
1962,NBZQO2,NBZQOOH,[19.26485255 20.06366618]
1963,C52NO31O2,C52NO31OOH,[19.00812514 20.20379134]
1964,C84O2,C84OOH,[21.51546635 19.96978642]
1965,NC102O2,NC102OOH,[19.32488625 18.92319923]
1966,PENT1ENE,C3H7CHOOA,[18.71677732 19.22031729]
1967,NC3CO3,NC3CO2H,[22.28413876 23.31607103]
1968,NC3H7O2,NC3H7NO3,[23.04447413 24.12564729]
1969,NC3H7O2,NC3H7OOH,[18.7025769 23.06695062]
1970,PE1ENEBO2,C52OH1OOH,[20.51101695 19.36950393]
1971,NC4CO3,NC4CO2H,[ -inf 22.02704094]
1972,NC4H9O2,NC4H9NO3,[19.44901303 23.94967187]
1973,NC4H9O2,NC4H9OOH,[ -inf 19.51904356]
1974,C5COCHOO2,C5COCHOOOH,[22.16137589 24.97704763]
1975,NC61CO3,NC61CO3H,[23.88114957 19.51110564]
1976,CHOCOCH2O2,ALCOCH2OOH,[22.73404196 24.05822103]
1977,C721PAN,C721OOH,[21.82199741 25.3366106 ]
1978,C721O2,C721OOH,[18.36079619 19.13844284]
1979,C722O2,C722OOH,[21.16949808 19.87699688]
1980,C9PAN2,C85OOH,[19.80362826 22.83242358]
1981,C85O2,C85OOH,[ -inf 19.65217617]
1982,C726CO5O2,C726CO5OOH,[ -inf 23.38273977]
1983,C727OOH,C727CO,[ -inf 19.948335]
1984,C727PAN,C727CO,[18.28450082 22.07382156]
1985,C728O2,C728NO3,[ -inf 19.6332585]
1986,C4COMOHCO3,C5COHOCO3H,[20.64934184 18.79123796]
1987,NISOPO2,NISOPNO3,[21.73718562 18.80145255]
1988,NISOPOOH,NISOPO,[ -inf 16.51761179]
1989,NISOPNO3,NISOPO,[13.02742023 20.22684589]
1990,NISOPO2,NISOPO,[25.0509152 20.86880797]
1991,NLIMO2,NLIMOOH,[19.83510051 23.78888422]
1992,NLMKAO2,NLMKAOOH,[23.24393903 21.71313767]
1993,NMETLQO2,NMETLQOOH,[ -inf 16.90063036]
1994,C86O2,C86OOH,[21.02092041 19.17100969]
1995,NMXYFUO2,NMXYFUOOH,[19.65110386 23.01512651]
1996,C729O2,C729NO3,[18.39441069 18.23296811]
1997,NMXYQO2,NMXYQOOH,[21.28621681 19.32940599]
1998,NO3CH2CO3,NO3CH2CO3H,[ -inf 17.03168563]
1999,C534OOH,C534O,[17.66520427 21.53156616]
2000,C534O2,C534O,[16.57762778 21.5747314 ]
