,source,target,flux
467,C6OTKETO2,C6OTKETO,[23.70022829 24.62677975]
468,C716OOH,C716O,[19.15042718 18.82497645]
469,C716O2,C716O,[18.10599729 19.57119016]
470,C717O2,C717OH,[ -inf 19.15950202]
471,C71OOH,C71O,[20.28221283 24.06811833]
472,C71O2,C71O,[14.51984083 20.19975607]
473,C722OOH,C722O,[21.14128611 24.3864079 ]
474,C722O2,C722O,[21.26039278 21.3611268 ]
475,C726CO5OOH,C726CO5O,[21.16346352 19.02032322]
476,C726CO5O2,C726CO5O,[23.00717787 24.17766343]
477,C727OOH,C727O,[19.14347414 24.59581781]
478,C727O2,C727O,[19.38011608 22.4250497 ]
479,C728O2,C728OH,[20.77962919 24.65579769]
480,C72O2,C72OH,[20.48086403 24.6126596 ]
481,C730O2,C730OH,[23.10699177 25.07142316]
482,BZFUOOH,BZFUO,[18.31408456 18.68396649]
483,BZFUO2,BZFUO,[20.58201746 23.65476457]
484,C113O2,C113OH,[ -inf 22.98429974]
485,C734OOH,C734O,[ -inf 18.35723619]
486,C734O2,C734O,[23.18734153 22.63764577]
487,C73OOH,C73O,[22.80412869 22.44785849]
488,C73O2,C73O,[20.45881841 22.93200227]
489,C114OOH,C114O,[23.60466914 25.25966805]
490,C114O2,C114O,[20.66626643 21.40994454]
491,C7DCO2,C7DCOH,[20.1509779 24.06384246]
492,C7EDCO2,C7EDCOH,[16.20492448 14.3256531 ]
493,C7M2CO5OOH,C7M2CO5O,[17.93271269 20.55009843]
494,C7M2CO5O2,C7M2CO5O,[15.77471336 18.73717671]
495,C817O2,C817OH,[ -inf 18.92400371]
496,C818OOH,C818O,[20.60304863 18.32212451]
497,C818O2,C818O,[20.23462515 20.02831878]
498,C819OOH,C819O,[ -inf 22.63006278]
499,C819O2,C819O,[17.9995198 21.38900985]
500,C81OOH,C81O,[18.04056963 17.16483491]
501,C81O2,C81O,[23.71612411 23.29954011]
502,C820OOH,C820O,[21.63753058 22.8046826 ]
503,C820O2,C820O,[19.20677008 23.29114768]
504,BZFUONE,BZFUONOOA,[20.69564825 22.96680392]
505,C825OOH,C825O,[14.88287978 20.40812432]
506,C825O2,C825O,[17.36503151 21.85080391]
507,C122OOH,C122O,[18.77872779 23.46017464]
508,C122O2,C122O,[23.69929772 25.51959 ]
509,C84OOH,C84O,[23.946835 22.83996631]
510,C84O2,C84O,[21.14778753 20.38268913]
511,C86OOH,C86O,[ -inf 18.93374273]
512,C86O2,C86O,[19.0114963 20.69138915]
513,APINAOOH,APINAO,[24.50831828 25.14285578]
514,APINAO2,APINAO,[22.10406637 25.76961962]
515,C922OOH,C922O,[24.35636282 23.49790807]
516,C922O2,C922O,[20.37139217 20.76421815]
517,C924OOH,C924O,[15.47840336 18.16729011]
518,C924O2,C924O,[19.16470436 18.3920027 ]
519,C92OOH,C92O,[ -inf 20.54786239]
520,C92O2,C92O,[22.89049735 24.94760417]
521,C93O2,C93OH,[20.54242061 20.97645745]
522,C94OOH,C94O,[20.51992938 20.9772745 ]
523,C94O2,C94O,[24.38246129 23.68581458]
524,C96O2,C96OH,[19.52450796 20.74215115]
525,C123O2,C123OH,[ -inf 23.16123204]
526,CATECHOL,CATECOOA,[20.15003238 24.44307754]
527,C4H6,CH2OOD,[18.84222552 18.67575002]
528,C5H8,CH2OOE,[13.90598465 16.8181845 ]
529,MACR,CH2OOG,[21.86081267 18.47819881]
530,C124OOH,C124O,[23.87000969 25.47737556]
531,C124O2,C124O,[20.89693918 21.62346011]
532,CH3CHOO,CH3CO2H,[20.72863602 24.3945168 ]
533,CH3CO3,CH3CO2H,[20.48461639 25.12563022]
534,CHCL2OOH,CHCL2O,[22.04015473 22.25103131]
535,CHCL2O2,CHCL2O,[23.17414197 22.90522935]
536,CHOC2H4OOH,CHOC2H4O,[16.61372901 20.89053457]
537,CHOC2H4O2,CHOC2H4O,[19.73200425 24.28918141]
538,C413COOOH,CHOC3COO,[17.82085784 21.75618285]
539,CHOC3COO2,CHOC3COO,[23.86096708 23.93407679]
540,ALCOCH2OOH,CHOCOCH2O,[22.59731688 22.45200716]
541,CHOCOCH2O2,CHOCOCH2O,[22.91159148 26.06290698]
542,C5H8,CISOPA,[19.06603773 23.57737571]
543,CISOPAO2,CISOPA,[22.75921372 24.10520719]
544,ISOPBO2,CISOPA,[14.86472425 15.60402858]
545,C5H8,CISOPC,[18.18728544 20.99039027]
546,CISOPCO2,CISOPC,[18.29814327 20.34804601]
547,ISOPDO2,CISOPC,[16.82151821 21.46375741]
548,CO235C6OOH,CO235C6O,[24.3419045 24.35019029]
549,CO235C6O2,CO235C6O,[21.07117696 22.0621862 ]
550,CO24C53OOH,CO24C53O,[22.81607044 24.53031083]
551,CO24C53O2,CO24C53O,[22.06643059 23.78211485]
552,CO24C6OOH,CO24C6O,[ -inf 21.18680215]
553,CO24C6O2,CO24C6O,[22.81191234 25.36421961]
554,CO25C6OOH,CO25C6O,[21.294633 21.64072199]
555,CO25C6O2,CO25C6O,[22.90313194 24.92581407]
556,CO25C73OOH,CO25C73O,[ -inf 23.67461866]
557,CO25C73O2,CO25C73O,[19.53923819 24.37724798]
558,CO25C74OOH,CO25C74O,[ -inf 24.0181862]
559,CO25C74O2,CO25C74O,[24.73637581 26.00852326]
560,HEX2ONCO2,CO2HO3C6,[20.55015551 23.83961764]
561,CO2HOC6OOH,CO2HOC61O,[22.22678212 24.22640903]
562,CO2HOC61O2,CO2HOC61O,[19.75444459 24.75662871]
563,HO5CO8C10,CO36C10,[20.94198386 20.03421157]
564,HO6CO9C11,CO36C11,[19.37991741 21.99055102]
565,HO7CO10C12,CO36C12,[ -inf 20.58067305]
566,HO3CO6C8,CO36C8,[16.21612845 19.66465821]
567,HO4CO7C9,CO36C9,[23.30046127 24.40473729]
568,COC4NO3OOH,CO3C4NO3O,[14.1855218 20.27553728]
569,CO3C4NO3O2,CO3C4NO3O,[21.12817311 22.678157 ]
570,APINBOOH,APINBO,[20.03106309 20.08366023]
571,APINBO2,APINBO,[21.43897083 25.1998864 ]
572,DIEKAOOH,DIEKAO,[17.86410239 22.86202118]
573,DIEKAO2,DIEKAO,[19.23489026 20.68199065]
574,C102OOH,C102O,[18.08045976 22.91894474]
575,C102O2,C102O,[23.02456371 24.99689106]
576,EBFUOOH,EBFUO,[15.94093573 17.12780792]
577,EBFUO2,EBFUO,[17.48156532 21.49680596]
578,EBZMUCO2,EBZMUCOH,[18.70540885 20.35242482]
579,ECATECHOL,ECATECOOA,[16.19401987 20.21958132]
580,H3C25C6OOH,H3C25C6O,[21.09826779 15.23537028]
581,H3C25C6O2,H3C25C6O,[19.69918732 21.489815 ]
582,HEX2ONCOOH,HEX2ONCO,[16.99786059 19.92324421]
583,HEX2ONCO2,HEX2ONCO,[21.78991332 23.66870964]
584,HEX3ONBOOH,HEX3ONBO,[ -inf 17.59043836]
585,HEX3ONBO2,HEX3ONBO,[21.72504946 22.79528526]
586,HEX3ONCOOH,HEX3ONCO,[19.44271063 19.76725464]
587,HEX3ONCO2,HEX3ONCO,[18.81610432 20.2591264 ]
588,C103O2,C103OH,[ -inf 22.79654619]
589,C23O3MCOOH,C23O3MO,[23.80650772 25.15627727]
590,C23O3MO2,C23O3MO,[18.30348189 22.42985912]
591,HMACR,HMGLYOOA,[17.80640807 21.54050317]
592,HMVKBOOH,HMVKBO,[19.90158893 25.02922715]
593,HMVKBO2,HMVKBO,[20.39796821 24.41594526]
594,HNMVKOOH,HNMVKO,[23.06520825 23.91776272]
595,HNMVKO2,HNMVKO,[18.4934895 23.60472084]
596,HOCO3C4OOH,HO1CO3C4O,[20.84719351 24.15260647]
597,HO1CO3C4O2,HO1CO3C4O,[22.7637107 23.07562314]
598,C82O2,HO34CO6C8,[ -inf 18.1177009]
599,HOCO3C5OOH,HOCO3C54O,[19.27109373 19.73003139]
600,HOCO3C54O2,HOCO3C54O,[18.80972934 22.17837115]
601,ISOPCOOH,IEPOXC,[18.74809531 22.22733798]
602,APINENE,APINOOB,[18.99050777 22.43828021]
603,IPECO2,IPECOH,[ -inf 19.28993599]
604,IC3H7O2,IPROPOL,[ -inf 21.1749643]
605,C104OOH,C104O,[23.32165608 25.0296617 ]
606,C104O2,C104O,[20.42195118 21.18629958]
607,LIMALAOOH,LIMALAO,[20.17750871 20.59607681]
608,LIMALAO2,LIMALAO,[20.78753257 24.36451111]
609,LIMALBOOH,LIMALBO,[21.16146512 20.1726195 ]
610,LIMALBO2,LIMALBO,[17.82174717 23.10342709]
611,LIMALO2,LIMALOH,[19.09450343 22.90118187]
612,LIMAOOH,LIMAO,[ -inf 21.77456757]
613,LIMAO2,LIMAO,[19.45366639 19.86247234]
614,LIMBOOH,LIMBO,[15.32589358 18.93986587]
615,LIMBO2,LIMBO,[24.8326743 25.66864246]
616,LIMCO2,LIMCOH,[15.99738642 19.83024494]
617,C923CO3,LIMONONIC,[21.88135397 21.01447149]
618,LIMBOO,LIMONONIC,[15.3565624 18.97053469]
619,LIMONENE,LIMOOB,[18.09518262 22.00122555]
620,LMKAOOH,LMKAO,[20.93715424 20.94823245]
621,LMKAO2,LMKAO,[20.57516055 20.51099233]
622,LMKBOOH,LMKBO,[ -inf 18.92193163]
623,LMKBO2,LMKBO,[22.60981563 23.16940943]
624,LIMKET,LMKOOB,[21.06146363 20.09199478]
625,LMLKAOOH,LMLKAO,[18.47807209 21.91862149]
626,LMLKAO2,LMLKAO,[24.40348715 24.86991523]
627,LMLKBOOH,LMLKBO,[16.99040387 20.49346809]
628,LMLKBO2,LMLKBO,[21.27223529 22.24879694]
629,MACROO,MACO2H,[24.31695599 23.75493039]
630,MACO3,MACO2H,[22.46360432 21.73030201]
631,MALDIALOOH,MALDIALO,[18.2859461 21.31686917]
632,MALDIALO2,MALDIALO,[20.82506402 19.25453566]
633,MC6CO2OOH,MC6CO2O,[19.33881258 21.57188955]
634,MC6CO2O2,MC6CO2O,[18.06648272 23.90482254]
635,MCATECHOL,MCATECOOA,[14.16238742 18.85889347]
636,MCOCOMOOOH,MCOCOMOXO,[16.06497094 19.76656367]
637,MCOCOMOXO2,MCOCOMOXO,[21.27840615 22.97284789]
638,MECOACEOOH,MECOACETO,[17.15283597 19.5023672 ]
639,MECOACETO2,MECOACETO,[21.35541347 24.38154326]
640,MEKBOOH,MEKBO,[ -inf 24.78787864]
641,MEKBO2,MEKBO,[21.9703719 23.74724617]
642,METLMUCO2,METLMUCOH,[19.60113094 23.48690497]
643,MACR,MGLYOOB,[23.11608516 19.7334713 ]
644,MPHCOMEOOH,MPHCOMEO,[20.23018235 23.94298609]
645,MPHCOMEO2,MPHCOMEO,[21.64181552 24.92411983]
646,MPRKAOOH,MPRKAO,[ -inf 23.40203502]
647,MPRKAO2,MPRKAO,[21.10888232 22.88374815]
648,METCATECH,MTCATECOOA,[20.02492381 23.04123428]
649,MVKOOH,MVKO,[16.39278426 19.78345331]
650,MVKO2,MVKO,[22.20914591 22.54114217]
651,MVKOHBOOH,MVKOHBO,[ -inf 18.57191688]
652,MVKOHBO2,MVKOHBO,[22.89783864 24.53726325]
653,MXYCATECH,MXCATECOOA,[18.85008479 19.96538463]
654,MXYMUCO2,MXYMUCOH,[23.71565786 23.72191109]
655,NAPINAOOH,NAPINAO,[21.85090841 21.57238334]
656,NAPINAO2,NAPINAO,[22.62140889 22.34312009]
657,NBUTDAOOH,NBUTDAO,[17.63880513 22.10638164]
658,NBUTDAO2,NBUTDAO,[17.79992281 22.04031225]
659,NBZQOOH,NBZQO,[21.50824195 25.17512039]
660,NBZQO2,NBZQO,[24.05018477 22.61381432]
661,SC4H9O2,BUT2OL,[21.77117013 15.81548819]
662,NC102OOH,NC102O,[20.80113748 24.43712974]
663,NC102O2,NC102O,[18.88942954 22.76536365]
664,ISOPANO3,NC2OOA,[15.6771116 19.55488257]
665,ISOPCNO3,NC3OOA,[20.03663292 23.37009195]
666,ISOP34NO3,NC41OOA,[16.09763435 21.66536633]
667,BUT2OLOOH,BUT2OLAO,[15.51042654 14.96072781]
668,BUT2OLO2,BUT2OLAO,[16.83246357 20.71467636]
669,ISOPDNO3,NC4OOA,[20.37951243 21.69233877]
670,NC623O2,NC623OH,[16.83722694 20.69656787]
671,NC71O,NC71CO,[19.43678727 23.68012492]
672,NC728O2,NC728OH,[17.20675995 21.23318858]
673,NC730O2,NC730OH,[17.42387763 18.21919791]
674,NLIMALO2,NLIMALOH,[21.91624996 25.20137637]
675,NLIMOOH,NLIMO,[16.8293405 21.59382407]
676,NLIMO2,NLIMO,[20.15214349 23.86247291]
677,NLMKAOOH,NLMKAO,[18.11274725 17.03857202]
678,NLMKAO2,NLMKAO,[25.78432869 21.23480709]
679,NMETLQOOH,NMETLQO,[16.81731664 19.75104793]
680,NMETLQO2,NMETLQO,[19.85310401 23.85123707]
681,NMXYFUOOH,NMXYFUO,[17.85419232 21.83981739]
682,NMXYFUO2,NMXYFUO,[23.23338347 25.98779512]
683,NMXYQOOH,NMXYQO,[ -inf 17.74605503]
684,NMXYQO2,NMXYQO,[20.93239037 19.22436011]
685,NC4CHO,NOAOOA,[19.97903723 20.42531259]
686,NOETLQOOH,NOETLQO,[18.40111929 14.72235715]
687,NOETLQO2,NOETLQO,[21.47828481 18.86498157]
688,NOXYFUOOH,NOXYFUO,[22.49770644 18.55136919]
689,NOXYFUO2,NOXYFUO,[25.53267065 22.44718283]
690,NOXYQOOH,NOXYQO,[23.04386254 19.78515703]
691,NOXYQO2,NOXYQO,[21.26192398 21.32388331]
692,NPEBQOOH,NPEBQO,[20.39052928 18.25713443]
693,NPEBQO2,NPEBQO,[21.22641896 21.69419541]
694,NPETLQOOH,NPETLQO,[21.63029005 22.49544265]
695,NPETLQO2,NPETLQO,[19.63660376 18.17364625]
696,NPPRBQOOH,NPPRBQO,[18.40069641 18.70480686]
697,NPPRBQO2,NPPRBQO,[24.12654904 22.83333069]
698,NPTLQOOH,NPTLQO,[18.69864636 18.85457361]
699,NPTLQO2,NPTLQO,[24.36239074 20.9646798 ]
700,NPXYFUOOH,NPXYFUO,[18.06973949 20.95790494]
701,NPXYFUO2,NPXYFUO,[24.78677318 22.6519773 ]
702,NPXYQOOH,NPXYQO,[22.29313728 23.55796707]
703,NPXYQO2,NPXYQO,[18.83316049 20.35193762]
704,NTLFUOOH,NTLFUO,[19.38183645 17.54693206]
705,NTLFUO2,NTLFUO,[22.98062216 21.60894853]
706,NTM124QOOH,NTM124QO,[18.5404394 22.43391165]
707,NTM124QO2,NTM124QO,[23.75107084 24.51886793]
708,NTMB1FUOOH,NTMB1FUO,[20.2642074 18.87981941]
709,NTMB1FUO2,NTMB1FUO,[23.85410677 23.38873522]
710,NTMB2FUOOH,NTMB2FUO,[20.73524252 18.90429131]
711,NTMB2FUO2,NTMB2FUO,[23.96719141 23.20080914]
712,OETLMUCO2,OETLMUCOH,[18.71664368 17.50992224]
713,C3H7CHOO,BUTACID,[23.47190568 21.65115467]
714,C3H7CO3,BUTACID,[21.04926159 24.32533632]
715,OETCATECH,OTCATECOOA,[18.42966265 18.47136789]
716,OXYCATECH,OXCATECOOA,[23.42837694 21.47685537]
717,C3NO3COOOH,C3NO3COO,[19.84306765 21.8528766 ]
718,C3NO3COO2,C3NO3COO,[19.40585798 21.82505396]
719,OXYMUCO2,OXYMUCOH,[18.97532096 19.33218821]
720,PBFUOOH,PBFUO,[21.45518886 22.91736923]
721,PBFUO2,PBFUO,[22.27333621 22.74897208]
722,PBZMUCO2,PBZMUCOH,[24.57640095 22.94318703]
723,PCATECHOL,PCATECOOA,[17.94946155 18.81316382]
724,PETLMUCO2,PETLMUCOH,[20.13960293 23.4290174 ]
725,PHCOETOOH,PHCOETO,[ -inf 22.43302986]
726,PHCOETO2,PHCOETO,[21.93121028 20.1475963 ]
727,C6H5CO3,PHCOOH,[17.91645388 21.64543436]
728,PHCHOO,PHCOOH,[17.93595786 18.6006661 ]
729,C2H5CHOO,PROPACID,[23.13246263 26.41577039]
730,C2H5CO3,PROPACID,[22.65009499 22.70819211]
731,PETCATECH,PTCATECOOA,[19.60621884 23.00396981]
732,C44OOH,C44O,[16.62789993 18.58168042]
733,C44O2,C44O,[19.20844236 17.07721492]
734,PXYCATECH,PXCATECOOA,[23.03458697 22.59063432]
735,PXYMUCO2,PXYMUCOH,[17.49226966 16.29189364]
736,T123CATECH,T123CTCOOA,[17.76002132 21.32963916]
737,T124CATECH,T124CTCOOA,[15.67998981 20.92291919]
738,C5H8,TISOPA,[18.28258435 19.38004749]
739,ISOPAO2,TISOPA,[19.31247268 19.72440617]
740,ISOPBO2,TISOPA,[ -inf 16.04213319]
741,C5H8,TISOPC,[17.80546308 18.90292622]
742,ISOPCO2,TISOPC,[16.15122464 19.84861383]
743,ISOPDO2,TISOPC,[18.91746159 21.43464444]
744,TLEMUCO2,TLEMUCOH,[ -inf 22.13294015]
745,TLFUONE,TLFUONOOA,[20.23052523 20.11478868]
746,TM123MUCO2,TM123MUCOH,[22.7256337 26.00861491]
747,TM124MUCO2,TM124MUCOH,[18.37035505 21.85090368]
748,TM135BZOL,TM135O,[14.68632248 21.23045648]
749,BZEMUCO2,BZEMUCOH,[19.31463232 23.32318978]
750,A2PANOO,A2PANO,[18.67861244 20.75602661]
751,C58NO3CO3,C58NO3CO2H,[19.62048282 23.30219187]
752,C5CO14O2,C5CO14OOH,[17.64988928 23.42722022]
753,C5CO234O2,C5CO234OOH,[13.70107044 18.43797649]
754,C5CO23O2,C5CO23OOH,[17.83474733 19.04744352]
755,C4MCODBCO3,C5CODBCO3H,[22.86233455 23.94020202]
756,MC4CODBCO3,C5DBCOCO3H,[11.41427262 16.75943438]
757,C5H11CO3,C5H11CO3H,[15.35267814 16.47941604]
758,C5124COCO3,C5TRONCO3H,[22.5563581 22.94783595]
759,C614O2,C614OOH,[14.86037617 15.73456337]
760,C61O2,C61OOH,[20.55579353 24.64743062]
761,C621O2,C621OOH,[ -inf 18.97845326]
762,C622CO3,C622CO3H,[21.36799223 21.1741399 ]
763,C622O2,C622OOH,[16.79197806 19.95917924]
764,C623O2,C623OOH,[20.210005 22.01184393]
765,C624CO3,C624CO3H,[ -inf 17.41645143]
766,C624O2,C624OOH,[22.83688542 22.28838342]
767,C626CO3,C626CO2H,[23.56948148 24.66212404]
768,C626CO3,C626CO3H,[24.39344736 23.92320961]
769,C626O2,C626OOH,[21.82910119 18.57913008]
770,C63O2,C63OOH,[ -inf 20.70772071]
771,HO5C6O2,C66NO35OH,[21.93976866 26.00897449]
772,C5CO34CO3,C6CO134OOH,[22.22231426 25.54730278]
773,C6CO34O2,C6CO34OOH,[23.10949575 22.79294852]
774,C6COCHOCO3,C6COALCO2H,[21.48598632 23.06430866]
775,C6COCHOCO3,C6COALCO3H,[22.87764233 24.45542744]
776,C6CYTONO2,C6CYTONOOH,[ -inf 20.52449719]
777,C6DCARBBO2,C6DCRBBOOH,[16.59252549 19.57379738]
778,C6H13CO3,C6H13CO3H,[18.70388243 18.00696422]
779,C111O2,C111OOH,[20.24631466 21.75894637]
780,C6H5CH2CO3,C6H5C2CO3H,[23.77338013 24.75554938]
781,C6H5C2H4O2,C6H5C2OOH,[ -inf 16.87061435]
782,C6H5CH2O2,C6H5CH2OOH,[21.19952083 19.55555552]
783,C6H5CO3,C6H5CO3H,[18.9799265 19.58725249]
784,C6O4KETO2,C6O4KETOOH,[22.43153683 23.75311811]
785,C717O2,C717OOH,[ -inf 15.88453213]
786,C719O2,C719NO3,[19.0094222 22.98545497]
787,C719O2,C719OOH,[19.2163414 20.12345539]
788,C720O2,C720OOH,[19.43253986 19.87078727]
789,C721CO3,C721CO3H,[21.97182533 23.83833275]
790,C727CO3,C727CO3H,[ -inf 18.03972361]
791,C728O2,C728OOH,[16.69743489 21.9694088 ]
792,C729CO3,C729CO2H,[18.28740183 21.99838851]
793,C729CO3,C729CO3H,[17.37033266 20.2595062 ]
794,C729O2,C729OOH,[21.51924757 23.21051204]
795,C72O2,C72OOH,[ -inf 18.97904268]
796,C730O2,C730OOH,[ -inf 19.76167205]
797,C731CO3,C731CO3H,[20.02330148 20.092815 ]
798,BZFUOH,BZFUCO,[17.83975737 23.08657605]
799,NBZFUONE,BZFUCO,[20.89424916 25.17472426]
800,BZFUO2,BZFUCO,[20.20639116 23.6739083 ]
801,C731O2,C731OOH,[21.18636921 19.66144956]
802,C732CO3,C732CO3H,[ -inf 18.1390049]
803,C732O2,C732OOH,[21.18408762 23.78258364]
804,ME2BU2OLO2,C4ME3HO23,[18.24999148 22.1361054 ]
805,ME2BUOLO2,C4ME3HO23,[20.37483972 20.60327534]
806,C733O2,C733OOH,[22.2304609 23.42903443]
807,C734OH,C734CO,[15.63569207 17.64100966]
808,C734OOH,C734CO,[17.74013584 20.58617652]
809,C734O2,C734CO,[20.06247525 17.66009164]
810,C4NO3CO3,C4NO3CO2H,[19.44052556 21.58684486]
811,C113O2,C113OOH,[20.03608311 21.77413658]
812,C7ADCCO3,C7ADCCO3H,[23.84465879 23.53844646]
813,C7ADCO2,C7ADCOOH,[20.01249689 20.97065502]
814,C7CO3OHO2,C7CO3OHOOH,[17.4515493 19.62419079]
815,C7DCCO3,C7DCCO3H,[17.05218687 17.58900633]
816,C7DCO2,C7DCOOH,[19.30137465 22.70035102]
817,C7EDCO2,C7EDCOOH,[ -inf 20.11778465]
818,C810O2,C810OOH,[ -inf 23.37463619]
819,C811CO3,C811CO3H,[20.11178472 19.18519077]
820,C811O2,C811OOH,[19.71566196 23.89008905]
821,C812O2,C812OOH,[18.0772011 21.66852416]
822,C813O2,C813OOH,[ -inf 16.30545431]
823,C816CO3,C816CO3H,[18.63900294 22.57863759]
824,C816O2,C816OOH,[15.94194049 20.03732264]
825,C817CO3,C817CO3H,[20.38004934 20.76122588]
826,C817O2,C817OOH,[23.77851041 23.35871249]
827,C821O2,C821OOH,[18.38173965 19.08941985]
828,C822CO3,C822CO3H,[18.75530585 21.06113418]
829,C115O2,C115OOH,[19.87175694 21.06728403]
830,C822O2,C822OOH,[19.79335726 18.96465517]
831,C823CO3,C823CO3H,[21.12961763 24.96623098]
832,C823O2,C823OOH,[ -inf 21.48800084]
833,C824O2,C824OOH,[ -inf 20.9174518]
834,C825OH,C825CO,[17.42786414 17.7950725 ]
835,C825OOH,C825CO,[16.53806398 18.29850757]
836,C825O2,C825CO,[18.01689923 23.25514091]
837,C121O2,C121OOH,[18.24814166 24.22729898]
838,C826O2,C826OOH,[25.21232048 23.6742564 ]
839,C82O2,C82OOH,[20.39866149 18.40540277]
840,C8CO3OHO2,C83COOHOOH,[19.47118268 20.21446789]
841,C83O2,C83OOH,[ -inf 21.50234098]
842,C85CO3,C85CO3H,[20.44787623 18.88153571]
843,C89CO3,C89CO2H,[21.62459331 21.51850693]
844,C89CO3,C89CO3H,[21.14034938 20.14104635]
845,C89O2,C89OOH,[18.03255741 20.24060903]
846,CH2CHCH2O2,ALLYLOH,[ -inf 20.30247946]
847,MVKOH,ALLYLOH,[21.03161302 25.06062867]
848,C91O2,C91OOH,[19.18905253 19.23852766]
849,C920CO3,C920CO3H,[17.22890779 22.10597457]
850,C920O2,C920OOH,[19.88806118 25.32705562]
851,C921O2,C921OOH,[22.37023058 24.84458516]
852,C923CO3,C923CO3H,[24.93841741 24.04523194]
853,C923O2,C923OOH,[20.60191882 22.00462313]
854,C925O2,C925OOH,[15.61946782 15.20947765]
855,C926O2,C926OOH,[21.01050122 22.53399293]
856,ACETMECO3,ACETMECO3H,[20.65295135 19.03178481]
857,C93O2,C93OOH,[20.54211961 17.90007226]
858,C510O2,C510OOH,[15.5047634 20.20322791]
859,C95O2,C95OOH,[20.64559702 18.00406521]
860,C97O2,C97OOH,[22.13467472 22.66866363]
861,C123O2,C123OOH,[20.35535408 22.0210569 ]
862,C98O2,C98OOH,[18.1300228 17.12842426]
863,CATEC1O2,CATEC1OOH,[22.58103414 24.94697613]
864,C511CO3,C511CO3H,[19.98231745 24.31219208]
865,CH2CHCH2O2,CH2CHCH2OOH,[20.31289928 21.01858463]
866,CH3CO3,CH3CO3H,[19.61367699 19.24726144]
867,GAOOA,CH3OH,[20.60055153 24.32452043]
868,CH3O2,CH3OH,[23.93500937 23.90953647]
869,CH3CHOOA,CH4,[25.23437438 25.32743066]
870,CHOC2CO3,CHOC2CO3H,[20.85169308 24.53318936]
871,CHOC3COCO3,CHOC3COOOH,[17.395394 18.57332264]
872,C516O,CO13C3CO2H,[17.00533107 20.60255474]
873,C813NO3,CO13C3CO2H,[17.30112067 18.03938709]
874,CO234C65O2,CO234C6OOH,[18.97038667 19.37689527]
875,CO23C4CO3,CO23C4CO3H,[19.14428117 25.02414131]
876,CO23C54O2,CO23C54OOH,[20.83802378 17.79628985]
877,CO23C65O2,CO23C65OOH,[21.51252421 22.4440869 ]
878,CO25C6CO3,CO25C6CO2H,[14.52574835 13.21185328]
879,CO25C6CO3,CO25C6CO3H,[14.61664304 14.69598319]
880,C514O2,C514OOH,[4.57951338 8.16385215]
881,CO2C3CO3,CO2C3CO3H,[15.65816222 20.13238879]
882,CO2C4CO3,CO2C4CO3H,[ -inf 22.58362233]
883,C516O2,C516OOH,[16.90059571 20.49781939]
884,CO2N3CO3,CO2N3PAN,[15.42517679 19.91421256]
885,C517CO3,C517CO3H,[ -inf 20.44538384]
886,CO3C4CO3,CO3C4CO2H,[20.93022233 22.29210799]
887,CO3C4CO3,CO3C4CO3H,[19.95096073 24.37465041]
888,CO3C5CO3,CO3C5CO2H,[22.48318926 21.0784544 ]
889,CO3C5CO3,CO3C5CO3H,[20.06905935 20.50846768]
890,CO3C75O2,CO3C75OOH,[19.54299582 22.33316011]
891,CO3C85O2,CO3C85OOH,[ -inf 20.50898872]
892,CRESO2,CRESOOH,[21.41293143 25.51346297]
893,C125O2,C125OOH,[20.13709749 21.28499154]
894,CYHXONAO2,CYHXONAOOH,[18.3821206 22.3819022]
895,DDECO2,DDECOOH,[ -inf 19.47786943]
896,DECO2,DECOOH,[19.7777391 19.12043537]
897,C101O2,C101OOH,[20.89315195 21.26433339]
898,CO235C6CO3,C235C6CO3H,[23.72386535 24.71347939]
899,C517O2,C517OOH,[23.50392456 22.64622709]
900,APINAO2,APINBOH,[21.38287923 23.2635866 ]
901,APINBO2,APINBOH,[23.76338272 24.40675972]
902,DMMALYO2,DMMALYOOH,[18.20213764 20.91054827]
903,DNCRESO2,DNCRESOOH,[ -inf 16.93026073]
904,DNEBNZLO2,DNEBNZLOOH,[22.37185822 26.0942828 ]
905,DNMETOLO2,DNMETOLOOH,[21.10683598 25.47506488]
906,DNMXYOLO2,DNMXYOLOOH,[20.31628272 20.67592344]
907,DNOETOLO2,DNOETOLOOH,[ -inf 20.60284147]
908,DNOXYOLO2,DNOXYOLOOH,[19.96527419 24.59427873]
909,DNPBNZLO2,DNPBNZLOOH,[15.29402641 19.70093297]
910,DNPETOLO2,DNPETOLOOH,[22.73670653 25.30964869]
911,DNPHENO2,DNPHENOOH,[23.07279454 23.56878097]
912,DNPXYOLO2,DNPXYOLOOH,[18.72762045 19.6704298 ]
913,DNT123LO2,DNT123LOOH,[20.96185737 24.85161642]
914,DNT124LO2,DNT124LOOH,[17.62290225 21.30682374]
915,EBENZOLO2,EBENZOLOOH,[18.27413033 22.66401247]
916,EBENZO2,EBENZOOH,[ -inf 18.81497792]
917,EBFUOH,EBFUCO,[17.11139635 21.14597254]
918,NEBFUONE,EBFUCO,[15.58377638 19.72014203]
919,EBFUO2,EBFUCO,[20.63620485 19.54677043]
920,C106O2,C106OOH,[20.28537487 23.42990183]
921,EBZBIPERO2,EBZBPEROOH,[19.71006059 21.35962403]
922,EBZMUCCO3,EBZMUCCO2H,[16.48875861 20.62098724]
923,EBZMUCCO3,EBZMUCCO3H,[19.55513588 21.29111601]
