,source,target,flux
44,EOCOCH2O2,EOX2COMEOH,[18.0526093 18.91899949]
45,IBUTOLCO2,IBUTOLOHC,[16.92336868 18.65273865]
46,IEPOXB,IEB1CHO,[17.61481151 21.84903383]
47,IEPOXB,IEB4CHO,[17.61481151 21.84903383]
48,INANCO,INANCOCHO,[15.58597044 20.98691098]
49,ISOPBO2,ISOPBOH,[20.19946686 20.64130804]
50,MPAN,MAE,[20.08320977 23.8504616 ]
51,MALANHYOOH,MALANHYO,[ -inf 20.28096798]
52,MALANHYO2,MALANHYO,[22.75445486 24.85626241]
53,MC6OTKETO2,MC6OTKETOH,[17.18376595 17.98204825]
54,METLBIPRO2,METLBPR2OH,[19.31593898 20.08870656]
55,METLQOOH,METLQO,[ -inf 18.06346932]
56,METLQO2,METLQO,[21.0157541 22.77335039]
57,METLQO2,METLQOH,[16.22806424 17.74228527]
58,METOLO2,METOLOH,[18.73947064 19.49568183]
59,MMALANHYO2,MMALNHY2OH,[17.67419468 19.57676258]
60,MXYFUO2,MXYFUOH,[18.38827658 19.66256952]
61,MXYOLO2,MXYOLOH,[19.4512457 20.19017114]
62,MXYQOOH,MXYQO,[ -inf 18.75448254]
63,MXYQO2,MXYQO,[21.73629476 23.47201097]
64,MXYQO2,MXYQOH,[16.9486049 18.44094586]
65,NC101OOH,NC101O,[ -inf 20.25330525]
66,NC101O2,NC101O,[22.95399113 23.63799376]
67,NC4DCO2H,NC4DCO2,[19.87021266 24.09504127]
68,NC4MDCO2H,NC4MDCO2,[21.02960041 25.25486784]
69,NC4PDCO2H,NC4PDCO2,[19.15352796 23.39673966]
70,NC72OOH,NC72O,[ -inf 19.2073304]
71,NC72O2,NC72O,[19.59879228 23.28188651]
72,OETLBIPRO2,OETLBPR2OH,[18.1280957 18.93397461]
73,OETLQOOH,OETLQO,[ -inf 17.50778015]
74,OETLQO2,OETLQO,[20.76253289 22.43872884]
75,OETOLO2,OETOLOH,[18.31010016 18.66172741]
76,OXYBIPERO2,OXYBPER2OH,[19.11349197 19.90835095]
77,OXYFUO2,OXYFUOH,[17.44050923 18.78353456]
78,OXYOLO2,OXYOLOH,[19.29558619 19.64039235]
79,OXYQOOH,OXYQO,[ -inf 18.47788286]
80,OXYQO2,OXYQO,[22.20397023 23.4174771 ]
81,C5HPALD2,PACLOOA,[21.9099995 21.68598559]
82,PBENZOLO2,PBENZOLOH,[18.28242044 18.60271251]
83,PBZQOOH,PBZQO,[ -inf 17.84258384]
84,PBZQO2,PBZQO,[20.51912544 22.72436659]
85,PEBQOOH,PEBQO,[ -inf 18.18953097]
86,PEBQO2,PEBQO,[21.42103534 23.08988271]
87,PETLBIPRO2,PETLBPR2OH,[18.46749332 19.27074878]
88,PETLQOOH,PETLQO,[ -inf 17.703463]
89,PETLQO2,PETLQO,[20.74774026 22.4203673 ]
90,PETLQO2,PETLQOH,[15.9600504 17.38930218]
91,PETOLO2,PETOLOH,[18.46328393 18.81748057]
92,C5HPALD1,PGAOOB,[20.52708713 20.15474139]
93,PHENO2,PHENOH,[16.95727394 19.30371969]
94,NC4PDCO2,PMALANHY,[19.15352796 23.39673969]
95,PMALANHYO2,PMALNHY2OH,[13.7517727 17.1813246]
96,C5PACALD1,PPACLOOA,[20.34610741 20.13311562]
97,C5PACALD2,PPGAOOB,[20.82691611 20.73656454]
98,PPRBQOOH,PPRBQO,[ -inf 17.32317545]
99,PPRBQO2,PPRBQO,[20.52699692 22.19944696]
100,PTLQOOH,PTLQO,[ -inf 18.87924422]
101,PTLQO2,PTLQO,[22.10526038 23.78816126]
102,PXYBIPERO2,PXYBPER2OH,[19.11729652 19.90726412]
103,PXYFUO2,PXYFUOH,[18.49191317 19.85330991]
104,PXYOLO2,PXYOLOH,[19.1131714 19.46011381]
105,PXYQOOH,PXYQO,[ -inf 18.34624367]
106,PXYQO2,PXYQO,[21.3955829 23.06403149]
107,PXYQO2,PXYQOH,[16.60789304 18.03296637]
108,TLFUO2,TLFUOH,[18.90867789 20.10714066]
109,TM123OLO2,TM123OLOH,[17.87991211 18.16257829]
110,TM124BPRO2,TM124BP2OH,[18.95469323 19.6460229 ]
111,TM124OLO2,TM124OLOH,[18.36557572 19.17448869]
112,TM124QOOH,TM124QO,[ -inf 17.84741291]
113,TM124QO2,TM124QO,[20.89375565 22.62740554]
114,TM124QO2,TM124QOH,[16.10606579 17.59634042]
115,TM135OLO2,TM135OLOH,[16.41495064 19.40165084]
116,TMB1FUO2,TMB1FUOH,[17.52010553 19.16567861]
117,TMB2FUO2,TMB2FUOH,[16.75836989 18.02592919]
118,C811OOH,C811O,[ -inf 19.48473248]
119,C811NO3,C811O,[ -inf 21.86189386]
120,C811O2,C811O,[23.72234458 23.27984062]
121,C812OH,C812O,[15.18211777 18.53189706]
122,C812OOH,C812O,[ -inf 19.66479903]
123,C812O2,C812O,[23.72298385 23.28558009]
124,MPRKNO3,CO2C54O,[ -inf 22.64133822]
125,MPRKBOOH,CO2C54O,[ -inf 19.35797758]
126,CO2C54O2,CO2C54O,[23.04001335 24.17013163]
127,DDECOOH,DDECO,[ -inf 21.58447309]
128,DDECNO3,DDECO,[ -inf 23.87937872]
129,DDECO2,DDECO,[24.57769369 25.61310862]
130,DECOOH,DECO,[ -inf 21.14583637]
131,DECNO3,DECO,[ -inf 23.52086326]
132,DECO2,DECO,[24.13371192 25.184422 ]
133,DIEKBNO3,DIEKBO,[ -inf 23.15094157]
134,DIEKBOOH,DIEKBO,[ -inf 21.01853429]
135,DIEKBO2,DIEKBO,[22.65772668 25.3291131 ]
136,DMMALYOH,DMMALYO,[11.53932298 16.78677364]
137,DMMALYOOH,DMMALYO,[ -inf 18.81274271]
138,DMMALYO2,DMMALYO,[20.50867305 22.52726578]
139,EMALNHY2OH,EMALANHYO,[11.07939433 17.80784671]
140,EMALNHYOOH,EMALANHYO,[ -inf 18.92256109]
141,EMALANHYO2,EMALANHYO,[19.43321551 23.1065086 ]
142,HEPTOOH,HEPTO,[ -inf 20.64504003]
143,HEPTNO3,HEPTO,[ -inf 23.05155414]
144,HEPTO2,HEPTO,[23.69943979 24.78563669]
145,HEX2ONANO3,HEX2ONAO,[ -inf 23.07077751]
146,HEX2ONAOOH,HEX2ONAO,[ -inf 19.8365616]
147,HEX2ONAO2,HEX2ONAO,[23.33406406 24.40009366]
148,HEX3ONANO3,HEX3ONAO,[ -inf 22.2602606]
149,HEX3ONAOOH,HEX3ONAO,[ -inf 19.04281673]
150,HEX3ONAO2,HEX3ONAO,[21.93153105 23.78633049]
151,HEX3ONDNO3,HEX3ONDO,[ -inf 21.0786035]
152,HEX3ONDOOH,HEX3ONDO,[ -inf 18.81305271]
153,HEX3ONDO2,HEX3ONDO,[21.22697802 23.08186152]
154,HEXANO3,HEXAO,[ -inf 23.33450404]
155,HEXAOOH,HEXAO,[ -inf 21.77896911]
156,HEXAO2,HEXAO,[23.81108142 25.85278572]
157,HEXBNO3,HEXBO,[ -inf 22.63269229]
158,HEXBOOH,HEXBO,[ -inf 20.31551854]
159,HEXBO2,HEXBO,[23.41499265 24.50041922]
160,HO3C5NO3,HO3C5O,[ -inf 22.52264504]
161,HO3C5OOH,HO3C5O,[ -inf 21.24138185]
162,HO3C5O2,HO3C5O,[23.04228091 25.50024507]
163,ISOPAOOH,ISOPAO,[ -inf 18.8972236]
164,ISOPANO3,ISOPAO,[ -inf 20.25673929]
165,ISOPAO2,ISOPAO,[22.38302622 23.16207885]
166,MMALNHY2OH,MMALANHYO,[14.23192023 19.3794832 ]
167,MMALNHYOOH,MMALANHYO,[ -inf 20.44637592]
168,MMALANHYO2,MMALANHYO,[22.46188454 24.60782769]
169,NONOOH,NONO,[ -inf 21.17485979]
170,NONNO3,NONO,[ -inf 23.58711376]
171,NONO2,NONO,[24.16561836 25.22994818]
172,OCTOOH,OCTO,[ -inf 20.34207524]
173,OCTNO3,OCTO,[ -inf 22.82497881]
174,OCTO2,OCTO,[23.33762988 24.43181506]
175,PEANO3,PEAO,[ -inf 22.96891375]
176,PEAOOH,PEAO,[ -inf 21.50589428]
177,PEAO2,PEAO,[23.68443048 25.61787098]
178,PMALNHY2OH,PMALANHYO,[10.18587255 16.91346305]
179,PMALNHYOOH,PMALANHYO,[ -inf 18.05552259]
180,PMALANHYO2,PMALANHYO,[18.53946256 22.21238972]
181,UDECOOH,UDECO,[ -inf 21.3723363]
182,UDECNO3,UDECO,[ -inf 23.70695538]
183,UDECO2,UDECO,[24.36166333 25.40267799]
184,C106O2,C106OH,[18.42709531 18.74686181]
185,C107OH,C107O,[17.96957857 18.87557883]
186,C107OOH,C107O,[ -inf 20.23597577]
187,C107O2,C107O,[26.09619399 23.77571312]
188,C107O2,C107OH,[21.30850413 18.744648 ]
189,C108O2,C108OH,[19.80371161 17.60708949]
190,C23O3CCO3,C23O3CCO2H,[20.17717067 21.79733381]
191,C23O3MCO3,C23O3MCO2H,[20.1576858 21.57051794]
192,C23O3MO2,C23O3MOH,[19.60858351 20.39491233]
193,A2PANOO,C2OHOCO2H,[14.89110183 16.86387386]
194,PE2ENEBO2,C523OH,[13.61284931 15.0516976 ]
195,C524O2,C524OH,[18.33178799 19.15158252]
196,C54O2,C54OH,[11.59790708 13.5959583 ]
197,C56O2,C56OH,[12.93899089 14.64476037]
198,HO5C6O2,C656OH,[18.88932559 20.96740246]
199,C6H13CO3,C6H13CO2H,[20.73434594 22.83785952]
200,C6H5CH2CO3,C6H5C2CO2H,[19.35600251 20.7225691 ]
201,C6H5C2H4O2,C6H5C2OH,[19.51190968 19.79970629]
202,C6H5CH2O2,C6H5CH2OH,[20.01640455 20.90505792]
203,C6OTKETO2,C6OTKETOH,[18.64743406 19.37771781]
204,C720O2,C720OH,[18.6745306 19.54042281]
205,C7ADCO2,C7ADCOH,[16.19611393 17.19586432]
206,C810O2,C810OH,[17.69376802 16.57090452]
207,C811O2,C811OH,[19.97293598 19.28720868]
208,BZFUO2,BZFUOH,[19.83159917 20.84933049]
209,C813O2,C813OH,[17.79245265 17.11669195]
210,C89O2,C89OH,[17.75841421 16.61663407]
211,C89OH,C89O,[14.54489397 16.66630181]
212,C89OOH,C89O,[ -inf 19.11088733]
213,C89NO3,C89O,[ -inf 20.80452889]
214,C89O2,C89O,[23.63615358 22.73771208]
215,C96OH,C96O,[ -inf 19.83116436]
216,C96NO3,C96O,[ -inf 24.11557265]
217,C96OOH,C96O,[ -inf 21.75977685]
218,C96O2,C96O,[25.8197215 25.37969046]
219,C97OH,C97O,[15.76652743 19.21898932]
220,C97OOH,C97O,[ -inf 21.87955773]
221,C97O2,C97O,[25.50017593 25.38691182]
222,C97O2,C97OH,[19.57478837 19.21814242]
223,C98O2,C98OH,[19.3712357 19.21741702]
224,MEPROPENE,CH3CCH3OOA,[23.50443042 23.50596889]
225,CHOC2CO3,CHOC2CO2H,[18.7392989 19.64656095]
226,ME3BU3ECHO,CO2C3OOB,[21.78217791 21.71490634]
227,CO2C4CO3,CO2C4CO2H,[19.60683613 21.58886707]
228,HOCOC4DIAL,CO2C4DIAL,[18.2519062 23.1279894]
229,DDECO2,DDECOH,[20.29952922 21.09188308]
230,DECO2,DECOH,[19.8380961 20.64571779]
231,DM124O,DM124OHNO2,[19.69138243 24.41087059]
232,DMPHO,DMPHOHNO2,[19.45985479 24.0631469 ]
233,EBFUO2,EBFUOH,[18.90989601 20.31795633]
234,EBZBIPERO2,EBZBPER2OH,[19.76007482 20.59807351]
235,ACETC2H4O2,ETACETOH,[18.09231047 18.95375198]
236,ETHACETO2,ETHACETOH,[19.22510708 20.09137858]
237,HOCH2CH2O2,ETHGLY,[21.24803478 22.32455082]
238,ETOLO2,ETOLOH,[19.13910931 18.98147063]
239,C2H2,HCOOH,[21.22811648 24.75444197]
240,HMML,HCOOH,[18.96415965 23.65896039]
241,CH2OO,HCOOH,[23.76578975 23.8455066 ]
242,HEPTO2,HEPTOH,[19.31109213 20.15407257]
243,HEXAO2,HEXAOH,[20.03249263 21.83093909]
244,HEXBO2,HEXBOH,[18.98705576 19.829219 ]
245,HEXCO2,HEXCOH,[19.07690049 19.91897566]
246,C524OOH,HIEPOXB,[17.45799037 21.09343877]
247,HO13C5O2,HO134C5,[19.01985278 21.25237016]
248,HO13C4O2,HO13C4OH,[19.49066945 21.49654212]
249,HO3C5O2,HO13C5,[19.25163182 21.46632454]
250,HO2C6O2,HO25C6,[18.62381431 19.72793678]
251,HO3C76O2,HO25C7,[18.91115135 20.01378026]
252,HO2C3CO3,HO2C3CO2H,[17.48862281 21.31498812]
253,HO2C43CO3,HO2C43CO2H,[12.40868119 14.55100571]
254,HO2C4CO3,HO2C4CO2H,[20.17111471 22.42161626]
255,HO2M2C4O2,HO2M2C4OH,[11.75035317 13.48093507]
256,HO3C106O2,HO36C10,[19.35339903 20.41291515]
257,HO3C116O2,HO36C11,[19.5823248 20.63094064]
258,HO3C126O2,HO36C12,[19.79898351 20.84111953]
259,HO3C86O2,HO36C8,[18.55285176 19.66079677]
260,HO3C96O2,HO36C9,[19.38371577 20.45861635]
261,HO3C5CO3,HO3C5CO2H,[19.98899534 22.47066877]
262,HOBUT2CO3,HOBUT2CO2H,[20.17122592 21.303407 ]
263,HOC2H4CO3,HOC2H4CO2H,[20.59241919 22.85579371]
264,HOC3H6CO3,HOC3H6CO2H,[20.06973509 21.60312819]
265,HO1C3O2,HOC3H6OH,[19.66002367 20.90547842]
266,HO1C4O2,HOC4H8OH,[20.13089448 21.22773696]
267,HMGLOO,HOCH2COCO2H,[20.71864817 21.32767896]
268,HOIPRCO3,HOIPRCO2H,[19.35225784 21.22827904]
269,IPRCO3,IBUTACID,[21.16739234 22.04253201]
270,APINENE,APINOOA,[24.64149966 24.65433527]
271,ISOPAOOH,IEPOXA,[17.99086002 21.69018456]
272,INAO2,INAOH,[18.04152401 18.83804058]
273,INB2OOH,INB2O,[ -inf 19.39503162]
274,INB2O2,INB2O,[22.30857816 23.39886513]
275,INCO2,INCOH,[18.25748708 18.92055011]
276,INDO2,INDOH,[18.95693078 19.66449493]
277,M3F,M3FOOA,[18.8427521 21.56809687]
278,MALANHYO2,MALANHY2OH,[18.77124965 20.62973296]
279,C7BDICARB,MEK2OOC,[21.4892378 21.49885704]
280,METHACETO2,METACETOH,[18.08778348 19.08811843]
281,MXYBIPERO2,MXYBPER2OH,[20.02716359 20.77086475]
282,MXYLCO3,MXYLCO2H,[19.3463781 20.85832746]
283,MXYLO2,MXYLOH,[19.69416809 19.8434039 ]
284,BUT2CO3,BUT2CO2H,[19.57014619 20.80469326]
285,NBZFUO,NBZFUONE,[22.94236603 21.97147502]
286,NC4EDCO2H,NC4EDCO2,[20.04708036 24.28979726]
287,NC524O2,NC524OH,[17.40595961 18.2189534 ]
288,NEBFUO,NEBFUONE,[22.83045094 22.2127548 ]
289,NONO2,NONOH,[19.85251051 20.67372564]
290,C721CO3,NORPINIC,[18.43638186 20.09909278]
291,NPBFUO,NPBFUONE,[21.77579104 21.15618781]
292,NSTYRENO2,NSTYRENOOH,[23.47255494 20.41364221]
293,ACRO2,OCCOHCOH,[17.40402743 20.31755084]
294,OCCOHCO2,OCCOHCOH,[19.28540882 20.25255623]
295,OCTO2,OCTOH,[18.99218202 19.8432066 ]
296,BUT2OLO2,BUT2OLOH,[14.06861677 15.61807484]
297,OETLQO2,OETLQOH,[16.77932768 18.21219939]
298,OETLQOH,OETLQCO,[14.45816361 18.15497651]
299,OETLQOOH,OETLQCO,[16.16587339 20.35692504]
300,OETLQO2,OETLQCO,[16.77932768 18.21219939]
301,OETLQO2,OETLQOOH,[17.42019329 20.42107258]
302,OXYLCO3,OXYLCO2H,[19.39972878 21.02734077]
303,OXYLO2,OXYLOH,[19.90270521 19.83979152]
304,OXYQO2,OXYQOH,[18.22076502 19.19094765]
305,OXYQOH,OXYQCO,[15.88909471 19.13524255]
306,OXYQOOH,OXYQCO,[17.50817506 21.32166602]
307,OXYQO2,OXYQCO,[18.22076502 19.19094765]
308,OXYQO2,OXYQOOH,[18.8462338 21.38442401]
309,PBFUO2,PBFUOH,[17.88092506 19.28716358]
310,PBZBIPERO2,PBZBPER2OH,[18.86568332 19.71121911]
311,PBZQO2,PBZQOH,[16.53592023 18.49783715]
312,PBZQOH,PBZQCO,[13.93490072 18.42844199]
313,PBZQOOH,PBZQCO,[15.61180206 20.56944624]
314,PBZQO2,PBZQCO,[16.53592023 18.49783715]
315,PBZQO2,PBZQOOH,[17.11388655 20.64381105]
316,PEAO2,PEAOH,[19.89378139 21.58395045]
317,PEBO2,PEBOH,[19.53620886 20.38689884]
318,PEBQO2,PEBQOH,[17.43783013 18.86335326]
319,PEBQOH,PEBQCO,[15.03971655 18.80450464]
320,PEBQOOH,PEBQCO,[16.71167486 20.99084112]
321,PEBQO2,PEBQCO,[17.43783013 18.86335326]
322,PEBQO2,PEBQOOH,[18.06329891 21.05682963]
323,C4H9CO3,PENTACID,[20.86850971 22.20760004]
324,BUTDAO2,BUTDAOH,[19.90748973 20.40170086]
325,PHC3O2,PHC3OH,[18.0197105 18.19690156]
326,PHCOETO2,PHCOETOH,[17.07568336 18.65382604]
327,PINALO2,PINALOH,[18.71959043 18.76882324]
328,PINALOH,PINALO,[15.22527631 18.70245452]
329,PINALOOH,PINALO,[ -inf 21.29545531]
330,PINALNO3,PINALO,[ -inf 22.57087717]
331,PINALO2,PINALO,[24.62272144 24.9153165 ]
332,C811CO3,PINIC,[20.69617809 20.30427051]
333,PPRBQO2,PPRBQOH,[16.54379171 17.97291751]
334,PPRBQOH,PPRBQCO,[14.14588984 17.91403996]
335,PPRBQOOH,PPRBQCO,[15.82998295 20.11546877]
336,PPRBQO2,PPRBQCO,[16.54379171 17.97291751]
337,PPRBQO2,PPRBQOOH,[17.18465732 20.1817907 ]
338,PTLQO2,PTLQOH,[18.12205517 19.56163181]
339,PTLQOH,PTLQCO,[15.71032172 19.50234582]
340,PTLQOOH,PTLQCO,[17.3638142 21.66848985]
341,PTLQO2,PTLQCO,[18.12205517 19.56163181]
342,PTLQO2,PTLQOOH,[18.72734462 21.73492884]
343,BZBIPERO2,BZBIPER2OH,[18.97617616 19.84432717]
344,PXYLCO3,PXYLCO2H,[19.54293178 21.06965474]
345,PXYLO2,PXYLOH,[19.95655716 20.08426435]
346,TC4H9O2,TBUTOL,[18.28961786 19.15212442]
347,TLBIPERO2,TLBIPER2OH,[20.45693456 21.30116021]
348,TM123BCO3,TM123BCO2H,[18.7027618 20.17772969]
349,TM123BO2,TM123BOH,[19.47610261 19.12008177]
350,TM123BPRO2,TM123BP2OH,[19.32811137 20.01755863]
351,TM124BCO3,TM124BCO2H,[19.18753203 20.66946689]
352,TM124BO2,TM124BOH,[19.94211334 19.61150089]
353,TM135BPRO2,TM135BP2OH,[19.88629933 20.43745534]
354,TM135MUCO2,TM135MUOH,[17.8753249 18.7458614]
355,TMBCO3,TMBCO2H,[18.85767621 20.31817748]
356,TMBO2,TMBOH,[19.44106577 19.18640578]
357,PXYL1O,TOL4OHNO2,[20.14598079 24.81356812]
358,UDECO2,UDECOH,[20.07658632 20.87452895]
359,C656OH,C4COMEOH,[15.72278233 20.84280197]
360,C4COMOHOOH,C4COMOH3O,[ -inf 15.61592734]
361,C4COMOH3O2,C4COMOH3O,[15.99865476 20.11358737]
362,C511OOH,C511O,[ -inf 20.68918886]
363,C511O2,C511O,[22.3668356 24.86283452]
364,C5124COOOH,C5124COO,[ -inf 20.45430376]
365,C5124COO2,C5124COO,[21.03297889 23.39084114]
366,C514O2,C514OH,[19.03948879 17.9189283 ]
367,C525OOH,C525O,[ -inf 16.15007355]
368,C525O2,C525O,[18.74209463 20.18632534]
369,C52O2,C52OH,[19.32889212 20.45138174]
370,C531OOH,C531CO,[15.72592158 18.88466132]
371,C531OOH,C531O,[ -inf 17.14330455]
372,C531O2,C531O,[20.4924079 21.05111484]
373,C53OOH,C53O,[ -inf 19.97471325]
374,C53O2,C53O,[22.25373749 24.39368175]
375,C54OOH,C54O,[ -inf 13.27033195]
376,C54O2,C54O,[15.22037939 17.46167586]
377,C5COCHOOOH,C5COCHOO,[ -inf 19.04341582]
378,C5COCHOO2,C5COCHOO,[21.869019 22.84437206]
379,C6CO2OHOOH,C5MCO2OHO,[ -inf 19.76465383]
380,C5MCO2OHO2,C5MCO2OHO,[22.77160605 23.94481906]
381,C5NO3OAOOH,C5NO3COAO,[ -inf 14.55779538]
382,C5NO3COAO2,C5NO3COAO,[17.97351034 18.57616311]
383,C5OHCO4OOH,C5OH2CO4O,[ -inf 16.01608065]
384,C5OH2CO4O2,C5OH2CO4O,[17.76800584 20.71897058]
385,C6135COOOH,C6135COO,[ -inf 18.9628015]
386,CY6TRIONO2,C6135COO,[21.33737529 22.98412467]
387,C614O2,C614OH,[21.1331763 21.14408363]
388,C61O2,C61OH,[18.57538834 19.80360918]
389,C63O2,C63OH,[18.67222593 20.24770273]
390,C6CO2M2OH,C6CO3MOH,[15.05314057 18.84915594]
391,C6CO3OHOOH,C6CO3OH5O,[ -inf 19.53644776]
392,C6CO3OH5O2,C6CO3OH5O,[21.66463712 23.7891705 ]
393,C6COCHOOOH,C6COCHOO,[ -inf 18.86730009]
394,C6COCHOO2,C6COCHOO,[21.64073097 22.98941421]
395,C112OOH,C112O,[ -inf 21.06394508]
396,C112O2,C112O,[22.8906591 25.27883981]
397,C6HOCOOOH,C6HO1CO3O,[ -inf 18.6231299]
398,C6HO1CO3O2,C6HO1CO3O,[20.95590098 23.08192376]
399,C6OTKETOOH,C6OTKETO,[ -inf 19.11304438]
400,C6OTKETO2,C6OTKETO,[22.63091734 23.60425055]
401,C716OOH,C716O,[ -inf 20.55111111]
402,C716O2,C716O,[24.15554599 24.85683369]
403,C717O2,C717OH,[20.92524563 18.96979724]
404,C71OOH,C71O,[ -inf 19.63728539]
405,C71O2,C71O,[21.39166859 24.1376607 ]
406,C722OOH,C722O,[ -inf 18.94040367]
407,C722O2,C722O,[21.49963509 23.19552073]
408,C726CO5OOH,C726CO5O,[ -inf 19.74252692]
409,C726CO5O2,C726CO5O,[22.93909383 24.133914 ]
410,C72O2,C72OH,[18.88459816 20.06507917]
411,BZFUOOH,BZFUO,[ -inf 20.67593941]
412,BZFUO2,BZFUO,[23.81480438 25.07585994]
413,C113O2,C113OH,[19.59383732 20.69452684]
414,C73OOH,C73O,[ -inf 19.38029804]
415,C73O2,C73O,[18.09087295 21.96423692]
416,C114OOH,C114O,[ -inf 20.79656004]
417,C114O2,C114O,[23.39130554 25.26641766]
418,C7DCO2,C7DCOH,[17.49408109 18.59028577]
419,C7EDCO2,C7EDCOH,[19.03056563 19.94111807]
420,C7M2CO5OOH,C7M2CO5O,[ -inf 18.74773539]
421,C7M2CO5O2,C7M2CO5O,[21.30029177 23.41142197]
422,C81OOH,C81O,[ -inf 19.72383474]
423,C81O2,C81O,[21.2460824 23.95500253]
424,BZFUONE,BZFUONOOA,[21.4267974 21.57196665]
425,C122OOH,C122O,[ -inf 21.30771998]
426,C122O2,C122O,[23.2097186 25.52385085]
427,C84OOH,C84O,[ -inf 19.71891244]
428,C84O2,C84O,[22.101276 24.22851359]
429,C86OOH,C86O,[ -inf 21.0963269]
430,C86O2,C86O,[22.38336959 24.86306479]
431,APINAOOH,APINAO,[ -inf 21.41663982]
432,APINAO2,APINAO,[24.27549296 25.14119963]
433,C922OOH,C922O,[ -inf 19.43711281]
434,C922O2,C922O,[23.77243068 22.96684675]
435,C92OOH,C92O,[ -inf 20.7436929]
436,C92O2,C92O,[22.40203982 24.96368896]
437,C93O2,C93OH,[19.36576635 20.51238788]
438,C94OOH,C94O,[ -inf 20.59867538]
439,C94O2,C94O,[23.08086315 25.06991524]
440,C96O2,C96OH,[22.07997754 21.39673511]
441,C123O2,C123OH,[19.82440984 20.90778581]
442,CATECHOL,CATECOOA,[16.67981434 21.89049351]
443,C4H6,CH2OOD,[23.10374626 23.10279194]
444,C5H8,CH2OOE,[23.31805572 23.36593969]
445,MACR,CH2OOG,[22.40890096 22.297777 ]
446,C124OOH,C124O,[ -inf 21.01098886]
447,C124O2,C124O,[23.65644436 25.48342248]
448,CH3CHOO,CH3CO2H,[23.15544967 23.21916258]
449,CH3CO3,CH3CO2H,[22.10483052 23.92479929]
450,CHOC2H4OOH,CHOC2H4O,[ -inf 18.40233269]
451,CHOC2H4O2,CHOC2H4O,[21.8354214 22.68917947]
452,C413COOOH,CHOC3COO,[ -inf 20.54495699]
453,CHOC3COO2,CHOC3COO,[23.70968352 24.72244591]
454,ALCOCH2OOH,CHOCOCH2O,[ -inf 21.29662132]
455,CHOCOCH2O2,CHOCOCH2O,[22.7840768 24.32781136]
456,C5H8,CISOPA,[22.13320984 25.70568945]
457,CISOPAO2,CISOPA,[24.17793987 25.29947994]
458,ISOPBO2,CISOPA,[24.11091513 24.76482353]
459,C5H8,CISOPC,[22.05039434 25.62287395]
460,CISOPCO2,CISOPC,[22.58120987 24.52067268]
461,ISOPDO2,CISOPC,[22.96048007 24.00427785]
462,CO235C6OOH,CO235C6O,[ -inf 22.01740594]
463,CO235C6O2,CO235C6O,[23.60249995 24.42169702]
464,CO24C53OOH,CO24C53O,[ -inf 19.58441243]
465,CO24C53O2,CO24C53O,[22.50281826 23.67219452]
